Dates,RTX
2018-06-20,158.19000244140625
2018-06-21,157.8800048828125
2018-06-25,160.27999877929688
2018-06-22,160.1699981689453
2018-06-26,155.5
2018-06-27,151.89999389648438
2018-06-28,148.52000427246094
2018-06-29,172.0
2018-07-02,169.66000366210938
2018-07-03,170.0
2018-07-05,169.9499969482422
2018-07-16,173.63999938964844
2018-09-18,174.6199951171875
2019-01-24,175.7100067138672
2019-09-05,175.69000244140625
2018-11-21,178.3300018310547
2020-01-13,181.60000610351562
2020-04-01,182.41000366210938
2020-06-19,183.38999938964844
2019-10-29,182.33999633789062
2020-01-16,180.92999267578125
2020-06-22,180.13999938964844
2018-10-03,178.6699981689453
2018-07-31,178.6699981689453
2019-03-12,177.4199981689453
2019-02-08,178.85000610351562
2019-01-07,176.2899932861328
2018-12-06,175.33999633789062
2019-08-19,175.74000549316406
2019-07-18,177.92999267578125
2019-05-15,179.86000061035156
2019-09-20,178.08999633789062
2019-11-01,175.99000549316406
2020-04-07,178.0
2020-06-25,178.39999389648438
2020-06-16,177.4499969482422
2019-11-04,175.9600067138672
2020-01-22,176.14999389648438
2019-11-07,177.3000030517578
2020-04-13,175.64999389648438
2019-07-01,176.27999877929688
2019-05-30,177.0
2018-08-15,176.8300018310547
2018-10-18,178.42999267578125
2019-03-27,178.22999572753906
2019-01-22,177.72000122070312
2018-12-21,177.27999877929688
2019-09-03,179.63999938964844
2018-11-19,182.22000122070312
2019-08-02,186.44000244140625
2020-01-28,186.19000244140625
2020-04-16,185.8800048828125
2019-11-13,184.58999633789062
2020-01-31,184.74000549316406
2018-12-04,183.32000732421875
2018-11-02,180.7899932861328
2019-07-16,180.57000732421875
2018-08-30,180.25
2018-10-01,179.97999572753906
2019-06-14,181.11000061035156
2019-05-13,181.8800048828125
2019-04-11,179.58999633789062
2019-02-06,178.4600067138672
2019-09-18,177.5500030517578
2020-02-03,181.3800048828125
2020-04-22,182.0
2019-11-19,182.5
2020-02-06,184.16000366210938
2019-11-22,189.2899932861328
2019-03-25,190.0
2019-02-21,193.77999877929688
2018-12-19,194.9199981689453
2018-07-12,192.6199951171875
2018-09-14,193.05999755859375
2018-08-13,192.6199951171875
2018-10-16,191.5
2019-07-31,187.6999969482422
2019-05-28,187.9600067138672
2019-04-26,185.61000061035156
2020-04-28,177.83999633789062
2019-11-25,182.19000244140625
2020-02-12,181.0
2020-05-01,185.77999877929688
2020-05-04,185.83999633789062
2019-06-12,184.2899932861328
2019-04-09,181.1300048828125
2019-03-08,178.61000061035156
2019-02-04,177.02999877929688
2018-07-27,175.74000549316406
2018-08-28,167.0
2019-01-03,171.38999938964844
2019-08-15,174.97999572753906
2018-10-31,173.4600067138672
2019-09-16,174.27999877929688
2020-02-18,175.75
2020-05-07,177.25
2018-08-17,175.14999389648438
2019-12-04,178.35000610351562
2020-02-21,184.13999938964844
2018-12-17,185.57000732421875
2019-08-30,180.55999755859375
2018-11-15,181.4499969482422
2019-07-29,175.8000030517578
2019-06-27,173.32000732421875
2019-04-24,167.69000244140625
2018-07-10,167.99000549316406
2018-09-12,165.57000732421875
2019-02-19,161.9199981689453
2019-01-18,162.47999572753906
2020-02-24,161.99000549316406
2020-05-13,167.6999969482422
2019-12-10,176.60000610351562
2020-02-27,178.4199981689453
2019-12-13,181.64999389648438
2020-05-19,181.0
2019-03-06,186.7899932861328
2018-11-30,187.75999450683594
2019-08-13,179.75999450683594
2019-07-12,179.5500030517578
2019-06-10,174.3699951171875
2019-05-09,176.55999755859375
2018-07-25,178.6199951171875
2018-09-27,177.49000549316406
2018-10-29,172.0
2019-10-16,171.41000366210938
2019-12-16,169.6199951171875
2020-03-04,164.4199981689453
2020-05-22,163.47999572753906
2019-10-01,165.07000732421875
2019-12-19,158.47000122070312
2018-09-10,161.8699951171875
2019-05-24,162.5800018310547
2018-08-09,164.83999633789062
2019-04-22,166.2100067138672
2019-03-21,165.13999938964844
2019-01-16,169.32000732421875
2019-08-28,173.30999755859375
2018-11-13,176.77999877929688
2018-10-12,178.41000366210938
2019-06-25,182.6999969482422
2020-03-10,186.08999633789062
2020-05-28,188.86000061035156
2019-10-07,186.99000549316406
2020-03-13,186.75999450683594
2019-10-10,188.33999633789062
2020-03-16,191.4199981689453
2020-06-03,194.77999877929688
2018-11-28,195.80999755859375
2018-09-25,195.1999969482422
2018-07-23,190.22999572753906
2018-08-24,190.38999938964844
2019-07-10,188.97999572753906
2019-05-07,188.25999450683594
2019-04-05,187.9199981689453
2019-03-04,190.97999572753906
2019-01-31,193.02999877929688
2019-09-12,189.27999877929688
2019-12-31,190.74000549316406
2020-03-19,193.0
2020-01-03,182.58999633789062
2020-06-09,181.4499969482422
2019-02-15,182.1699981689453
2019-01-14,184.3000030517578
2018-07-06,186.25
2018-08-07,186.83999633789062
2018-10-10,188.55999755859375
2018-12-13,189.08999633789062
2019-08-26,188.63999938964844
2019-07-25,188.1199951171875
2019-05-22,185.83999633789062
2019-03-19,188.10000610351562
2020-01-06,189.99000549316406
2020-03-25,189.8699951171875
2020-06-12,190.0399932861328
2019-10-22,192.69000244140625
2020-01-09,193.88999938964844
2020-06-15,190.50999450683594
2019-10-25,188.6999969482422
2020-03-31,181.8300018310547
2020-06-18,177.6199951171875
2019-04-03,180.55999755859375
2018-08-22,183.22999572753906
2018-10-25,186.77999877929688
2019-01-29,186.66000366210938
2018-12-28,189.35000610351562
2018-11-26,189.2100067138672
2019-08-09,185.0
2019-07-08,182.4600067138672
2019-06-06,182.74000549316406
2019-09-10,183.85000610351562
2020-01-15,185.05999755859375
2020-04-03,190.07000732421875
2019-10-31,190.00999450683594
2020-04-06,186.94000244140625
2020-06-24,184.86000061035156
2018-11-09,187.3800048828125
2019-07-23,189.42999267578125
2019-06-21,188.97999572753906
2019-05-20,188.33999633789062
2019-04-18,189.35000610351562
2018-09-06,189.9499969482422
2018-10-08,189.6999969482422
2019-02-13,191.7100067138672
2018-12-11,191.4199981689453
2019-09-25,186.47000122070312
2020-01-21,184.32000732421875
2020-04-09,184.8000030517578
2019-11-06,180.75
2020-01-24,170.4499969482422
2020-01-27,169.86000061035156
2020-04-15,175.60000610351562
2018-12-26,175.86000061035156
2019-08-07,175.22000122070312
2019-06-04,174.4199981689453
2018-09-21,173.6699981689453
2018-07-19,174.9199981689453
2018-08-20,175.60000610351562
2018-10-23,172.49000549316406
2019-05-03,174.19000244140625
2019-04-01,175.14999389648438
2019-02-28,174.3800048828125
2019-11-12,171.5399932861328
2020-01-30,170.5
