Dates,ALXN
2018-06-20,124.7699966430664
2018-06-21,126.13999938964844
2018-06-25,128.63999938964844
2018-06-22,127.13999938964844
2018-06-26,125.9000015258789
2018-06-27,124.27999877929688
2018-06-28,123.58000183105469
2018-06-29,125.25
2018-07-02,125.22000122070312
2018-07-03,126.79000091552734
2018-07-05,128.74000549316406
2018-07-16,132.47999572753906
2018-09-18,132.99000549316406
2019-01-24,132.02999877929688
2019-09-05,131.7899932861328
2018-11-21,134.3300018310547
2020-01-13,136.47000122070312
2020-04-01,136.8699951171875
2020-06-19,137.89999389648438
2019-10-29,135.97000122070312
2020-01-16,135.86000061035156
2020-06-22,135.77999877929688
2018-10-03,135.1699981689453
2018-07-31,137.3300018310547
2019-03-12,137.6199951171875
2019-02-08,138.77000427246094
2019-01-07,136.89999389648438
2018-12-06,132.4499969482422
2019-08-19,133.47000122070312
2019-07-18,133.72000122070312
2019-05-15,131.42999267578125
2019-09-20,128.0
2019-11-01,123.69999694824219
2020-04-07,123.33999633789062
2020-06-25,122.38999938964844
2020-06-16,121.4000015258789
2019-11-04,119.97000122070312
2020-01-22,119.98999786376953
2019-11-07,120.61000061035156
2020-04-13,118.9000015258789
2019-07-01,118.33000183105469
2019-05-30,117.27999877929688
2018-08-15,118.47000122070312
2018-10-18,117.25
2019-03-27,118.1500015258789
2019-01-22,117.93000030517578
2018-12-21,117.94999694824219
2019-09-03,121.01000213623047
2018-11-19,122.36000061035156
2019-08-02,123.63999938964844
2020-01-28,123.20999908447266
2020-04-16,123.73999786376953
2019-11-13,121.77999877929688
2020-01-31,120.61000061035156
2018-12-04,121.0199966430664
2018-11-02,117.30000305175781
2019-07-16,118.5199966430664
2018-08-30,118.04000091552734
2018-10-01,118.4800033569336
2019-06-14,119.76000213623047
2019-05-13,119.37000274658203
2019-04-11,118.6500015258789
2019-02-06,120.94000244140625
2019-09-18,123.11000061035156
2020-02-03,124.91000366210938
2020-04-22,125.5
2019-11-19,130.49000549316406
2020-02-06,130.5399932861328
2019-11-22,137.47999572753906
2019-03-25,138.8699951171875
2019-02-21,140.77000427246094
2018-12-19,140.0
2018-07-12,137.8699951171875
2018-09-14,138.11000061035156
2018-08-13,136.7100067138672
2018-10-16,136.07000732421875
2019-07-31,132.1999969482422
2019-05-28,132.27000427246094
2019-04-26,130.1199951171875
2020-04-28,124.5
2019-11-25,122.95999908447266
2020-02-12,123.5199966430664
2020-05-01,128.1300048828125
2020-05-04,129.57000732421875
2019-06-12,129.25999450683594
2019-04-09,128.99000549316406
2019-03-08,127.06999969482422
2019-02-04,124.26000213623047
2018-07-27,126.5
2018-08-28,119.38999938964844
2019-01-03,118.7699966430664
2019-08-15,118.08999633789062
2018-10-31,114.37999725341797
2019-09-16,115.05999755859375
2020-02-18,119.91000366210938
2020-05-07,123.18000030517578
2018-08-17,124.0199966430664
2019-12-04,125.37999725341797
2020-02-21,127.80000305175781
2018-12-17,128.4199981689453
2019-08-30,126.58999633789062
2018-11-15,123.54000091552734
2019-07-29,122.1500015258789
2019-06-27,120.81999969482422
2019-04-24,119.93000030517578
2018-07-10,120.1500015258789
2018-09-12,118.87999725341797
2019-02-19,119.0199966430664
2019-01-18,119.79000091552734
2020-02-24,120.44000244140625
2020-05-13,120.63999938964844
2019-12-10,121.0999984741211
2020-02-27,122.91999816894531
2019-12-13,124.94000244140625
2020-05-19,124.16000366210938
2019-03-06,127.12999725341797
2018-11-30,129.36000061035156
2019-08-13,121.1500015258789
2019-07-12,120.9800033569336
2019-06-10,115.98999786376953
2019-05-09,117.11000061035156
2018-07-25,118.76000213623047
2018-09-27,118.26000213623047
2018-10-29,112.23999786376953
2019-10-16,114.06999969482422
2019-12-16,110.73999786376953
2020-03-04,107.72000122070312
2020-05-22,105.0199966430664
2019-10-01,102.37000274658203
2019-12-19,96.56999969482422
2018-09-10,97.87000274658203
2019-05-24,98.19000244140625
2018-08-09,99.2699966430664
2019-04-22,99.80999755859375
2019-03-21,99.05000305175781
2019-01-16,103.87999725341797
2019-08-28,107.30000305175781
2018-11-13,108.9800033569336
2018-10-12,110.48999786376953
2019-06-25,110.73999786376953
2020-03-10,111.48999786376953
2020-05-28,111.52999877929688
2019-10-07,110.33000183105469
2020-03-13,111.7699966430664
2019-10-10,113.98999786376953
2020-03-16,115.6500015258789
2020-06-03,117.37000274658203
2018-11-28,115.31999969482422
2018-09-25,117.9800033569336
2018-07-23,117.9800033569336
2018-08-24,121.58999633789062
2019-07-10,120.01000213623047
2019-05-07,119.98999786376953
2019-04-05,121.6500015258789
2019-03-04,123.20999908447266
2019-01-31,126.51000213623047
2019-09-12,129.0
2019-12-31,124.87999725341797
2020-03-19,123.0999984741211
2020-01-03,120.37000274658203
2020-06-09,120.19000244140625
2019-02-15,121.4000015258789
2019-01-14,124.37000274658203
2018-07-06,125.30000305175781
2018-08-07,126.2300033569336
2018-10-10,129.49000549316406
2018-12-13,129.77999877929688
2019-08-26,130.4199981689453
2019-07-25,130.08999633789062
2019-05-22,129.85000610351562
2019-03-19,133.3699951171875
2020-01-06,134.9499969482422
2020-03-25,136.19000244140625
2020-06-12,137.3000030517578
2019-10-22,137.8000030517578
2020-01-09,138.32000732421875
2020-06-15,136.5
2019-10-25,134.89999389648438
2020-03-31,131.1999969482422
2020-06-18,128.77000427246094
2019-04-03,132.1999969482422
2018-08-22,134.8699951171875
2018-10-25,136.9600067138672
2019-01-29,136.3800048828125
2018-12-28,136.64999389648438
2018-11-26,136.38999938964844
2019-08-09,134.55999755859375
2019-07-08,133.55999755859375
2019-06-06,134.55999755859375
2019-09-10,134.89999389648438
2020-01-15,132.33999633789062
2020-04-03,136.9499969482422
2019-10-31,137.5
2020-04-06,135.77999877929688
2020-06-24,135.7899932861328
2018-11-09,137.6199951171875
2019-07-23,139.64999389648438
2019-06-21,140.17999267578125
2019-05-20,141.8000030517578
2019-04-18,141.64999389648438
2018-09-06,141.2100067138672
2018-10-08,140.35000610351562
2019-02-13,141.86000061035156
2018-12-11,141.58999633789062
2019-09-25,139.38999938964844
2020-01-21,137.92999267578125
2020-04-09,139.9499969482422
2019-11-06,137.77000427246094
2020-01-24,128.22000122070312
2020-01-27,129.2899932861328
2020-04-15,133.22999572753906
2018-12-26,133.88999938964844
2019-08-07,135.80999755859375
