Dates,ALXN
2019-01-04,97.26000213623047
2018-08-29,97.01000213623047
2019-02-05,99.26000213623047
2018-11-01,98.16999816894531
2019-08-16,97.16000366210938
2019-04-10,96.45999908447266
2019-09-17,95.30000305175781
2019-10-15,99.12999725341797
2020-01-02,99.5
2020-06-08,101.5999984741211
2019-10-18,102.80000305175781
2020-03-24,101.19999694824219
2020-06-11,100.29000091552734
2020-01-08,100.0
2019-04-25,101.98999786376953
2019-07-30,101.0
2019-02-20,107.86000061035156
2018-07-11,105.08999633789062
2018-09-13,105.0
2018-10-15,106.56999969482422
2019-06-28,107.48999786376953
2018-12-18,106.2300033569336
2018-11-16,106.26000213623047
2019-10-02,110.26000213623047
2020-03-27,108.69000244140625
2020-01-10,107.41999816894531
2019-10-24,106.91000366210938
2020-03-30,107.27999877929688
2020-06-17,110.66999816894531
2020-01-14,109.37999725341797
2020-04-02,109.0199966430664
2019-01-02,107.37000274658203
2019-08-14,106.83999633789062
2018-10-30,108.54000091552734
2019-06-11,109.0
2019-05-10,110.55000305175781
2019-04-08,108.47000122070312
2018-08-27,109.80000305175781
2018-07-26,110.75
2018-09-28,113.94999694824219
2019-03-07,114.19000244140625
2019-10-30,114.12999725341797
2020-01-17,113.19999694824219
2020-06-23,112.0
2020-04-08,114.61000061035156
2020-06-26,115.58999633789062
2019-03-22,113.80000305175781
2019-01-17,114.08000183105469
2019-08-29,113.02999877929688
2018-11-14,111.51000213623047
2019-06-26,109.5999984741211
2018-09-11,112.81999969482422
2018-07-09,111.22000122070312
2018-08-10,109.51000213623047
2019-04-23,109.43000030517578
2019-09-30,110.05000305175781
2020-01-23,111.58999633789062
2019-11-08,110.68000030517578
2020-04-14,111.0999984741211
2019-11-11,110.12000274658203
2020-01-29,108.8499984741211
2020-04-17,108.94999694824219
2018-07-24,106.80000305175781
2018-09-26,109.36000061035156
2019-05-08,106.36000061035156
2019-03-05,105.6500015258789
2019-02-01,104.94999694824219
2018-12-31,106.94000244140625
2018-11-29,109.20999908447266
2019-08-12,111.22000122070312
2019-07-11,109.70999908447266
2019-09-13,113.5
2019-11-14,112.5199966430664
2020-04-20,113.51000213623047
2020-02-04,113.1500015258789
2020-04-23,113.86000061035156
2018-12-14,113.2699966430664
2019-08-27,111.05999755859375
2018-08-08,109.05000305175781
2018-10-11,104.08000183105469
2018-11-12,106.91999816894531
2019-07-26,107.12999725341797
2019-06-24,106.0
2019-05-23,101.36000061035156
2019-03-20,100.08999633789062
2019-01-15,103.0
2019-11-20,104.5
2020-02-07,104.62999725341797
2020-02-10,102.97000122070312
2020-04-29,100.13999938964844
2019-11-26,101.13999938964844
2020-02-13,102.48999786376953
2019-01-30,105.30000305175781
2018-08-23,104.45999908447266
2018-09-24,102.8499984741211
2018-11-27,102.37999725341797
2018-10-26,102.95999908447266
2019-07-09,102.1500015258789
2019-06-07,100.7699966430664
2019-05-06,100.45999908447266
2019-04-04,96.98999786376953
2019-09-11,93.0
2019-11-29,90.0
2020-05-05,90.4800033569336
2019-12-02,93.77999877929688
2020-02-19,94.7699966430664
2020-05-08,93.5
2019-05-21,91.0199966430664
2019-03-18,86.5
2018-09-07,88.88999938964844
2018-08-06,86.41000366210938
2018-10-09,78.23999786376953
2019-02-14,80.77999877929688
2018-12-12,73.69000244140625
2019-07-24,76.9000015258789
2019-09-26,78.6500015258789
2019-10-28,82.51000213623047
2019-12-05,84.62999725341797
2020-05-11,81.88999938964844
2019-07-03,82.9800033569336
2020-02-25,85.08999633789062
2020-05-14,83.7300033569336
2020-02-28,85.0199966430664
2019-08-08,85.43000030517578
2019-06-05,86.95999908447266
2018-07-20,87.5
2018-08-21,88.75
2018-10-24,91.1500015258789
2019-04-02,91.56999969482422
2019-03-01,96.7699966430664
2019-01-28,95.5
2018-12-27,97.91000366210938
2019-09-09,96.37999725341797
2020-03-02,97.33999633789062
2020-05-20,98.4000015258789
2019-12-17,97.5199966430664
2020-03-05,101.54000091552734
2019-02-12,103.62000274658203
2019-01-11,105.98999786376953
2018-12-10,105.43000030517578
2019-08-23,104.0
2018-11-08,104.27999877929688
2019-07-22,110.0
2019-06-20,111.41999816894531
2018-09-05,108.58000183105469
2019-04-17,107.61000061035156
2019-09-24,106.16000366210938
2019-12-20,103.30000305175781
2020-05-26,99.0199966430664
2019-04-30,100.0
2019-12-23,97.80999755859375
2020-03-11,98.11000061035156
2020-05-29,97.31999969482422
2019-12-26,104.0
2020-06-01,102.0
2019-05-02,101.13999938964844
2019-02-27,100.68000030517578
2018-11-23,103.58000183105469
2019-08-06,103.22000122070312
2018-07-18,102.29000091552734
2018-09-20,103.47000122070312
2018-10-22,101.20999908447266
2019-07-05,102.86000061035156
2019-06-03,103.30999755859375
2019-10-09,113.12999725341797
2019-10-11,115.37999725341797
2020-03-17,119.30000305175781
2020-06-04,117.66999816894531
2019-10-14,116.8499984741211
2020-03-20,113.19000244140625
2018-11-06,113.77999877929688
2019-06-18,114.61000061035156
2019-05-17,119.01000213623047
2019-04-15,115.98999786376953
2019-03-14,115.0
2019-01-09,111.9000015258789
2018-08-02,108.2300033569336
2018-10-05,112.27999877929688
2019-08-21,114.1500015258789
2019-10-17,114.68000030517578
2020-03-23,116.94999694824219
2020-06-10,118.86000061035156
2019-02-25,117.73999786376953
2020-01-07,113.95999908447266
2020-03-26,111.62000274658203
2019-10-23,113.4800033569336
