Dates,ALXN
2018-06-20,1044100.0
2018-06-21,1496000.0
2018-06-25,2327000.0
2018-06-22,1427900.0
2018-06-26,1227000.0
2018-06-27,1189000.0
2018-06-28,1335100.0
2018-06-29,1095600.0
2018-07-02,1294800.0
2018-07-03,619300.0
2018-07-05,1099100.0
2018-07-16,1464500.0
2018-09-18,1480500.0
2019-01-24,894500.0
2019-09-05,825300.0
2018-11-21,1618300.0
2020-01-13,1572700.0
2020-04-01,1132100.0
2020-06-19,1543100.0
2019-10-29,977600.0
2020-01-16,1301400.0
2020-06-22,1297900.0
2018-10-03,1200400.0
2018-07-31,1320400.0
2019-03-12,1406700.0
2019-02-08,2462000.0
2019-01-07,2464100.0
2018-12-06,1596200.0
2019-08-19,1482000.0
2019-07-18,1284300.0
2019-05-15,3143500.0
2019-09-20,2495500.0
2019-11-01,1930200.0
2020-04-07,1705000.0
2020-06-25,1677100.0
2020-06-16,1421400.0
2019-11-04,1027300.0
2020-01-22,1256700.0
2019-11-07,880700.0
2020-04-13,1807000.0
2019-07-01,1410200.0
2019-05-30,1109300.0
2018-08-15,1342700.0
2018-10-18,1017500.0
2019-03-27,857800.0
2019-01-22,718800.0
2018-12-21,622100.0
2019-09-03,961000.0
2018-11-19,1712200.0
2019-08-02,1698000.0
2020-01-28,758000.0
2020-04-16,975500.0
2019-11-13,1138800.0
2020-01-31,1005700.0
2018-12-04,831600.0
2018-11-02,878100.0
2019-07-16,860100.0
2018-08-30,860100.0
2018-10-01,788500.0
2019-06-14,1444700.0
2019-05-13,1322000.0
2019-04-11,927700.0
2019-02-06,1028900.0
2019-09-18,939200.0
2020-02-03,1001100.0
2020-04-22,1689000.0
2019-11-19,3531200.0
2020-02-06,2055700.0
2019-11-22,3878600.0
2019-03-25,1757100.0
2019-02-21,2943100.0
2018-12-19,1910700.0
2018-07-12,2386900.0
2018-09-14,2111700.0
2018-08-13,1160800.0
2018-10-16,1727100.0
2019-07-31,1356400.0
2019-05-28,1384500.0
2019-04-26,1615900.0
2020-04-28,1991000.0
2019-11-25,1841500.0
2020-02-12,1060000.0
2020-05-01,1379600.0
2020-05-04,934200.0
2019-06-12,891200.0
2019-04-09,1166900.0
2019-03-08,1086100.0
2019-02-04,1227100.0
2018-07-27,7219700.0
2018-08-28,3576400.0
2019-01-03,2204100.0
2019-08-15,2022000.0
2018-10-31,1530800.0
2019-09-16,2223600.0
2020-02-18,1965200.0
2020-05-07,1645600.0
2018-08-17,1228700.0
2019-12-04,993300.0
2020-02-21,1216100.0
2018-12-17,884300.0
2019-08-30,1338500.0
2018-11-15,1215700.0
2019-07-29,903500.0
2019-06-27,1093600.0
2019-04-24,1160000.0
2018-07-10,1321400.0
2018-09-12,1029400.0
2019-02-19,1464400.0
2019-01-18,812600.0
2020-02-24,384700.0
2020-05-13,1448400.0
2019-12-10,1154900.0
2020-02-27,1607200.0
2019-12-13,973100.0
2020-05-19,1314900.0
2019-03-06,1361700.0
2018-11-30,1914200.0
2019-08-13,1603700.0
2019-07-12,1229700.0
2019-06-10,1670700.0
2019-05-09,1403500.0
2018-07-25,1395900.0
2018-09-27,2564700.0
2018-10-29,2120800.0
2019-10-16,2159300.0
2019-12-16,2012300.0
2020-03-04,2526700.0
2020-05-22,2959300.0
2019-10-01,5336800.0
2019-12-19,1774800.0
2018-09-10,1945200.0
2019-05-24,1466700.0
2018-08-09,1407200.0
2019-04-22,1310400.0
2019-03-21,1359500.0
2019-01-16,3296500.0
2019-08-28,2349900.0
2018-11-13,1983700.0
2018-10-12,1766500.0
2019-06-25,1553200.0
2020-03-10,1467700.0
2020-05-28,1339500.0
2019-10-07,1681800.0
2020-03-13,1949700.0
2019-10-10,2158100.0
2020-03-16,1926600.0
2020-06-03,2528300.0
2018-11-28,2841600.0
2018-09-25,2480200.0
2018-07-23,1557400.0
2018-08-24,1500800.0
2019-07-10,2012100.0
2019-05-07,2276500.0
2019-04-05,1427900.0
2019-03-04,1678100.0
2019-01-31,2470400.0
2019-09-12,3629800.0
2019-12-31,1889100.0
2020-03-19,1556500.0
2020-01-03,1479400.0
2020-06-09,1057600.0
2019-02-15,969100.0
2019-01-14,1701800.0
2018-07-06,1160400.0
2018-08-07,1017000.0
2018-10-10,1299900.0
2018-12-13,1169700.0
2019-08-26,1758200.0
2019-07-25,1019700.0
2019-05-22,1221500.0
2019-03-19,1574500.0
2020-01-06,1396600.0
2020-03-25,1131400.0
2020-06-12,1556100.0
2019-10-22,1445900.0
2020-01-09,1502200.0
2020-06-15,1030300.0
2019-10-25,1241700.0
2020-03-31,1667100.0
2020-06-18,1194300.0
2019-04-03,1306400.0
2018-08-22,1561000.0
2018-10-25,1066800.0
2019-01-29,1361400.0
2018-12-28,2070700.0
2018-11-26,1744500.0
2019-08-09,1005700.0
2019-07-08,1702900.0
2019-06-06,1729700.0
2019-09-10,1512000.0
2020-01-15,1684000.0
2020-04-03,1737700.0
2019-10-31,1106400.0
2020-04-06,1124900.0
2020-06-24,1240800.0
2018-11-09,869900.0
2019-07-23,1516300.0
2019-06-21,1699700.0
2019-05-20,1189300.0
2019-04-18,1208300.0
2018-09-06,929000.0
2018-10-08,992100.0
2019-02-13,1148900.0
2018-12-11,947500.0
2019-09-25,990500.0
2020-01-21,855400.0
2020-04-09,1172900.0
2019-11-06,3077700.0
