Dates,ALXN
2018-06-20,121.86000061035156
2018-06-21,123.86000061035156
2018-06-25,125.37000274658203
2018-06-22,123.66999816894531
2018-06-26,121.87000274658203
2018-06-27,120.69000244140625
2018-06-28,119.56999969482422
2018-06-29,121.91000366210938
2018-07-02,122.0
2018-07-03,124.55999755859375
2018-07-05,125.51000213623047
2018-07-16,128.27000427246094
2018-09-18,129.80999755859375
2019-01-24,130.4499969482422
2019-09-05,129.7100067138672
2018-11-21,131.5
2020-01-13,134.0
2020-04-01,133.8000030517578
2020-06-19,133.77999877929688
2019-10-29,134.4499969482422
2020-01-16,134.33999633789062
2020-06-22,134.00999450683594
2018-10-03,133.4499969482422
2018-07-31,134.4199981689453
2019-03-12,134.25
2019-02-08,131.2100067138672
2019-01-07,130.5
2018-12-06,129.41000366210938
2019-08-19,130.88999938964844
2019-07-18,131.77000427246094
2019-05-15,124.8499984741211
2019-09-20,122.80999755859375
2019-11-01,120.54000091552734
2020-04-07,121.12999725341797
2020-06-25,119.80000305175781
2020-06-16,119.37000274658203
2019-11-04,118.1500015258789
2020-01-22,118.25
2019-11-07,118.61000061035156
2020-04-13,115.08000183105469
2019-07-01,114.4000015258789
2019-05-30,115.44999694824219
2018-08-15,115.6500015258789
2018-10-18,115.80999755859375
2019-03-27,115.45999908447266
2019-01-22,116.2699966430664
2018-12-21,116.68000030517578
2019-09-03,117.75
2018-11-19,119.69999694824219
2019-08-02,119.8499984741211
2020-01-28,121.77999877929688
2020-04-16,121.55999755859375
2019-11-13,118.56999969482422
2020-01-31,118.81999969482422
2018-12-04,117.11000061035156
2018-11-02,115.4000015258789
2019-07-16,117.2699966430664
2018-08-30,116.0999984741211
2018-10-01,116.29000091552734
2019-06-14,117.3499984741211
2019-05-13,117.27999877929688
2019-04-11,117.08000183105469
2019-02-06,117.56999969482422
2019-09-18,120.58000183105469
2020-02-03,122.69000244140625
2020-04-22,121.91000366210938
2019-11-19,125.62999725341797
2020-02-06,128.27999877929688
2019-11-22,131.27000427246094
2019-03-25,135.10000610351562
2019-02-21,137.9199981689453
2018-12-19,136.89999389648438
2018-07-12,134.0800018310547
2018-09-14,135.1300048828125
2018-08-13,132.58999633789062
2018-10-16,130.02000427246094
2019-07-31,127.27999877929688
2019-05-28,128.5399932861328
2019-04-26,123.76000213623047
2020-04-28,118.25
2019-11-25,118.16000366210938
2020-02-12,120.0
2020-05-01,122.3499984741211
2020-05-04,125.83000183105469
