Dates,ALXN
2018-07-19,136.1300048828125
2018-08-20,134.13999938964844
2018-10-23,133.1300048828125
2019-05-03,136.69000244140625
2019-04-01,136.9600067138672
2019-02-28,134.52000427246094
2019-11-12,133.64999389648438
2020-01-30,131.77000427246094
2019-11-15,131.69000244140625
2020-04-21,125.91999816894531
2019-04-16,127.93000030517578
2019-03-15,128.41000366210938
2019-02-11,131.39999389648438
2019-01-10,130.89999389648438
2019-08-22,127.2300033569336
2018-11-07,128.8000030517578
2018-08-03,127.55000305175781
2018-09-04,125.33000183105469
2019-06-19,127.04000091552734
2019-09-23,125.0
2019-11-18,121.30000305175781
2020-02-05,120.48999786376953
2020-04-24,113.68000030517578
2019-03-29,114.05000305175781
2019-11-21,117.54000091552734
2020-04-27,118.77999877929688
2020-02-11,118.80999755859375
2020-04-30,118.4000015258789
2019-05-01,116.41999816894531
2019-02-26,117.13999938964844
2019-01-25,120.6500015258789
2018-12-24,117.23999786376953
2019-09-06,117.93000030517578
2018-07-17,120.13999938964844
2018-09-19,122.37000274658203
2019-08-05,123.7699966430664
2019-10-08,128.8300018310547
2019-12-11,132.38999938964844
2019-11-27,126.9800033569336
2020-02-14,125.1500015258789
2020-05-06,125.33999633789062
2019-01-08,126.11000061035156
2018-12-07,130.97999572753906
2019-08-20,131.27999877929688
2018-11-05,134.0800018310547
2019-07-19,133.35000610351562
2018-10-04,130.3000030517578
2019-06-17,125.30000305175781
2019-05-16,125.72000122070312
2018-08-01,124.37000274658203
2019-03-13,121.48999786376953
2019-12-03,120.81999969482422
2020-02-20,123.04000091552734
2019-12-06,122.81999969482422
2020-05-12,123.41000366210938
2019-12-09,123.26000213623047
2020-02-26,120.80000305175781
2020-05-15,122.31999969482422
2019-03-28,122.41999816894531
2018-09-17,120.97000122070312
2018-08-16,118.02999877929688
2018-10-19,114.62999725341797
2019-04-29,112.36000061035156
2019-01-23,114.44999694824219
2019-09-04,113.29000091552734
2018-11-20,114.91000366210938
2019-07-02,112.33999633789062
2019-05-31,107.9000015258789
2019-12-12,109.38999938964844
2020-05-18,108.91000366210938
2019-09-27,112.11000061035156
2020-03-03,109.9800033569336
2020-05-21,108.69000244140625
2019-05-14,111.47000122070312
2018-08-31,107.6500015258789
2018-07-30,109.04000091552734
2018-10-02,110.8499984741211
2019-04-12,112.68000030517578
2019-03-11,111.43000030517578
2019-02-07,114.83999633789062
2019-07-17,123.48999786376953
2019-09-19,115.33000183105469
2019-10-21,111.66000366210938
2019-12-18,110.16000366210938
2020-03-06,111.2699966430664
2019-10-03,112.16999816894531
2020-03-09,100.76000213623047
2020-05-27,95.18000030517578
2019-12-24,97.52999877929688
2020-03-12,100.27999877929688
2018-12-20,103.83999633789062
2019-08-01,106.4000015258789
2018-08-14,109.5999984741211
2018-07-13,108.9000015258789
2018-10-17,108.26000213623047
2019-05-29,107.4000015258789
2019-03-26,108.54000091552734
2019-02-22,107.83000183105469
2019-10-04,102.9800033569336
2019-11-05,105.66999816894531
2019-12-27,106.31999969482422
2020-06-02,104.62000274658203
2019-12-30,100.31999969482422
2020-03-18,100.4000015258789
2020-06-05,98.69999694824219
2019-07-15,97.7699966430664
2018-12-03,97.94000244140625
2019-06-13,97.79000091552734
2019-01-04,97.4800033569336
2018-08-29,99.16999816894531
2019-02-05,98.02999877929688
2018-11-01,97.3499984741211
2019-08-16,95.80000305175781
2019-04-10,94.83999633789062
2019-09-17,98.3499984741211
2019-10-15,99.25
2020-01-02,101.33999633789062
2020-06-08,104.80999755859375
2019-10-18,99.51000213623047
2020-03-24,99.98999786376953
2020-06-11,98.41000366210938
2020-01-08,100.7300033569336
2019-04-25,99.27999877929688
2019-07-30,106.62999725341797
2019-02-20,106.08000183105469
2018-07-11,105.18000030517578
2018-09-13,106.55999755859375
2018-10-15,107.48999786376953
2019-06-28,106.25
2018-12-18,105.4000015258789
2018-11-16,109.37999725341797
2019-10-02,108.52999877929688
2020-03-27,107.2300033569336
2020-01-10,106.62999725341797
2019-10-24,108.05000305175781
2020-03-30,110.79000091552734
2020-06-17,109.01000213623047
2020-01-14,109.44000244140625
2020-04-02,107.12999725341797
2019-01-02,105.88999938964844
2019-08-14,108.37000274658203
2018-10-30,107.97000122070312
2019-06-11,110.6500015258789
2019-05-10,108.52999877929688
2019-04-08,109.52999877929688
2018-08-27,111.02999877929688
2018-07-26,114.30000305175781
2018-09-28,113.55999755859375
2019-03-07,114.6500015258789
2019-10-30,113.94000244140625
2020-01-17,112.91000366210938
2020-06-23,114.05000305175781
2020-04-08,115.44999694824219
2020-06-26,107.41999816894531
2019-03-22,113.88999938964844
2019-01-17,112.4800033569336
2019-08-29,111.19999694824219
2018-11-14,109.5
2019-06-26,112.47000122070312
2018-09-11,110.41999816894531
2018-07-09,111.37000274658203
2018-08-10,109.81999969482422
2019-04-23,109.19999694824219
2019-09-30,111.23999786376953
2020-01-23,109.75
2019-11-08,110.45999908447266
2020-04-14,110.27999877929688
2019-11-11,108.93000030517578
2020-01-29,108.55000305175781
2020-04-17,107.33999633789062
2018-07-24,108.1500015258789
2018-09-26,107.83999633789062
2019-05-08,106.41000366210938
2019-03-05,106.58000183105469
2019-02-01,106.8499984741211
2018-12-31,108.58000183105469
2018-11-29,110.73999786376953
2019-08-12,109.4800033569336
2019-07-11,113.91999816894531
2019-09-13,112.79000091552734
2019-11-14,112.52999877929688
2020-04-20,112.51000213623047
2020-02-04,113.2699966430664
2020-04-23,113.01000213623047
2018-12-14,111.4000015258789
2019-08-27,108.55000305175781
2018-08-08,105.2699966430664
2018-10-11,105.30000305175781
2018-11-12,106.97000122070312
2019-07-26,106.94000244140625
2019-06-24,100.30000305175781
2019-05-23,99.38999938964844
2019-03-20,100.8499984741211
2019-01-15,102.94000244140625
2019-11-20,103.6500015258789
2020-02-07,104.04000091552734
2020-02-10,100.55999755859375
2020-04-29,101.01000213623047
2019-11-26,102.45999908447266
2020-02-13,105.19000244140625
2019-01-30,103.41999816894531
2018-08-23,102.55999755859375
2018-09-24,102.16000366210938
2018-11-27,103.20999908447266
2018-10-26,102.54000091552734
2019-07-09,103.13999938964844
2019-06-07,99.0199966430664
2019-05-06,96.13999938964844
2019-04-04,94.77999877929688
2019-09-11,92.08999633789062
2019-11-29,94.02999877929688
2020-05-05,96.16000366210938
2019-12-02,93.72000122070312
2020-02-19,97.22000122070312
2020-05-08,94.18000030517578
2019-05-21,91.9800033569336
2019-03-18,86.41999816894531
2018-09-07,88.83999633789062
2018-08-06,83.7699966430664
2018-10-09,76.70999908447266
2019-02-14,80.44000244140625
2018-12-12,75.55999755859375
2019-07-24,82.36000061035156
2019-09-26,82.5
2019-10-28,83.5
2019-12-05,80.3499984741211
2020-05-11,81.12999725341797
2019-07-03,85.93000030517578
2020-02-25,84.47000122070312
2020-05-14,86.13999938964844
2020-02-28,84.01000213623047
2019-08-08,87.26000213623047
2019-06-05,89.79000091552734
2018-07-20,89.93000030517578
2018-08-21,90.3499984741211
2018-10-24,89.7699966430664
2019-04-02,95.91000366210938
2019-03-01,94.72000122070312
2019-01-28,98.55999755859375
2018-12-27,96.2300033569336
2019-09-09,96.54000091552734
2020-03-02,99.4000015258789
2020-05-20,96.94000244140625
2019-12-17,98.5999984741211
2020-03-05,103.4800033569336
2019-02-12,106.72000122070312
2019-01-11,103.38999938964844
2018-12-10,103.91000366210938
2019-08-23,104.13999938964844
2018-11-08,108.12000274658203
2019-07-22,110.86000061035156
2019-06-20,106.91999816894531
2018-09-05,108.44999694824219
2019-04-17,107.47000122070312
2019-09-24,103.91000366210938
2019-12-20,103.83999633789062
2020-05-26,98.25
2019-04-30,96.83999633789062
2019-12-23,96.91999816894531
2020-03-11,97.33999633789062
2020-05-29,101.33999633789062
2019-12-26,101.6500015258789
2020-06-01,102.44999694824219
2019-05-02,100.91999816894531
2019-02-27,101.94000244140625
2018-11-23,102.72000122070312
2019-08-06,101.22000122070312
2018-07-18,103.91000366210938
2018-09-20,101.13999938964844
2018-10-22,101.5
2019-07-05,102.80000305175781
2019-06-03,106.13999938964844
2019-10-09,114.41999816894531
2019-10-11,119.9000015258789
2020-03-17,118.91999816894531
2020-06-04,116.27999877929688
2019-10-14,113.7699966430664
2020-03-20,113.68000030517578
2018-11-06,115.20999908447266
2019-06-18,119.73999786376953
2019-05-17,115.98999786376953
2019-04-15,116.33000183105469
2019-03-14,109.81999969482422
2019-01-09,109.30000305175781
2018-08-02,110.44000244140625
2018-10-05,113.4000015258789
2019-08-21,115.5199966430664
2019-10-17,116.31999969482422
2020-03-23,119.3499984741211
2020-06-10,116.91999816894531
2019-02-25,115.48999786376953
2020-01-07,111.94999694824219
2020-03-26,113.47000122070312
2019-10-23,113.61000061035156
