Dates,USB
2018-06-20,52.06999969482422
2018-06-21,51.20000076293945
2018-06-25,51.400001525878906
2018-06-22,50.689998626708984
2018-06-26,50.65999984741211
2018-06-27,50.34000015258789
2018-06-28,49.939998626708984
2018-06-29,50.720001220703125
2018-07-02,50.439998626708984
2018-07-03,50.63999938964844
2018-07-05,50.369998931884766
2018-07-16,50.34000015258789
2018-09-18,51.63999938964844
2019-01-24,51.56999969482422
2019-09-05,51.63999938964844
2018-11-21,51.849998474121094
2020-01-13,51.29999923706055
2020-04-01,51.43000030517578
2020-06-19,51.68000030517578
2019-10-29,51.400001525878906
2020-01-16,51.619998931884766
2020-06-22,51.41999816894531
2018-10-03,51.900001525878906
2018-07-31,52.2400016784668
2019-03-12,51.75
2019-02-08,52.540000915527344
2019-01-07,52.72999954223633
2018-12-06,53.310001373291016
2019-08-19,53.349998474121094
2019-07-18,53.5099983215332
2019-05-15,52.63999938964844
2019-09-20,52.91999816894531
2019-11-01,53.189998626708984
2020-04-07,53.38999938964844
2020-06-25,53.790000915527344
2020-06-16,53.70000076293945
2019-11-04,53.31999969482422
2020-01-22,53.09000015258789
2019-11-07,53.209999084472656
2020-04-13,53.0099983215332
2019-07-01,53.380001068115234
2019-05-30,53.400001525878906
2018-08-15,53.849998474121094
2018-10-18,54.5099983215332
2019-03-27,54.11000061035156
2019-01-22,54.119998931884766
2018-12-21,54.130001068115234
2019-09-03,54.66999816894531
2018-11-19,54.720001220703125
2019-08-02,54.5099983215332
2020-01-28,54.369998931884766
2020-04-16,54.13999938964844
2019-11-13,54.34000015258789
2020-01-31,54.619998931884766
2018-12-04,54.5
2018-11-02,54.619998931884766
2019-07-16,54.400001525878906
2018-08-30,54.380001068115234
2018-10-01,54.2400016784668
2019-06-14,54.29999923706055
2019-05-13,54.25
2019-04-11,54.34000015258789
2019-02-06,54.380001068115234
2019-09-18,55.15999984741211
2020-02-03,55.470001220703125
2020-04-22,55.560001373291016
2019-11-19,55.310001373291016
2020-02-06,54.81999969482422
2019-11-22,54.52000045776367
2019-03-25,53.439998626708984
2019-02-21,52.880001068115234
2018-12-19,53.189998626708984
2018-07-12,53.060001373291016
2018-09-14,53.56999969482422
2018-08-13,54.09000015258789
2018-10-16,54.06999969482422
2019-07-31,54.060001373291016
2019-05-28,54.22999954223633
2019-04-26,54.65999984741211
2020-04-28,53.31999969482422
2019-11-25,52.43000030517578
2020-02-12,51.09000015258789
2020-05-01,51.060001373291016
2020-05-04,53.060001373291016
2019-06-12,53.40999984741211
2019-04-09,52.7599983215332
2019-03-08,52.650001525878906
2019-02-04,51.77000045776367
2018-07-27,51.29999923706055
2018-08-28,51.779998779296875
2019-01-03,51.209999084472656
2019-08-15,52.4900016784668
2018-10-31,52.40999984741211
2019-09-16,52.880001068115234
2020-02-18,52.630001068115234
2020-05-07,52.77000045776367
2018-08-17,52.84000015258789
2019-12-04,52.65999984741211
2020-02-21,52.93000030517578
2018-12-17,53.25
2019-08-30,53.43000030517578
2018-11-15,53.439998626708984
2019-07-29,53.970001220703125
2019-06-27,54.540000915527344
2019-04-24,54.790000915527344
2018-07-10,55.209999084472656
2018-09-12,55.310001373291016
2019-02-19,55.349998474121094
2019-01-18,54.560001373291016
2020-02-24,53.959999084472656
2020-05-13,54.619998931884766
2019-12-10,54.029998779296875
2020-02-27,54.34000015258789
2019-12-13,54.31999969482422
2020-05-19,54.880001068115234
2019-03-06,55.040000915527344
2018-11-30,54.33000183105469
2019-08-13,52.45000076293945
2019-07-12,52.869998931884766
2019-06-10,51.86000061035156
2019-05-09,51.470001220703125
2018-07-25,50.869998931884766
2018-09-27,50.43000030517578
2018-10-29,49.5
2019-10-16,49.040000915527344
2019-12-16,48.43000030517578
2020-03-04,47.599998474121094
2020-05-22,46.439998626708984
2019-10-01,46.25
2019-12-19,44.63999938964844
2018-09-10,45.38999938964844
2019-05-24,45.650001525878906
2018-08-09,45.779998779296875
2019-04-22,45.81999969482422
2019-03-21,46.38999938964844
2019-01-16,46.439998626708984
2019-08-28,47.130001068115234
2018-11-13,47.099998474121094
2018-10-12,47.15999984741211
2019-06-25,47.5
2020-03-10,47.59000015258789
2020-05-28,47.54999923706055
2019-10-07,47.900001525878906
2020-03-13,48.189998626708984
2019-10-10,49.4900016784668
2020-03-16,50.0
2020-06-03,50.400001525878906
2018-11-28,50.400001525878906
2018-09-25,50.66999816894531
2018-07-23,51.02000045776367
2018-08-24,51.630001068115234
2019-07-10,51.310001373291016
2019-05-07,51.5
2019-04-05,51.43000030517578
2019-03-04,51.33000183105469
2019-01-31,51.61000061035156
2019-09-12,51.56999969482422
2019-12-31,51.650001525878906
2020-03-19,51.790000915527344
2020-01-03,52.0
2020-06-09,51.0
2019-02-15,50.900001525878906
2019-01-14,51.439998626708984
2018-07-06,51.459999084472656
2018-08-07,50.70000076293945
2018-10-10,51.36000061035156
2018-12-13,51.560001373291016
2019-08-26,51.650001525878906
2019-07-25,51.54999923706055
2019-05-22,51.34000015258789
2019-03-19,52.189998626708984
2020-01-06,51.810001373291016
2020-03-25,51.58000183105469
2020-06-12,51.720001220703125
2019-10-22,52.38999938964844
2020-01-09,52.31999969482422
2020-06-15,51.709999084472656
2019-10-25,51.619998931884766
2020-03-31,51.060001373291016
2020-06-18,50.90999984741211
2019-04-03,51.4900016784668
2018-08-22,51.630001068115234
2018-10-25,51.709999084472656
2019-01-29,52.06999969482422
2018-12-28,52.130001068115234
2018-11-26,52.650001525878906
2019-08-09,52.959999084472656
2019-07-08,51.90999984741211
2019-06-06,50.18000030517578
2019-09-10,49.380001068115234
2020-01-15,48.79999923706055
2020-04-03,48.869998931884766
2019-10-31,48.43000030517578
2020-04-06,48.290000915527344
2020-06-24,48.52000045776367
2018-11-09,49.13999938964844
2019-07-23,49.34000015258789
2019-06-21,49.959999084472656
2019-05-20,50.13999938964844
2019-04-18,50.099998474121094
2018-09-06,49.939998626708984
2018-10-08,49.59000015258789
2019-02-13,49.47999954223633
2018-12-11,49.97999954223633
2019-09-25,50.7599983215332
2020-01-21,50.290000915527344
2020-04-09,50.380001068115234
2019-11-06,50.880001068115234
2020-01-24,51.47999954223633
2020-01-27,51.70000076293945
2020-04-15,51.810001373291016
2018-12-26,52.0
2019-08-07,52.060001373291016
2019-06-04,52.349998474121094
2018-09-21,53.33000183105469
2018-07-19,53.380001068115234
2018-08-20,53.72999954223633
2018-10-23,53.529998779296875
2019-05-03,53.779998779296875
2019-04-01,53.65999984741211
2019-02-28,53.11000061035156
2019-11-12,52.84000015258789
2020-01-30,52.189998626708984
2019-11-15,52.34000015258789
2020-04-21,51.720001220703125
2019-04-16,51.630001068115234
2019-03-15,51.099998474121094
2019-02-11,51.810001373291016
2019-01-10,51.93000030517578
2019-08-22,52.09000015258789
2018-11-07,52.130001068115234
2018-08-03,51.970001220703125
2018-09-04,51.58000183105469
2019-06-19,51.52000045776367
2019-09-23,51.369998931884766
2019-11-18,50.79999923706055
2020-02-05,51.040000915527344
2020-04-24,50.33000183105469
2019-03-29,50.790000915527344
2019-11-21,52.29999923706055
2020-04-27,52.599998474121094
2020-02-11,52.959999084472656
2020-04-30,52.88999938964844
2019-05-01,53.470001220703125
2019-02-26,53.63999938964844
2019-01-25,53.459999084472656
2018-12-24,53.08000183105469
2019-09-06,52.81999969482422
2018-07-17,52.77000045776367
2018-09-19,52.41999816894531
2019-08-05,52.95000076293945
2019-10-08,52.619998931884766
2019-12-11,52.619998931884766
2019-11-27,52.650001525878906
2020-02-14,52.2599983215332
2020-05-06,52.5099983215332
2019-01-08,52.25
2018-12-07,52.75
2019-08-20,53.220001220703125
2018-11-05,53.189998626708984
2019-07-19,53.349998474121094
2018-10-04,53.84000015258789
2019-06-17,53.68000030517578
2019-05-16,53.349998474121094
2018-08-01,53.5099983215332
2019-03-13,53.529998779296875
2019-12-03,53.86000061035156
2020-02-20,53.70000076293945
2019-12-06,53.310001373291016
2020-05-12,54.84000015258789
2019-12-09,55.369998931884766
2020-02-26,55.540000915527344
2020-05-15,55.439998626708984
2019-03-28,56.11000061035156
2018-09-17,56.7599983215332
2018-08-16,56.95000076293945
2018-10-19,57.47999954223633
2019-04-29,57.66999816894531
2019-01-23,57.290000915527344
2019-09-04,57.810001373291016
2018-11-20,57.189998626708984
2019-07-02,55.68000030517578
2019-05-31,54.5
2019-12-12,53.61000061035156
2020-05-18,52.779998779296875
2019-09-27,53.2400016784668
2020-03-03,53.13999938964844
2020-05-21,52.630001068115234
2019-05-14,53.220001220703125
2018-08-31,52.220001220703125
2018-07-30,51.65999984741211
2018-10-02,52.459999084472656
2019-04-12,53.209999084472656
2019-03-11,52.4900016784668
2019-02-07,52.209999084472656
2019-07-17,52.439998626708984
2019-09-19,52.290000915527344
2019-10-21,51.34000015258789
2019-12-18,51.61000061035156
2020-03-06,51.790000915527344
2019-10-03,52.54999923706055
2020-03-09,52.97999954223633
2020-05-27,52.40999984741211
2019-12-24,52.599998474121094
2020-03-12,54.06999969482422
2018-12-20,53.779998779296875
2019-08-01,55.060001373291016
2018-08-14,55.86000061035156
2018-07-13,55.970001220703125
2018-10-17,56.0
2019-05-29,56.45000076293945
2019-03-26,55.90999984741211
2019-02-22,55.93000030517578
2019-10-04,56.15999984741211
2019-11-05,56.22999954223633
2019-12-27,56.040000915527344
2020-06-02,55.77000045776367
2019-12-30,56.0
2020-03-18,55.91999816894531
2020-06-05,55.849998474121094
2019-07-15,55.779998779296875
2018-12-03,55.66999816894531
2019-06-13,55.68000030517578
2019-01-04,53.52000045776367
2018-08-29,53.06999969482422
2019-02-05,54.18000030517578
2018-11-01,54.29999923706055
2019-08-16,53.40999984741211
2019-04-10,52.849998474121094
2019-09-17,53.439998626708984
2019-10-15,54.119998931884766
2020-01-02,53.540000915527344
2020-06-08,54.0099983215332
2019-10-18,55.459999084472656
2020-03-24,55.16999816894531
2020-06-11,55.2599983215332
2020-01-08,56.34000015258789
2019-04-25,57.04999923706055
2019-07-30,56.849998474121094
2019-02-20,56.720001220703125
2018-07-11,57.04999923706055
2018-09-13,57.33000183105469
2018-10-15,57.709999084472656
2019-06-28,57.380001068115234
2018-12-18,57.119998931884766
2018-11-16,57.939998626708984
2019-10-02,58.2400016784668
2020-03-27,58.880001068115234
2020-01-10,58.84000015258789
2019-10-24,59.709999084472656
2020-03-30,59.04999923706055
2020-06-17,58.939998626708984
2020-01-14,58.849998474121094
2020-04-02,58.810001373291016
2019-01-02,58.68000030517578
2019-08-14,59.31999969482422
2018-10-30,59.65999984741211
2019-06-11,59.77000045776367
2019-05-10,59.439998626708984
2019-04-08,59.709999084472656
2018-08-27,60.04999923706055
2018-07-26,60.5099983215332
2018-09-28,60.2400016784668
2019-03-07,60.34000015258789
2019-10-30,60.29999923706055
2020-01-17,60.470001220703125
2020-06-23,59.15999984741211
2020-04-08,59.70000076293945
2020-06-26,59.880001068115234
2019-03-22,60.58000183105469
2019-01-17,60.40999984741211
2019-08-29,60.15999984741211
2018-11-14,60.45000076293945
2019-06-26,60.70000076293945
2018-09-11,60.810001373291016
2018-07-09,61.11000061035156
2018-08-10,60.970001220703125
2019-04-23,60.81999969482422
2019-09-30,60.31999969482422
2020-01-23,60.91999816894531
2019-11-08,59.97999954223633
2020-04-14,59.79999923706055
2019-11-11,60.209999084472656
2020-01-29,60.36000061035156
2020-04-17,59.689998626708984
2018-07-24,59.38999938964844
2018-09-26,59.47999954223633
2019-05-08,58.810001373291016
2019-03-05,57.790000915527344
2019-02-01,57.689998626708984
2018-12-31,57.5099983215332
2018-11-29,57.560001373291016
2019-08-12,57.150001525878906
2019-07-11,56.779998779296875
2019-09-13,57.20000076293945
2019-11-14,55.81999969482422
2020-04-20,55.27000045776367
2020-02-04,55.4900016784668
2020-04-23,54.9900016784668
2018-12-14,55.02000045776367
2019-08-27,55.0099983215332
2018-08-08,54.86000061035156
2018-10-11,53.709999084472656
2018-11-12,54.400001525878906
2019-07-26,54.36000061035156
2019-06-24,54.31999969482422
2019-05-23,53.90999984741211
2019-03-20,54.25
2019-01-15,54.84000015258789
2019-11-20,55.38999938964844
2020-02-07,55.599998474121094
2020-02-10,54.7400016784668
2020-04-29,54.63999938964844
2019-11-26,55.310001373291016
2020-02-13,55.689998626708984
2019-01-30,55.369998931884766
2018-08-23,55.33000183105469
2018-09-24,55.099998474121094
2018-11-27,54.880001068115234
2018-10-26,55.22999954223633
2019-07-09,54.689998626708984
2019-06-07,53.599998474121094
2019-05-06,53.33000183105469
2019-04-04,51.45000076293945
2019-09-11,49.58000183105469
2019-11-29,46.709999084472656
2020-05-05,48.15999984741211
2019-12-02,49.040000915527344
2020-02-19,46.79999923706055
2020-05-08,45.29999923706055
2019-05-21,42.72999954223633
2019-03-18,39.04999923706055
2018-09-07,38.93000030517578
2018-08-06,37.650001525878906
2018-10-09,34.400001525878906
2019-02-14,37.150001525878906
2018-12-12,35.5
2019-07-24,34.310001373291016
