Dates,USB
2018-06-20,51.27000045776367
2018-06-21,50.9900016784668
2018-06-25,50.7599983215332
2018-06-22,50.58000183105469
2018-06-26,50.20000076293945
2018-06-27,49.83000183105469
2018-06-28,49.619998931884766
2018-06-29,50.02000045776367
2018-07-02,50.40999984741211
2018-07-03,49.970001220703125
2018-07-05,49.93000030517578
2018-07-16,50.209999084472656
2018-09-18,51.369998931884766
2019-01-24,51.349998474121094
2019-09-05,51.2599983215332
2018-11-21,51.36000061035156
2020-01-13,50.90999984741211
2020-04-01,51.29999923706055
2020-06-19,51.29999923706055
2019-10-29,50.720001220703125
2020-01-16,51.36000061035156
2020-06-22,51.060001373291016
2018-10-03,51.869998931884766
2018-07-31,51.650001525878906
2019-03-12,51.619998931884766
2019-02-08,52.36000061035156
2019-01-07,52.599998474121094
2018-12-06,52.97999954223633
2019-08-19,53.0099983215332
2019-07-18,52.61000061035156
2019-05-15,52.54999923706055
2019-09-20,52.90999984741211
2019-11-01,52.93000030517578
2020-04-07,53.29999923706055
2020-06-25,53.52000045776367
2020-06-16,53.47999954223633
2019-11-04,53.099998474121094
2020-01-22,52.369998931884766
2019-11-07,53.16999816894531
2020-04-13,52.59000015258789
2019-07-01,53.15999984741211
2019-05-30,53.290000915527344
2018-08-15,53.81999969482422
2018-10-18,54.189998626708984
2019-03-27,53.939998626708984
2019-01-22,53.79999923706055
2018-12-21,54.0099983215332
2019-09-03,54.459999084472656
2018-11-19,54.20000076293945
2019-08-02,54.33000183105469
2020-01-28,54.040000915527344
2020-04-16,54.11000061035156
2019-11-13,54.2400016784668
2020-01-31,54.33000183105469
2018-12-04,54.33000183105469
2018-11-02,54.189998626708984
2019-07-16,54.130001068115234
2018-08-30,54.20000076293945
2018-10-01,53.54999923706055
2019-06-14,54.02000045776367
2019-05-13,54.13999938964844
2019-04-11,54.130001068115234
2019-02-06,54.150001525878906
2019-09-18,54.91999816894531
2020-02-03,55.349998474121094
2020-04-22,55.13999938964844
2019-11-19,54.41999816894531
2020-02-06,54.2599983215332
2019-11-22,53.61000061035156
2019-03-25,52.93000030517578
2019-02-21,52.810001373291016
2018-12-19,52.83000183105469
2018-07-12,52.7400016784668
2018-09-14,53.43000030517578
2018-08-13,53.68000030517578
2018-10-16,53.47999954223633
2019-07-31,53.93000030517578
2019-05-28,53.95000076293945
2019-04-26,53.33000183105469
2020-04-28,51.81999969482422
2019-11-25,50.790000915527344
2020-02-12,50.5099983215332
2020-05-01,50.970001220703125
2020-05-04,52.900001525878906
2019-06-12,52.130001068115234
2019-04-09,52.5
2019-03-08,51.43000030517578
2019-02-04,51.369998931884766
2018-07-27,50.279998779296875
2018-08-28,51.27000045776367
2019-01-03,50.90999984741211
2019-08-15,51.560001373291016
2018-10-31,52.31999969482422
2019-09-16,52.27000045776367
2020-02-18,52.130001068115234
2020-05-07,52.06999969482422
2018-08-17,52.34000015258789
2019-12-04,52.63999938964844
2020-02-21,52.58000183105469
2018-12-17,52.93000030517578
2019-08-30,53.150001525878906
2018-11-15,52.91999816894531
2019-07-29,53.689998626708984
2019-06-27,54.0
2019-04-24,54.65999984741211
2018-07-10,54.91999816894531
2018-09-12,55.0
2019-02-19,54.11000061035156
2019-01-18,53.68000030517578
2020-02-24,53.52000045776367
2020-05-13,54.15999984741211
2019-12-10,53.720001220703125
2020-02-27,54.290000915527344
2019-12-13,54.040000915527344
2020-05-19,54.459999084472656
2019-03-06,54.400001525878906
2018-11-30,52.599998474121094
2019-08-13,52.34000015258789
2019-07-12,51.7599983215332
2019-06-10,50.58000183105469
2019-05-09,50.119998931884766
2018-07-25,50.130001068115234
2018-09-27,49.189998626708984
2018-10-29,48.75
2019-10-16,47.939998626708984
2019-12-16,47.2599983215332
2020-03-04,46.220001220703125
2020-05-22,45.77000045776367
2019-10-01,44.61000061035156
2019-12-19,43.7599983215332
2018-09-10,45.38999938964844
2019-05-24,45.650001525878906
2018-08-09,45.209999084472656
2019-04-22,45.70000076293945
2019-03-21,46.349998474121094
2019-01-16,45.70000076293945
2019-08-28,46.83000183105469
2018-11-13,46.61000061035156
2018-10-12,46.90999984741211
2019-06-25,47.40999984741211
2020-03-10,47.310001373291016
2020-05-28,47.439998626708984
2019-10-07,47.790000915527344
2020-03-13,47.970001220703125
2019-10-10,49.11000061035156
2020-03-16,49.75
2020-06-03,50.220001220703125
2018-11-28,50.13999938964844
2018-09-25,50.529998779296875
2018-07-23,50.88999938964844
2018-08-24,51.369998931884766
2019-07-10,51.27000045776367
2019-05-07,51.04999923706055
2019-04-05,51.040000915527344
2019-03-04,51.15999984741211
2019-01-31,51.290000915527344
2019-09-12,51.56999969482422
2019-12-31,51.47999954223633
2020-03-19,51.439998626708984
2020-01-03,50.95000076293945
2020-06-09,50.58000183105469
2019-02-15,50.54999923706055
2019-01-14,51.209999084472656
2018-07-06,50.90999984741211
2018-08-07,50.459999084472656
2018-10-10,51.310001373291016
2018-12-13,51.310001373291016
2019-08-26,51.599998474121094
2019-07-25,51.04999923706055
2019-05-22,51.279998779296875
2019-03-19,51.61000061035156
2020-01-06,51.29999923706055
2020-03-25,51.540000915527344
2020-06-12,51.689998626708984
2019-10-22,51.720001220703125
2020-01-09,51.66999816894531
2020-06-15,51.540000915527344
2019-10-25,51.099998474121094
2020-03-31,50.68000030517578
2020-06-18,50.869998931884766
2019-04-03,51.459999084472656
2018-08-22,51.04999923706055
2018-10-25,51.58000183105469
2019-01-29,51.709999084472656
2018-12-28,52.06999969482422
2018-11-26,52.45000076293945
2019-08-09,51.93000030517578
2019-07-08,50.369998931884766
2019-06-06,49.65999984741211
2019-09-10,48.279998779296875
2020-01-15,48.099998474121094
2020-04-03,48.5099983215332
2019-10-31,48.130001068115234
2020-04-06,48.040000915527344
2020-06-24,48.189998626708984
2018-11-09,49.06999969482422
2019-07-23,49.13999938964844
2019-06-21,49.41999816894531
2019-05-20,49.790000915527344
2019-04-18,49.70000076293945
2018-09-06,49.880001068115234
2018-10-08,49.220001220703125
2019-02-13,49.29999923706055
2018-12-11,49.61000061035156
2019-09-25,50.220001220703125
2020-01-21,49.88999938964844
2020-04-09,50.279998779296875
2019-11-06,50.66999816894531
2020-01-24,51.209999084472656
2020-01-27,51.20000076293945
2020-04-15,51.689998626708984
2018-12-26,51.68000030517578
2019-08-07,51.84000015258789
2019-06-04,52.34000015258789
2018-09-21,53.0
2018-07-19,53.31999969482422
2018-08-20,53.11000061035156
2018-10-23,53.18000030517578
2019-05-03,53.47999954223633
2019-04-01,53.34000015258789
2019-02-28,52.560001373291016
2019-11-12,52.220001220703125
2020-01-30,52.119998931884766
2019-11-15,52.16999816894531
2020-04-21,50.810001373291016
2019-04-16,51.04999923706055
2019-03-15,50.790000915527344
2019-02-11,51.5
2019-01-10,51.560001373291016
2019-08-22,51.720001220703125
2018-11-07,51.900001525878906
2018-08-03,51.849998474121094
2018-09-04,51.16999816894531
2019-06-19,51.33000183105469
2019-09-23,50.66999816894531
2019-11-18,50.599998474121094
2020-02-05,50.400001525878906
2020-04-24,50.20000076293945
2019-03-29,50.72999954223633
2019-11-21,52.209999084472656
2020-04-27,52.5099983215332
2020-02-11,52.77000045776367
2020-04-30,52.66999816894531
2019-05-01,52.900001525878906
2019-02-26,53.18000030517578
2019-01-25,52.689998626708984
2018-12-24,52.689998626708984
2019-09-06,52.619998931884766
2018-07-17,51.5099983215332
2018-09-19,52.189998626708984
2019-08-05,52.119998931884766
2019-10-08,52.15999984741211
2019-12-11,52.2599983215332
2019-11-27,52.29999923706055
2020-02-14,52.040000915527344
2020-05-06,51.97999954223633
2019-01-08,51.97999954223633
2018-12-07,52.400001525878906
2019-08-20,53.0099983215332
2018-11-05,52.93000030517578
2019-07-19,53.25
2018-10-04,53.68000030517578
2019-06-17,53.099998474121094
2019-05-16,53.34000015258789
2018-08-01,53.18000030517578
2019-03-13,53.470001220703125
2019-12-03,53.599998474121094
2020-02-20,53.119998931884766
2019-12-06,53.040000915527344
2020-05-12,54.220001220703125
2019-12-09,55.189998626708984
2020-02-26,55.0
2020-05-15,55.33000183105469
2019-03-28,56.029998779296875
2018-09-17,56.59000015258789
2018-08-16,56.560001373291016
2018-10-19,57.380001068115234
2019-04-29,57.060001373291016
2019-01-23,57.13999938964844
2019-09-04,57.150001525878906
2018-11-20,55.689998626708984
2019-07-02,55.43000030517578
2019-05-31,53.04999923706055
2019-12-12,53.560001373291016
2020-05-18,52.61000061035156
2019-09-27,52.959999084472656
2020-03-03,52.790000915527344
2020-05-21,52.2400016784668
2019-05-14,52.83000183105469
2018-08-31,50.900001525878906
2018-07-30,51.279998779296875
2018-10-02,52.279998779296875
2019-04-12,52.66999816894531
2019-03-11,51.630001068115234
2019-02-07,51.86000061035156
2019-07-17,52.04999923706055
2019-09-19,50.95000076293945
2019-10-21,51.290000915527344
2019-12-18,51.040000915527344
2020-03-06,51.58000183105469
2019-10-03,52.38999938964844
2020-03-09,52.689998626708984
2020-05-27,52.02000045776367
2019-12-24,52.459999084472656
2020-03-12,53.27000045776367
2018-12-20,53.40999984741211
2019-08-01,54.90999984741211
2018-08-14,55.86000061035156
2018-07-13,55.95000076293945
2018-10-17,55.72999954223633
2019-05-29,56.08000183105469
2019-03-26,55.86000061035156
2019-02-22,55.900001525878906
2019-10-04,55.90999984741211
2019-11-05,55.79999923706055
2019-12-27,55.439998626708984
2020-06-02,55.68000030517578
2019-12-30,55.33000183105469
2020-03-18,55.7400016784668
2020-06-05,55.56999969482422
2019-07-15,55.43000030517578
2018-12-03,55.34000015258789
2019-06-13,53.779998779296875
2019-01-04,52.880001068115234
2018-08-29,53.04999923706055
2019-02-05,54.09000015258789
2018-11-01,53.93000030517578
2019-08-16,52.380001068115234
2019-04-10,52.61000061035156
2019-09-17,53.02000045776367
2019-10-15,53.470001220703125
2020-01-02,53.2599983215332
2020-06-08,53.7599983215332
2019-10-18,54.56999969482422
2020-03-24,54.709999084472656
2020-06-11,55.06999969482422
2020-01-08,56.189998626708984
2019-04-25,56.650001525878906
2019-07-30,56.58000183105469
2019-02-20,56.310001373291016
2018-07-11,56.7400016784668
2018-09-13,57.02000045776367
2018-10-15,57.34000015258789
2019-06-28,57.119998931884766
2018-12-18,57.02000045776367
2018-11-16,57.58000183105469
2019-10-02,58.13999938964844
2020-03-27,58.59000015258789
2020-01-10,58.7599983215332
2019-10-24,59.099998474121094
2020-03-30,58.900001525878906
2020-06-17,58.63999938964844
2020-01-14,58.47999954223633
2020-04-02,58.61000061035156
2019-01-02,58.56999969482422
2019-08-14,59.09000015258789
2018-10-30,59.560001373291016
2019-06-11,59.41999816894531
2019-05-10,59.11000061035156
2019-04-08,59.4900016784668
2018-08-27,60.04999923706055
2018-07-26,59.81999969482422
2018-09-28,59.91999816894531
2019-03-07,60.189998626708984
2019-10-30,60.029998779296875
2020-01-17,59.7599983215332
2020-06-23,58.93000030517578
2020-04-08,59.310001373291016
2020-06-26,59.599998474121094
2019-03-22,60.13999938964844
2019-01-17,60.0
2019-08-29,59.95000076293945
2018-11-14,59.25
2019-06-26,60.54999923706055
2018-09-11,60.27000045776367
2018-07-09,60.65999984741211
2018-08-10,60.68000030517578
2019-04-23,60.09000015258789
2019-09-30,60.0099983215332
2020-01-23,59.77000045776367
2019-11-08,59.58000183105469
2020-04-14,59.66999816894531
2019-11-11,60.150001525878906
2020-01-29,59.72999954223633
2020-04-17,59.16999816894531
2018-07-24,59.290000915527344
2018-09-26,59.20000076293945
2019-05-08,58.5099983215332
2019-03-05,57.709999084472656
2019-02-01,57.15999984741211
2018-12-31,57.040000915527344
2018-11-29,57.060001373291016
2019-08-12,56.66999816894531
2019-07-11,56.709999084472656
2019-09-13,56.59000015258789
2019-11-14,54.970001220703125
2020-04-20,55.189998626708984
2020-02-04,55.349998474121094
2020-04-23,54.41999816894531
2018-12-14,54.939998626708984
2019-08-27,54.880001068115234
2018-08-08,53.84000015258789
2018-10-11,53.540000915527344
2018-11-12,53.86000061035156
2019-07-26,53.599998474121094
2019-06-24,54.25
2019-05-23,53.220001220703125
2019-03-20,53.689998626708984
2019-01-15,54.220001220703125
2019-11-20,55.20000076293945
2020-02-07,54.79999923706055
2020-02-10,54.619998931884766
2020-04-29,54.63999938964844
2019-11-26,54.93000030517578
2020-02-13,54.810001373291016
2019-01-30,55.18000030517578
2018-08-23,55.11000061035156
2018-09-24,54.41999816894531
2018-11-27,54.75
2018-10-26,54.79999923706055
2019-07-09,54.54999923706055
2019-06-07,53.08000183105469
2019-05-06,50.720001220703125
2019-04-04,49.65999984741211
2019-09-11,47.52000045776367
2019-11-29,46.439998626708984
2020-05-05,48.15999984741211
2019-12-02,46.099998474121094
2020-02-19,46.65999984741211
2020-05-08,43.779998779296875
2019-05-21,42.45000076293945
2019-03-18,36.31999969482422
2018-09-07,38.63999938964844
2018-08-06,36.209999084472656
2018-10-09,31.610000610351562
2019-02-14,37.099998474121094
2018-12-12,32.56999969482422
2019-07-24,33.720001220703125
2019-09-26,33.0
2019-10-28,33.209999084472656
2019-12-05,32.56999969482422
2020-05-11,28.93000030517578
2019-07-03,31.200000762939453
2020-02-25,32.029998779296875
2020-05-14,36.18000030517578
2020-02-28,35.77000045776367
2019-08-08,35.869998931884766
2019-06-05,34.45000076293945
2018-07-20,31.93000030517578
2018-08-21,32.66999816894531
2018-10-24,31.190000534057617
2019-04-02,34.369998931884766
2019-03-01,34.45000076293945
2019-01-28,35.650001525878906
2018-12-27,38.04999923706055
2019-09-09,36.790000915527344
2020-03-02,35.79999923706055
2020-05-20,33.33000183105469
2019-12-17,31.780000686645508
2020-03-05,35.060001373291016
2019-02-12,34.25
2019-01-11,32.72999954223633
2018-12-10,33.25
2019-08-23,33.369998931884766
2018-11-08,34.0
2019-07-22,35.880001068115234
2019-06-20,36.650001525878906
2018-09-05,38.459999084472656
2019-04-17,36.5
2019-09-24,34.939998626708984
2019-12-20,34.470001220703125
2020-05-26,33.540000915527344
2019-04-30,33.209999084472656
2019-12-23,34.20000076293945
