Dates,INTC
2018-06-20,53.459999084472656
2018-06-21,52.189998626708984
2018-06-25,52.5
2018-06-22,50.709999084472656
2018-06-26,49.66999816894531
2018-06-27,48.7599983215332
2018-06-28,49.25
2018-06-29,49.709999084472656
2018-07-02,50.20000076293945
2018-07-03,49.470001220703125
2018-07-05,50.75
2018-07-16,51.369998931884766
2018-09-18,51.86000061035156
2019-01-24,52.15999984741211
2019-09-05,51.20000076293945
2018-11-21,52.349998474121094
2020-01-13,52.220001220703125
2020-04-01,52.0099983215332
2020-06-19,51.75
2019-10-29,51.720001220703125
2020-01-16,51.97999954223633
2020-06-22,51.90999984741211
2018-10-03,52.310001373291016
2018-07-31,52.18000030517578
2019-03-12,52.43000030517578
2019-02-08,52.15999984741211
2019-01-07,47.68000030517578
2018-12-06,47.689998626708984
2019-08-19,48.099998474121094
2019-07-18,48.810001373291016
2019-05-15,49.47999954223633
2019-09-20,49.630001068115234
2019-11-01,49.29999923706055
2020-04-07,49.70000076293945
2020-06-25,49.959999084472656
2020-06-16,50.13999938964844
2019-11-04,48.849998474121094
2020-01-22,48.45000076293945
2019-11-07,48.119998931884766
2020-04-13,47.459999084472656
2019-07-01,47.16999816894531
2019-05-30,47.099998474121094
2018-08-15,46.5
2018-10-18,47.619998931884766
2019-03-27,47.04999923706055
2019-01-22,46.97999954223633
2018-12-21,47.65999984741211
2019-09-03,48.349998474121094
2018-11-19,48.56999969482422
2019-08-02,48.75
2020-01-28,48.2400016784668
2020-04-16,48.43000030517578
2019-11-13,47.959999084472656
2020-01-31,47.720001220703125
2018-12-04,47.2599983215332
2018-11-02,46.45000076293945
2019-07-16,46.29999923706055
2018-08-30,44.93000030517578
2018-10-01,44.93000030517578
2019-06-14,45.56999969482422
2019-05-13,45.540000915527344
2019-04-11,45.41999816894531
2019-02-06,46.099998474121094
2019-09-18,46.150001525878906
2020-02-03,47.20000076293945
2020-04-22,46.65999984741211
2019-11-19,46.90999984741211
2020-02-06,45.90999984741211
2019-11-22,45.70000076293945
2019-03-25,45.880001068115234
2019-02-21,47.290000915527344
2018-12-19,46.45000076293945
2018-07-12,48.099998474121094
2018-09-14,48.7599983215332
2018-08-13,48.130001068115234
2018-10-16,47.029998779296875
2019-07-31,47.029998779296875
2019-05-28,46.54999923706055
2019-04-26,44.79999923706055
2020-04-28,44.22999954223633
2019-11-25,44.880001068115234
2020-02-12,44.529998779296875
2020-05-01,45.939998626708984
2020-05-04,45.88999938964844
2019-06-12,44.970001220703125
2019-04-09,44.0
2019-03-08,45.0099983215332
2019-02-04,44.5
2018-07-27,42.41999816894531
2018-08-28,44.310001373291016
2019-01-03,45.689998626708984
2019-08-15,45.400001525878906
2018-10-31,47.7599983215332
2019-09-16,46.880001068115234
2020-02-18,48.220001220703125
2020-05-07,47.11000061035156
2018-08-17,47.970001220703125
2019-12-04,47.25
2020-02-21,48.720001220703125
2018-12-17,48.9900016784668
2019-08-30,48.11000061035156
2018-11-15,46.650001525878906
2019-07-29,47.38999938964844
2019-06-27,47.09000015258789
2019-04-24,48.11000061035156
2018-07-10,48.83000183105469
2018-09-12,48.0
2019-02-19,47.38999938964844
2019-01-18,47.029998779296875
2020-02-24,46.540000915527344
2020-05-13,47.45000076293945
2019-12-10,48.06999969482422
2020-02-27,48.86000061035156
2019-12-13,47.70000076293945
2020-05-19,49.310001373291016
2019-03-06,50.130001068115234
2018-11-30,47.75
2019-08-13,48.369998931884766
2019-07-12,46.2400016784668
2019-06-10,47.209999084472656
2019-05-09,47.380001068115234
2018-07-25,47.83000183105469
2018-09-27,48.290000915527344
2018-10-29,47.86000061035156
2019-10-16,47.08000183105469
2019-12-16,47.7400016784668
2020-03-04,45.56999969482422
2020-05-22,45.540000915527344
2019-10-01,44.84000015258789
2019-12-19,43.59000015258789
2018-09-10,46.189998626708984
2019-05-24,46.36000061035156
2018-08-09,46.75
2019-04-22,46.93000030517578
2019-03-21,47.08000183105469
2019-01-16,44.4900016784668
2019-08-28,47.220001220703125
2018-11-13,47.439998626708984
2018-10-12,47.7400016784668
2019-06-25,48.0099983215332
2020-03-10,48.560001373291016
2020-05-28,48.93000030517578
2019-10-07,48.349998474121094
2020-03-13,48.599998474121094
2019-10-10,48.130001068115234
2020-03-16,48.470001220703125
2020-06-03,49.189998626708984
2018-11-28,48.27000045776367
2018-09-25,47.939998626708984
2018-07-23,49.7599983215332
2018-08-24,47.040000915527344
2019-07-10,46.709999084472656
2019-05-07,46.540000915527344
2019-04-05,47.540000915527344
2019-03-04,47.119998931884766
2019-01-31,48.72999954223633
2019-09-12,49.220001220703125
2019-12-31,50.0099983215332
2020-03-19,49.900001525878906
2020-01-03,49.22999954223633
2020-06-09,48.84000015258789
2019-02-15,48.77000045776367
2019-01-14,50.0099983215332
2018-07-06,50.470001220703125
