Dates,INTC
2018-06-20,53.75
2018-06-21,54.529998779296875
2018-06-25,53.09000015258789
2018-06-22,51.75
2018-06-26,50.40999984741211
2018-06-27,50.060001373291016
2018-06-28,49.4900016784668
2018-06-29,50.11000061035156
2018-07-02,50.27000045776367
2018-07-03,50.86000061035156
2018-07-05,50.959999084472656
2018-07-16,51.5
2018-09-18,51.88999938964844
2019-01-24,52.2599983215332
2019-09-05,51.869998931884766
2018-11-21,52.47999954223633
2020-01-13,52.41999816894531
2020-04-01,52.31999969482422
2020-06-19,51.880001068115234
2019-10-29,51.970001220703125
2020-01-16,52.0099983215332
2020-06-22,52.06999969482422
2018-10-03,52.5
2018-07-31,53.29999923706055
2019-03-12,52.45000076293945
2019-02-08,53.18000030517578
2019-01-07,49.20000076293945
2018-12-06,47.9900016784668
2019-08-19,48.68000030517578
2019-07-18,48.90999984741211
2019-05-15,49.52000045776367
2019-09-20,49.779998779296875
2019-11-01,49.310001373291016
2020-04-07,49.83000183105469
2020-06-25,50.130001068115234
2020-06-16,50.599998474121094
2019-11-04,49.16999816894531
2020-01-22,49.2400016784668
2019-11-07,48.7599983215332
2020-04-13,48.0
2019-07-01,47.95000076293945
2019-05-30,47.38999938964844
2018-08-15,47.119998931884766
2018-10-18,47.849998474121094
2019-03-27,47.349998474121094
2019-01-22,47.16999816894531
2018-12-21,47.88999938964844
2019-09-03,48.38999938964844
2018-11-19,48.790000915527344
2019-08-02,48.86000061035156
2020-01-28,48.83000183105469
2020-04-16,48.560001373291016
2019-11-13,48.43000030517578
2020-01-31,48.119998931884766
2018-12-04,47.959999084472656
2018-11-02,47.47999954223633
2019-07-16,46.7599983215332
2018-08-30,46.029998779296875
2018-10-01,44.97999954223633
2019-06-14,45.849998474121094
2019-05-13,45.970001220703125
2019-04-11,45.900001525878906
2019-02-06,46.529998779296875
2019-09-18,46.439998626708984
2020-02-03,47.36000061035156
2020-04-22,47.41999816894531
2019-11-19,47.0
2020-02-06,46.38999938964844
2019-11-22,46.29999923706055
2019-03-25,46.16999816894531
2019-02-21,47.75
2018-12-19,47.220001220703125
2018-07-12,48.880001068115234
2018-09-14,49.720001220703125
2018-08-13,48.86000061035156
2018-10-16,48.34000015258789
2019-07-31,47.349998474121094
2019-05-28,47.619998931884766
2019-04-26,46.119998931884766
2020-04-28,45.61000061035156
2019-11-25,45.34000015258789
2020-02-12,45.13999938964844
