Dates,INTC
2018-06-20,53.189998626708984
2018-06-21,54.380001068115234
2018-06-25,52.619998931884766
2018-06-22,51.16999816894531
2018-06-26,49.95000076293945
2018-06-27,49.34000015258789
2018-06-28,48.58000183105469
2018-06-29,49.529998779296875
2018-07-02,49.040000915527344
2018-07-03,50.58000183105469
2018-07-05,49.97999954223633
2018-07-16,50.77000045776367
2018-09-18,51.63999938964844
2019-01-24,52.099998474121094
2019-09-05,51.689998626708984
2018-11-21,52.04999923706055
2020-01-13,52.400001525878906
2020-04-01,52.150001525878906
2020-06-19,51.04999923706055
2019-10-29,51.869998931884766
2020-01-16,51.599998474121094
2020-06-22,51.83000183105469
2018-10-03,51.77000045776367
2018-07-31,52.7599983215332
2019-03-12,52.209999084472656
2019-02-08,52.45000076293945
2019-01-07,48.7599983215332
2018-12-06,47.630001068115234
2019-08-19,48.2400016784668
2019-07-18,48.060001373291016
2019-05-15,48.5
2019-09-20,49.5
2019-11-01,48.77000045776367
2020-04-07,49.43000030517578
2020-06-25,49.599998474121094
2020-06-16,49.86000061035156
2019-11-04,48.5099983215332
2020-01-22,48.91999816894531
2019-11-07,48.66999816894531
2020-04-13,47.779998779296875
2019-07-01,47.75
2019-05-30,47.0
2018-08-15,47.04999923706055
2018-10-18,46.65999984741211
2019-03-27,47.25
2019-01-22,46.86000061035156
2018-12-21,47.290000915527344
2019-09-03,48.0
2018-11-19,48.54999923706055
2019-08-02,48.70000076293945
2020-01-28,48.52000045776367
2020-04-16,47.959999084472656
2019-11-13,48.380001068115234
2020-01-31,47.75
2018-12-04,47.7599983215332
2018-11-02,46.90999984741211
2019-07-16,46.560001373291016
2018-08-30,46.0
2018-10-01,44.560001373291016
2019-06-14,45.68000030517578
2019-05-13,45.779998779296875
2019-04-11,45.290000915527344
2019-02-06,45.58000183105469
2019-09-18,46.09000015258789
2020-02-03,46.779998779296875
2020-04-22,47.119998931884766
2019-11-19,46.310001373291016
2020-02-06,46.220001220703125
2019-11-22,46.040000915527344
2019-03-25,45.90999984741211
2019-02-21,45.619998931884766
2018-12-19,46.790000915527344
2018-07-12,47.5099983215332
2018-09-14,48.619998931884766
2018-08-13,48.84000015258789
2018-10-16,48.22999954223633
2019-07-31,46.959999084472656
2019-05-28,47.18000030517578
2019-04-26,46.060001373291016
2020-04-28,45.150001525878906
2019-11-25,45.27000045776367
2020-02-12,44.630001068115234
2020-05-01,44.900001525878906
2020-05-04,46.0
2019-06-12,45.650001525878906
2019-04-09,45.02000045776367
2019-03-08,44.5
2019-02-04,44.18000030517578
2018-07-27,44.15999984741211
2018-08-28,43.540000915527344
2019-01-03,45.59000015258789
2019-08-15,46.5
2018-10-31,45.529998779296875
2019-09-16,48.290000915527344
2020-02-18,46.95000076293945
2020-05-07,48.130001068115234
2018-08-17,47.34000015258789
2019-12-04,47.79999923706055
2020-02-21,47.630001068115234
2018-12-17,48.4900016784668
2019-08-30,48.790000915527344
2018-11-15,47.709999084472656
2019-07-29,46.9900016784668
2019-06-27,47.849998474121094
2019-04-24,47.0099983215332
2018-07-10,47.77000045776367
2018-09-12,48.61000061035156
2019-02-19,47.400001525878906
2019-01-18,47.849998474121094
2020-02-24,46.689998626708984
2020-05-13,47.27000045776367
2019-12-10,46.939998626708984
2020-02-27,47.939998626708984
2019-12-13,48.4900016784668
2020-05-19,47.95000076293945
2019-03-06,50.0
2018-11-30,49.52000045776367
2019-08-13,46.79999923706055
2019-07-12,47.939998626708984
2019-06-10,46.279998779296875
2019-05-09,47.900001525878906
2018-07-25,48.58000183105469
2018-09-27,48.2599983215332
2018-10-29,47.88999938964844
2019-10-16,47.86000061035156
2019-12-16,47.470001220703125
2020-03-04,47.4900016784668
2020-05-22,45.40999984741211
2019-10-01,45.75
2019-12-19,44.630001068115234
2018-09-10,44.0
2019-05-24,45.619998931884766
2018-08-09,46.5099983215332
2019-04-22,47.09000015258789
2019-03-21,45.959999084472656
2019-01-16,46.150001525878906
2019-08-28,45.84000015258789
2018-11-13,47.099998474121094
2018-10-12,47.79999923706055
2019-06-25,47.959999084472656
2020-03-10,47.75
2020-05-28,48.099998474121094
2019-10-07,48.459999084472656
2020-03-13,48.709999084472656
2019-10-10,48.599998474121094
2020-03-16,48.0
2020-06-03,49.11000061035156
2018-11-28,48.959999084472656
2018-09-25,48.40999984741211
2018-07-23,48.70000076293945
2018-08-24,46.849998474121094
2019-07-10,46.130001068115234
2019-05-07,46.779998779296875
2019-04-05,46.68000030517578
2019-03-04,46.70000076293945
2019-01-31,47.060001373291016
2019-09-12,48.619998931884766
2019-12-31,49.18000030517578
2020-03-19,49.95000076293945
2020-01-03,49.5
2020-06-09,48.77000045776367
2019-02-15,49.02000045776367
2019-01-14,49.36000061035156
2018-07-06,50.130001068115234
2018-08-07,50.40999984741211
2018-10-10,51.25
2018-12-13,51.349998474121094
2019-08-26,51.630001068115234
2019-07-25,51.31999969482422
2019-05-22,52.70000076293945
2019-03-19,53.060001373291016
2020-01-06,53.0099983215332
2020-03-25,52.7599983215332
2020-06-12,52.91999816894531
2019-10-22,53.439998626708984
2020-01-09,53.75
2020-06-15,53.849998474121094
2019-10-25,53.630001068115234
2020-03-31,52.77000045776367
2020-06-18,51.970001220703125
2019-04-03,52.880001068115234
2018-08-22,53.34000015258789
2018-10-25,54.0
2019-01-29,54.29999923706055
2018-12-28,53.68000030517578
2018-11-26,54.41999816894531
2019-08-09,54.470001220703125
2019-07-08,54.060001373291016
2019-06-06,53.91999816894531
2019-09-10,54.400001525878906
2020-01-15,52.970001220703125
2020-04-03,53.31999969482422
2019-10-31,53.59000015258789
2020-04-06,53.25
2020-06-24,53.79999923706055
2018-11-09,54.34000015258789
2019-07-23,54.529998779296875
2019-06-21,55.029998779296875
2019-05-20,55.27000045776367
2019-04-18,55.75
2018-09-06,55.279998779296875
2018-10-08,55.349998474121094
2019-02-13,55.31999969482422
2018-12-11,55.7599983215332
2019-09-25,56.209999084472656
2020-01-21,56.459999084472656
2020-04-09,56.65999984741211
2019-11-06,58.439998626708984
2020-01-24,58.709999084472656
2020-01-27,58.150001525878906
2020-04-15,58.88999938964844
2018-12-26,58.52000045776367
2019-08-07,58.29999923706055
2019-06-04,52.7400016784668
2018-09-21,52.16999816894531
2018-07-19,51.0
2018-08-20,51.099998474121094
2018-10-23,50.79999923706055
2019-05-03,51.08000183105469
2019-04-01,50.25
2019-02-28,50.599998474121094
2019-11-12,50.20000076293945
2020-01-30,47.900001525878906
2019-11-15,46.439998626708984
2020-04-21,45.33000183105469
2019-04-16,45.18000030517578
2019-03-15,44.91999816894531
2019-02-11,45.470001220703125
2019-01-10,45.18000030517578
2019-08-22,44.0
2018-11-07,44.34000015258789
2018-08-03,44.150001525878906
2018-09-04,43.369998931884766
2019-06-19,44.59000015258789
2019-09-23,44.65999984741211
2019-11-18,43.349998474121094
2020-02-05,44.29999923706055
2020-04-24,44.18000030517578
2019-03-29,44.25
2019-11-21,44.15999984741211
2020-04-27,45.11000061035156
2020-02-11,44.75
2020-04-30,45.25
2019-05-01,46.22999954223633
2019-02-26,47.2599983215332
2019-01-25,46.66999816894531
2018-12-24,46.599998474121094
2019-09-06,45.83000183105469
2018-07-17,46.13999938964844
2018-09-19,46.75
2019-08-05,47.47999954223633
2019-10-08,47.869998931884766
2019-12-11,46.95000076293945
2019-11-27,47.400001525878906
2020-02-14,47.560001373291016
2020-05-06,47.650001525878906
2019-01-08,48.150001525878906
2018-12-07,47.77000045776367
2019-08-20,49.290000915527344
2018-11-05,47.90999984741211
2019-07-19,48.18000030517578
2018-10-04,48.029998779296875
2019-06-17,47.619998931884766
2019-05-16,47.36000061035156
2018-08-01,47.91999816894531
2019-03-13,48.560001373291016
2019-12-03,49.0
2020-02-20,50.0
2019-12-06,49.90999984741211
2020-05-12,49.5
2019-12-09,49.279998779296875
2020-02-26,49.959999084472656
2020-05-15,50.0099983215332
2019-03-28,52.0
2018-09-17,51.97999954223633
2018-08-16,52.5099983215332
2018-10-19,52.689998626708984
2019-04-29,51.529998779296875
2019-01-23,51.709999084472656
2019-09-04,51.5099983215332
2018-11-20,50.52000045776367
2019-07-02,49.09000015258789
2019-05-31,47.7599983215332
2019-12-12,47.150001525878906
2020-05-18,46.29999923706055
2019-09-27,46.15999984741211
2020-03-03,46.939998626708984
2020-05-21,45.7599983215332
2019-05-14,45.4900016784668
2018-08-31,46.060001373291016
2018-07-30,46.099998474121094
2018-10-02,46.34000015258789
2019-04-12,47.459999084472656
2019-03-11,47.029998779296875
2019-02-07,47.11000061035156
2019-07-17,47.279998779296875
2019-09-19,46.349998474121094
2019-10-21,45.81999969482422
2019-12-18,45.869998931884766
2020-03-06,45.70000076293945
2019-10-03,46.459999084472656
2020-03-09,47.2400016784668
2020-05-27,47.119998931884766
2019-12-24,47.560001373291016
