Dates,INTC
2018-06-20,52.689998626708984
2018-06-21,51.939998626708984
2018-06-25,52.29999923706055
2018-06-22,49.90999984741211
2018-06-26,49.36000061035156
2018-06-27,48.75
2018-06-28,48.5
2018-06-29,49.5
2018-07-02,48.83000183105469
2018-07-03,49.43000030517578
2018-07-05,49.75
2018-07-16,50.400001525878906
2018-09-18,51.0
2019-01-24,51.84000015258789
2019-09-05,51.189998626708984
2018-11-21,51.72999954223633
2020-01-13,51.7599983215332
2020-04-01,51.869998931884766
2020-06-19,51.0099983215332
2019-10-29,51.470001220703125
2020-01-16,51.04999923706055
2020-06-22,51.33000183105469
2018-10-03,51.33000183105469
2018-07-31,52.08000183105469
2019-03-12,51.09000015258789
2019-02-08,51.869998931884766
2019-01-07,47.47999954223633
2018-12-06,46.43000030517578
2019-08-19,47.689998626708984
2019-07-18,48.0
2019-05-15,48.20000076293945
2019-09-20,49.16999816894531
2019-11-01,48.31999969482422
2020-04-07,49.40999984741211
2020-06-25,49.439998626708984
2020-06-16,49.720001220703125
2019-11-04,48.29999923706055
2020-01-22,48.380001068115234
2019-11-07,47.650001525878906
2020-04-13,46.900001525878906
2019-07-01,47.04999923706055
2019-05-30,46.33000183105469
2018-08-15,46.189998626708984
2018-10-18,46.63999938964844
2019-03-27,46.91999816894531
2019-01-22,46.709999084472656
2018-12-21,47.08000183105469
2019-09-03,47.630001068115234
2018-11-19,48.310001373291016
2019-08-02,48.400001525878906
2020-01-28,48.09000015258789
2020-04-16,47.91999816894531
2019-11-13,47.560001373291016
2020-01-31,47.470001220703125
2018-12-04,47.209999084472656
2018-11-02,46.36000061035156
2019-07-16,46.22999954223633
2018-08-30,44.88999938964844
2018-10-01,44.060001373291016
2019-06-14,45.11000061035156
2019-05-13,45.349998474121094
2019-04-11,45.189998626708984
2019-02-06,45.40999984741211
2019-09-18,45.88999938964844
2020-02-03,46.52000045776367
2020-04-22,46.369998931884766
2019-11-19,46.150001525878906
2020-02-06,45.79999923706055
2019-11-22,45.58000183105469
2019-03-25,45.72999954223633
2019-02-21,45.459999084472656
2018-12-19,46.20000076293945
2018-07-12,47.31999969482422
2018-09-14,48.560001373291016
2018-08-13,47.619998931884766
2018-10-16,46.65999984741211
2019-07-31,46.52000045776367
2019-05-28,46.540000915527344
2019-04-26,44.79999923706055
2020-04-28,43.72999954223633
2019-11-25,44.22999954223633
2020-02-12,44.439998626708984
2020-05-01,44.83000183105469
2020-05-04,45.540000915527344
2019-06-12,44.83000183105469
2019-04-09,43.86000061035156
2019-03-08,44.099998474121094
2019-02-04,43.90999984741211
2018-07-27,42.36000061035156
2018-08-28,43.279998779296875
2019-01-03,44.70000076293945
2019-08-15,44.439998626708984
2018-10-31,45.459999084472656
2019-09-16,46.83000183105469
2020-02-18,46.86000061035156
2020-05-07,46.75
2018-08-17,46.91999816894531
2019-12-04,47.029998779296875
2020-02-21,47.59000015258789
2018-12-17,48.459999084472656
2019-08-30,47.869998931884766
2018-11-15,46.599998474121094
2019-07-29,46.9900016784668
2019-06-27,46.88999938964844
2019-04-24,46.720001220703125
2018-07-10,47.689998626708984
2018-09-12,47.779998779296875
2019-02-19,47.09000015258789
2019-01-18,47.02000045776367
2020-02-24,46.52000045776367
2020-05-13,46.70000076293945
2019-12-10,46.59000015258789
2020-02-27,47.650001525878906
2019-12-13,47.630001068115234
2020-05-19,47.560001373291016
2019-03-06,49.529998779296875
2018-11-30,47.68000030517578
2019-08-13,46.52000045776367
2019-07-12,46.22999954223633
2019-06-10,46.0099983215332
2019-05-09,47.130001068115234
2018-07-25,47.40999984741211
2018-09-27,47.86000061035156
2018-10-29,47.849998474121094
2019-10-16,46.65999984741211
2019-12-16,47.36000061035156
2020-03-04,45.380001068115234
2020-05-22,45.0099983215332
2019-10-01,44.79999923706055
2019-12-19,43.540000915527344
2018-09-10,43.5099983215332
2019-05-24,44.66999816894531
2018-08-09,46.29999923706055
2019-04-22,46.54999923706055
2019-03-21,45.77000045776367
2019-01-16,44.38999938964844
2019-08-28,45.540000915527344
2018-11-13,46.75
2018-10-12,46.779998779296875
2019-06-25,47.779998779296875
2020-03-10,47.40999984741211
2020-05-28,48.04999923706055
2019-10-07,48.29999923706055
2020-03-13,48.439998626708984
2019-10-10,48.08000183105469
2020-03-16,47.90999984741211
2020-06-03,48.689998626708984
2018-11-28,47.869998931884766
2018-09-25,47.52000045776367
2018-07-23,48.599998474121094
2018-08-24,45.75
2019-07-10,46.04999923706055
2019-05-07,46.33000183105469
2019-04-05,46.45000076293945
2019-03-04,46.099998474121094
2019-01-31,47.0099983215332
2019-09-12,48.2400016784668
2019-12-31,49.18000030517578
2020-03-19,49.81999969482422
2020-01-03,48.68000030517578
2020-06-09,48.0099983215332
2019-02-15,48.58000183105469
2019-01-14,49.27000045776367
2018-07-06,50.0
2018-08-07,50.349998474121094
2018-10-10,51.09000015258789
2018-12-13,51.34000015258789
2019-08-26,51.060001373291016
2019-07-25,51.209999084472656
2019-05-22,52.060001373291016
2019-03-19,52.86000061035156
2020-01-06,52.90999984741211
2020-03-25,52.5099983215332
2020-06-12,52.810001373291016
2019-10-22,52.88999938964844
2020-01-09,53.209999084472656
2020-06-15,53.11000061035156
2019-10-25,52.939998626708984
2020-03-31,52.36000061035156
2020-06-18,51.70000076293945
2019-04-03,52.56999969482422
2018-08-22,53.18000030517578
2018-10-25,53.650001525878906
2019-01-29,53.33000183105469
2018-12-28,53.68000030517578
2018-11-26,53.869998931884766
2019-08-09,54.0
2019-07-08,53.61000061035156
2019-06-06,53.84000015258789
2019-09-10,53.209999084472656
2020-01-15,52.380001068115234
2020-04-03,53.040000915527344
2019-10-31,52.939998626708984
2020-04-06,52.77000045776367
2020-06-24,53.47999954223633
2018-11-09,54.099998474121094
2019-07-23,54.22999954223633
2019-06-21,54.88999938964844
2019-05-20,55.27000045776367
2019-04-18,54.869998931884766
2018-09-06,55.20000076293945
2018-10-08,54.900001525878906
2019-02-13,55.31999969482422
2018-12-11,55.630001068115234
2019-09-25,55.84000015258789
2020-01-21,55.91999816894531
2020-04-09,56.06999969482422
2019-11-06,58.119998931884766
2020-01-24,58.119998931884766
2020-01-27,57.880001068115234
2020-04-15,58.5
2018-12-26,58.13999938964844
2019-08-07,57.22999954223633
2019-06-04,51.52000045776367
2018-09-21,51.0
2018-07-19,50.869998931884766
2018-08-20,50.7400016784668
2018-10-23,50.119998931884766
2019-05-03,50.72999954223633
2019-04-01,50.189998626708984
2019-02-28,49.93000030517578
2019-11-12,49.06999969482422
2020-01-30,46.04999923706055
2019-11-15,45.099998474121094
2020-04-21,44.70000076293945
2019-04-16,44.869998931884766
2019-03-15,44.7599983215332
2019-02-11,45.41999816894531
2019-01-10,44.7599983215332
2019-08-22,43.45000076293945
2018-11-07,44.18000030517578
2018-08-03,43.849998474121094
2018-09-04,42.86000061035156
2019-06-19,44.4900016784668
2019-09-23,43.29999923706055
2019-11-18,43.33000183105469
2020-02-05,44.22999954223633
2020-04-24,43.93000030517578
2019-03-29,43.20000076293945
2019-11-21,43.77000045776367
2020-04-27,44.189998626708984
2020-02-11,44.5099983215332
2020-04-30,45.099998474121094
2019-05-01,46.20000076293945
2019-02-26,46.52000045776367
2019-01-25,46.25
2018-12-24,46.529998779296875
2019-09-06,45.54999923706055
2018-07-17,45.79999923706055
2018-09-19,46.599998474121094
2019-08-05,47.0
2019-10-08,46.869998931884766
2019-12-11,46.79999923706055
2019-11-27,47.16999816894531
2020-02-14,46.79999923706055
2020-05-06,47.560001373291016
2019-01-08,47.2400016784668
2018-12-07,47.68000030517578
2019-08-20,47.75
2018-11-05,47.689998626708984
2019-07-19,48.0
2018-10-04,47.439998626708984
2019-06-17,47.06999969482422
2019-05-16,47.130001068115234
2018-08-01,47.900001525878906
2019-03-13,48.310001373291016
2019-12-03,48.810001373291016
2020-02-20,49.77000045776367
2019-12-06,48.959999084472656
2020-05-12,49.2400016784668
2019-12-09,48.88999938964844
2020-02-26,49.90999984741211
2020-05-15,49.88999938964844
2019-03-28,51.29999923706055
2018-09-17,51.79999923706055
2018-08-16,51.880001068115234
2018-10-19,51.529998779296875
2019-04-29,50.779998779296875
2019-01-23,51.560001373291016
2019-09-04,50.04999923706055
2018-11-20,49.470001220703125
2019-07-02,48.5
2019-05-31,46.56999969482422
2019-12-12,46.77000045776367
2020-05-18,45.970001220703125
2019-09-27,45.90999984741211
2020-03-03,45.779998779296875
2020-05-21,45.439998626708984
2019-05-14,45.36000061035156
2018-08-31,45.650001525878906
2018-07-30,45.439998626708984
2018-10-02,46.060001373291016
2019-04-12,47.040000915527344
2019-03-11,46.459999084472656
2019-02-07,46.88999938964844
2019-07-17,46.689998626708984
2019-09-19,44.79999923706055
2019-10-21,45.25
2019-12-18,45.5
2020-03-06,45.369998931884766
2019-10-03,46.400001525878906
2020-03-09,47.15999984741211
2020-05-27,46.5
2019-12-24,47.540000915527344
2020-03-12,49.869998931884766
2018-12-20,50.06999969482422
2019-08-01,51.02000045776367
2018-08-14,50.83000183105469
2018-07-13,51.380001068115234
2018-10-17,52.06999969482422
2019-05-29,52.22999954223633
2019-03-26,51.70000076293945
2019-02-22,51.349998474121094
2019-10-04,51.15999984741211
2019-11-05,51.5
2019-12-27,50.560001373291016
2020-06-02,50.38999938964844
2019-12-30,49.63999938964844
2020-03-18,49.41999816894531
2020-06-05,50.34000015258789
2019-07-15,50.34000015258789
2018-12-03,50.939998626708984
2019-06-13,50.43000030517578
2019-01-04,48.97999954223633
