Dates,AAPL
2020-01-02,296.239990234375
2020-01-03,297.1499938964844
2020-01-08,293.7900085449219
2020-01-06,299.8399963378906
2020-01-07,297.1600036621094
2020-01-09,307.239990234375
2020-01-10,310.6000061035156
2020-01-13,311.6400146484375
2020-01-14,316.70001220703125
2020-01-15,311.8500061035156
2020-01-16,313.5899963378906
2020-01-27,316.2699890136719
2020-02-20,317.19000244140625
2020-02-12,318.5799865722656
2020-04-16,317.9200134277344
2020-02-04,320.25
2020-05-28,310.05999755859375
2020-07-08,312.6000061035156
2020-06-19,324.45001220703125
2020-05-12,320.5400085449219
2020-06-22,320.92999267578125
2020-06-03,304.29998779296875
2020-05-15,315.30999755859375
2020-03-06,323.5199890136719
2020-02-27,322.57000732421875
2020-04-15,322.3699951171875
2020-02-03,314.17999267578125
2020-02-11,323.6000061035156
2020-02-19,321.4700012207031
2020-04-07,324.19000244140625
2020-03-30,324.739990234375
2020-04-23,315.3599853515625
2020-05-01,320.0
2020-07-14,322.6300048828125
2020-06-25,318.6199951171875
2020-06-16,297.260009765625
2020-05-18,300.95001220703125
2020-06-09,286.5299987792969
2020-05-21,281.1000061035156
2020-01-17,257.260009765625
2020-03-13,282.2799987792969
2020-03-05,303.6700134277344
2020-02-26,296.44000244140625
2020-02-18,295.5199890136719
2020-04-22,282.0
2020-02-10,263.75
2020-04-14,277.1400146484375
2020-04-06,277.3900146484375
2020-04-30,255.94000244140625
2020-06-12,264.8900146484375
2020-06-15,241.9499969482422
2020-05-27,247.50999450683594
2020-05-08,239.77000427246094
2020-07-07,247.38999938964844
2020-03-31,247.17999267578125
2020-06-18,228.0800018310547
2020-04-13,236.36000061035156
2020-03-20,250.75
2020-03-12,246.52000427246094
2020-01-24,252.75
2020-03-04,250.74000549316406
2020-02-25,255.60000610351562
2020-04-21,246.5
2020-04-29,240.33999633789062
2020-05-07,242.8000030517578
2020-05-11,250.89999389648438
2020-07-10,270.79998779296875
2020-06-02,262.739990234375
2020-05-14,268.70001220703125
2020-07-13,268.30999755859375
2020-06-24,280.0
2020-06-05,282.3999938964844
2020-02-28,287.3800048828125
2020-01-23,284.69000244140625
2020-04-20,277.95001220703125
2020-02-24,276.2799987792969
2020-01-31,273.6099853515625
2020-03-19,275.8699951171875
2020-03-27,277.20001220703125
2020-03-11,281.79998779296875
2020-03-03,285.0799865722656
2020-04-28,284.7300109863281
2020-05-06,289.9599914550781
2020-06-08,286.25
2020-05-20,289.1700134277344
2020-07-01,295.05999755859375
2020-06-30,300.4599914550781
2020-06-11,303.2200012207031
2020-03-10,305.6400146484375
2020-03-02,308.1000061035156
2020-01-22,317.8299865722656
2020-01-30,312.1499938964844
2020-02-07,304.510009765625
2020-04-03,300.3500061035156
2020-03-26,313.1700134277344
2020-03-18,315.0299987792969
2020-04-27,316.67999267578125
2020-05-05,318.6600036621094
2020-05-26,315.7699890136719
2020-07-06,323.5
2020-06-17,316.1400146484375
2020-05-29,316.7699890136719
2020-07-09,319.25
2020-06-01,317.75
2020-01-21,320.75
2020-01-29,324.6600036621094
2020-03-25,324.3900146484375
2020-03-17,323.3500061035156
2020-03-09,330.25
2020-02-14,332.1400146484375
2020-02-06,347.8999938964844
2020-04-02,349.30999755859375
2020-05-04,344.7200012207031
2020-04-24,333.25
2020-05-13,351.4599914550781
2020-06-23,355.1499938964844
2020-06-04,351.4100036621094
2020-07-15,354.6400146484375
2020-04-08,351.3399963378906
2020-06-26,364.0
2020-05-19,365.0
2020-04-09,360.70001220703125
2020-04-01,364.4100036621094
2020-03-24,353.25
2020-03-16,360.0799865722656
2020-01-28,365.1199951171875
2020-02-05,367.8500061035156
2020-02-13,370.0
2020-02-21,375.4100036621094
2020-04-17,376.7200012207031
2020-03-23,385.04998779296875
2020-06-29,381.3399963378906
2020-06-10,389.05999755859375
2020-05-22,379.3599853515625
2020-07-02,395.9599914550781
