Dates,AAPL
2020-01-02,300.3500061035156
2020-01-03,297.42999267578125
2020-01-08,299.79998779296875
2020-01-06,298.3900146484375
2020-01-07,303.19000244140625
2020-01-09,309.6300048828125
2020-01-10,310.3299865722656
2020-01-13,316.9599914550781
2020-01-14,312.67999267578125
2020-01-15,311.3399963378906
2020-01-16,315.239990234375
2020-01-27,318.7300109863281
2020-02-20,316.57000732421875
2020-02-12,317.70001220703125
2020-04-16,319.2300109863281
2020-02-04,318.30999755859375
2020-05-28,308.95001220703125
2020-07-08,317.69000244140625
2020-06-19,324.3399963378906
2020-05-12,323.8699951171875
2020-06-22,309.510009765625
2020-06-03,308.6600036621094
2020-05-15,318.8500061035156
2020-03-06,321.45001220703125
2020-02-27,325.2099914550781
2020-04-15,320.0299987792969
2020-02-03,321.54998779296875
2020-02-11,319.6099853515625
2020-02-19,327.20001220703125
2020-04-07,324.8699951171875
2020-03-30,324.95001220703125
2020-04-23,319.0
2020-05-01,323.6199951171875
2020-07-14,320.29998779296875
2020-06-25,313.04998779296875
2020-06-16,298.17999267578125
2020-05-18,288.0799865722656
2020-06-09,292.6499938964844
2020-05-21,273.5199890136719
2020-01-17,273.3599853515625
2020-03-13,298.80999755859375
2020-03-05,289.32000732421875
2020-02-26,302.739990234375
2020-02-18,292.9200134277344
2020-04-22,289.0299987792969
2020-02-10,266.1700134277344
2020-04-14,285.3399963378906
2020-04-06,275.42999267578125
2020-04-30,248.22999572753906
2020-06-12,277.9700012207031
2020-06-15,242.2100067138672
2020-05-27,252.86000061035156
2020-05-08,246.6699981689453
2020-07-07,244.77999877929688
2020-03-31,229.24000549316406
2020-06-18,224.3699951171875
2020-04-13,246.8800048828125
2020-03-20,245.52000427246094
2020-03-12,258.44000244140625
2020-01-24,247.74000549316406
2020-03-04,254.80999755859375
2020-02-25,254.2899932861328
2020-04-21,240.91000366210938
2020-04-29,244.92999267578125
2020-05-07,241.41000366210938
2020-05-11,262.4700012207031
2020-07-10,259.42999267578125
2020-06-02,266.07000732421875
2020-05-14,267.989990234375
2020-07-13,273.25
2020-06-24,287.04998779296875
2020-06-05,284.42999267578125
2020-02-28,286.69000244140625
2020-01-23,282.79998779296875
2020-04-20,276.92999267578125
2020-02-24,268.3699951171875
2020-01-31,276.1000061035156
2020-03-19,275.0299987792969
2020-03-27,282.9700012207031
2020-03-11,283.1700134277344
2020-03-03,278.5799865722656
2020-04-28,287.7300109863281
2020-05-06,293.79998779296875
2020-06-08,289.07000732421875
2020-05-20,293.1600036621094
2020-07-01,297.55999755859375
2020-06-30,300.6300048828125
2020-06-11,303.739990234375
2020-03-10,310.1300048828125
2020-03-02,315.010009765625
2020-01-22,311.4100036621094
2020-01-30,307.6499938964844
2020-02-07,309.5400085449219
2020-04-03,307.7099914550781
2020-03-26,314.9599914550781
2020-03-18,313.1400146484375
2020-04-27,319.2300109863281
2020-05-05,316.8500061035156
2020-05-26,318.8900146484375
2020-07-06,316.7300109863281
2020-06-17,318.1099853515625
2020-05-29,318.25
2020-07-09,317.94000244140625
2020-06-01,321.8500061035156
2020-01-21,323.3399963378906
2020-01-29,325.1199951171875
2020-03-25,322.32000732421875
2020-03-17,331.5
2020-03-09,333.4599914550781
2020-02-14,343.989990234375
2020-02-06,352.8399963378906
2020-04-02,335.8999938964844
2020-05-04,338.79998779296875
2020-04-24,342.989990234375
2020-05-13,352.0799865722656
2020-06-23,351.5899963378906
2020-06-04,351.7300109863281
2020-07-15,349.7200012207031
2020-04-08,358.8699951171875
2020-06-26,366.5299987792969
2020-05-19,360.05999755859375
2020-04-09,364.8399963378906
2020-04-01,353.6300048828125
2020-03-24,361.7799987792969
2020-03-16,364.79998779296875
2020-01-28,364.1099853515625
2020-02-05,364.1099853515625
2020-02-13,373.8500061035156
2020-02-21,372.69000244140625
2020-04-17,381.3699951171875
2020-03-23,383.010009765625
2020-06-29,383.67999267578125
2020-06-10,381.9100036621094
2020-05-22,388.2300109863281
2020-07-02,390.8999938964844
