Dates,FTNT
2018-06-20,65.55000305175781
2018-06-21,65.45999908447266
2018-06-25,64.83000183105469
2018-06-22,63.54999923706055
2018-06-26,63.290000915527344
2018-06-27,63.59000015258789
2018-06-28,62.63999938964844
2018-06-29,63.439998626708984
2018-07-02,63.970001220703125
2018-07-03,64.27999877929688
2018-07-05,64.4000015258789
2018-07-16,65.12000274658203
2018-09-18,65.97000122070312
2019-01-24,65.83999633789062
2019-09-05,65.83000183105469
2018-11-21,67.44999694824219
2020-01-13,67.30000305175781
2020-04-01,67.0199966430664
2020-06-19,67.22000122070312
2019-10-29,67.19999694824219
2020-01-16,68.05000305175781
2020-06-22,68.3499984741211
2018-10-03,68.30999755859375
2018-07-31,68.79000091552734
2019-03-12,68.66999816894531
2019-02-08,68.83000183105469
2019-01-07,68.55000305175781
2018-12-06,65.73999786376953
2019-08-19,63.7400016784668
2019-07-18,64.87000274658203
2019-05-15,73.87000274658203
2019-09-20,75.63999938964844
2019-11-01,74.26000213623047
2020-04-07,74.41999816894531
2020-06-25,73.33999633789062
2020-06-16,75.13999938964844
2019-11-04,75.77999877929688
2020-01-22,75.56999969482422
2019-11-07,76.45999908447266
2020-04-13,76.94999694824219
2019-07-01,77.38999938964844
2019-05-30,76.69000244140625
2018-08-15,77.37000274658203
2018-10-18,77.5
2019-03-27,78.01000213623047
2019-01-22,79.08999633789062
2018-12-21,80.69999694824219
2019-09-03,81.19999694824219
2018-11-19,81.12999725341797
2019-08-02,83.05999755859375
2020-01-28,83.62999725341797
2020-04-16,84.12000274658203
2019-11-13,86.16000366210938
2020-01-31,86.55999755859375
2018-12-04,85.7699966430664
2018-11-02,86.79000091552734
2019-07-16,87.98999786376953
2018-08-30,88.83999633789062
2018-10-01,88.97000122070312
2019-06-14,90.5
2019-05-13,91.2699966430664
2019-04-11,90.7300033569336
2019-02-06,89.44000244140625
2019-09-18,88.94000244140625
2020-02-03,86.44000244140625
2020-04-22,87.16000366210938
2019-11-19,87.70999908447266
2020-02-06,89.86000061035156
