Dates,FTNT
2018-06-20,64.3499984741211
2018-06-21,63.97999954223633
2018-06-25,63.279998779296875
2018-06-22,61.529998779296875
2018-06-26,62.16999816894531
2018-06-27,61.720001220703125
2018-06-28,61.08000183105469
2018-06-29,62.34000015258789
2018-07-02,61.900001525878906
2018-07-03,63.369998931884766
2018-07-05,63.29999923706055
2018-07-16,64.08000183105469
2018-09-18,64.41000366210938
2019-01-24,65.01000213623047
2019-09-05,64.79000091552734
2018-11-21,65.80000305175781
2020-01-13,66.2300033569336
2020-04-01,66.11000061035156
2020-06-19,65.01000213623047
2019-10-29,66.48999786376953
2020-01-16,66.83999633789062
2020-06-22,66.36000061035156
2018-10-03,66.9000015258789
2018-07-31,66.1500015258789
2019-03-12,66.88999938964844
2019-02-08,67.37000274658203
2019-01-07,65.02999877929688
2018-12-06,62.27000045776367
2019-08-19,62.369998931884766
2019-07-18,63.09000015258789
2019-05-15,70.0
2019-09-20,73.08999633789062
2019-11-01,72.81999969482422
2020-04-07,72.9800033569336
2020-06-25,72.1500015258789
2020-06-16,73.13999938964844
2019-11-04,73.8499984741211
2020-01-22,74.23999786376953
2019-11-07,74.19999694824219
2020-04-13,75.19000244140625
2019-07-01,76.37000274658203
2019-05-30,75.4000015258789
2018-08-15,76.04000091552734
2018-10-18,76.2699966430664
2019-03-27,76.48999786376953
2019-01-22,77.5
2018-12-21,78.94999694824219
2019-09-03,79.76000213623047
2018-11-19,80.08000183105469
2019-08-02,81.3499984741211
2020-01-28,82.0999984741211
2020-04-16,82.87000274658203
2019-11-13,83.80999755859375
2020-01-31,81.55999755859375
2018-12-04,83.5199966430664
2018-11-02,83.76000213623047
2019-07-16,85.58000183105469
2018-08-30,87.0
2018-10-01,86.3499984741211
2019-06-14,88.4800033569336
2019-05-13,90.01000213623047
2019-04-11,87.62000274658203
2019-02-06,85.27999877929688
2019-09-18,84.56999969482422
2020-02-03,82.7699966430664
2020-04-22,85.20999908447266
2019-11-19,84.16000366210938
2020-02-06,88.0
2019-11-22,88.7300033569336
2019-03-25,90.06999969482422
2019-02-21,89.7699966430664
