Dates,FTNT
2018-06-20,64.3499984741211
2018-06-21,65.02999877929688
2018-06-25,64.83000183105469
2018-06-22,63.470001220703125
2018-06-26,62.470001220703125
2018-06-27,63.22999954223633
2018-06-28,61.560001373291016
2018-06-29,62.81999969482422
2018-07-02,62.16999816894531
2018-07-03,64.12000274658203
2018-07-05,64.12000274658203
2018-07-16,64.36000061035156
2018-09-18,65.29000091552734
2019-01-24,65.11000061035156
2019-09-05,65.02999877929688
2018-11-21,65.94999694824219
2020-01-13,67.08000183105469
2020-04-01,66.8499984741211
2020-06-19,66.0
2019-10-29,67.05999755859375
2020-01-16,67.02999877929688
2020-06-22,66.36000061035156
2018-10-03,67.91000366210938
2018-07-31,68.66999816894531
2019-03-12,66.88999938964844
2019-02-08,68.11000061035156
2019-01-07,68.37000274658203
2018-12-06,65.58000183105469
2019-08-19,63.099998474121094
2019-07-18,63.22999954223633
2019-05-15,70.5
2019-09-20,73.98999786376953
2019-11-01,73.48999786376953
2020-04-07,73.5999984741211
2020-06-25,73.02999877929688
2020-06-16,73.3499984741211
2019-11-04,74.01000213623047
2020-01-22,75.0
2019-11-07,75.29000091552734
2020-04-13,76.2699966430664
2019-07-01,76.5
2019-05-30,76.5
2018-08-15,76.9000015258789
2018-10-18,77.2699966430664
2019-03-27,76.48999786376953
2019-01-22,77.5
2018-12-21,78.95999908447266
2019-09-03,80.52999877929688
2018-11-19,80.63999938964844
2019-08-02,81.58000183105469
2020-01-28,82.44999694824219
2020-04-16,82.87000274658203
2019-11-13,85.0999984741211
2020-01-31,86.27999877929688
2018-12-04,83.79000091552734
2018-11-02,84.44000244140625
2019-07-16,86.12999725341797
2018-08-30,87.51000213623047
2018-10-01,87.33999633789062
2019-06-14,89.2300033569336
2019-05-13,90.01000213623047
2019-04-11,90.30999755859375
2019-02-06,86.58999633789062
2019-09-18,88.6500015258789
2020-02-03,84.0
2020-04-22,85.9000015258789
2019-11-19,85.4800033569336
2020-02-06,88.25
2019-11-22,90.0
2019-03-25,90.06999969482422
2019-02-21,91.19999694824219
2018-12-19,93.0
2018-07-12,92.3499984741211
2018-09-14,91.54000091552734
2018-08-13,91.44999694824219
2018-10-16,87.69000244140625
2019-07-31,86.19999694824219
2019-05-28,83.05000305175781
2019-04-26,83.11000061035156
2020-04-28,78.83000183105469
2019-11-25,79.63999938964844
2020-02-12,80.30000305175781
2020-05-01,81.44999694824219
2020-05-04,83.01000213623047
2019-06-12,80.94999694824219
2019-04-09,82.61000061035156
2019-03-08,81.5
2019-02-04,80.80000305175781
2018-07-27,83.05000305175781
2018-08-28,79.88999938964844
2019-01-03,78.8499984741211
2019-08-15,80.2699966430664
2018-10-31,77.27999877929688
2019-09-16,81.05999755859375
2020-02-18,82.19999694824219
2020-05-07,81.68000030517578
2018-08-17,73.01000213623047
2019-12-04,74.56999969482422
2020-02-21,75.91000366210938
2018-12-17,78.05999755859375
2019-08-30,76.88999938964844
2018-11-15,74.38999938964844
2019-07-29,73.81999969482422
2019-06-27,74.69999694824219
2019-04-24,72.51000213623047
2018-07-10,72.37999725341797
2018-09-12,73.12999725341797
2019-02-19,65.7699966430664
2019-01-18,67.63999938964844
2020-02-24,67.63999938964844
2020-05-13,69.20999908447266
2019-12-10,70.58999633789062
2020-02-27,71.25
2019-12-13,73.06999969482422
2020-05-19,73.94999694824219
2019-03-06,76.2300033569336
2018-11-30,75.4800033569336
2019-08-13,71.62000274658203
2019-07-12,74.80999755859375
2019-06-10,72.04000091552734
2019-05-09,75.97000122070312
2018-07-25,76.0
2018-09-27,75.94000244140625
2018-10-29,73.04000091552734
2019-10-16,72.33999633789062
2019-12-16,68.6500015258789
2020-03-04,70.72000122070312
2020-05-22,69.4000015258789
2019-10-01,70.20999908447266
2019-12-19,65.0
2018-09-10,66.02999877929688
2019-05-24,67.66000366210938
2018-08-09,70.75
2019-04-22,71.06999969482422
2019-03-21,68.58000183105469
2019-01-16,68.80000305175781
2019-08-28,65.79000091552734
2018-11-13,66.81999969482422
2018-10-12,70.79000091552734
2019-06-25,72.0
2020-03-10,72.26000213623047
2020-05-28,72.98999786376953
2019-10-07,72.62000274658203
2020-03-13,72.54000091552734
2019-10-10,74.5999984741211
2020-03-16,71.94000244140625
2020-06-03,72.36000061035156
2018-11-28,69.0
2018-09-25,70.29000091552734
