Dates,FAST
2018-06-20,26.405000686645508
2018-06-21,26.344999313354492
2018-06-25,25.790000915527344
2018-06-22,25.184999465942383
2018-06-26,25.145000457763672
2018-06-27,25.014999389648438
2018-06-28,24.81999969482422
2018-06-29,24.795000076293945
2018-07-02,24.174999237060547
2018-07-03,24.170000076293945
2018-07-05,24.100000381469727
2018-07-16,24.34000015258789
2018-09-18,24.969999313354492
2019-01-24,24.9950008392334
2019-09-05,28.209999084472656
2018-11-21,27.719999313354492
2020-01-13,28.094999313354492
2020-04-01,27.7549991607666
2020-06-19,28.014999389648438
2019-10-29,28.405000686645508
2020-01-16,28.670000076293945
2020-06-22,28.844999313354492
2018-10-03,29.235000610351562
2018-07-31,29.020000457763672
2019-03-12,28.809999465942383
2019-02-08,29.049999237060547
2019-01-07,28.565000534057617
2018-12-06,28.450000762939453
2019-08-19,28.565000534057617
2019-07-18,28.524999618530273
2019-05-15,28.415000915527344
2019-09-20,28.434999465942383
2019-11-01,28.520000457763672
2020-04-07,28.760000228881836
2020-06-25,28.950000762939453
2020-06-16,29.274999618530273
2019-11-04,28.940000534057617
2020-01-22,29.059999465942383
2019-11-07,29.299999237060547
2020-04-13,29.260000228881836
2019-07-01,29.8700008392334
2019-05-30,29.895000457763672
2018-08-15,30.395000457763672
2018-10-18,30.56999969482422
2019-03-27,30.469999313354492
2019-01-22,30.459999084472656
2018-12-21,30.219999313354492
2019-09-03,29.975000381469727
2018-11-19,29.614999771118164
2019-08-02,29.575000762939453
2020-01-28,29.53499984741211
2020-04-16,29.3799991607666
2019-11-13,29.764999389648438
2020-01-31,29.719999313354492
2018-12-04,29.709999084472656
2018-11-02,29.454999923706055
2019-07-16,29.200000762939453
2018-08-30,29.774999618530273
2018-10-01,29.514999389648438
2019-06-14,29.600000381469727
2019-05-13,29.690000534057617
2019-04-11,29.09000015258789
2019-02-06,29.165000915527344
2019-09-18,29.325000762939453
2020-02-03,29.405000686645508
2020-04-22,29.75
2019-11-19,29.34000015258789
2020-02-06,29.075000762939453
2019-11-22,29.18000030517578
2019-03-25,29.3700008392334
2019-02-21,29.110000610351562
2018-12-19,29.329999923706055
2018-07-12,29.235000610351562
2018-09-14,29.360000610351562
2018-08-13,29.15999984741211
2018-10-16,28.614999771118164
2019-07-31,28.530000686645508
2019-05-28,28.5049991607666
2019-04-26,27.600000381469727
2020-04-28,26.53499984741211
2019-11-25,26.100000381469727
2020-02-12,26.530000686645508
2020-05-01,26.559999465942383
2020-05-04,26.545000076293945
2019-06-12,26.649999618530273
2019-04-09,26.5
2019-03-08,26.315000534057617
2019-02-04,25.5
2018-07-27,25.239999771118164
2018-08-28,24.8799991607666
2019-01-03,25.079999923706055
2019-08-15,25.170000076293945
2018-10-31,25.700000762939453
2019-09-16,26.010000228881836
2020-02-18,25.985000610351562
2020-05-07,26.44499969482422
2018-08-17,26.520000457763672
2019-12-04,26.834999084472656
2020-02-21,27.3799991607666
2018-12-17,27.6200008392334
2019-08-30,27.575000762939453
2018-11-15,27.434999465942383
2019-07-29,27.545000076293945
2019-06-27,28.290000915527344
2019-04-24,28.614999771118164
2018-07-10,28.959999084472656
2018-09-12,29.145000457763672
2019-02-19,28.729999542236328
2019-01-18,28.665000915527344
2020-02-24,28.209999084472656
2020-05-13,28.844999313354492
2019-12-10,28.81999969482422
2020-02-27,29.540000915527344
2019-12-13,29.920000076293945
2020-05-19,29.889999389648438
2019-03-06,30.225000381469727
2018-11-30,29.815000534057617
2019-08-13,28.674999237060547
2019-07-12,28.860000610351562
2019-06-10,28.06999969482422
2019-05-09,27.915000915527344
2018-07-25,28.18000030517578
2018-09-27,27.700000762939453
2018-10-29,27.44499969482422
2019-10-16,27.104999542236328
2019-12-16,26.80500030517578
2020-03-04,26.559999465942383
2020-05-22,25.84000015258789
2019-10-01,25.969999313354492
2019-12-19,25.200000762939453
2018-09-10,25.815000534057617
2019-05-24,26.065000534057617
2018-08-09,26.375
2019-04-22,26.360000610351562
2019-03-21,26.084999084472656
2019-01-16,25.704999923706055
2019-08-28,26.184999465942383
2018-11-13,26.530000686645508
2018-10-12,26.895000457763672
2019-06-25,27.34000015258789
2020-03-10,27.30500030517578
2020-05-28,27.485000610351562
2019-10-07,27.43000030517578
2020-03-13,27.459999084472656
2019-10-10,27.594999313354492
2020-03-16,28.795000076293945
2020-06-03,29.690000534057617
2018-11-28,29.829999923706055
2018-09-25,29.889999389648438
2018-07-23,29.610000610351562
2018-08-24,29.885000228881836
2019-07-10,29.850000381469727
2019-05-07,30.145000457763672
2019-04-05,30.264999389648438
2019-03-04,30.43000030517578
2019-01-31,30.600000381469727
2019-09-12,30.709999084472656
2019-12-31,30.825000762939453
2020-03-19,31.059999465942383
2020-01-03,30.764999389648438
2020-06-09,30.454999923706055
2019-02-15,30.950000762939453
2019-01-14,31.53499984741211
2018-07-06,31.645000457763672
2018-08-07,31.46500015258789
2018-10-10,31.56999969482422
2018-12-13,31.440000534057617
2019-08-26,31.28499984741211
2019-07-25,31.420000076293945
2019-05-22,31.5
2019-03-19,31.510000228881836
2020-01-06,31.674999237060547
2020-03-25,31.860000610351562
2020-06-12,31.75
2019-10-22,31.815000534057617
2020-01-09,31.344999313354492
2020-06-15,31.344999313354492
