Dates,FAST
2018-06-20,24.9720458984375
2018-06-21,24.08222007751465
2018-06-25,23.944955825805664
2018-06-22,23.594703674316406
2018-06-26,23.39118003845215
2018-06-27,23.055124282836914
2018-06-28,23.07405662536621
2018-06-29,22.78060531616211
2018-07-02,22.719072341918945
2018-07-03,22.57234764099121
2018-07-05,22.75693702697754
2018-07-16,22.81846809387207
2018-09-18,23.485837936401367
2019-01-24,23.4432430267334
2019-09-05,25.80034637451172
2018-11-21,26.183734893798828
2020-01-13,26.14586639404297
2020-04-01,26.235795974731445
2020-06-19,26.47718620300293
2019-10-29,26.713838577270508
2020-01-16,26.89370346069336
2020-06-22,27.196622848510742
2018-10-03,27.404884338378906
2018-07-31,26.9854679107666
2019-03-12,27.414413452148438
2019-02-08,27.047426223754883
2019-01-07,26.933040618896484
2018-12-06,26.72810173034668
2019-08-19,27.133216857910156
2019-07-18,26.532691955566406
2019-05-15,26.89014434814453
2019-09-20,26.813888549804688
2019-11-01,27.047426223754883
2020-04-07,27.304792404174805
2020-06-25,27.54309844970703
2020-06-16,27.409645080566406
2019-11-04,27.50497055053711
2020-01-22,27.328624725341797
2019-11-07,27.80523109436035
2020-04-13,27.838594436645508
2019-07-01,28.267541885375977
2019-05-30,28.362857818603516
2018-08-15,28.663122177124023
2018-10-18,29.011043548583984
2019-03-27,28.949087142944336
2019-01-22,28.763212203979492
2018-12-21,28.34856414794922
2019-09-03,28.129323959350586
2018-11-19,28.000638961791992
2019-08-02,28.029239654541016
2020-01-28,27.724205017089844
2020-04-16,27.814762115478516
2019-11-13,28.138858795166016
2020-01-31,28.162689208984375
2018-12-04,28.124557495117188
2018-11-02,27.261899948120117
2019-07-16,27.724205017089844
2018-08-30,28.17698097229004
2018-10-01,28.00540542602539
2019-06-14,28.119792938232422
2019-05-13,27.52880096435547
2019-04-11,27.50497055053711
2019-02-06,27.68131446838379
2019-09-18,27.74803924560547
2020-02-03,27.9815731048584
2020-04-22,28.07213020324707
2019-11-19,27.500205993652344
2020-02-06,27.638418197631836
2019-11-22,27.53356170654297
2019-03-25,27.67654800415039
2019-02-21,27.652719497680664
2018-12-19,27.619354248046875
2018-07-12,27.576459884643555
2018-09-14,27.68131446838379
2018-08-13,27.066492080688477
2018-10-16,26.923511505126953
2019-07-31,27.014062881469727
2019-05-28,26.518394470214844
2019-04-26,24.626264572143555
2020-04-28,24.426090240478516
2019-11-25,24.816905975341797
2020-02-12,25.10287094116211
2020-05-01,25.2363224029541
2020-05-04,25.093341827392578
2019-06-12,25.040916442871094
2019-04-09,24.783544540405273
2019-03-08,24.564308166503906
2019-02-04,24.199251174926758
2018-07-27,23.373075485229492
2018-08-28,23.685293197631836
2019-01-03,23.70450782775879
2019-08-15,23.651670455932617
2018-10-31,24.650766372680664
2019-09-16,24.693994522094727
2020-02-18,24.88612937927246
2020-05-07,25.342445373535156
2018-08-17,25.284807205200195
2019-12-04,25.697895050048828
2020-02-21,26.26949119567871
2018-12-17,26.4808406829834
2019-08-30,26.303115844726562
2018-11-15,25.995702743530273
2019-07-29,26.27910041809082
2019-06-27,26.831483840942383
2019-04-24,27.383869171142578
2018-07-10,27.64324951171875
2018-09-12,27.60962677001953
2019-02-19,26.600923538208008
2019-01-18,27.249374389648438
2020-02-24,26.831483840942383
2020-05-13,27.681676864624023
2019-12-10,27.53757667541504
2020-02-27,28.37335777282715
2019-12-13,28.464622497558594
2020-05-19,28.464622497558594
2019-03-06,28.690378189086914
2018-11-30,27.508756637573242
2019-08-13,27.523164749145508
2019-07-12,26.538482666015625
2019-06-10,26.235868453979492
2019-05-09,26.36556053161621
2018-07-25,26.307920455932617
2018-09-27,26.288707733154297
2018-10-29,25.87561798095703
2019-10-16,25.443317413330078
2019-12-16,25.092674255371094
2020-03-04,24.727617263793945
2020-05-22,24.290512084960938
2019-10-01,24.223270416259766
2019-12-19,23.709312438964844
2018-09-10,24.78525733947754
2019-05-24,25.039836883544922
2018-08-09,25.006216049194336
2019-04-22,25.116689682006836
2019-03-21,24.693994522094727
2019-01-16,23.992706298828125
2019-08-28,24.977392196655273
2018-11-13,25.15992546081543
2018-10-12,25.81317710876465
2019-06-25,25.88522720336914
2020-03-10,26.168622970581055
2020-05-28,26.341543197631836
2019-10-07,25.97168731689453
2020-03-13,26.221460342407227
2019-10-10,25.995702743530273
2020-03-16,27.542377471923828
2020-06-03,28.507850646972656
2018-11-28,28.387767791748047
2018-09-25,28.291702270507812
2018-07-23,28.248470306396484
2018-08-24,28.59431266784668
2019-07-10,28.52706527709961
2019-05-07,28.8056583404541
2019-04-05,29.12013053894043
2019-03-04,29.250757217407227
2019-01-31,29.29429817199707
2019-09-12,29.7152099609375
2019-12-31,29.81197166442871
2020-03-19,29.76358985900879
2020-01-03,29.391061782836914
2020-06-09,29.357194900512695
2019-02-15,29.932920455932617
2019-01-14,30.411888122558594
2018-07-06,30.48445701599121
2018-08-07,30.174823760986328
2018-10-10,30.465105056762695
2018-12-13,30.218364715576172
2019-08-26,30.04419708251953
2019-07-25,30.213529586791992
2019-05-22,30.315126419067383
2019-03-19,30.43124008178711
2020-01-06,30.387697219848633
2020-03-25,30.731199264526367
2020-06-12,30.450592041015625
2019-10-22,30.107093811035156
2020-01-09,30.310287475585938
2020-06-15,29.981304168701172
2019-10-25,30.01032829284668
2020-03-31,29.76358985900879
2020-06-18,29.720050811767578
2019-04-03,29.8603515625
2018-08-22,30.078062057495117
2018-10-25,30.324800491333008
2019-01-29,30.087739944458008
2018-12-28,30.13127899169922
2018-11-26,30.55702781677246
2019-08-09,30.30061149597168
2019-07-08,30.30061149597168
2019-06-06,30.905366897583008
2019-09-10,29.850675582885742
2020-01-15,29.947437286376953
2020-04-03,30.150632858276367
2019-10-31,30.344154357910156
2020-04-06,30.72635841369629
2020-06-24,31.113401412963867
2018-11-09,31.829429626464844
2019-07-23,31.93586540222168
2019-06-21,31.843942642211914
2019-05-20,32.085853576660156
2019-04-18,32.25517654418945
2018-09-06,32.21647262573242
2018-10-08,31.43271255493164
2019-02-13,31.539152145385742
2018-12-11,33.130863189697266
2019-09-25,33.7259407043457
2020-01-21,33.27116394042969
2020-04-09,33.63401794433594
2019-11-06,33.929134368896484
