Dates,FAST
2020-01-06,2916400.0
2020-03-25,4129600.0
2020-06-12,3798600.0
2019-10-22,5577400.0
2020-01-09,4397400.0
2020-06-15,3069800.0
2019-10-25,2697800.0
2020-03-31,4318400.0
2020-06-18,3771400.0
2019-04-03,3361000.0
2018-08-22,2722000.0
2018-10-25,3327400.0
2019-01-29,2812600.0
2018-12-28,5483400.0
2018-11-26,2616200.0
2019-08-09,3034000.0
2019-07-08,3765800.0
2019-06-06,2462200.0
2019-09-10,3400800.0
2020-01-15,2231800.0
2020-04-03,1858000.0
2019-10-31,2235000.0
2020-04-06,2456000.0
2020-06-24,3728800.0
2018-11-09,4264000.0
2019-07-23,3076000.0
2019-06-21,4054600.0
2019-05-20,2153400.0
2019-04-18,2573200.0
2018-09-06,3439600.0
2018-10-08,4680600.0
2019-02-13,5442800.0
2018-12-11,11939000.0
2019-09-25,6259400.0
2020-01-21,3947600.0
2020-04-09,5562000.0
2019-11-06,3387400.0
2020-01-24,4935000.0
2020-01-27,4869600.0
2020-04-15,4319800.0
2018-12-26,3513400.0
2019-08-07,3614400.0
2019-06-04,3160200.0
2018-09-21,5356800.0
2018-07-19,4485600.0
2018-08-20,4562800.0
2018-10-23,5282200.0
2019-05-03,5392200.0
2019-04-01,7878000.0
2019-02-28,8448600.0
2019-11-12,5096200.0
2020-01-30,4444200.0
2019-11-15,4765600.0
2020-04-21,5539400.0
2019-04-16,3415200.0
2019-03-15,4444600.0
2019-02-11,3623200.0
2019-01-10,4173000.0
2019-08-22,3711000.0
2018-11-07,3023000.0
2018-08-03,2988000.0
2018-09-04,4841000.0
2019-06-19,5881400.0
2019-09-23,6998300.0
2019-11-18,4156200.0
2020-02-05,4135800.0
2020-04-24,7071700.0
2019-03-29,5783200.0
2019-11-21,4160300.0
2020-04-27,3725300.0
2020-02-11,5133700.0
2020-04-30,4010800.0
2019-05-01,2194100.0
2019-02-26,2316100.0
2019-01-25,2955100.0
2018-12-24,2958700.0
2019-09-06,3531900.0
2018-07-17,2589400.0
2018-09-19,4010600.0
2019-08-05,3078700.0
2019-10-08,6642400.0
2019-12-11,6595800.0
2019-11-27,3102500.0
2020-02-14,4032500.0
2020-05-06,3066700.0
2019-01-08,3425300.0
2018-12-07,5227100.0
2019-08-20,4257200.0
2018-11-05,3206100.0
2019-07-19,1678300.0
2018-10-04,1983800.0
2019-06-17,3462400.0
2019-05-16,6439500.0
2018-08-01,8293700.0
2019-03-13,17244000.0
2019-12-03,8463700.0
2020-02-20,3408300.0
2019-12-06,4699700.0
2020-05-12,3618600.0
2019-12-09,5789300.0
2020-02-26,3201100.0
2020-05-15,5957700.0
2019-03-28,4194000.0
2018-09-17,4233600.0
2018-08-16,4185600.0
2018-10-19,2826700.0
2019-04-29,2637900.0
2019-01-23,2526000.0
2019-09-04,7474400.0
2018-11-20,7954000.0
2019-07-02,5787000.0
2019-05-31,5169800.0
2019-12-12,5753800.0
2020-05-18,5567700.0
2019-09-27,6160300.0
2020-03-03,3080300.0
2020-05-21,4540000.0
2019-05-14,6533300.0
2018-08-31,3356100.0
2018-07-30,3692400.0
2018-10-02,2860700.0
2019-04-12,2596600.0
2019-03-11,4915500.0
2019-02-07,1798200.0
2019-07-17,1985600.0
2019-09-19,4100400.0
2019-10-21,2208400.0
2019-12-18,3982400.0
2020-03-06,3433200.0
2019-10-03,2818200.0
2020-03-09,3061800.0
2020-05-27,4935200.0
2019-12-24,2188700.0
2020-03-12,4148100.0
2018-12-20,4006100.0
2019-08-01,4683900.0
2018-08-14,4847700.0
2018-07-13,4533700.0
2018-10-17,3954900.0
2019-05-29,3819600.0
2019-03-26,3328700.0
2019-02-22,3278900.0
2019-10-04,5082500.0
2019-11-05,3375900.0
2019-12-27,5374300.0
2020-06-02,3284700.0
2019-12-30,4968100.0
2020-03-18,3161700.0
2020-06-05,3315000.0
2019-07-15,4686200.0
2018-12-03,3358600.0
2019-06-13,6476100.0
2019-01-04,4652700.0
2018-08-29,4186900.0
2019-02-05,3629000.0
2018-11-01,5022500.0
2019-08-16,4852300.0
2019-04-10,3565000.0
2019-09-17,5764700.0
2019-10-15,28822500.0
2020-01-02,11701900.0
2020-06-08,5827500.0
2019-10-18,5105400.0
2020-03-24,4378000.0
2020-06-11,3815300.0
2020-01-08,6178100.0
2019-04-25,4840100.0
2019-07-30,5529600.0
2019-02-20,4222900.0
2018-07-11,4323500.0
2018-09-13,4025200.0
2018-10-15,5232700.0
2019-06-28,4170400.0
2018-12-18,5582900.0
2018-11-16,3767500.0
2019-10-02,4154400.0
2020-03-27,3842900.0
2020-01-10,7306000.0
2019-10-24,4006400.0
2020-03-30,3178300.0
2020-06-17,1828800.0
2020-01-14,2945500.0
2020-04-02,3165000.0
2019-01-02,2976900.0
2019-08-14,4185700.0
2018-10-30,2956900.0
2019-06-11,3787500.0
2019-05-10,3937700.0
2019-04-08,2645100.0
2018-08-27,2551900.0
2018-07-26,2864900.0
2018-09-28,4336000.0
2019-03-07,2089300.0
2019-10-30,1572000.0
2020-01-17,3296600.0
2020-06-23,3226400.0
2020-04-08,3811800.0
2020-06-26,5737200.0
2019-03-22,3779800.0
2019-01-17,3054200.0
2019-08-29,2400200.0
2018-11-14,1988400.0
2019-06-26,6002800.0
2018-09-11,4048500.0
2018-07-09,3015000.0
2018-08-10,3797600.0
2019-04-23,3034300.0
2019-09-30,2199000.0
2020-01-23,6381100.0
2019-11-08,2679300.0
2020-04-14,810200.0
2019-11-11,1834000.0
2020-01-29,1738000.0
2020-04-17,1393000.0
2018-07-24,2141900.0
2018-09-26,4190300.0
2019-05-08,4101300.0
2019-03-05,4135200.0
2019-02-01,3108300.0
2018-12-31,3795900.0
2018-11-29,3811400.0
2019-08-12,3542400.0
2019-07-11,3167600.0
2019-09-13,5495600.0
2019-11-14,4365800.0
2020-04-20,5958600.0
2020-02-04,12851800.0
2020-04-23,6476900.0
2018-12-14,3501600.0
2019-08-27,3133600.0
2018-08-08,4163900.0
2018-10-11,6163000.0
2018-11-12,3723700.0
2019-07-26,3883800.0
2019-06-24,4365600.0
2019-05-23,4707300.0
2019-03-20,4708900.0
2019-01-15,3614900.0
2019-11-20,4071300.0
2020-02-07,3126100.0
2020-02-10,3342700.0
2020-04-29,4827800.0
2019-11-26,4432200.0
2020-02-13,2477500.0
2019-01-30,2270800.0
2018-08-23,2745900.0
2018-09-24,2287800.0
2018-11-27,1706000.0
2018-10-26,3301400.0
2019-07-09,4124100.0
2019-06-07,3934900.0
2019-05-06,5998200.0
2019-04-04,4487800.0
2019-09-11,8835200.0
2019-11-29,8622900.0
2020-05-05,7077800.0
2019-12-02,6747000.0
2020-02-19,4983800.0
2020-05-08,8820000.0
2019-05-21,7757500.0
2019-03-18,12392900.0
2018-09-07,7310500.0
2018-08-06,10915900.0
2018-10-09,9929300.0
2019-02-14,9208800.0
2018-12-12,9546200.0
2019-07-24,8386500.0
2019-09-26,10310200.0
2019-10-28,9348200.0
2019-12-05,9568500.0
2020-05-11,6272000.0
2019-07-03,7600400.0
2020-02-25,7079100.0
2020-05-14,7147000.0
2020-02-28,6463500.0
2019-08-08,5540700.0
2019-06-05,7565900.0
2018-07-20,4805200.0
2018-08-21,7237500.0
2018-10-24,4624700.0
2019-04-02,6151900.0
2019-03-01,6400300.0
2019-01-28,4478500.0
2018-12-27,6021400.0
2019-09-09,5085400.0
2020-03-02,7107400.0
2020-05-20,4962900.0
2019-12-17,6097000.0
2020-03-05,5018600.0
2019-02-12,3786300.0
2019-01-11,4809600.0
2018-12-10,3479600.0
2019-08-23,3958200.0
2018-11-08,3448500.0
2019-07-22,3873800.0
2019-06-20,4371000.0
2018-09-05,4362500.0
2019-04-17,5533300.0
2019-09-24,3423200.0
2019-12-20,2930200.0
2020-05-26,4045000.0
2019-04-30,5307600.0
2019-12-23,4392200.0
2020-03-11,3230900.0
2020-05-29,3418000.0
2019-12-26,3842900.0
2020-06-01,4332600.0
2019-05-02,4612400.0
2019-02-27,5147300.0
2018-11-23,6948600.0
2019-08-06,4261000.0
2018-07-18,3205100.0
2018-09-20,3017500.0
2018-10-22,1967000.0
2019-07-05,6224000.0
2019-06-03,5329700.0
2019-10-09,3704100.0
2019-10-11,5958500.0
2020-03-17,2783000.0
2020-06-04,3863600.0
2019-10-14,3760600.0
2020-03-20,4377500.0
2018-11-06,6166500.0
2019-06-18,4388100.0
2019-05-17,3280300.0
2019-04-15,3439500.0
2019-03-14,3806000.0
2019-01-09,4193300.0
2018-08-02,4988100.0
2018-10-05,4664800.0
2019-08-21,3116600.0
2019-10-17,3085700.0
2020-03-23,7914500.0
2020-06-10,2648000.0
2019-02-25,3017600.0
2020-01-07,3490200.0
2020-03-26,3289600.0
2019-10-23,4439500.0
