Dates,FAST
2018-06-20,26.3799991607666
2018-06-21,25.440000534057617
2018-06-25,25.295000076293945
2018-06-22,24.924999237060547
2018-06-26,24.709999084472656
2018-06-27,24.354999542236328
2018-06-28,24.375
2018-06-29,24.065000534057617
2018-07-02,24.0
2018-07-03,23.844999313354492
2018-07-05,24.040000915527344
2018-07-16,24.104999542236328
2018-09-18,24.809999465942383
2019-01-24,24.764999389648438
2019-09-05,27.2549991607666
2018-11-21,27.65999984741211
2020-01-13,27.6200008392334
2020-04-01,27.71500015258789
2020-06-19,27.969999313354492
2019-10-29,28.219999313354492
2020-01-16,28.40999984741211
2020-06-22,28.729999542236328
2018-10-03,28.950000762939453
2018-07-31,28.309999465942383
2019-03-12,28.760000228881836
2019-02-08,28.375
2019-01-07,28.2549991607666
2018-12-06,28.040000915527344
2019-08-19,28.46500015258789
2019-07-18,27.834999084472656
2019-05-15,28.209999084472656
2019-09-20,28.1299991607666
2019-11-01,28.375
2020-04-07,28.645000457763672
2020-06-25,28.895000457763672
2020-06-16,28.7549991607666
2019-11-04,28.854999542236328
2020-01-22,28.670000076293945
2019-11-07,29.170000076293945
2020-04-13,29.204999923706055
2019-07-01,29.655000686645508
2019-05-30,29.7549991607666
2018-08-15,30.06999969482422
2018-10-18,30.434999465942383
2019-03-27,30.3700008392334
2019-01-22,30.174999237060547
2018-12-21,29.739999771118164
2019-09-03,29.510000228881836
2018-11-19,29.375
2019-08-02,29.405000686645508
2020-01-28,29.084999084472656
2020-04-16,29.18000030517578
2019-11-13,29.520000457763672
2020-01-31,29.545000076293945
2018-12-04,29.5049991607666
2018-11-02,28.600000381469727
2019-07-16,29.084999084472656
2018-08-30,29.559999465942383
2018-10-01,29.3799991607666
2019-06-14,29.5
2019-05-13,28.8799991607666
2019-04-11,28.854999542236328
2019-02-06,29.040000915527344
2019-09-18,29.110000610351562
2020-02-03,29.354999542236328
2020-04-22,29.450000762939453
2019-11-19,28.850000381469727
2020-02-06,28.9950008392334
2019-11-22,28.885000228881836
2019-03-25,29.03499984741211
2019-02-21,29.010000228881836
2018-12-19,28.975000381469727
2018-07-12,28.93000030517578
2018-09-14,29.040000915527344
2018-08-13,28.395000457763672
2018-10-16,28.2450008392334
2019-07-31,28.34000015258789
2019-05-28,27.81999969482422
2019-04-26,25.834999084472656
2020-04-28,25.625
2019-11-25,26.03499984741211
2020-02-12,26.334999084472656
2020-05-01,26.475000381469727
2020-05-04,26.325000762939453
2019-06-12,26.270000457763672
2019-04-09,26.0
2019-03-08,25.770000457763672
2019-02-04,25.190000534057617
2018-07-27,24.329999923706055
2018-08-28,24.655000686645508
2019-01-03,24.674999237060547
2019-08-15,24.6200008392334
2018-10-31,25.65999984741211
2019-09-16,25.704999923706055
2020-02-18,25.905000686645508
2020-05-07,26.3799991607666
2018-08-17,26.31999969482422
2019-12-04,26.75
2020-02-21,27.344999313354492
2018-12-17,27.565000534057617
2019-08-30,27.3799991607666
2018-11-15,27.059999465942383
2019-07-29,27.354999542236328
2019-06-27,27.93000030517578
2019-04-24,28.5049991607666
2018-07-10,28.774999618530273
2018-09-12,28.739999771118164
2019-02-19,27.690000534057617
2019-01-18,28.364999771118164
