Dates,JPY=X
2007-12-31,111.31999969482422
2008-01-01,111.19999694824219
2008-01-04,109.2300033569336
2008-01-03,108.25
2008-01-02,107.98999786376953
2008-01-07,108.58000183105469
2008-01-08,107.2699966430664
2008-01-09,108.83999633789062
2008-01-10,109.12999725341797
2008-01-11,108.68000030517578
2008-01-14,107.37000274658203
2008-03-14,106.5999984741211
2008-07-20,105.93000030517578
2008-06-18,106.38999938964844
2009-01-28,106.4000015258789
2008-04-15,105.62999725341797
2009-04-02,105.63999938964844
2008-10-07,105.04000091552734
2008-01-25,105.94999694824219
2008-02-26,106.61000061035156
2008-07-03,105.98999786376953
2009-03-16,106.41999816894531
2008-06-01,106.02999877929688
2009-02-12,105.7300033569336
2008-12-10,105.79000091552734
2009-05-19,106.55000305175781
2009-04-08,106.41999816894531
2008-12-25,106.19000244140625
2008-04-13,105.94000244140625
2008-03-12,107.73999786376953
2008-10-22,106.37000274658203
2008-06-16,106.79000091552734
2009-02-27,106.9800033569336
2008-05-15,107.70999908447266
2009-01-26,107.30000305175781
2009-03-31,107.76000213623047
2009-04-20,107.23999786376953
2008-07-01,107.4800033569336
2009-02-10,107.13999938964844
2009-01-09,106.76000213623047
2008-01-23,107.22000122070312
2008-03-27,107.13999938964844
2008-04-28,106.05000305175781
2008-12-08,104.76000213623047
2008-11-06,103.62000274658203
2008-10-05,102.62000274658203
2008-09-03,102.63999938964844
2008-09-18,103.30999755859375
2008-07-16,102.4800033569336
2009-03-29,101.56999969482422
2009-02-25,101.44000244140625
2008-03-10,101.41999816894531
2008-02-07,101.125
2008-05-13,99.91000366210938
2008-12-23,98.88999938964844
2008-11-21,95.83999633789062
2008-10-20,96.9000015258789
2009-04-29,97.80000305175781
2008-11-25,98.48999786376953
2008-11-04,99.29000091552734
2008-09-01,99.58999633789062
2008-03-25,99.64700317382812
2008-01-21,98.80000305175781
2008-02-22,98.58000183105469
2008-06-29,99.08999633789062
2009-03-12,98.94000244140625
2008-05-28,101.55999755859375
2009-01-07,102.0999984741211
2009-04-13,101.43000030517578
2009-05-11,101.55999755859375
2008-06-12,107.44000244140625
2009-02-23,101.48999786376953
2009-01-22,100.08000183105469
2008-11-19,100.66000366210938
2008-09-16,100.33000183105469
2008-02-05,100.80000305175781
2008-04-09,100.83000183105469
2008-05-11,101.70999908447266
2008-07-14,102.27999877929688
2009-03-27,103.02999877929688
2009-05-14,102.67900085449219
2008-09-22,102.80000305175781
2009-05-17,103.30999755859375
2008-07-29,103.91999816894531
2009-03-10,104.05999755859375
2008-05-26,103.2300033569336
2009-02-06,103.70999908447266
2009-01-05,104.33000183105469
2008-12-04,104.73999786376953
2008-02-20,104.02999877929688
2008-04-24,104.5999984741211
2008-10-01,107.6500015258789
2009-05-13,102.61799621582031
2008-03-06,102.58000183105469
2008-11-17,103.43099975585938
2008-10-16,104.56999969482422
2008-09-14,104.45999908447266
2009-03-25,103.58999633789062
2008-06-10,103.6500015258789
2009-01-20,103.4800033569336
2008-04-07,102.95999908447266
2008-12-19,102.7300033569336
2009-04-26,103.06999969482422
2009-06-01,103.12999725341797
2009-02-04,103.25
2008-03-21,103.9000015258789
2008-01-17,104.5999984741211
2008-02-18,105.25
2008-04-22,104.11000061035156
2008-12-02,103.91000366210938
2008-10-31,104.54900360107422
2008-09-29,105.18000030517578
2008-08-28,104.8499984741211
2008-07-27,104.61000061035156
2008-07-10,106.20999908447266
2009-03-23,106.58000183105469
2008-02-01,106.79000091552734
2008-03-04,107.6500015258789
2008-06-08,107.91000366210938
2009-02-19,107.62000274658203
2008-05-07,107.70999908447266
2008-12-17,107.44999694824219
2008-10-14,107.13999938964844
2009-05-26,107.16000366210938
2008-10-29,107.37000274658203
2008-08-26,107.62999725341797
2008-01-15,106.62000274658203
2008-03-19,105.86199951171875
2008-04-20,105.02999877929688
2008-06-23,105.79000091552734
2009-03-06,105.81999969482422
2008-05-22,106.58999633789062
2009-02-02,106.6500015258789
2009-01-01,109.0999984741211
2009-04-07,106.69000244140625
2009-01-16,106.70500183105469
2008-12-15,105.71800231933594
2008-11-13,106.0469970703125
2008-10-12,104.17400360107422
2008-04-03,103.80000305175781
2008-01-30,104.76899719238281
2008-05-05,105.97799682617188
2008-09-10,106.37000274658203
2008-07-08,106.0739974975586
2009-02-17,107.1500015258789
