Dates,JPY=X
2007-12-31,112.27999877929688
2008-01-01,111.19999694824219
2008-01-04,111.81999969482422
2008-01-03,109.26399993896484
2008-01-02,109.5
2008-01-07,108.58000183105469
2008-01-08,107.81800079345703
2008-01-09,108.98999786376953
2008-01-10,109.87699890136719
2008-01-11,109.63999938964844
2008-01-14,108.88500213623047
2008-03-14,108.24099731445312
2008-07-20,106.74500274658203
2008-06-18,107.33000183105469
2009-01-28,106.4000015258789
2008-04-15,106.89199829101562
2009-04-02,105.63999938964844
2008-10-07,107.05999755859375
2008-01-25,106.73400115966797
2008-02-26,107.12999725341797
2008-07-03,106.75
2009-03-16,106.98999786376953
2008-06-01,107.052001953125
2009-02-12,106.2300033569336
2008-12-10,106.30000305175781
2009-05-19,106.55999755859375
2009-04-08,106.70999908447266
2008-12-25,106.5199966430664
2008-04-13,106.37999725341797
2008-03-12,107.73999786376953
2008-10-22,107.45999908447266
2008-06-16,106.86000061035156
2009-02-27,107.33999633789062
2008-05-15,108.26000213623047
2009-01-26,107.79000091552734
2009-03-31,107.80000305175781
2009-04-20,108.16000366210938
2008-07-01,107.93000030517578
2009-02-10,108.05000305175781
2009-01-09,107.4000015258789
2008-01-23,107.30999755859375
2008-03-27,108.04299926757812
2008-04-28,107.36000061035156
2008-12-08,106.38999938964844
2008-11-06,104.97000122070312
2008-10-05,103.04000091552734
2008-09-03,103.52799987792969
2008-09-18,103.4000015258789
2008-07-16,103.91000366210938
2009-03-29,102.58999633789062
2009-02-25,102.29000091552734
2008-03-10,101.43000030517578
2008-02-07,103.2699966430664
2008-05-13,101.5
2008-12-23,100.69999694824219
2008-11-21,98.13999938964844
2008-10-20,97.06999969482422
2009-04-29,99.76000213623047
2008-11-25,98.6500015258789
2008-11-04,99.37999725341797
2008-09-01,99.61000061035156
2008-03-25,100.72000122070312
2008-01-21,100.06199645996094
2008-02-22,99.13999938964844
2008-06-29,99.55000305175781
2009-03-12,98.94000244140625
2008-05-28,101.66000366210938
2009-01-07,102.30000305175781
2009-04-13,102.28399658203125
2009-05-11,101.61000061035156
2008-06-12,107.51000213623047
2009-02-23,102.77999877929688
2009-01-22,101.81999969482422
2008-11-19,102.0999984741211
2008-09-16,101.25
2008-02-05,101.1500015258789
2008-04-09,101.81999969482422
2008-05-11,101.82499694824219
2008-07-14,102.44999694824219
2009-03-27,104.0
2009-05-14,103.31999969482422
2008-09-22,102.87999725341797
2009-05-17,103.45999908447266
2008-07-29,104.23999786376953
2009-03-10,104.44000244140625
2008-05-26,104.19999694824219
2009-02-06,104.00199890136719
2009-01-05,104.4000015258789
2008-12-04,105.30000305175781
2008-02-20,104.91999816894531
2008-04-24,104.72200012207031
2008-10-01,108.16999816894531
2009-05-13,103.88999938964844
2008-03-06,102.88999938964844
2008-11-17,103.7699966430664
2008-10-16,104.64299774169922
2008-09-14,105.05999755859375
2009-03-25,104.79000091552734
2008-06-10,104.12200164794922
2009-01-20,104.37999725341797
2008-04-07,103.57099914550781
2008-12-19,103.06199645996094
2009-04-26,104.0
2009-06-01,103.3499984741211
2009-02-04,103.3499984741211
2008-03-21,104.18000030517578
2008-01-17,104.66000366210938
2008-02-18,105.48999786376953
2008-04-22,105.4000015258789
2008-12-02,104.45999908447266
2008-10-31,105.12000274658203
2008-09-29,105.20700073242188
2008-08-28,105.93000030517578
2008-07-27,104.61000061035156
2008-07-10,106.33000183105469
2009-03-23,107.33999633789062
2008-02-01,106.95999908447266
2008-03-04,107.82099914550781
2008-06-08,108.22000122070312
2009-02-19,108.1500015258789
2008-05-07,107.9469985961914
2008-12-17,107.81999969482422
2008-10-14,107.91000366210938
2009-05-26,107.43299865722656
2008-10-29,107.83000183105469
2008-08-26,107.7699966430664
2008-01-15,107.8010025024414
2008-03-19,106.9469985961914
2008-04-20,106.26000213623047
2008-06-23,106.02100372314453
2009-03-06,105.94000244140625
2008-05-22,106.7300033569336
2009-02-02,106.75
2009-01-01,109.61000061035156
2009-04-07,107.427001953125
