Dates,NTRS
2018-06-20,107.7699966430664
2018-06-21,107.7300033569336
2018-06-25,107.30000305175781
2018-06-22,104.91999816894531
2018-06-26,104.62999725341797
2018-06-27,103.4000015258789
2018-06-28,103.70999908447266
2018-06-29,102.88999938964844
2018-07-02,104.0199966430664
2018-07-03,102.61000061035156
2018-07-05,102.45999908447266
2018-07-16,102.68000030517578
2018-09-18,105.68000030517578
2019-01-24,105.01000213623047
2019-09-05,104.11000061035156
2018-11-21,104.12999725341797
2020-01-13,104.04000091552734
2020-04-01,105.45999908447266
2020-06-19,105.73999786376953
2019-10-29,110.69000244140625
2020-01-16,108.44000244140625
2020-06-22,107.7300033569336
2018-10-03,110.9000015258789
2018-07-31,111.62999725341797
2019-03-12,111.2699966430664
2019-02-08,111.61000061035156
2019-01-07,110.95999908447266
2018-12-06,110.01000213623047
2019-08-19,109.22000122070312
2019-07-18,109.26000213623047
2019-05-15,109.08000183105469
2019-09-20,109.80999755859375
2019-11-01,110.52999877929688
2020-04-07,111.11000061035156
2020-06-25,111.47000122070312
2020-06-16,110.7300033569336
2019-11-04,108.4000015258789
2020-01-22,107.29000091552734
2019-11-07,108.72000122070312
2020-04-13,107.05999755859375
2019-07-01,107.66000366210938
2019-05-30,107.69999694824219
2018-08-15,108.44000244140625
2018-10-18,108.93000030517578
2019-03-27,108.37999725341797
2019-01-22,107.33999633789062
2018-12-21,107.55000305175781
2019-09-03,109.16999816894531
2018-11-19,109.0999984741211
2019-08-02,108.1500015258789
2020-01-28,107.18000030517578
2020-04-16,107.45999908447266
2019-11-13,108.30999755859375
2020-01-31,106.98999786376953
2018-12-04,106.12999725341797
2018-11-02,105.98999786376953
2019-07-16,106.41999816894531
2018-08-30,106.37000274658203
2018-10-01,105.33999633789062
2019-06-14,103.06999969482422
2019-05-13,104.1500015258789
2019-04-11,103.01000213623047
2019-02-06,103.8499984741211
2019-09-18,105.19000244140625
2020-02-03,106.70999908447266
2020-04-22,106.3499984741211
2019-11-19,105.33999633789062
2020-02-06,104.75
2019-11-22,103.11000061035156
2019-03-25,102.93000030517578
2019-02-21,102.12999725341797
2018-12-19,103.66000366210938
2018-07-12,103.7699966430664
2018-09-14,104.79000091552734
2018-08-13,106.19000244140625
2018-10-16,105.75
2019-07-31,106.72000122070312
2019-05-28,105.52999877929688
2019-04-26,101.91999816894531
2020-04-28,99.16000366210938
2019-11-25,99.05000305175781
2020-02-12,98.16999816894531
2020-05-01,99.37999725341797
2020-05-04,94.20999908447266
2019-06-12,93.11000061035156
2019-04-09,93.13999938964844
2019-03-08,91.93000030517578
2019-02-04,91.08000183105469
2018-07-27,88.41000366210938
2018-08-28,89.5999984741211
2019-01-03,88.48999786376953
2019-08-15,89.93000030517578
2018-10-31,92.4000015258789
2019-09-16,94.06999969482422
2020-02-18,94.25
2020-05-07,93.61000061035156
2018-08-17,95.48999786376953
2019-12-04,95.80999755859375
2020-02-21,98.37999725341797
2018-12-17,99.0999984741211
2019-08-30,97.94000244140625
2018-11-15,96.37000274658203
2019-07-29,97.12999725341797
2019-06-27,95.91999816894531
2019-04-24,97.45999908447266
2018-07-10,97.55000305175781
2018-09-12,97.5999984741211
2019-02-19,95.56999969482422
2019-01-18,96.0
2020-02-24,96.29000091552734
2020-05-13,98.44000244140625
2019-12-10,97.44999694824219
2020-02-27,99.08000183105469
2019-12-13,97.0
2020-05-19,99.2300033569336
2019-03-06,98.97000122070312
2018-11-30,94.37000274658203
2019-08-13,90.94000244140625
2019-07-12,88.93000030517578
2019-06-10,88.19999694824219
2019-05-09,87.19999694824219
2018-07-25,87.69999694824219
2018-09-27,86.9000015258789
2018-10-29,86.37000274658203
2019-10-16,85.62000274658203
2019-12-16,83.5999984741211
2020-03-04,82.0
2020-05-22,80.5199966430664
2019-10-01,79.38999938964844
2019-12-19,77.26000213623047
2018-09-10,81.19000244140625
2019-05-24,82.75
2018-08-09,82.7699966430664
2019-04-22,83.58999633789062
2019-03-21,84.05000305175781
2019-01-16,81.88999938964844
2019-08-28,84.75
2018-11-13,84.97000122070312
2018-10-12,84.33000183105469
2019-06-25,85.08999633789062
2020-03-10,84.88999938964844
2020-05-28,85.6500015258789
2019-10-07,86.05999755859375
2020-03-13,86.94999694824219
2019-10-10,88.41999816894531
2020-03-16,89.18000030517578
2020-06-03,91.16000366210938
2018-11-28,90.52999877929688
2018-09-25,89.93000030517578
2018-07-23,89.37000274658203
2018-08-24,91.12999725341797
2019-07-10,90.8499984741211
2019-05-07,89.63999938964844
2019-04-05,89.43000030517578
2019-03-04,88.45999908447266
2019-01-31,88.52999877929688
2019-09-12,89.12999725341797
2019-12-31,89.80999755859375
2020-03-19,90.37999725341797
2020-01-03,89.83000183105469
2020-06-09,89.63999938964844
2019-02-15,89.62999725341797
2019-01-14,92.05000305175781
2018-07-06,91.95999908447266
2018-08-07,91.27999877929688
2018-10-10,93.08999633789062
2018-12-13,93.0
2019-08-26,93.47000122070312
2019-07-25,92.69000244140625
2019-05-22,92.63999938964844
2019-03-19,92.68000030517578
2020-01-06,92.94000244140625
2020-03-25,93.26000213623047
2020-06-12,93.19999694824219
2019-10-22,93.12999725341797
2020-01-09,92.73999786376953
2020-06-15,92.91000366210938
2019-10-25,92.0
2020-03-31,89.9800033569336
2020-06-18,89.52999877929688
2019-04-03,89.79000091552734
2018-08-22,90.13999938964844
2018-10-25,91.97000122070312
2019-01-29,94.48999786376953
2018-12-28,94.91999816894531
2018-11-26,96.12999725341797
2019-08-09,95.05999755859375
2019-07-08,92.41999816894531
2019-06-06,92.69000244140625
2019-09-10,88.58999633789062
2020-01-15,87.58000183105469
2020-04-03,89.51000213623047
2019-10-31,89.06999969482422
2020-04-06,90.06999969482422
2020-06-24,90.41000366210938
2018-11-09,92.69999694824219
2019-07-23,93.27999877929688
2019-06-21,94.12999725341797
2019-05-20,94.73999786376953
2019-04-18,95.05999755859375
2018-09-06,94.4000015258789
2018-10-08,93.43000030517578
2019-02-13,93.4000015258789
2018-12-11,93.62999725341797
2019-09-25,94.55000305175781
2020-01-21,94.04000091552734
2020-04-09,95.62000274658203
2019-11-06,92.41999816894531
2020-01-24,91.87000274658203
2020-01-27,91.87000274658203
2020-04-15,95.94000244140625
2018-12-26,97.7300033569336
2019-08-07,97.56999969482422
2019-06-04,97.72000122070312
2018-09-21,98.56999969482422
2018-07-19,98.55000305175781
2018-08-20,97.55999755859375
2018-10-23,98.47000122070312
2019-05-03,99.4800033569336
2019-04-01,98.80000305175781
2019-02-28,97.4800033569336
2019-11-12,96.86000061035156
2020-01-30,96.97000122070312
2019-11-15,97.55999755859375
2020-04-21,93.94999694824219
