Dates,NTRS
2018-06-20,1269400.0
2018-06-21,800200.0
2018-06-25,2345900.0
2018-06-22,1135200.0
2018-06-26,937900.0
2018-06-27,1134300.0
2018-06-28,941700.0
2018-06-29,1007800.0
2018-07-02,704000.0
2018-07-03,518500.0
2018-07-05,754900.0
2018-07-16,805500.0
2018-09-18,833500.0
2019-01-24,836600.0
2019-09-05,575300.0
2018-11-21,617800.0
2020-01-13,762900.0
2020-04-01,820000.0
2020-06-19,1259700.0
2019-10-29,2302900.0
2020-01-16,1387800.0
2020-06-22,922400.0
2018-10-03,1295400.0
2018-07-31,1229100.0
2019-03-12,873200.0
2019-02-08,845700.0
2019-01-07,750900.0
2018-12-06,943200.0
2019-08-19,974800.0
2019-07-18,958500.0
2019-05-15,895900.0
2019-09-20,827500.0
2019-11-01,826500.0
2020-04-07,1002300.0
2020-06-25,687200.0
2020-06-16,1267300.0
2019-11-04,1376800.0
2020-01-22,873800.0
2019-11-07,937800.0
2020-04-13,1106300.0
2019-07-01,2058300.0
2019-05-30,1264900.0
2018-08-15,693400.0
2018-10-18,800100.0
2019-03-27,567100.0
2019-01-22,786600.0
2018-12-21,712300.0
2019-09-03,1152100.0
2018-11-19,992000.0
2019-08-02,980800.0
2020-01-28,805700.0
2020-04-16,1041100.0
2019-11-13,956200.0
2020-01-31,1323300.0
2018-12-04,832200.0
2018-11-02,713200.0
2019-07-16,1395800.0
2018-08-30,1095400.0
2018-10-01,1767000.0
2019-06-14,2871100.0
2019-05-13,1666400.0
2019-04-11,1256200.0
2019-02-06,1380600.0
2019-09-18,1982600.0
2020-02-03,1450100.0
2020-04-22,4546700.0
2019-11-19,990500.0
2020-02-06,989000.0
2019-11-22,1075900.0
2019-03-25,749500.0
2019-02-21,1317100.0
2018-12-19,1232700.0
2018-07-12,1229900.0
2018-09-14,922500.0
2018-08-13,1538300.0
2018-10-16,1275100.0
2019-07-31,829900.0
2019-05-28,806200.0
2019-04-26,1530600.0
2020-04-28,1927100.0
2019-11-25,1689500.0
2020-02-12,1387500.0
2020-05-01,1877000.0
2020-05-04,6033000.0
2019-06-12,2201700.0
2019-04-09,1601400.0
2019-03-08,1853700.0
2019-02-04,2090100.0
2018-07-27,1436900.0
2018-08-28,1124300.0
2019-01-03,1389800.0
2019-08-15,1097900.0
2018-10-31,1538600.0
2019-09-16,1411900.0
2020-02-18,971800.0
2020-05-07,1362700.0
2018-08-17,890200.0
2019-12-04,709600.0
2020-02-21,746900.0
2018-12-17,616300.0
2019-08-30,692300.0
2018-11-15,837000.0
2019-07-29,805100.0
2019-06-27,1344400.0
2019-04-24,1112300.0
2018-07-10,826700.0
2018-09-12,876300.0
2019-02-19,1032200.0
2019-01-18,687200.0
2020-02-24,396700.0
2020-05-13,691000.0
2019-12-10,956100.0
2020-02-27,1043800.0
2019-12-13,1004700.0
2020-05-19,1404400.0
2019-03-06,1344900.0
2018-11-30,1331400.0
2019-08-13,2697200.0
2019-07-12,1405200.0
2019-06-10,1821000.0
2019-05-09,1065900.0
2018-07-25,1892400.0
2018-09-27,2100100.0
2018-10-29,1468400.0
2019-10-16,1460700.0
2019-12-16,1713700.0
2020-03-04,2194900.0
2020-05-22,2348200.0
2019-10-01,4787500.0
2019-12-19,1917600.0
2018-09-10,2293900.0
2019-05-24,1441700.0
2018-08-09,1475400.0
2019-04-22,910600.0
2019-03-21,881900.0
2019-01-16,1149400.0
2019-08-28,1193300.0
2018-11-13,958600.0
2018-10-12,1081500.0
2019-06-25,937000.0
2020-03-10,905900.0
2020-05-28,1141300.0
2019-10-07,1347100.0
2020-03-13,1395000.0
2019-10-10,1191500.0
2020-03-16,1376400.0
2020-06-03,2206200.0
2018-11-28,1807200.0
2018-09-25,2563800.0
2018-07-23,1998700.0
2018-08-24,1810300.0
2019-07-10,762100.0
2019-05-07,914200.0
2019-04-05,1899500.0
2019-03-04,1496800.0
2019-01-31,1287000.0
2019-09-12,886300.0
2019-12-31,1601900.0
2020-03-19,1221700.0
2020-01-03,1134900.0
2020-06-09,1210500.0
2019-02-15,828000.0
2019-01-14,1434800.0
2018-07-06,1291000.0
2018-08-07,867100.0
2018-10-10,886600.0
2018-12-13,864100.0
2019-08-26,843900.0
2019-07-25,1083200.0
2019-05-22,694800.0
2019-03-19,1171600.0
2020-01-06,835800.0
2020-03-25,793300.0
2020-06-12,1391700.0
2019-10-22,1118900.0
2020-01-09,1536600.0
2020-06-15,1271100.0
2019-10-25,1247000.0
2020-03-31,1853900.0
2020-06-18,1037000.0
2019-04-03,1127800.0
2018-08-22,1062800.0
2018-10-25,1579700.0
2019-01-29,2041600.0
2018-12-28,2083100.0
2018-11-26,887400.0
2019-08-09,927500.0
2019-07-08,1093000.0
2019-06-06,1006300.0
2019-09-10,1635100.0
2020-01-15,1266200.0
2020-04-03,1076800.0
2019-10-31,1592000.0
2020-04-06,974200.0
2020-06-24,1066500.0
2018-11-09,1101200.0
2019-07-23,915500.0
2019-06-21,869000.0
2019-05-20,686400.0
2019-04-18,1156900.0
2018-09-06,891400.0
2018-10-08,740500.0
2019-02-13,938100.0
2018-12-11,1028200.0
2019-09-25,1224300.0
2020-01-21,830000.0
2020-04-09,1020300.0
2019-11-06,2724400.0
2020-01-24,1870700.0
2020-01-27,1286300.0
2020-04-15,2674500.0
