Dates,NTRS
2018-06-20,107.68000030517578
2018-06-21,106.44000244140625
2018-06-25,107.26000213623047
2018-06-22,103.95999908447266
2018-06-26,103.83000183105469
2018-06-27,103.29000091552734
2018-06-28,102.91999816894531
2018-06-29,102.8499984741211
2018-07-02,101.72000122070312
2018-07-03,102.45999908447266
2018-07-05,102.22000122070312
2018-07-16,101.93000030517578
2018-09-18,103.01000213623047
2019-01-24,104.26000213623047
2019-09-05,103.91000366210938
2018-11-21,103.45999908447266
2020-01-13,103.18000030517578
2020-04-01,103.97000122070312
2020-06-19,104.7699966430664
2019-10-29,107.33000183105469
2020-01-16,107.66000366210938
2020-06-22,106.51000213623047
2018-10-03,107.56999969482422
2018-07-31,110.6500015258789
2019-03-12,110.44999694824219
2019-02-08,110.77999877929688
2019-01-07,110.5999984741211
2018-12-06,109.83999633789062
2019-08-19,108.91999816894531
2019-07-18,109.19000244140625
2019-05-15,108.06999969482422
2019-09-20,108.52999877929688
2019-11-01,108.9800033569336
2020-04-07,110.44999694824219
2020-06-25,110.76000213623047
2020-06-16,110.66000366210938
2019-11-04,107.58000183105469
2020-01-22,107.16000366210938
2019-11-07,107.56999969482422
2020-04-13,106.94999694824219
2019-07-01,107.41999816894531
2019-05-30,107.33000183105469
2018-08-15,107.80999755859375
2018-10-18,107.5
2019-03-27,107.91000366210938
2019-01-22,106.87000274658203
2018-12-21,107.06999969482422
2019-09-03,108.08000183105469
2018-11-19,108.95999908447266
2019-08-02,107.87999725341797
2020-01-28,107.12999725341797
2020-04-16,106.68000030517578
2019-11-13,106.98999786376953
2020-01-31,106.77999877929688
2018-12-04,105.47000122070312
2018-11-02,105.62000274658203
2019-07-16,106.36000061035156
2018-08-30,105.77999877929688
2018-10-01,104.5199966430664
2019-06-14,101.94999694824219
2019-05-13,102.9800033569336
2019-04-11,102.43000030517578
2019-02-06,102.91000366210938
2019-09-18,103.70999908447266
2020-02-03,105.26000213623047
2020-04-22,106.16999816894531
2019-11-19,104.91999816894531
2020-02-06,104.66999816894531
2019-11-22,102.91000366210938
2019-03-25,102.12999725341797
2019-02-21,101.9800033569336
2018-12-19,102.2699966430664
2018-07-12,102.38999938964844
2018-09-14,103.80000305175781
2018-08-13,104.80999755859375
2018-10-16,105.36000061035156
2019-07-31,105.33999633789062
2019-05-28,105.18000030517578
2019-04-26,101.9000015258789
2020-04-28,99.02999877929688
2019-11-25,97.4800033569336
2020-02-12,98.05999755859375
2020-05-01,97.55000305175781
2020-05-04,91.7300033569336
2019-06-12,92.58000183105469
2019-04-09,92.22000122070312
2019-03-08,91.0999984741211
2019-02-04,88.87000274658203
2018-07-27,88.19999694824219
2018-08-28,88.63999938964844
2019-01-03,87.9800033569336
2019-08-15,88.69000244140625
2018-10-31,89.56999969482422
2019-09-16,92.41999816894531
2020-02-18,93.77999877929688
2020-05-07,92.91999816894531
2018-08-17,93.83999633789062
2019-12-04,94.8499984741211
2020-02-21,95.08000183105469
2018-12-17,97.97000122070312
2019-08-30,97.3499984741211
2018-11-15,96.16999816894531
2019-07-29,96.19000244140625
2019-06-27,95.19000244140625
2019-04-24,94.31999969482422
2018-07-10,96.18000030517578
2018-09-12,96.38999938964844
2019-02-19,95.25
2019-01-18,95.48999786376953
2020-02-24,94.91999816894531
2020-05-13,94.02999877929688
2019-12-10,97.26000213623047
2020-02-27,96.58999633789062
2019-12-13,96.88999938964844
2020-05-19,96.29000091552734
2019-03-06,97.7699966430664
2018-11-30,94.0999984741211
2019-08-13,89.04000091552734
2019-07-12,88.44000244140625
2019-06-10,86.16000366210938
2019-05-09,87.04000091552734
2018-07-25,86.87000274658203
2018-09-27,86.70999908447266
2018-10-29,85.62999725341797
2019-10-16,85.11000061035156
2019-12-16,83.56999969482422
2020-03-04,81.5999984741211
2020-05-22,80.11000061035156
2019-10-01,78.9000015258789
2019-12-19,77.2300033569336
2018-09-10,75.95999908447266
2019-05-24,79.56999969482422
2018-08-09,82.26000213623047
2019-04-22,82.55000305175781
2019-03-21,81.88999938964844
2019-01-16,81.75
2019-08-28,82.8499984741211
2018-11-13,83.94999694824219
2018-10-12,83.3499984741211
2019-06-25,83.7699966430664
2020-03-10,84.33999633789062
2020-05-28,83.70999908447266
2019-10-07,84.79000091552734
2020-03-13,85.13999938964844
2019-10-10,87.0999984741211
2020-03-16,85.83000183105469
2020-06-03,89.56999969482422
2018-11-28,89.91000366210938
2018-09-25,87.12999725341797
2018-07-23,88.08000183105469
2018-08-24,89.73999786376953
2019-07-10,89.93000030517578
2019-05-07,89.58999633789062
2019-04-05,88.55000305175781
2019-03-04,88.0999984741211
2019-01-31,88.13999938964844
2019-09-12,88.38999938964844
2019-12-31,88.9000015258789
2020-03-19,89.41999816894531
2020-01-03,88.77999877929688
2020-06-09,88.12000274658203
2019-02-15,89.08000183105469
2019-01-14,90.45999908447266
2018-07-06,91.87999725341797
2018-08-07,90.20999908447266
2018-10-10,91.83000183105469
2018-12-13,92.13999938964844
2019-08-26,92.38999938964844
2019-07-25,92.33000183105469
2019-05-22,92.30999755859375
2019-03-19,92.5999984741211
2020-01-06,92.12000274658203
2020-03-25,92.4000015258789
2020-06-12,92.93000030517578
2019-10-22,92.75
2020-01-09,92.02999877929688
2020-06-15,91.68000030517578
2019-10-25,91.80000305175781
2020-03-31,89.51000213623047
2020-06-18,88.68000030517578
2019-04-03,89.44000244140625
2018-08-22,89.9000015258789
2018-10-25,89.2300033569336
2019-01-29,92.30000305175781
2018-12-28,94.3499984741211
2018-11-26,94.91000366210938
2019-08-09,94.79000091552734
2019-07-08,92.30999755859375
2019-06-06,91.0
2019-09-10,88.44999694824219
2020-01-15,87.22000122070312
2020-04-03,87.5
2019-10-31,89.0
2020-04-06,88.7300033569336
2020-06-24,90.08999633789062
2018-11-09,90.91999816894531
2019-07-23,91.9000015258789
2019-06-21,93.83000183105469
2019-05-20,94.2300033569336
2019-04-18,94.41000366210938
2018-09-06,94.05999755859375
2018-10-08,92.81999969482422
2019-02-13,92.56999969482422
2018-12-11,92.8499984741211
2019-09-25,94.1500015258789
2020-01-21,93.5199966430664
2020-04-09,94.06999969482422
2019-11-06,92.0
2020-01-24,91.55999755859375
2020-01-27,91.20999908447266
2020-04-15,92.18000030517578
2018-12-26,95.12999725341797
2019-08-07,96.04000091552734
2019-06-04,97.01000213623047
2018-09-21,97.5
2018-07-19,97.52999877929688
2018-08-20,97.51000213623047
2018-10-23,97.63999938964844
2019-05-03,98.48999786376953
2019-04-01,97.25
2019-02-28,96.7699966430664
2019-11-12,96.63999938964844
2020-01-30,94.80000305175781
2019-11-15,95.55000305175781
2020-04-21,93.55999755859375
2019-04-16,93.91999816894531
2019-03-15,93.36000061035156
2019-02-11,94.44000244140625
2019-01-10,93.2699966430664
2019-08-22,92.80000305175781
2018-11-07,93.81999969482422
2018-08-03,93.33999633789062
2018-09-04,89.7300033569336
2019-06-19,90.63999938964844
2019-09-23,89.30000305175781
2019-11-18,87.88999938964844
2020-02-05,87.23999786376953
2020-04-24,85.30000305175781
2019-03-29,85.08000183105469
2019-11-21,86.93000030517578
2020-04-27,87.01000213623047
2020-02-11,85.9000015258789
2020-04-30,87.0999984741211
2019-05-01,88.26000213623047
2019-02-26,87.56999969482422
2019-01-25,86.41999816894531
2018-12-24,86.80999755859375
2019-09-06,86.20999908447266
2018-07-17,85.7300033569336
2018-09-19,84.9000015258789
2019-08-05,85.0199966430664
2019-10-08,84.75
2019-12-11,85.33000183105469
2019-11-27,85.75
2020-02-14,84.04000091552734
2020-05-06,85.31999969482422
2019-01-08,86.63999938964844
2018-12-07,88.69000244140625
2019-08-20,90.87999725341797
2018-11-05,91.01000213623047
2019-07-19,92.04000091552734
