Dates,NTRS
2018-06-20,101.8526382446289
2018-06-21,101.81484985351562
2018-06-25,101.40845489501953
2018-06-22,99.15913391113281
2018-06-26,98.88505554199219
2018-06-27,97.72259521484375
2018-06-28,98.01556396484375
2018-06-29,97.2406005859375
2018-07-02,98.30854034423828
2018-07-03,96.97596740722656
2018-07-05,96.8342056274414
2018-07-16,97.04212951660156
2018-09-18,99.87740325927734
2019-01-24,99.24419403076172
2019-09-05,98.39361572265625
2018-11-21,98.41251373291016
2020-01-13,98.32744598388672
2020-04-01,99.66947937011719
2020-06-19,99.93411254882812
2019-10-29,104.61231231689453
2020-01-16,102.48587036132812
2020-06-22,101.81484985351562
2018-10-03,104.81077575683594
2018-07-31,105.50070190429688
2019-03-12,105.16046905517578
2019-02-08,105.4818115234375
2019-01-07,104.86749267578125
2018-12-06,103.96964263916016
2019-08-19,103.22303771972656
2019-07-18,103.26083374023438
2019-05-15,103.0907211303711
2019-09-20,103.78062438964844
2019-11-01,104.46111297607422
2020-04-07,105.00926208496094
2020-06-25,105.34949493408203
2020-06-16,104.65011596679688
2019-11-04,102.44805908203125
2020-01-22,101.39900207519531
2019-11-07,102.75048065185547
2020-04-13,101.1816177368164
2019-07-01,101.74868774414062
2019-05-30,101.7864761352539
2018-08-15,102.48587036132812
2018-10-18,102.94895935058594
2019-03-27,102.42914581298828
2019-01-22,101.44625091552734
2018-12-21,101.64473724365234
2019-09-03,103.17576599121094
2018-11-19,103.109619140625
2019-08-02,102.21178436279297
2020-01-28,101.29503631591797
2020-04-16,101.5596694946289
2019-11-13,102.36299896240234
2020-01-31,101.11547088623047
2018-12-04,100.30269622802734
2018-11-02,100.1703872680664
2019-07-16,100.5767822265625
2018-08-30,100.5295181274414
2018-10-01,99.55606079101562
2019-06-14,97.92196655273438
2019-05-13,98.94804382324219
2019-04-11,97.8649673461914
2019-02-06,98.66301727294922
2019-09-18,99.93610382080078
2020-02-03,101.38017272949219
2020-04-22,101.03814697265625
2019-11-19,100.07859802246094
2020-02-06,99.51807403564453
2019-11-22,97.95997619628906
2019-03-25,97.7889633178711
2019-02-21,97.02892303466797
2018-12-19,98.4825210571289
2018-07-12,98.5870132446289
2018-09-14,99.55606842041016
2018-08-13,100.88614654541016
2018-10-16,100.46810913085938
2019-07-31,101.3896713256836
2019-05-28,100.25910186767578
2019-04-26,96.82941436767578
2020-04-28,94.20726776123047
2019-11-25,94.1027603149414
2020-02-12,93.26673126220703
2020-05-01,94.4162826538086
2020-05-04,89.5045166015625
2019-06-12,88.4594497680664
2019-04-09,88.48794555664062
2019-03-08,87.33837127685547
2019-02-04,86.53084564208984
2018-07-27,83.99420928955078
2018-08-28,85.12476348876953
2019-01-03,84.07020568847656
2019-08-15,85.43828582763672
2018-10-31,87.78491973876953
2019-09-16,89.37150573730469
2020-02-18,89.5425033569336
2020-05-07,88.9344711303711
2018-08-17,90.72057342529297
2019-12-04,91.02459716796875
2020-02-21,93.46622467041016
2018-12-17,94.1502685546875
2019-08-30,93.04821014404297
2018-11-15,91.55662536621094
2019-07-29,92.2786636352539
2019-06-27,91.12910461425781
2019-04-24,92.59217834472656
2018-07-10,92.67768859863281
2018-09-12,92.7251968383789
2019-02-19,90.79657745361328
2019-01-18,91.20510864257812
2020-02-24,91.48062133789062
2020-05-13,93.52323150634766
2019-12-10,92.58267974853516
2020-02-27,94.13126373291016
2019-12-13,92.15515899658203
2020-05-19,94.2737808227539
2019-03-06,94.0267562866211
2018-11-30,89.65650939941406
2019-08-13,86.3978500366211
2019-07-12,84.48822021484375
2019-06-10,83.7947006225586
2019-05-09,82.84463500976562
2018-07-25,83.31965637207031
2018-09-27,83.08065032958984
2018-10-29,82.5739517211914
2019-10-16,81.8569107055664
2019-12-16,79.92568969726562
