Dates,DOV
2018-06-20,70.58978271484375
2018-06-21,69.54379272460938
2018-06-25,69.99481964111328
2018-06-22,70.12916564941406
2018-06-26,69.82209014892578
2018-06-27,69.52460479736328
2018-06-28,69.83168029785156
2018-06-29,70.24432373046875
2018-07-02,69.97563171386719
2018-07-03,70.27311706542969
2018-07-05,70.04280090332031
2018-07-16,69.9564437866211
2018-09-18,71.46305084228516
2019-01-24,71.64537811279297
2019-09-05,70.37866973876953
2018-11-21,70.90645599365234
2020-01-13,71.8852767944336
2020-04-01,71.10797882080078
2020-06-19,71.52061462402344
2019-10-29,71.19435119628906
2020-01-16,74.96566772460938
2020-06-22,77.00006103515625
2018-10-03,75.52222442626953
2018-07-31,76.00205993652344
2019-03-12,77.59503936767578
2019-02-08,77.96928405761719
2019-01-07,77.59503936767578
2018-12-06,77.73897552490234
2019-08-19,79.6294174194336
2019-07-18,78.13241577148438
2019-05-15,78.47787475585938
2019-09-20,78.9193115234375
2019-11-01,79.32234954833984
2020-04-07,79.7349853515625
2020-06-25,79.72538757324219
2020-06-16,79.09203338623047
2019-11-04,78.25717163085938
2020-01-22,78.20918273925781
2019-11-07,78.47787475585938
2020-04-13,79.02486419677734
2019-07-01,79.5910415649414
2019-05-30,80.56024932861328
2018-08-15,80.98249053955078
2018-10-18,81.25119018554688
2019-03-27,80.53145599365234
2019-01-22,80.60824584960938
2018-12-21,80.85773468017578
2019-09-03,81.65422058105469
2018-11-19,81.75018310546875
2019-08-02,83.26638793945312
2020-01-28,82.52337646484375
2020-04-16,82.86111450195312
2019-11-13,83.06375885009766
2020-01-31,83.85501861572266
2018-12-04,83.31463623046875
2018-11-02,81.77070617675781
2019-07-16,82.53302764892578
2018-08-30,84.1927490234375
2018-10-01,84.68488311767578
2019-06-14,84.91646575927734
2019-05-13,85.37965393066406
2019-04-11,85.42790222167969
2019-02-06,85.67878723144531
2019-09-18,85.31210327148438
2020-02-03,86.22882843017578
2020-04-22,86.17092895507812
2019-11-19,85.4085922241211
2020-02-06,85.69808197021484
2019-11-22,85.72704315185547
2019-03-25,85.86212921142578
2019-02-21,85.42790222167969
2018-12-19,85.06121826171875
2018-07-12,85.06121826171875
2018-09-14,85.01295471191406
2018-08-13,85.07086944580078
2018-10-16,84.36644744873047
2019-07-31,84.31819152832031
2019-05-28,82.65846252441406
2019-04-26,79.8600845336914
2020-04-28,78.4898452758789
2019-11-25,79.30039978027344
2020-02-12,79.1556625366211
2020-05-01,80.3232650756836
2020-05-04,79.34866333007812
2019-06-12,80.56450653076172
2019-04-09,79.52234649658203
2019-03-08,79.8600845336914
2019-02-04,79.71534729003906
2018-07-27,78.02666473388672
2018-08-28,78.85652923583984
2019-01-03,79.18461608886719
2019-08-15,78.74072265625
2018-10-31,80.12062072753906
2019-09-16,79.9372787475586
2020-02-18,80.4776611328125
2020-05-07,81.60665893554688
2018-08-17,81.79000091552734
2019-12-04,82.81285858154297
2020-02-21,83.8067626953125
2018-12-17,83.72956848144531
2019-08-30,83.391845703125
2018-11-15,82.30142211914062
2019-07-29,82.33037567138672
2019-06-27,81.78035736083984
2019-04-24,83.16989135742188
2018-07-10,84.54979705810547
2018-09-12,83.50762939453125
2019-02-19,81.8189468383789
2019-01-18,82.04088592529297
2020-02-24,81.59700775146484
2020-05-13,81.01802825927734
2019-12-10,80.4487075805664
2020-02-27,81.44261932373047
2019-12-13,81.55907440185547
2020-05-19,82.38397979736328
2019-03-06,83.61649322509766
2018-11-30,81.02531433105469
2019-08-13,79.42401885986328
2019-07-12,77.15309143066406
2019-06-10,75.89146423339844
2019-05-09,76.05645751953125
2018-07-25,76.02734375
2018-09-27,75.82353973388672
2018-10-29,74.06697082519531
2019-10-16,72.13571166992188
2019-12-16,71.76692199707031
2020-03-04,69.5833511352539
2020-05-22,67.99176788330078
2019-10-01,66.95335388183594
2019-12-19,64.56598663330078
2018-09-10,66.58457946777344
2019-05-24,68.04029846191406
2018-08-09,67.73944854736328
2019-04-22,68.8554916381836
2019-03-21,69.14664459228516
2019-01-16,67.72974395751953
2019-08-28,70.80616760253906
2018-11-13,71.74752807617188
2018-10-12,73.32941436767578
2019-06-25,74.09608459472656
2020-03-10,75.19273376464844
2020-05-28,75.56150817871094
2019-10-07,75.75560760498047
2020-03-13,75.79442596435547
2019-10-10,75.43534851074219
2020-03-16,76.72608184814453
2020-06-03,78.30796813964844
2018-11-28,76.94928741455078
2018-09-25,76.49317932128906
2018-07-23,76.84254455566406
2018-08-24,77.13368225097656
2019-07-10,76.9007797241211
2019-05-07,83.61649322509766
2019-04-05,86.19795989990234
2019-03-04,85.23719787597656
2019-01-31,85.02368927001953
2019-09-12,84.713134765625
2019-12-31,85.58655548095703
2020-03-19,85.33423614501953
2020-01-03,84.35404968261719
2020-06-09,84.25700378417969
2019-02-15,84.81017303466797
2019-01-14,87.35282897949219
2018-07-06,87.440185546875
2018-08-07,87.41104888916016
2018-10-10,88.50769805908203
2018-12-13,88.72119903564453
2019-08-26,89.36173248291016
2019-07-25,88.86677551269531
2019-05-22,89.60435485839844
2019-03-19,89.73049926757812
2020-01-06,88.52711486816406
2020-03-25,88.50759887695312
2020-06-12,88.32223510742188
2019-10-22,88.76126098632812
2020-01-09,88.97589111328125
2020-06-15,88.50759887695312
2019-10-25,88.74175262451172
2020-03-31,87.98076629638672
2020-06-18,87.09296417236328
2019-04-03,88.33199310302734
2018-08-22,88.23443603515625
2018-10-25,89.1710205078125
2019-01-29,88.50759887695312
2018-12-28,88.47833251953125
2018-11-26,90.27345275878906
2019-08-09,90.1954116821289
2019-07-08,89.11248016357422
2019-06-06,90.20516967773438
2019-09-10,88.09784698486328
2020-01-15,88.91736602783203
2020-04-03,89.84419250488281
2019-10-31,90.00028991699219
2020-04-06,91.22956085205078
2020-06-24,91.51249694824219
2018-11-09,93.61981201171875
2019-07-23,93.5320053100586
2019-06-21,93.66859436035156
2019-05-20,94.51737976074219
2019-04-18,94.18566131591797
2018-09-06,94.32225799560547
2018-10-08,92.5661392211914
2019-02-13,92.85883331298828
2018-12-11,93.47346496582031
2019-09-25,94.76128387451172
2020-01-21,94.42958068847656
2020-04-09,95.11249542236328
2019-11-06,94.43933868408203
2020-01-24,95.39542388916016
2020-01-27,94.00029754638672
2020-04-15,95.2100601196289
2018-12-26,94.88810729980469
2019-08-07,93.87347412109375
2019-06-04,94.6637191772461
2018-09-21,95.36616516113281
2018-07-19,95.64908599853516
2018-08-20,94.95640563964844
2018-10-23,95.49298858642578
2019-05-03,96.94666290283203
2019-04-01,95.53201293945312
2019-02-28,94.86859893798828
2019-11-12,94.47834777832031
2020-01-30,93.89298248291016
2019-11-15,94.44908142089844
2020-04-21,92.17591094970703
2019-04-16,93.74664306640625
2019-03-15,93.87347412109375
2019-02-11,94.07835388183594
2019-01-10,92.1466293334961
2019-08-22,92.04906463623047
2018-11-07,92.86859130859375
2018-08-03,90.7710189819336
2018-09-04,88.84907531738281
2019-06-19,88.68321228027344
2019-09-23,87.79540252685547
2019-11-18,88.15637969970703
2020-02-05,88.59774780273438
2020-04-24,87.69539642333984
2019-03-29,89.50010681152344
2019-11-21,92.31507110595703
2020-04-27,93.59013366699219
2020-02-11,92.89375305175781
