Dates,DOV
2018-10-31,1925300.0
2019-09-16,2425100.0
2020-02-18,1695700.0
2020-05-07,1560800.0
2018-08-17,1104800.0
2019-12-04,1083400.0
2020-02-21,1179300.0
2018-12-17,818800.0
2019-08-30,1370900.0
2018-11-15,1309000.0
2019-07-29,1305100.0
2019-06-27,1695900.0
2019-04-24,1309100.0
2018-07-10,1458800.0
2018-09-12,1096700.0
2019-02-19,1420100.0
2019-01-18,1258000.0
2020-02-24,322500.0
2020-05-13,1625200.0
2019-12-10,1709100.0
2020-02-27,1796100.0
2019-12-13,1112900.0
2020-05-19,1732700.0
2019-03-06,2740000.0
2018-11-30,1905400.0
2019-08-13,2574700.0
2019-07-12,1534700.0
2019-06-10,1219000.0
2019-05-09,1669600.0
2018-07-25,1408100.0
2018-09-27,1429300.0
2018-10-29,974300.0
2019-10-16,1274200.0
2019-12-16,1390100.0
2020-03-04,1419800.0
2020-05-22,2267300.0
2019-10-01,2880100.0
2019-12-19,668700.0
2018-09-10,1656500.0
2019-05-24,1693100.0
2018-08-09,1243900.0
2019-04-22,1678400.0
2019-03-21,1486900.0
2019-01-16,1171200.0
2019-08-28,1316100.0
2018-11-13,1446000.0
2018-10-12,1125500.0
2019-06-25,868100.0
2020-03-10,1130100.0
2020-05-28,1291000.0
2019-10-07,1091700.0
2020-03-13,579800.0
2019-10-10,824200.0
2020-03-16,878800.0
2020-06-03,1011200.0
2018-11-28,809100.0
2018-09-25,911500.0
2018-07-23,1140100.0
2018-08-24,930400.0
2019-07-10,1515300.0
2019-05-07,2569200.0
2019-04-05,2173100.0
2019-03-04,2643900.0
2019-01-31,1087200.0
2019-09-12,1447200.0
2019-12-31,1307800.0
2020-03-19,1037300.0
2020-01-03,1570300.0
2020-06-09,840400.0
2019-02-15,1840000.0
2019-01-14,1570300.0
2018-07-06,1742100.0
2018-08-07,1152400.0
2018-10-10,1083000.0
2018-12-13,1022300.0
2019-08-26,1035300.0
2019-07-25,850600.0
2019-05-22,814700.0
2019-03-19,651600.0
2020-01-06,866200.0
2020-03-25,926500.0
2020-06-12,1000500.0
2019-10-22,784200.0
2020-01-09,931800.0
2020-06-15,664600.0
2019-10-25,845300.0
2020-03-31,1017500.0
2020-06-18,1283000.0
2019-04-03,700700.0
2018-08-22,1074100.0
2018-10-25,947800.0
2019-01-29,1203700.0
2018-12-28,1211200.0
2018-11-26,835400.0
2019-08-09,1098600.0
2019-07-08,1007600.0
2019-06-06,563900.0
2019-09-10,688800.0
2020-01-15,920200.0
2020-04-03,992900.0
2019-10-31,1064400.0
2020-04-06,742800.0
2020-06-24,888100.0
2018-11-09,936800.0
2019-07-23,640900.0
2019-06-21,869900.0
2019-05-20,525500.0
2019-04-18,1004400.0
2018-09-06,695800.0
2018-10-08,800500.0
2019-02-13,835300.0
2018-12-11,944200.0
2019-09-25,711400.0
2020-01-21,706900.0
2020-04-09,779500.0
2019-11-06,944900.0
2020-01-24,1615000.0
2020-01-27,1071200.0
2020-04-15,1568800.0
2018-12-26,832500.0
2019-08-07,1367900.0
2019-06-04,755600.0
2018-09-21,930000.0
2018-07-19,2291800.0
2018-08-20,812700.0
2018-10-23,914600.0
2019-05-03,974300.0
2019-04-01,1018900.0
2019-02-28,1358400.0
2019-11-12,1206300.0
2020-01-30,753900.0
2019-11-15,1081700.0
2020-04-21,1094300.0
2019-04-16,1087700.0
2019-03-15,1030400.0
2019-02-11,670500.0
2019-01-10,722800.0
2019-08-22,670100.0
2018-11-07,733600.0
2018-08-03,1102300.0
2018-09-04,838600.0
2019-06-19,571600.0
2019-09-23,844300.0
2019-11-18,1241600.0
2020-02-05,554000.0
2020-04-24,1260900.0
2019-03-29,1497900.0
2019-11-21,967800.0
2020-04-27,763400.0
2020-02-11,906600.0
2020-04-30,513400.0
2019-05-01,545100.0
2019-02-26,756900.0
2019-01-25,433500.0
2018-12-24,874600.0
2019-09-06,432700.0
2018-07-17,429900.0
2018-09-19,642700.0
2019-08-05,609200.0
2019-10-08,954700.0
2019-12-11,1344000.0
2019-11-27,656000.0
2020-02-14,709200.0
2020-05-06,596300.0
2019-01-08,788200.0
2018-12-07,1917000.0
2019-08-20,1569900.0
2018-11-05,1508200.0
2019-07-19,643500.0
2018-10-04,1019100.0
2019-06-17,731600.0
2019-05-16,1003300.0
2018-08-01,993300.0
2019-03-13,1140400.0
2019-12-03,854900.0
2020-02-20,644300.0
2019-12-06,651700.0
2020-05-12,1346000.0
2019-12-09,1964200.0
2020-02-26,1184400.0
2020-05-15,1277800.0
2019-03-28,1318500.0
2018-09-17,1047600.0
2018-08-16,1179800.0
2018-10-19,631600.0
2019-04-29,557300.0
2019-01-23,624500.0
2019-09-04,913500.0
2018-11-20,1113800.0
2019-07-02,879700.0
2019-05-31,1108500.0
2019-12-12,789300.0
2020-05-18,926600.0
2019-09-27,958000.0
2020-03-03,834700.0
2020-05-21,521300.0
2019-05-14,556100.0
2018-08-31,967400.0
2018-07-30,653800.0
2018-10-02,595000.0
2019-04-12,884900.0
2019-03-11,629200.0
2019-02-07,697100.0
2019-07-17,736700.0
2019-09-19,727500.0
2019-10-21,603000.0
2019-12-18,871600.0
2020-03-06,653500.0
2019-10-03,970200.0
2020-03-09,1058900.0
2020-05-27,974300.0
2019-12-24,820400.0
2020-03-12,880500.0
2018-12-20,1106000.0
2019-08-01,1114800.0
2018-08-14,952100.0
2018-07-13,904600.0
2018-10-17,767000.0
2019-05-29,812400.0
2019-03-26,378700.0
2019-02-22,678900.0
2019-10-04,749000.0
2019-11-05,584000.0
2019-12-27,960500.0
2020-06-02,531900.0
2019-12-30,945100.0
2020-03-18,528400.0
2020-06-05,499000.0
2019-07-15,578100.0
2018-12-03,685200.0
2019-06-13,681500.0
2019-01-04,989600.0
2018-08-29,675500.0
2019-02-05,889400.0
2018-11-01,551700.0
2019-08-16,609400.0
2019-04-10,771900.0
2019-09-17,721500.0
2019-10-15,805600.0
2020-01-02,781500.0
2020-06-08,1394200.0
2019-10-18,1060600.0
2020-03-24,2302100.0
2020-06-11,1849500.0
2020-01-08,1327100.0
2019-04-25,879500.0
2019-07-30,832900.0
2019-02-20,536200.0
2018-07-11,732300.0
2018-09-13,835900.0
2018-10-15,995400.0
2019-06-28,865800.0
2018-12-18,1134300.0
2018-11-16,909500.0
2019-10-02,1183900.0
2020-03-27,1063000.0
2020-01-10,759200.0
2019-10-24,1031300.0
2020-03-30,596200.0
2020-06-17,611900.0
2020-01-14,991600.0
2020-04-02,915000.0
2019-01-02,769200.0
2019-08-14,525600.0
2018-10-30,526300.0
2019-06-11,992600.0
2019-05-10,628600.0
2019-04-08,737200.0
2018-08-27,571500.0
2018-07-26,1113100.0
2018-09-28,1481100.0
2019-03-07,1608000.0
2019-10-30,571700.0
2020-01-17,909500.0
2020-06-23,728800.0
2020-04-08,1136000.0
2020-06-26,632400.0
2019-03-22,811300.0
2019-01-17,595700.0
2019-08-29,820100.0
2018-11-14,757600.0
2019-06-26,1071700.0
2018-09-11,776200.0
2018-07-09,689400.0
2018-08-10,585900.0
2019-04-23,941300.0
2019-09-30,701500.0
2020-01-23,1172000.0
2019-11-08,761100.0
2020-04-14,193900.0
2019-11-11,251800.0
2020-01-29,363000.0
2020-04-17,311900.0
2018-07-24,479500.0
2018-09-26,937500.0
2019-05-08,587400.0
2019-03-05,754200.0
2019-02-01,810700.0
2018-12-31,848400.0
2018-11-29,643700.0
2019-08-12,623700.0
2019-07-11,672800.0
2019-09-13,790000.0
2019-11-14,807700.0
2020-04-20,650200.0
2020-02-04,634300.0
2020-04-23,584900.0
2018-12-14,526800.0
2019-08-27,729500.0
2018-08-08,626800.0
2018-10-11,909500.0
2018-11-12,1024300.0
2019-07-26,980200.0
2019-06-24,1212800.0
2019-05-23,2545100.0
2019-03-20,1516200.0
2019-01-15,1002700.0
2019-11-20,826000.0
2020-02-07,747900.0
2020-02-10,1050500.0
2020-04-29,689000.0
2019-11-26,818500.0
2020-02-13,544200.0
2019-01-30,581700.0
2018-08-23,643300.0
2018-09-24,691600.0
2018-11-27,1021300.0
2018-10-26,684200.0
2019-07-09,661900.0
2019-06-07,820400.0
2019-05-06,1234700.0
2019-04-04,1468400.0
2019-09-11,1439900.0
2019-11-29,1877500.0
2020-05-05,1418200.0
2019-12-02,1231200.0
2020-02-19,936700.0
2020-05-08,1056700.0
2019-05-21,1806000.0
2019-03-18,2094900.0
2018-09-07,1166300.0
2018-08-06,1460000.0
2018-10-09,2255200.0
2019-02-14,1438500.0
2018-12-12,2415500.0
2019-07-24,1866500.0
2019-09-26,1710000.0
2019-10-28,1329700.0
2019-12-05,2333900.0
2020-05-11,1788800.0
2019-07-03,1849300.0
2020-02-25,2582400.0
2020-05-14,1427200.0
2020-02-28,1123300.0
2019-08-08,1240800.0
2019-06-05,2057600.0
2018-07-20,1218900.0
2018-08-21,1407800.0
2018-10-24,1206700.0
2019-04-02,1351500.0
2019-03-01,1488500.0
2019-01-28,863000.0
2018-12-27,1335500.0
2019-09-09,1062300.0
2020-03-02,1305200.0
2020-05-20,924700.0
2019-12-17,960300.0
2020-03-05,887400.0
2019-02-12,1121600.0
2019-01-11,1757600.0
2018-12-10,1396000.0
2019-08-23,835200.0
2018-11-08,1080000.0
2019-07-22,892100.0
2019-06-20,818000.0
2018-09-05,859400.0
2019-04-17,1661300.0
2019-09-24,879000.0
2019-12-20,897900.0
2020-05-26,1022400.0
2019-04-30,519900.0
2019-12-23,605400.0
2020-03-11,588200.0
2020-05-29,730600.0
2019-12-26,696700.0
2020-06-01,778700.0
2019-05-02,852900.0
2019-02-27,949800.0
2018-11-23,1247900.0
2019-08-06,723100.0
2018-07-18,496300.0
2018-09-20,538800.0
2018-10-22,866200.0
2019-07-05,969000.0
2019-06-03,781800.0
2019-10-09,1468900.0
2019-10-11,1203900.0
2020-03-17,738800.0
2020-06-04,850700.0
2019-10-14,968000.0
2020-03-20,889000.0
2018-11-06,819900.0
2019-06-18,825000.0
2019-05-17,747400.0
2019-04-15,703700.0
2019-03-14,784700.0
2019-01-09,1077100.0
2018-08-02,1059900.0
2018-10-05,987700.0
2019-08-21,889900.0
2019-10-17,762100.0
2020-03-23,1813400.0
2020-06-10,913200.0
2019-02-25,781500.0
2020-01-07,983500.0
2020-03-26,828100.0
2019-10-23,2090700.0
