Dates,DOV
2018-06-20,74.73999786376953
2018-06-21,73.44000244140625
2018-06-25,73.97000122070312
2018-06-22,73.4000015258789
2018-06-26,73.41999816894531
2018-06-27,74.1500015258789
2018-06-28,73.2300033569336
2018-06-29,74.0999984741211
2018-07-02,72.98999786376953
2018-07-03,73.68000030517578
2018-07-05,73.5999984741211
2018-07-16,73.22000122070312
2018-09-18,74.5999984741211
2019-01-24,75.25
2019-09-05,74.0199966430664
2018-11-21,74.2699966430664
2020-01-13,75.05999755859375
2020-04-01,75.18000030517578
2020-06-19,74.66999816894531
2019-10-29,74.80000305175781
2020-01-16,78.5999984741211
2020-06-22,81.48999786376953
2018-10-03,79.9800033569336
2018-07-31,79.77999877929688
2019-03-12,81.0199966430664
2019-02-08,82.38999938964844
2019-01-07,81.69000244140625
2018-12-06,82.11000061035156
2019-08-19,83.16999816894531
2019-07-18,82.9800033569336
2019-05-15,82.08999633789062
2019-09-20,82.38999938964844
2019-11-01,82.88999938964844
2020-04-07,83.7699966430664
2020-06-25,83.5199966430664
2020-06-16,83.38999938964844
2019-11-04,82.31999969482422
2020-01-22,82.27999877929688
2019-11-07,82.38999938964844
2020-04-13,82.51000213623047
2019-07-01,83.5999984741211
2019-05-30,84.26000213623047
2018-08-15,85.30999755859375
2018-10-18,84.94999694824219
2019-03-27,84.5
2019-01-22,84.29000091552734
2018-12-21,84.4800033569336
2019-09-03,85.5199966430664
2018-11-19,85.70999908447266
2019-08-02,87.16999816894531
2020-01-28,86.41000366210938
2020-04-16,86.23999786376953
2019-11-13,86.30999755859375
2020-01-31,87.0999984741211
2018-12-04,87.33000183105469
2018-11-02,85.97000122070312
2019-07-16,86.27999877929688
2018-08-30,88.5999984741211
2018-10-01,88.18000030517578
2019-06-14,88.70999908447266
2019-05-13,88.66999816894531
2019-04-11,88.83000183105469
2019-02-06,89.62999725341797
2019-09-18,89.62000274658203
2020-02-03,89.95999908447266
2020-04-22,90.26000213623047
2019-11-19,89.23999786376953
2020-02-06,89.44999694824219
2019-11-22,89.9800033569336
2019-03-25,89.4800033569336
2019-02-21,89.66000366210938
2018-12-19,89.61000061035156
2018-07-12,88.58999633789062
2018-09-14,88.80000305175781
2018-08-13,88.33000183105469
2018-10-16,88.66999816894531
2019-07-31,87.47000122070312
2019-05-28,87.13999938964844
2019-04-26,85.48999786376953
2020-04-28,83.37999725341797
2019-11-25,82.88999938964844
2020-02-12,82.83000183105469
2020-05-01,83.33000183105469
2020-05-04,83.13999938964844
2019-06-12,84.9800033569336
2019-04-09,83.70999908447266
2019-03-08,83.16999816894531
2019-02-04,83.18000030517578
2018-07-27,83.25
2018-08-28,82.30999755859375
2019-01-03,82.79000091552734
2019-08-15,83.62999725341797
2018-10-31,83.25
2019-09-16,84.31999969482422
2020-02-18,83.94999694824219
2020-05-07,84.9800033569336
2018-08-17,85.56999969482422
2019-12-04,85.9800033569336
2020-02-21,86.9800033569336
2018-12-17,87.5199966430664
2019-08-30,87.08000183105469
2018-11-15,86.44000244140625
2019-07-29,86.5199966430664
2019-06-27,86.2699966430664
2019-04-24,86.5199966430664
2018-07-10,87.80000305175781
2018-09-12,88.04000091552734
2019-02-19,86.12000274658203
2019-01-18,85.69000244140625
2020-02-24,84.97000122070312
2020-05-13,85.62999725341797
2019-12-10,83.83000183105469
2020-02-27,84.68000030517578
2019-12-13,84.44000244140625
2020-05-19,84.98999786376953
2019-03-06,87.02999877929688
2018-11-30,86.05999755859375
2019-08-13,82.5
2019-07-12,82.72000122070312
2019-06-10,79.41000366210938
2019-05-09,79.8499984741211
2018-07-25,80.08000183105469
2018-09-27,78.9000015258789
2018-10-29,78.16999816894531
2019-10-16,76.20999908447266
2019-12-16,75.41999816894531
2020-03-04,74.87999725341797
2020-05-22,71.54000091552734
2019-10-01,71.83000183105469
2019-12-19,68.97000122070312
2018-09-10,68.63999938964844
2019-05-24,70.12000274658203
2018-08-09,70.77999877929688
2019-04-22,71.22000122070312
2019-03-21,71.56999969482422
2019-01-16,71.05000305175781
2019-08-28,73.0
2018-11-13,74.58999633789062
2018-10-12,75.62999725341797
2019-06-25,76.8499984741211
2020-03-10,77.58000183105469
2020-05-28,78.08000183105469
2019-10-07,78.41999816894531
2020-03-13,78.5
2019-10-10,78.7300033569336
2020-03-16,79.4000015258789
2020-06-03,81.0
2018-11-28,79.97000122070312
2018-09-25,80.1500015258789
2018-07-23,79.41999816894531
2018-08-24,80.30999755859375
2019-07-10,79.23999786376953
2019-05-07,86.51000213623047
2019-04-05,89.7699966430664
2019-03-04,90.0999984741211
2019-01-31,88.80000305175781
2019-09-12,87.63999938964844
