Dates,DOV
2018-06-20,74.62999725341797
2018-06-21,73.37999725341797
2018-06-25,73.44000244140625
2018-06-22,72.56999969482422
2018-06-26,73.33999633789062
2018-06-27,73.01000213623047
2018-06-28,72.55000305175781
2018-06-29,73.2699966430664
2018-07-02,72.33000183105469
2018-07-03,73.30000305175781
2018-07-05,73.58000183105469
2018-07-16,72.8499984741211
2018-09-18,73.20999908447266
2019-01-24,74.62000274658203
2019-09-05,73.58999633789062
2018-11-21,73.7300033569336
2020-01-13,73.7300033569336
2020-04-01,74.91000366210938
2020-06-19,74.0
2019-10-29,74.66999816894531
2020-01-16,77.69000244140625
2020-06-22,77.73999786376953
2018-10-03,79.61000061035156
2018-07-31,79.11000061035156
2019-03-12,79.0199966430664
2019-02-08,81.12000274658203
2019-01-07,81.3499984741211
2018-12-06,81.0999984741211
2019-08-19,81.62999725341797
2019-07-18,82.68000030517578
2019-05-15,80.5999984741211
2019-09-20,82.12000274658203
2019-11-01,82.41999816894531
2020-04-07,83.0
2020-06-25,83.02999877929688
2020-06-16,82.9000015258789
2019-11-04,82.16999816894531
2020-01-22,81.7300033569336
2019-11-07,81.7300033569336
2020-04-13,80.6500015258789
2019-07-01,82.5
2019-05-30,82.9800033569336
2018-08-15,84.20999908447266
2018-10-18,84.37999725341797
2019-03-27,84.41999816894531
2019-01-22,83.80000305175781
2018-12-21,84.12999725341797
2019-09-03,84.5999984741211
2018-11-19,85.41000366210938
2019-08-02,85.4000015258789
2020-01-28,85.63999938964844
2020-04-16,85.66999816894531
2019-11-13,85.5999984741211
2020-01-31,85.95999908447266
2018-12-04,86.9000015258789
2018-11-02,84.98999786376953
2019-07-16,85.5
2018-08-30,86.22000122070312
2018-10-01,87.5
2019-06-14,88.20999908447266
2019-05-13,87.97000122070312
2019-04-11,88.69000244140625
2019-02-06,88.8499984741211
2019-09-18,88.83000183105469
2020-02-03,89.08000183105469
2020-04-22,89.5999984741211
2019-11-19,89.20999908447266
2020-02-06,88.7300033569336
2019-11-22,89.08000183105469
2019-03-25,89.20999908447266
2019-02-21,89.02999877929688
2018-12-19,89.38999938964844
2018-07-12,88.08000183105469
2018-09-14,88.4000015258789
2018-08-13,88.06999969482422
2018-10-16,88.19999694824219
2019-07-31,86.98999786376953
2019-05-28,87.13999938964844
2019-04-26,85.48999786376953
2020-04-28,82.5
2019-11-25,82.88999938964844
2020-02-12,82.16999816894531
2020-05-01,82.41999816894531
2020-05-04,83.13999938964844
2019-06-12,81.0
2019-04-09,83.6500015258789
2019-03-08,82.69000244140625
2019-02-04,81.19999694824219
2018-07-27,82.77999877929688
2018-08-28,81.8499984741211
2019-01-03,80.91000366210938
2019-08-15,83.36000061035156
2018-10-31,81.77999877929688
2019-09-16,83.91999816894531
2020-02-18,83.19000244140625
2020-05-07,84.11000061035156
2018-08-17,84.73999786376953
2019-12-04,84.72000122070312
2020-02-21,86.41999816894531
2018-12-17,86.77999877929688
2019-08-30,86.54000091552734
2018-11-15,86.43000030517578
2019-07-29,85.66000366210938
2019-06-27,85.88999938964844
2019-04-24,84.2699966430664
2018-07-10,86.16000366210938
2018-09-12,87.55000305175781
2019-02-19,85.80999755859375
2019-01-18,85.11000061035156
2020-02-24,84.25
2020-05-13,84.9800033569336
2019-12-10,83.73999786376953
2020-02-27,83.66999816894531
2019-12-13,84.05000305175781
2020-05-19,84.19999694824219
2019-03-06,86.0999984741211
2018-11-30,86.05999755859375
2019-08-13,82.5
2019-07-12,82.31999969482422
2019-06-10,79.37999725341797
2019-05-09,79.41999816894531
2018-07-25,79.62000274658203
2018-09-27,78.51000213623047
2018-10-29,77.41000366210938
2019-10-16,75.95999908447266
2019-12-16,74.41000366210938
2020-03-04,73.79000091552734
2020-05-22,71.45999908447266
2019-10-01,70.08000183105469
2019-12-19,68.5999984741211
2018-09-10,67.2699966430664
2019-05-24,67.58000183105469
2018-08-09,70.29000091552734
2019-04-22,70.05999755859375
2019-03-21,69.77999877929688
2019-01-16,71.01000213623047
2019-08-28,70.87000274658203
2018-11-13,73.23999786376953
2018-10-12,74.52999877929688
2019-06-25,75.95999908447266
2020-03-10,76.75
2020-05-28,77.19000244140625
2019-10-07,77.37999725341797
2020-03-13,78.12999725341797
2019-10-10,78.38999938964844
2020-03-16,77.41000366210938
2020-06-03,79.72000122070312
2018-11-28,79.87999725341797
2018-09-25,79.63999938964844
2018-07-23,78.87000274658203
2018-08-24,80.1500015258789
2019-07-10,78.55999755859375
2019-05-07,85.47000122070312
2019-04-05,87.11000061035156
2019-03-04,88.83999633789062
2019-01-31,88.1500015258789
2019-09-12,87.16000366210938
2019-12-31,87.12999725341797
2020-03-19,88.05999755859375
2020-01-03,87.54000091552734
2020-06-09,86.68000030517578
2019-02-15,86.94000244140625
2019-01-14,88.13999938964844
2018-07-06,90.1500015258789
2018-08-07,89.70999908447266
2018-10-10,90.79000091552734
2018-12-13,90.7699966430664
2019-08-26,91.63999938964844
2019-07-25,91.66000366210938
2019-05-22,91.97000122070312
2019-03-19,92.91000366210938
2020-01-06,92.04000091552734
2020-03-25,90.5
2020-06-12,90.51000213623047
2019-10-22,91.25
2020-01-09,91.43000030517578
2020-06-15,91.16999816894531
2019-10-25,90.83999633789062
2020-03-31,91.05000305175781
2020-06-18,89.5
2019-04-03,89.22000122070312
2018-08-22,90.69000244140625
2018-10-25,90.25
2019-01-29,91.38999938964844
2018-12-28,90.72000122070312
2018-11-26,90.91999816894531
2019-08-09,93.05000305175781
2019-07-08,92.25
2019-06-06,91.27999877929688
2019-09-10,92.0999984741211
2020-01-15,90.4800033569336
2020-04-03,91.97000122070312
2019-10-31,92.20999908447266
2020-04-06,92.54000091552734
2020-06-24,94.11000061035156
2018-11-09,94.93000030517578
2019-07-23,96.05000305175781
2019-06-21,96.33999633789062
2019-05-20,96.1500015258789
2019-04-18,97.02999877929688
2018-09-06,96.04000091552734
2018-10-08,96.4000015258789
2019-02-13,94.83000183105469
2018-12-11,95.08000183105469
2019-09-25,96.4800033569336
2020-01-21,96.80999755859375
2020-04-09,96.97000122070312
2019-11-06,97.91999816894531
2020-01-24,97.4000015258789
2020-01-27,96.33999633789062
2020-04-15,96.81999969482422
2018-12-26,97.7699966430664
2019-08-07,96.61000061035156
2019-06-04,96.33999633789062
2018-09-21,97.87999725341797
2018-07-19,97.9000015258789
2018-08-20,98.1500015258789
2018-10-23,97.08999633789062
2019-05-03,98.5999984741211
2019-04-01,97.62999725341797
2019-02-28,96.81999969482422
2019-11-12,97.12000274658203
2020-01-30,95.91999816894531
2019-11-15,95.75
2020-04-21,94.95999908447266
2019-04-16,94.5999984741211
2019-03-15,95.23999786376953
2019-02-11,96.69999694824219
2019-01-10,95.23999786376953
2019-08-22,94.05000305175781
2018-11-07,94.80999755859375
2018-08-03,94.72000122070312
2018-09-04,91.9000015258789
2019-06-19,91.83999633789062
2019-09-23,91.11000061035156
2019-11-18,89.37000274658203
2020-02-05,90.05000305175781
2020-04-24,89.26000213623047
2019-03-29,89.6500015258789
2019-11-21,92.20999908447266
2020-04-27,94.44999694824219
2020-02-11,95.31999969482422
2020-04-30,95.3499984741211
2019-05-01,96.77999877929688
2019-02-26,97.66999816894531
2019-01-25,96.37999725341797
2018-12-24,96.9800033569336
2019-09-06,96.44000244140625
2018-07-17,96.01000213623047
2018-09-19,96.01000213623047
2019-08-05,96.52999877929688
2019-10-08,98.0
2019-12-11,98.12999725341797
2019-11-27,97.5
2020-02-14,97.97000122070312
2020-05-06,98.6500015258789
2019-01-08,98.55000305175781
2018-12-07,98.80000305175781
2019-08-20,101.30000305175781
2018-11-05,102.48999786376953
2019-07-19,102.33999633789062
2018-10-04,102.56999969482422
2019-06-17,102.5
2019-05-16,100.44000244140625
2018-08-01,101.08000183105469
2019-03-13,98.58999633789062
2019-12-03,98.0199966430664
2020-02-20,99.97000122070312
2019-12-06,99.0199966430664
2020-05-12,99.08000183105469
2019-12-09,94.9800033569336
2020-02-26,97.87999725341797
2020-05-15,98.12999725341797
2019-03-28,97.83999633789062
2018-09-17,97.0999984741211
2018-08-16,97.80999755859375
2018-10-19,98.37999725341797
2019-04-29,98.3499984741211
2019-01-23,95.06999969482422
2019-09-04,97.69000244140625
2018-11-20,96.66000366210938
2019-07-02,94.54000091552734
2019-05-31,91.33000183105469
2019-12-12,90.45999908447266
2020-05-18,89.72000122070312
2019-09-27,91.20999908447266
2020-03-03,92.37000274658203
2020-05-21,91.73999786376953
2019-05-14,89.66999816894531
2018-08-31,89.7300033569336
2018-07-30,88.37000274658203
2018-10-02,89.5199966430664
2019-04-12,91.8499984741211
2019-03-11,90.97000122070312
2019-02-07,92.44999694824219
2019-07-17,92.08000183105469
2019-09-19,90.43000030517578
2019-10-21,89.11000061035156
2019-12-18,89.41999816894531
2020-03-06,88.54000091552734
2019-10-03,91.41000366210938
2020-03-09,93.12000274658203
2020-05-27,92.7300033569336
2019-12-24,93.4000015258789
2020-03-12,94.20999908447266
2018-12-20,96.30000305175781
2019-08-01,95.87999725341797
2018-08-14,95.45999908447266
2018-07-13,97.80000305175781
2018-10-17,99.26000213623047
2019-05-29,100.1500015258789
2019-03-26,99.05000305175781
2019-02-22,98.86000061035156
2019-10-04,98.19000244140625
2019-11-05,99.20999908447266
2019-12-27,99.5
2020-06-02,98.04000091552734
2019-12-30,98.9800033569336
2020-03-18,98.44000244140625
2020-06-05,99.33999633789062
2019-07-15,100.0999984741211
2018-12-03,100.29000091552734
2019-06-13,100.02999877929688
2019-01-04,95.19000244140625
2018-08-29,94.01000213623047
2019-02-05,94.77999877929688
2018-11-01,94.55999755859375
2019-08-16,93.55000305175781
2019-04-10,93.19000244140625
2019-09-17,93.45999908447266
2019-10-15,95.9800033569336
2020-01-02,96.77999877929688
2020-06-08,94.86000061035156
2019-10-18,95.97000122070312
2020-03-24,102.98999786376953
2020-06-11,101.51000213623047
2020-01-08,102.69000244140625
2019-04-25,103.7300033569336
2019-07-30,103.83000183105469
2019-02-20,103.52999877929688
2018-07-11,103.18000030517578
2018-09-13,104.19999694824219
2018-10-15,103.5999984741211
2019-06-28,104.7699966430664
2018-12-18,103.7699966430664
2018-11-16,104.87999725341797
2019-10-02,107.63999938964844
2020-03-27,109.02999877929688
2020-01-10,109.45999908447266
2019-10-24,110.0
2020-03-30,108.94999694824219
2020-06-17,109.0
2020-01-14,109.8499984741211
2020-04-02,108.88999938964844
2019-01-02,108.87999725341797
2019-08-14,109.61000061035156
2018-10-30,108.83999633789062
2019-06-11,109.2300033569336
2019-05-10,108.9800033569336
2019-04-08,108.52999877929688
2018-08-27,109.62000274658203
2018-07-26,110.0
2018-09-28,112.30999755859375
2019-03-07,111.98999786376953
2019-10-30,111.87999725341797
2020-01-17,111.6500015258789
2020-06-23,108.91000366210938
2020-04-08,110.2699966430664
2020-06-26,110.5199966430664
2019-03-22,112.27999877929688
2019-01-17,112.4000015258789
2019-08-29,112.25
2018-11-14,113.33000183105469
2019-06-26,113.56999969482422
2018-09-11,114.05999755859375
2018-07-09,114.62000274658203
2018-08-10,113.33000183105469
2019-04-23,114.44000244140625
2019-09-30,113.70999908447266
2020-01-23,114.33000183105469
2019-11-08,115.16000366210938
2020-04-14,115.91999816894531
2019-11-11,115.41999816894531
2020-01-29,116.01000213623047
2020-04-17,115.66999816894531
2018-07-24,115.0199966430664
2018-09-26,116.1500015258789
2019-05-08,115.12000274658203
2019-03-05,114.69999694824219
2019-02-01,114.93000030517578
2018-12-31,115.91999816894531
2018-11-29,116.79000091552734
2019-08-12,117.2699966430664
2019-07-11,116.02999877929688
2019-09-13,117.2699966430664
2019-11-14,116.7699966430664
2020-04-20,118.37999725341797
2020-02-04,119.94999694824219
2020-04-23,118.75
2018-12-14,118.33999633789062
2019-08-27,117.3499984741211
2018-08-08,118.86000061035156
2018-10-11,114.75
2018-11-12,116.0
2019-07-26,117.02999877929688
2019-06-24,116.69000244140625
2019-05-23,117.93000030517578
2019-03-20,114.61000061035156
2019-01-15,115.29000091552734
2019-11-20,117.83999633789062
2020-02-07,119.44999694824219
2020-02-10,117.33999633789062
2020-04-29,116.94000244140625
2019-11-26,119.0
2020-02-13,119.8499984741211
2019-01-30,119.0
2018-08-23,119.70999908447266
2018-09-24,119.16999816894531
2018-11-27,120.16000366210938
2018-10-26,116.91999816894531
2019-07-09,118.23999786376953
2019-06-07,115.55000305175781
2019-05-06,115.44999694824219
2019-04-04,111.16999816894531
2019-09-11,106.16999816894531
2019-11-29,101.44000244140625
2020-05-05,103.37999725341797
