Dates,DOV
2018-06-20,73.55999755859375
2018-06-21,72.47000122070312
2018-06-25,72.94000244140625
2018-06-22,73.08000183105469
2018-06-26,72.76000213623047
2018-06-27,72.44999694824219
2018-06-28,72.7699966430664
2018-06-29,73.19999694824219
2018-07-02,72.91999816894531
2018-07-03,73.2300033569336
2018-07-05,72.98999786376953
2018-07-16,72.9000015258789
2018-09-18,74.47000122070312
2019-01-24,74.66000366210938
2019-09-05,73.33999633789062
2018-11-21,73.88999938964844
2020-01-13,74.91000366210938
2020-04-01,74.0999984741211
2020-06-19,74.52999877929688
2019-10-29,74.19000244140625
2020-01-16,78.12000274658203
2020-06-22,80.23999786376953
2018-10-03,78.69999694824219
2018-07-31,79.19999694824219
2019-03-12,80.86000061035156
2019-02-08,81.25
2019-01-07,80.86000061035156
2018-12-06,81.01000213623047
2019-08-19,82.9800033569336
2019-07-18,81.41999816894531
2019-05-15,81.77999877929688
2019-09-20,82.23999786376953
2019-11-01,82.66000366210938
2020-04-07,83.08999633789062
2020-06-25,83.08000183105469
2020-06-16,82.41999816894531
2019-11-04,81.55000305175781
2020-01-22,81.5
2019-11-07,81.77999877929688
2020-04-13,82.3499984741211
2019-07-01,82.94000244140625
2019-05-30,83.94999694824219
2018-08-15,84.38999938964844
2018-10-18,84.66999816894531
2019-03-27,83.91999816894531
2019-01-22,84.0
2018-12-21,84.26000213623047
2019-09-03,85.08999633789062
2018-11-19,85.19000244140625
2019-08-02,86.7699966430664
2020-01-28,85.5199966430664
2020-04-16,85.87000274658203
2019-11-13,86.08000183105469
2020-01-31,86.9000015258789
2018-12-04,86.33999633789062
2018-11-02,84.73999786376953
2019-07-16,85.52999877929688
2018-08-30,87.25
2018-10-01,87.76000213623047
2019-06-14,88.0
2019-05-13,88.4800033569336
2019-04-11,88.52999877929688
2019-02-06,88.79000091552734
2019-09-18,88.41000366210938
2020-02-03,89.36000061035156
2020-04-22,89.30000305175781
2019-11-19,88.51000213623047
2020-02-06,88.80999755859375
2019-11-22,88.83999633789062
2019-03-25,88.9800033569336
2019-02-21,88.52999877929688
2018-12-19,88.1500015258789
2018-07-12,88.1500015258789
2018-09-14,88.0999984741211
2018-08-13,88.16000366210938
2018-10-16,87.43000030517578
2019-07-31,87.37999725341797
2019-05-28,85.66000366210938
2019-04-26,82.76000213623047
2020-04-28,81.33999633789062
2019-11-25,82.18000030517578
2020-02-12,82.02999877929688
2020-05-01,83.23999786376953
2020-05-04,82.2300033569336
2019-06-12,83.48999786376953
2019-04-09,82.41000366210938
2019-03-08,82.76000213623047
2019-02-04,82.61000061035156
2018-07-27,80.86000061035156
2018-08-28,81.72000122070312
2019-01-03,82.05999755859375
2019-08-15,81.5999984741211
2018-10-31,83.02999877929688
2019-09-16,82.83999633789062
2020-02-18,83.4000015258789
2020-05-07,84.56999969482422
2018-08-17,84.76000213623047
2019-12-04,85.81999969482422
2020-02-21,86.8499984741211
2018-12-17,86.7699966430664
2019-08-30,86.41999816894531
2018-11-15,85.29000091552734
2019-07-29,85.31999969482422
2019-06-27,84.75
2019-04-24,86.19000244140625
2018-07-10,87.62000274658203
2018-09-12,86.54000091552734
2019-02-19,84.79000091552734
2019-01-18,85.0199966430664
2020-02-24,84.55999755859375
2020-05-13,83.95999908447266
2019-12-10,83.37000274658203
2020-02-27,84.4000015258789
2019-12-13,84.04000091552734
2020-05-19,84.88999938964844
2019-03-06,86.16000366210938
2018-11-30,83.48999786376953
2019-08-13,81.83999633789062
2019-07-12,79.5
2019-06-10,78.19999694824219
2019-05-09,78.37000274658203
2018-07-25,78.33999633789062
