Dates,AMZN
2018-06-20,1742.5
2018-06-21,1760.0
2018-06-25,1742.6199951171875
2018-06-22,1702.510009765625
2018-06-26,1672.3699951171875
2018-06-27,1708.1099853515625
2018-06-28,1672.5400390625
2018-06-29,1717.0
2018-07-02,1682.699951171875
2018-07-03,1723.9599609375
2018-07-05,1705.3800048828125
2018-07-16,1696.0
2018-09-18,1724.050048828125
2019-01-24,1738.530029296875
2019-09-05,1737.989990234375
2018-11-21,1764.510009765625
2020-01-13,1803.9300537109375
2020-04-01,1821.949951171875
2020-06-19,1811.56005859375
2019-10-29,1848.0
2020-01-16,1829.4599609375
2020-06-22,1825.010009765625
2018-10-03,1812.2099609375
2018-07-31,1829.010009765625
2019-03-12,1829.300048828125
2019-02-08,1839.0
2019-01-07,1876.050048828125
2018-12-06,1827.3299560546875
2019-08-19,1786.489990234375
2019-07-18,1784.0
2019-05-15,1788.77001953125
2019-09-20,1837.739990234375
2019-11-01,1825.81005859375
2020-04-07,1854.530029296875
2020-06-25,1861.0
2020-06-16,1882.0
2019-11-04,1888.510009765625
2020-01-22,1898.5
2019-11-07,1919.3900146484375
2020-04-13,1909.550048828125
2019-07-01,1903.93994140625
2019-05-30,1885.800048828125
2018-08-15,1890.5699462890625
2018-10-18,1880.0
2019-03-27,1876.6400146484375
2019-01-22,1907.1700439453125
2018-12-21,1910.510009765625
2019-09-03,1915.0
2018-11-19,1937.72998046875
2019-08-02,1953.449951171875
2020-01-28,1997.4200439453125
2020-04-16,2007.0
2019-11-13,2026.5
2020-01-31,2038.1099853515625
2018-12-04,2006.510009765625
2018-11-02,1938.7099609375
2019-07-16,1971.0
2018-08-30,1928.27001953125
2018-10-01,1994.0
2019-06-14,2000.0
2019-05-13,1992.9300537109375
2019-04-11,1954.72998046875
2019-02-06,1918.6500244140625
2019-09-18,1940.5
2020-02-03,1938.5799560546875
2020-04-22,1954.219970703125
2019-11-19,1903.7900390625
2020-02-06,1942.9000244140625
2019-11-22,1968.5
2019-03-25,1993.239990234375
2019-02-21,2004.4100341796875
2018-12-19,2021.989990234375
2018-07-12,1999.989990234375
2018-09-14,1981.699951171875
2018-08-13,1949.0
2018-10-16,1917.989990234375
2019-07-31,1874.0
2019-05-28,1859.989990234375
2019-04-26,1857.8900146484375
2020-04-28,1724.0
2019-11-25,1808.0
2020-02-12,1795.0
2020-05-01,1783.5
