Dates,AMZN
2018-06-20,4332600.0
2018-06-21,4941100.0
2018-06-25,4075100.0
2018-06-22,7511200.0
2018-06-26,4386600.0
2018-06-27,4872200.0
2018-06-28,4529700.0
2018-06-29,4543500.0
2018-07-02,3185700.0
2018-07-03,2177300.0
2018-07-05,2983100.0
2018-07-16,2650300.0
2018-09-18,3012000.0
2019-01-24,3002900.0
2019-09-05,3209800.0
2018-11-21,4532700.0
2020-01-13,4383200.0
2020-04-01,5466200.0
2020-06-19,5682900.0
2019-10-29,4861900.0
2020-01-16,4676900.0
2020-06-22,3884400.0
2018-10-03,3888500.0
2018-07-31,4278700.0
2019-03-12,3738200.0
2019-02-08,9924400.0
2019-01-07,9681000.0
2018-12-06,6562300.0
2019-08-19,5738700.0
2019-07-18,4153100.0
2019-05-15,4354700.0
2019-09-20,3460500.0
2019-11-01,3391800.0
2020-04-07,3377500.0
2020-06-25,3963000.0
2020-06-16,4860400.0
2019-11-04,3639900.0
2020-01-22,5531500.0
2019-11-07,3986100.0
2020-04-13,7700700.0
2019-07-01,3957100.0
2019-05-30,4104300.0
2018-08-15,2862000.0
2018-10-18,3105600.0
2019-03-27,3080500.0
2019-01-22,3563000.0
2018-12-21,2800900.0
2019-09-03,3569000.0
2018-11-19,3100700.0
2019-08-02,6531800.0
2020-01-28,7277300.0
2020-04-16,4204400.0
2019-11-13,5721100.0
2020-01-31,8220600.0
2018-12-04,7488700.0
2018-11-02,4892600.0
2019-07-16,4544800.0
2018-08-30,5033600.0
2018-10-01,4414000.0
2019-06-14,3621500.0
2019-05-13,3642000.0
2019-04-11,7050200.0
2019-02-06,4268700.0
2019-09-18,4056800.0
2020-02-03,3154900.0
2020-04-22,6855900.0
2019-11-19,4213700.0
2020-02-06,4538400.0
2019-11-22,4313500.0
2019-03-25,4329400.0
2019-02-21,4085100.0
2018-12-19,3460500.0
2018-07-12,5400700.0
2018-09-14,5253100.0
2018-08-13,7257000.0
2018-10-16,6822300.0
2019-07-31,7393200.0
2019-05-28,4772900.0
2019-04-26,10988900.0
2020-04-28,13935900.0
2019-11-25,9444600.0
2020-02-12,6437200.0
2020-05-01,5859900.0
2020-05-04,5295200.0
2019-06-12,5874000.0
2019-04-09,5907200.0
2019-03-08,4500000.0
2019-02-04,6723900.0
2018-07-27,6928400.0
2018-08-28,10285700.0
2019-01-03,14963800.0
2019-08-15,13866100.0
2018-10-31,12460100.0
2019-09-16,9390200.0
2020-02-18,8135500.0
2020-05-07,6955500.0
2018-08-17,5624700.0
2019-12-04,4257400.0
2020-02-21,8192200.0
2018-12-17,6534900.0
2019-08-30,5902200.0
2018-11-15,6806200.0
2019-07-29,5933300.0
2019-06-27,6486900.0
2019-04-24,8427300.0
2018-07-10,6066100.0
2018-09-12,7790000.0
2019-02-19,10878800.0
2019-01-18,5716800.0
2020-02-24,2707600.0
2020-05-13,6257700.0
