Dates,ZION
2018-06-20,56.08000183105469
2018-06-21,55.70000076293945
2018-06-25,55.38999938964844
2018-06-22,53.84000015258789
2018-06-26,53.400001525878906
2018-06-27,52.88999938964844
2018-06-28,52.650001525878906
2018-06-29,52.68000030517578
2018-07-02,52.2400016784668
2018-07-03,52.25
2018-07-05,52.11000061035156
2018-07-16,51.83000183105469
2018-09-18,52.70000076293945
2019-01-24,53.22999954223633
2019-09-05,52.97999954223633
2018-11-21,52.099998474121094
2020-01-13,51.59000015258789
2020-04-01,51.810001373291016
2020-06-19,52.36000061035156
2019-10-29,53.040000915527344
2020-01-16,53.09000015258789
2020-06-22,52.560001373291016
2018-10-03,53.08000183105469
2018-07-31,51.54999923706055
2019-03-12,51.220001220703125
2019-02-08,50.75
2019-01-07,51.310001373291016
2018-12-06,51.66999816894531
2019-08-19,51.369998931884766
2019-07-18,51.93000030517578
2019-05-15,52.31999969482422
2019-09-20,53.04999923706055
2019-11-01,52.77000045776367
2020-04-07,53.2400016784668
2020-06-25,53.04999923706055
2020-06-16,53.09000015258789
2019-11-04,52.5
2020-01-22,52.540000915527344
2019-11-07,52.63999938964844
2020-04-13,52.5
2019-07-01,52.779998779296875
2019-05-30,53.0099983215332
2018-08-15,53.540000915527344
2018-10-18,53.97999954223633
2019-03-27,53.0099983215332
2019-01-22,53.369998931884766
2018-12-21,53.380001068115234
2019-09-03,53.52000045776367
2018-11-19,53.31999969482422
2019-08-02,53.119998931884766
2020-01-28,53.119998931884766
2020-04-16,52.880001068115234
2019-11-13,53.18000030517578
2020-01-31,53.66999816894531
2018-12-04,53.290000915527344
2018-11-02,52.5
2019-07-16,52.79999923706055
2018-08-30,52.84000015258789
2018-10-01,52.060001373291016
2019-06-14,51.529998779296875
2019-05-13,51.529998779296875
2019-04-11,51.45000076293945
2019-02-06,51.2400016784668
2019-09-18,51.400001525878906
2020-02-03,52.09000015258789
2020-04-22,52.09000015258789
2019-11-19,51.66999816894531
2020-02-06,51.72999954223633
2019-11-22,50.81999969482422
2019-03-25,50.2599983215332
2019-02-21,49.790000915527344
2018-12-19,49.31999969482422
2018-07-12,49.16999816894531
2018-09-14,49.630001068115234
2018-08-13,50.88999938964844
2018-10-16,50.900001525878906
2019-07-31,50.90999984741211
2019-05-28,51.45000076293945
2019-04-26,50.790000915527344
2020-04-28,49.11000061035156
2019-11-25,47.150001525878906
2020-02-12,47.95000076293945
2020-05-01,47.47999954223633
2020-05-04,47.41999816894531
2019-06-12,47.27000045776367
2019-04-09,46.79999923706055
2019-03-08,45.20000076293945
2019-02-04,45.86000061035156
2018-07-27,45.529998779296875
2018-08-28,45.88999938964844
2019-01-03,46.119998931884766
2019-08-15,46.5
2018-10-31,46.38999938964844
2019-09-16,47.02000045776367
2020-02-18,47.20000076293945
2020-05-07,47.86000061035156
2018-08-17,48.220001220703125
2019-12-04,48.209999084472656
2020-02-21,48.349998474121094
2018-12-17,49.369998931884766
2019-08-30,49.75
2018-11-15,49.34000015258789
2019-07-29,48.900001525878906
2019-06-27,47.45000076293945
2019-04-24,47.13999938964844
2018-07-10,47.810001373291016
2018-09-12,48.220001220703125
2019-02-19,47.31999969482422
2019-01-18,46.88999938964844
2020-02-24,46.459999084472656
2020-05-13,47.369998931884766
2019-12-10,47.65999984741211
2020-02-27,47.2400016784668
2019-12-13,47.7400016784668
2020-05-19,47.95000076293945
2019-03-06,48.099998474121094
2018-11-30,45.220001220703125
2019-08-13,44.54999923706055
2019-07-12,44.83000183105469
2019-06-10,43.70000076293945
2019-05-09,43.290000915527344
2018-07-25,43.459999084472656
2018-09-27,42.400001525878906
2018-10-29,41.40999984741211
2019-10-16,41.04999923706055
2019-12-16,40.400001525878906
2020-03-04,39.900001525878906
2020-05-22,39.43000030517578
2019-10-01,38.90999984741211
2019-12-19,38.189998626708984
2018-09-10,38.08000183105469
2019-05-24,39.18000030517578
2018-08-09,40.09000015258789
2019-04-22,39.939998626708984
2019-03-21,40.029998779296875
2019-01-16,41.20000076293945
2019-08-28,41.880001068115234
2018-11-13,42.099998474121094
2018-10-12,42.459999084472656
2019-06-25,42.97999954223633
2020-03-10,43.18000030517578
2020-05-28,43.2599983215332
2019-10-07,43.540000915527344
2020-03-13,43.779998779296875
2019-10-10,44.970001220703125
2020-03-16,45.150001525878906
2020-06-03,46.06999969482422
2018-11-28,46.18000030517578
2018-09-25,46.720001220703125
2018-07-23,47.709999084472656
2018-08-24,48.54999923706055
2019-07-10,48.11000061035156
2019-05-07,48.220001220703125
2019-04-05,47.91999816894531
2019-03-04,46.81999969482422
2019-01-31,47.45000076293945
2019-09-12,48.0099983215332
2019-12-31,48.25
2020-03-19,48.52000045776367
2020-01-03,49.02000045776367
2020-06-09,48.349998474121094
2019-02-15,49.13999938964844
2019-01-14,49.56999969482422
2018-07-06,49.310001373291016
2018-08-07,48.599998474121094
2018-10-10,48.130001068115234
2018-12-13,49.70000076293945
2019-08-26,50.41999816894531
2019-07-25,50.68000030517578
2019-05-22,50.720001220703125
2019-03-19,50.95000076293945
2020-01-06,50.38999938964844
2020-03-25,50.2599983215332
2020-06-12,51.0
2019-10-22,50.720001220703125
2020-01-09,50.439998626708984
2020-06-15,49.97999954223633
2019-10-25,49.529998779296875
2020-03-31,48.459999084472656
2020-06-18,48.150001525878906
2019-04-03,48.529998779296875
2018-08-22,48.529998779296875
2018-10-25,48.77000045776367
2019-01-29,48.83000183105469
2018-12-28,48.93000030517578
2018-11-26,49.2400016784668
2019-08-09,48.880001068115234
2019-07-08,47.099998474121094
2019-06-06,46.0
2019-09-10,43.18000030517578
2020-01-15,43.34000015258789
2020-04-03,43.91999816894531
2019-10-31,44.5099983215332
2020-04-06,44.66999816894531
2020-06-24,45.150001525878906
2018-11-09,45.709999084472656
2019-07-23,46.43000030517578
2019-06-21,47.029998779296875
2019-05-20,46.25
2019-04-18,47.27000045776367
2018-09-06,47.31999969482422
2018-10-08,46.77000045776367
2019-02-13,46.41999816894531
2018-12-11,47.13999938964844
2019-09-25,47.650001525878906
2020-01-21,47.5
2020-04-09,47.15999984741211
2019-11-06,47.86000061035156
2020-01-24,47.220001220703125
2020-01-27,46.650001525878906
2020-04-15,46.619998931884766
2018-12-26,47.52000045776367
2019-08-07,47.90999984741211
2019-06-04,48.0099983215332
2018-09-21,48.91999816894531
2018-07-19,48.869998931884766
2018-08-20,48.5
2018-10-23,48.619998931884766
2019-05-03,49.65999984741211
2019-04-01,49.11000061035156
2019-02-28,48.459999084472656
2019-11-12,48.15999984741211
2020-01-30,47.310001373291016
2019-11-15,47.599998474121094
2020-04-21,45.91999816894531
2019-04-16,45.91999816894531
2019-03-15,44.7400016784668
2019-02-11,45.16999816894531
2019-01-10,45.029998779296875
2019-08-22,44.63999938964844
2018-11-07,45.16999816894531
2018-08-03,44.81999969482422
2018-09-04,44.369998931884766
2019-06-19,45.040000915527344
2019-09-23,44.220001220703125
2019-11-18,43.59000015258789
2020-02-05,43.619998931884766
2020-04-24,42.939998626708984
2019-03-29,42.79999923706055
2019-11-21,43.959999084472656
2020-04-27,43.58000183105469
2020-02-11,43.68000030517578
2020-04-30,43.4900016784668
2019-05-01,43.81999969482422
2019-02-26,44.209999084472656
2019-01-25,43.86000061035156
2018-12-24,44.220001220703125
2019-09-06,44.09000015258789
2018-07-17,43.84000015258789
2018-09-19,43.689998626708984
2019-08-05,44.33000183105469
2019-10-08,43.45000076293945
2019-12-11,44.34000015258789
2019-11-27,44.060001373291016
2020-02-14,43.349998474121094
2020-05-06,44.130001068115234
2019-01-08,44.45000076293945
2018-12-07,45.119998931884766
2019-08-20,46.029998779296875
2018-11-05,44.84000015258789
2019-07-19,44.779998779296875
2018-10-04,45.59000015258789
2019-06-17,45.25
2019-05-16,45.060001373291016
2018-08-01,45.22999954223633
2019-03-13,45.099998474121094
2019-12-03,45.689998626708984
2020-02-20,45.189998626708984
2019-12-06,45.099998474121094
2020-05-12,44.63999938964844
2019-12-09,44.61000061035156
2020-02-26,45.130001068115234
2020-05-15,45.11000061035156
2019-03-28,41.95000076293945
2018-09-17,42.34000015258789
2018-08-16,43.22999954223633
2018-10-19,43.77000045776367
2019-04-29,44.540000915527344
2019-01-23,44.31999969482422
2019-09-04,44.40999984741211
2018-11-20,42.86000061035156
2019-07-02,42.11000061035156
2019-05-31,40.65999984741211
2019-12-12,40.970001220703125
2020-05-18,40.54999923706055
2019-09-27,41.45000076293945
2020-03-03,41.529998779296875
2020-05-21,40.880001068115234
2019-05-14,40.79999923706055
2018-08-31,39.54999923706055
2018-07-30,39.119998931884766
2018-10-02,39.43000030517578
2019-04-12,40.58000183105469
2019-03-11,40.36000061035156
2019-02-07,40.58000183105469
2019-07-17,40.880001068115234
2019-09-19,39.900001525878906
2019-10-21,39.810001373291016
2019-12-18,39.150001525878906
2020-03-06,39.11000061035156
2019-10-03,40.38999938964844
2020-03-09,40.81999969482422
2020-05-27,39.7400016784668
2019-12-24,39.650001525878906
2020-03-12,40.66999816894531
2018-12-20,40.79999923706055
2019-08-01,40.970001220703125
2018-08-14,42.54999923706055
2018-07-13,42.90999984741211
2018-10-17,43.20000076293945
2019-05-29,44.630001068115234
2019-03-26,44.130001068115234
2019-02-22,44.15999984741211
2019-10-04,44.09000015258789
2019-11-05,44.540000915527344
2019-12-27,44.27000045776367
2020-06-02,43.900001525878906
2019-12-30,43.349998474121094
2020-03-18,43.720001220703125
2020-06-05,43.93000030517578
2019-07-15,43.93000030517578
2018-12-03,44.16999816894531
2019-06-13,42.86000061035156
2019-01-04,41.90999984741211
2018-08-29,41.61000061035156
2019-02-05,42.16999816894531
2018-11-01,43.0
2019-08-16,42.0
2019-04-10,42.189998626708984
2019-09-17,42.52000045776367
2019-10-15,43.709999084472656
2020-01-02,43.5099983215332
2020-06-08,44.060001373291016
2019-10-18,44.45000076293945
2020-03-24,43.9900016784668
2020-06-11,43.83000183105469
2020-01-08,45.0
2019-04-25,46.810001373291016
2019-07-30,47.279998779296875
2019-02-20,47.40999984741211
2018-07-11,47.43000030517578
2018-09-13,48.04999923706055
2018-10-15,48.58000183105469
2019-06-28,48.7599983215332
2018-12-18,47.97999954223633
2018-11-16,48.68000030517578
2019-10-02,49.599998474121094
2020-03-27,50.290000915527344
2020-01-10,49.86000061035156
2019-10-24,50.52000045776367
2020-03-30,50.61000061035156
2020-06-17,50.52000045776367
2020-01-14,50.5
2020-04-02,49.369998931884766
2019-01-02,49.02000045776367
2019-08-14,49.47999954223633
2018-10-30,49.040000915527344
2019-06-11,49.2599983215332
2019-05-10,48.540000915527344
2019-04-08,48.529998779296875
2018-08-27,49.08000183105469
2018-07-26,49.79999923706055
2018-09-28,49.56999969482422
2019-03-07,49.75
2019-10-30,49.70000076293945
2020-01-17,49.43000030517578
2020-06-23,48.029998779296875
2020-04-08,48.63999938964844
2020-06-26,49.04999923706055
2019-03-22,49.689998626708984
2019-01-17,49.529998779296875
2019-08-29,49.369998931884766
2018-11-14,49.61000061035156
2019-06-26,49.900001525878906
2018-09-11,50.88999938964844
2018-07-09,51.150001525878906
2018-08-10,50.90999984741211
2019-04-23,51.06999969482422
2019-09-30,51.22999954223633
2020-01-23,51.290000915527344
2019-11-08,51.220001220703125
2020-04-14,51.290000915527344
2019-11-11,50.5099983215332
2020-01-29,51.36000061035156
2020-04-17,51.29999923706055
2018-07-24,51.61000061035156
2018-09-26,51.790000915527344
2019-05-08,51.15999984741211
2019-03-05,50.810001373291016
2019-02-01,50.61000061035156
2018-12-31,50.72999954223633
2018-11-29,51.220001220703125
2019-08-12,50.61000061035156
2019-07-11,50.459999084472656
2019-09-13,50.7599983215332
2019-11-14,50.119998931884766
2020-04-20,50.4900016784668
2020-02-04,50.5
2020-04-23,49.849998474121094
2018-12-14,47.189998626708984
2019-08-27,47.25
2018-08-08,46.2400016784668
2018-10-11,45.61000061035156
2018-11-12,46.68000030517578
2019-07-26,46.33000183105469
2019-06-24,45.709999084472656
2019-05-23,45.400001525878906
2019-03-20,45.619998931884766
2019-01-15,46.59000015258789
2019-11-20,47.16999816894531
2020-02-07,46.939998626708984
2020-02-10,45.95000076293945
2020-04-29,45.290000915527344
2019-11-26,45.72999954223633
2020-02-13,45.869998931884766
2019-01-30,45.720001220703125
2018-08-23,46.13999938964844
2018-09-24,44.9900016784668
2018-11-27,45.09000015258789
2018-10-26,45.630001068115234
2019-07-09,45.0099983215332
2019-06-07,43.279998779296875
2019-05-06,42.2400016784668
2019-04-04,41.650001525878906
2019-09-11,40.2400016784668
2019-11-29,39.099998474121094
2020-05-05,38.81999969482422
2019-12-02,38.52000045776367
2020-02-19,37.58000183105469
2020-05-08,35.83000183105469
2019-05-21,34.209999084472656
2019-03-18,30.81999969482422
