Dates,ZION
2019-06-11,1341600.0
2019-05-10,2294400.0
2019-04-08,1735000.0
2018-08-27,2589400.0
2018-07-26,1454400.0
2018-09-28,1238900.0
2019-03-07,1097500.0
2019-10-30,520600.0
2020-01-17,1243700.0
2020-06-23,1416100.0
2020-04-08,1130100.0
2020-06-26,1271600.0
2019-03-22,1805000.0
2019-01-17,1170800.0
2019-08-29,1463500.0
2018-11-14,1156900.0
2019-06-26,2483200.0
2018-09-11,1243400.0
2018-07-09,4604400.0
2018-08-10,2093900.0
2019-04-23,1539100.0
2019-09-30,1518300.0
2020-01-23,5758400.0
2019-11-08,938000.0
2020-04-14,312600.0
2019-11-11,586400.0
2020-01-29,921600.0
2020-04-17,1511600.0
2018-07-24,1246900.0
2018-09-26,1528700.0
2019-05-08,1215800.0
2019-03-05,1217500.0
2019-02-01,1450900.0
2018-12-31,2396000.0
2018-11-29,1384200.0
2019-08-12,1724700.0
2019-07-11,2454700.0
2019-09-13,1252700.0
2019-11-14,2017200.0
2020-04-20,1800100.0
2020-02-04,1835000.0
2020-04-23,3193600.0
2018-12-14,4964000.0
2019-08-27,3236300.0
2018-08-08,2591400.0
2018-10-11,3088200.0
2018-11-12,2034600.0
2019-07-26,1681600.0
2019-06-24,1318100.0
2019-05-23,1880800.0
2019-03-20,2642600.0
2019-01-15,2292300.0
2019-11-20,2326100.0
2020-02-07,2144200.0
2020-02-10,2611800.0
2020-04-29,2411600.0
2019-11-26,2381100.0
2020-02-13,1434900.0
2019-01-30,1293400.0
2018-08-23,1147600.0
2018-09-24,2467800.0
2018-11-27,1655300.0
2018-10-26,1973900.0
2019-07-09,2009900.0
2019-06-07,2329900.0
2019-05-06,2790700.0
2019-04-04,2394300.0
2019-09-11,2469500.0
2019-11-29,4249400.0
2020-05-05,5006700.0
2019-12-02,3920700.0
2020-02-19,4440500.0
2020-05-08,5762900.0
2019-05-21,5930900.0
2019-03-18,9843600.0
2018-09-07,4999100.0
2018-08-06,7693300.0
2018-10-09,9309100.0
2019-02-14,10178300.0
2018-12-12,6062100.0
2019-07-24,5471200.0
2019-09-26,6266800.0
2019-10-28,5534600.0
2019-12-05,6262000.0
2020-05-11,6227600.0
2019-07-03,5638100.0
2020-02-25,7585400.0
2020-05-14,5722200.0
2020-02-28,4017800.0
2019-08-08,4279700.0
2019-06-05,3945900.0
2018-07-20,3837200.0
2018-08-21,2672100.0
2018-10-24,2785100.0
2019-04-02,3579700.0
2019-03-01,4383300.0
2019-01-28,3181400.0
2018-12-27,5445500.0
2019-09-09,3218900.0
2020-03-02,3253900.0
2020-05-20,4055100.0
2019-12-17,4420900.0
2020-03-05,3782800.0
2019-02-12,3178600.0
2019-01-11,3716200.0
2018-12-10,2313200.0
2019-08-23,2443500.0
2018-11-08,3075200.0
2019-07-22,3588700.0
2019-06-20,3669500.0
2018-09-05,4516300.0
2019-04-17,2726900.0
2019-09-24,4477600.0
2019-12-20,3109600.0
2020-05-26,3344100.0
2019-04-30,3038700.0
2019-12-23,2763500.0
2020-03-11,2618300.0
2020-05-29,2221700.0
2019-12-26,2498300.0
2020-06-01,2770000.0
2019-05-02,3819800.0
2019-02-27,2205200.0
2018-11-23,2856100.0
2019-08-06,2383500.0
2018-07-18,3791500.0
2018-09-20,2854200.0
2018-10-22,2111700.0
2019-07-05,3348000.0
2019-06-03,3103100.0
2019-10-09,3302200.0
2019-10-11,4209400.0
2020-03-17,1559500.0
2020-06-04,1810900.0
2019-10-14,2201100.0
2020-03-20,2386000.0
2018-11-06,3206600.0
2019-06-18,2572600.0
2019-05-17,2842600.0
2019-04-15,3287200.0
2019-03-14,3902800.0
2019-01-09,3695200.0
2018-08-02,2985700.0
2018-10-05,2628000.0
2019-08-21,1974300.0
2019-10-17,2270800.0
2020-03-23,6586900.0
2020-06-10,1745900.0
2019-02-25,1626300.0
2020-01-07,2875700.0
2020-03-26,1668700.0
2019-10-23,2411700.0
