Dates,ZION
2018-06-20,1495300.0
2018-06-21,1727100.0
2018-06-25,2127200.0
2018-06-22,2231700.0
2018-06-26,2113300.0
2018-06-27,1896800.0
2018-06-28,1909200.0
2018-06-29,2740900.0
2018-07-02,2197500.0
2018-07-03,886700.0
2018-07-05,1625200.0
2018-07-16,1476500.0
2018-09-18,1937700.0
2019-01-24,2453100.0
2019-09-05,1756200.0
2018-11-21,1874300.0
2020-01-13,2433100.0
2020-04-01,1925300.0
2020-06-19,2228800.0
2019-10-29,2878800.0
2020-01-16,2399700.0
2020-06-22,2394400.0
2018-10-03,2607300.0
2018-07-31,4974300.0
2019-03-12,5145000.0
2019-02-08,2061400.0
2019-01-07,3058600.0
2018-12-06,3955600.0
2019-08-19,2968400.0
2019-07-18,3497100.0
2019-05-15,3180600.0
2019-09-20,1803600.0
2019-11-01,1787200.0
2020-04-07,1799400.0
2020-06-25,1539500.0
2020-06-16,780500.0
2019-11-04,1788600.0
2020-01-22,1429500.0
2019-11-07,2577300.0
2020-04-13,2054100.0
2019-07-01,1522800.0
2019-05-30,1321200.0
2018-08-15,1542200.0
2018-10-18,1649600.0
2019-03-27,651800.0
2019-01-22,1084800.0
2018-12-21,780900.0
2019-09-03,1326300.0
2018-11-19,1244300.0
2019-08-02,2068600.0
2020-01-28,2648900.0
2020-04-16,1644100.0
2019-11-13,1987500.0
2020-01-31,1213500.0
2018-12-04,1100800.0
2018-11-02,2152000.0
2019-07-16,1352100.0
2018-08-30,1048100.0
2018-10-01,1543700.0
2019-06-14,1871100.0
2019-05-13,1741800.0
2019-04-11,1567900.0
2019-02-06,1701200.0
2019-09-18,1761100.0
2020-02-03,2199600.0
2020-04-22,5125800.0
2019-11-19,1668400.0
2020-02-06,1265900.0
2019-11-22,1700700.0
2019-03-25,1569300.0
2019-02-21,1871900.0
2018-12-19,2262000.0
2018-07-12,1616500.0
2018-09-14,2217200.0
2018-08-13,2040000.0
2018-10-16,1728700.0
2019-07-31,2125500.0
2019-05-28,1524600.0
2019-04-26,2224400.0
2020-04-28,3110400.0
2019-11-25,3752000.0
2020-02-12,2052000.0
2020-05-01,2728900.0
2020-05-04,2642600.0
2019-06-12,3445200.0
2019-04-09,3083700.0
2019-03-08,3468000.0
2019-02-04,4688300.0
2018-07-27,4266600.0
2018-08-28,3108900.0
2019-01-03,3596100.0
2019-08-15,4494600.0
2018-10-31,5212400.0
2019-09-16,5025400.0
2020-02-18,4362700.0
2020-05-07,2389600.0
2018-08-17,2282600.0
2019-12-04,2650000.0
2020-02-21,2606900.0
2018-12-17,3506900.0
2019-08-30,2155900.0
2018-11-15,1922900.0
2019-07-29,3595900.0
2019-06-27,3548300.0
2019-04-24,2334400.0
2018-07-10,3324400.0
2018-09-12,2257300.0
2019-02-19,2292400.0
2019-01-18,1676200.0
2020-02-24,924000.0
2020-05-13,1664400.0
2019-12-10,1442600.0
2020-02-27,1336000.0
2019-12-13,1177100.0
2020-05-19,4656300.0
2019-03-06,2529000.0
2018-11-30,3636700.0
2019-08-13,3103200.0
2019-07-12,2035700.0
2019-06-10,2821700.0
2019-05-09,2828000.0
2018-07-25,4743300.0
2018-09-27,3764800.0
2018-10-29,3918200.0
2019-10-16,3884300.0
2019-12-16,3384900.0
2020-03-04,3597700.0
2020-05-22,3223800.0
2019-10-01,3817800.0
2019-12-19,1504800.0
2018-09-10,2969800.0
2019-05-24,2534200.0
2018-08-09,2558600.0
2019-04-22,2575600.0
2019-03-21,2234100.0
2019-01-16,2078400.0
2019-08-28,2370500.0
2018-11-13,2459700.0
2018-10-12,2819200.0
2019-06-25,2700300.0
2020-03-10,2063000.0
2020-05-28,2074100.0
2019-10-07,2116200.0
2020-03-13,1748000.0
2019-10-10,2826500.0
2020-03-16,3989600.0
2020-06-03,4259600.0
2018-11-28,4301100.0
2018-09-25,5894200.0
2018-07-23,3144700.0
2018-08-24,2842500.0
2019-07-10,2613100.0
2019-05-07,1810200.0
2019-04-05,2328600.0
2019-03-04,3905100.0
2019-01-31,2423300.0
2019-09-12,2684900.0
2019-12-31,3755200.0
2020-03-19,2015400.0
2020-01-03,3289800.0
2020-06-09,2887100.0
2019-02-15,1826100.0
2019-01-14,2656200.0
2018-07-06,2270100.0
2018-08-07,2709100.0
2018-10-10,2744500.0
2018-12-13,1770100.0
2019-08-26,1856000.0
2019-07-25,3094700.0
2019-05-22,2407400.0
2019-03-19,1897700.0
2020-01-06,2086100.0
2020-03-25,2716500.0
2020-06-12,1968000.0
2019-10-22,2025500.0
2020-01-09,1964100.0
2020-06-15,2534800.0
2019-10-25,1939000.0
2020-03-31,2057900.0
2020-06-18,1664000.0
2019-04-03,2260900.0
2018-08-22,2306500.0
2018-10-25,1968700.0
2019-01-29,2441400.0
2018-12-28,2966100.0
2018-11-26,2248300.0
2019-08-09,1880900.0
2019-07-08,2461500.0
2019-06-06,3905500.0
2019-09-10,5935000.0
2020-01-15,3720000.0
2020-04-03,4080400.0
2019-10-31,2302300.0
2020-04-06,1643500.0
2020-06-24,1950500.0
2018-11-09,2747100.0
2019-07-23,2357800.0
2019-06-21,2755300.0
2019-05-20,2259600.0
2019-04-18,1972500.0
2018-09-06,1499200.0
2018-10-08,1572900.0
2019-02-13,1263100.0
2018-12-11,1481000.0
2019-09-25,2264400.0
2020-01-21,1295600.0
2020-04-09,1722600.0
2019-11-06,1754900.0
2020-01-24,2392700.0
2020-01-27,2964400.0
2020-04-15,3857600.0
2018-12-26,1955900.0
2019-08-07,1275100.0
2019-06-04,1013800.0
2018-09-21,1836200.0
2018-07-19,1775500.0
2018-08-20,1732500.0
2018-10-23,1560500.0
2019-05-03,1698200.0
2019-04-01,1632500.0
2019-02-28,1936400.0
2019-11-12,1665600.0
2020-01-30,1889000.0
2019-11-15,1676200.0
2020-04-21,2551800.0
2019-04-16,2510300.0
2019-03-15,2629700.0
2019-02-11,1639700.0
2019-01-10,2112100.0
2019-08-22,1730700.0
2018-11-07,2491900.0
2018-08-03,1985800.0
2018-09-04,3335100.0
2019-06-19,1468400.0
2019-09-23,3367100.0
2019-11-18,1968000.0
2020-02-05,1291300.0
2020-04-24,2510800.0
2019-03-29,2009500.0
2019-11-21,2669300.0
2020-04-27,1886700.0
2020-02-11,1898200.0
2020-04-30,2360400.0
2019-05-01,1866300.0
2019-02-26,2591600.0
2019-01-25,1547300.0
2018-12-24,1978300.0
2019-09-06,1421300.0
2018-07-17,1452700.0
2018-09-19,2115000.0
2019-08-05,1725900.0
2019-10-08,1866200.0
2019-12-11,3085700.0
2019-11-27,1404100.0
2020-02-14,1412500.0
2020-05-06,1460200.0
2019-01-08,1442300.0
2018-12-07,2737100.0
2019-08-20,1528100.0
2018-11-05,1757300.0
2019-07-19,1033700.0
2018-10-04,1456800.0
2019-06-17,2010200.0
2019-05-16,1558800.0
2018-08-01,1404700.0
2019-03-13,1500800.0
2019-12-03,1565400.0
2020-02-20,1415200.0
2019-12-06,1508700.0
2020-05-12,1443200.0
2019-12-09,1512400.0
2020-02-26,3144500.0
2020-05-15,2792800.0
2019-03-28,7886900.0
2018-09-17,4132000.0
2018-08-16,4082300.0
2018-10-19,3137300.0
2019-04-29,2314400.0
2019-01-23,1863600.0
2019-09-04,3208200.0
2018-11-20,3149300.0
2019-07-02,2946700.0
2019-05-31,3966700.0
2019-12-12,3297400.0
2020-05-18,3519600.0
2019-09-27,2259500.0
2020-03-03,1617700.0
2020-05-21,2143200.0
2019-05-14,2474300.0
2018-08-31,2953300.0
2018-07-30,2818200.0
2018-10-02,2268700.0
2019-04-12,1895700.0
2019-03-11,2101000.0
2019-02-07,2475100.0
2019-07-17,2197800.0
2019-09-19,3474300.0
2019-10-21,2471500.0
2019-12-18,2961200.0
2020-03-06,2023200.0
2019-10-03,1797500.0
2020-03-09,1490800.0
2020-05-27,2579900.0
2019-12-24,2230800.0
2020-03-12,2210600.0
2018-12-20,1737200.0
2019-08-01,3143900.0
2018-08-14,3048300.0
2018-07-13,2356900.0
2018-10-17,1862400.0
2019-05-29,2510800.0
2019-03-26,1948600.0
2019-02-22,1313300.0
2019-10-04,1799800.0
2019-11-05,2276600.0
2019-12-27,3212000.0
2020-06-02,1220000.0
2019-12-30,2012400.0
2020-03-18,1133800.0
2020-06-05,858700.0
2019-07-15,1332100.0
2018-12-03,1236700.0
2019-06-13,1644500.0
2019-01-04,1861200.0
2018-08-29,2215300.0
2019-02-05,1205400.0
2018-11-01,1058700.0
2019-08-16,2271300.0
2019-04-10,1265600.0
2019-09-17,1306100.0
2019-10-15,1676100.0
2020-01-02,1044200.0
2020-06-08,1525100.0
2019-10-18,1970100.0
2020-03-24,2441100.0
2020-06-11,3451800.0
2020-01-08,2781300.0
2019-04-25,5290300.0
2019-07-30,1964500.0
2019-02-20,1532500.0
2018-07-11,1572200.0
2018-09-13,1961900.0
2018-10-15,2419800.0
2019-06-28,2003500.0
2018-12-18,1898200.0
2018-11-16,1669300.0
2019-10-02,1949000.0
2020-03-27,9683300.0
2020-01-10,3335600.0
2019-10-24,2931500.0
2020-03-30,3922400.0
2020-06-17,1471600.0
2020-01-14,1883100.0
2020-04-02,1784600.0
2019-01-02,1804300.0
2019-08-14,1282500.0
2018-10-30,1509100.0
