Dates,XYL
2018-06-20,69.3499984741211
2018-06-21,66.51000213623047
2018-06-25,66.44999694824219
2018-06-22,66.2699966430664
2018-06-26,66.58000183105469
2018-06-27,66.4000015258789
2018-06-28,66.33000183105469
2018-06-29,67.37999725341797
2018-07-02,67.58000183105469
2018-07-03,67.05999755859375
2018-07-05,67.12000274658203
2018-07-16,66.80999755859375
2018-09-18,68.04000091552734
2019-01-24,68.19000244140625
2019-09-05,66.69999694824219
2018-11-21,68.06999969482422
2020-01-13,68.5199966430664
2020-04-01,67.4000015258789
2020-06-19,67.80000305175781
2019-10-29,68.19000244140625
2020-01-16,68.58000183105469
2020-06-22,69.56999969482422
2018-10-03,67.79000091552734
2018-07-31,68.30000305175781
2019-03-12,69.08000183105469
2019-02-08,70.31999969482422
2019-01-07,70.19000244140625
2018-12-06,70.02999877929688
2019-08-19,76.55999755859375
2019-07-18,74.91999816894531
2019-05-15,75.02999877929688
2019-09-20,76.0
2019-11-01,76.06999969482422
2020-04-07,76.72000122070312
2020-06-25,76.86000061035156
2020-06-16,76.69000244140625
2019-11-04,75.80000305175781
2020-01-22,74.91999816894531
2019-11-07,74.75
2020-04-13,74.30999755859375
2019-07-01,74.76000213623047
2019-05-30,75.43000030517578
2018-08-15,75.80999755859375
2018-10-18,76.16000366210938
2019-03-27,75.31999969482422
2019-01-22,74.9000015258789
2018-12-21,75.5199966430664
2019-09-03,76.63999938964844
2018-11-19,76.41999816894531
2019-08-02,76.86000061035156
2020-01-28,75.91000366210938
2020-04-16,75.91000366210938
2019-11-13,75.66000366210938
2020-01-31,77.70999908447266
2018-12-04,78.41000366210938
2018-11-02,78.66999816894531
2019-07-16,79.9000015258789
2018-08-30,79.80000305175781
2018-10-01,80.0199966430664
2019-06-14,80.77999877929688
2019-05-13,80.93000030517578
2019-04-11,81.54000091552734
2019-02-06,81.87000274658203
2019-09-18,81.33999633789062
2020-02-03,81.38999938964844
2020-04-22,81.22000122070312
2019-11-19,80.05999755859375
2020-02-06,80.13999938964844
2019-11-22,80.13999938964844
2019-03-25,80.29000091552734
2019-02-21,79.87000274658203
2018-12-19,80.63999938964844
2018-07-12,80.41000366210938
2018-09-14,80.61000061035156
2018-08-13,80.29000091552734
2018-10-16,79.30999755859375
2019-07-31,77.73999786376953
2019-05-28,74.41999816894531
2019-04-26,72.13999938964844
2020-04-28,69.04000091552734
2019-11-25,69.7699966430664
2020-02-12,69.72000122070312
2020-05-01,71.75
2020-05-04,71.33999633789062
2019-06-12,69.88999938964844
2019-04-09,69.2699966430664
2019-03-08,69.3499984741211
2019-02-04,68.36000061035156
2018-07-27,65.93000030517578
2018-08-28,66.8499984741211
2019-01-03,66.5199966430664
2019-08-15,65.69999694824219
2018-10-31,65.12999725341797
2019-09-16,65.58000183105469
2020-02-18,68.75
2020-05-07,68.0199966430664
2018-08-17,68.51000213623047
2019-12-04,69.8499984741211
2020-02-21,71.5
2018-12-17,71.55999755859375
2019-08-30,70.87999725341797
2018-11-15,68.98999786376953
2019-07-29,68.77999877929688
2019-06-27,68.13999938964844
2019-04-24,70.44999694824219
2018-07-10,70.87000274658203
2018-09-12,69.44999694824219
2019-02-19,67.22000122070312
2019-01-18,68.2699966430664
2020-02-24,68.0199966430664
2020-05-13,69.56999969482422
2019-12-10,69.51000213623047
2020-02-27,71.12999725341797
2019-12-13,71.30000305175781
2020-05-19,72.9800033569336
2019-03-06,72.30000305175781
2018-11-30,68.04000091552734
2019-08-13,66.83000183105469
2019-07-12,65.69000244140625
2019-06-10,65.9000015258789
2019-05-09,65.41999816894531
2018-07-25,65.62999725341797
2018-09-27,65.58999633789062
2018-10-29,65.44000244140625
2019-10-16,64.30000305175781
2019-12-16,64.38999938964844
2020-03-04,65.12999725341797
2020-05-22,63.86000061035156
2019-10-01,63.439998626708984
2019-12-19,61.380001068115234
2018-09-10,64.2699966430664
2019-05-24,65.3499984741211
2018-08-09,65.30000305175781
2019-04-22,66.72000122070312
2019-03-21,66.51000213623047
2019-01-16,64.2300033569336
2019-08-28,66.94000244140625
2018-11-13,65.94999694824219
2018-10-12,66.56999969482422
2019-06-25,67.6500015258789
2020-03-10,68.91000366210938
2020-05-28,69.31999969482422
2019-10-07,69.16000366210938
2020-03-13,68.8499984741211
2019-10-10,68.97000122070312
2020-03-16,70.1500015258789
2020-06-03,71.20999908447266
2018-11-28,69.2699966430664
2018-09-25,68.38999938964844
2018-07-23,68.62999725341797
2018-08-24,69.86000061035156
2019-07-10,69.3499984741211
2019-05-07,70.48999786376953
2019-04-05,71.98999786376953
2019-03-04,71.26000213623047
2019-01-31,70.1500015258789
2019-09-12,70.31999969482422
2019-12-31,70.73999786376953
2020-03-19,71.55999755859375
2020-01-03,70.37000274658203
2020-06-09,70.58999633789062
2019-02-15,71.41000366210938
2019-01-14,72.9000015258789
2018-07-06,72.68000030517578
2018-08-07,72.4800033569336
2018-10-10,73.93000030517578
2018-12-13,73.26000213623047
2019-08-26,74.06999969482422
2019-07-25,74.31999969482422
2019-05-22,74.80000305175781
2019-03-19,75.26000213623047
2020-01-06,75.37000274658203
2020-03-25,76.30000305175781
2020-06-12,75.55000305175781
2019-10-22,76.37000274658203
2020-01-09,76.25
2020-06-15,76.19000244140625
2019-10-25,75.8499984741211
2020-03-31,75.31999969482422
2020-06-18,75.08000183105469
2019-04-03,76.88999938964844
2018-08-22,76.69000244140625
2018-10-25,77.30999755859375
2019-01-29,76.5
2018-12-28,76.73999786376953
2018-11-26,78.33000183105469
2019-08-09,78.43000030517578
2019-07-08,78.18000030517578
2019-06-06,79.25
2019-09-10,77.05999755859375
2020-01-15,76.86000061035156
2020-04-03,78.0999984741211
2019-10-31,77.9800033569336
2020-04-06,79.06999969482422
2020-06-24,79.04000091552734
2018-11-09,80.55999755859375
2019-07-23,80.04000091552734
2019-06-21,79.69000244140625
2019-05-20,80.0
2019-04-18,80.33999633789062
2018-09-06,81.33000183105469
2018-10-08,79.56999969482422
2019-02-13,79.37000274658203
2018-12-11,80.9000015258789
2019-09-25,82.37000274658203
2020-01-21,81.87000274658203
2020-04-09,82.44000244140625
2019-11-06,82.7699966430664
2020-01-24,82.93000030517578
2020-01-27,83.48999786376953
