Dates,XYL
2018-06-20,997900.0
2018-06-21,1531100.0
2018-06-25,2181400.0
2018-06-22,1059900.0
2018-06-26,1199800.0
2018-06-27,1228200.0
2018-06-28,1163800.0
2018-06-29,1455200.0
2018-07-02,1005100.0
2018-07-03,755800.0
2018-07-05,1860300.0
2018-07-16,1219800.0
2018-09-18,1038700.0
2019-01-24,1616000.0
2019-09-05,1465800.0
2018-11-21,1287100.0
2020-01-13,809800.0
2020-04-01,819400.0
2020-06-19,642700.0
2019-10-29,711700.0
2020-01-16,896600.0
2020-06-22,1634600.0
2018-10-03,1332100.0
2018-07-31,1007900.0
2019-03-12,1126300.0
2019-02-08,723900.0
2019-01-07,847100.0
2018-12-06,1460000.0
2019-08-19,3565600.0
2019-07-18,1993500.0
2019-05-15,1891200.0
2019-09-20,1123900.0
2019-11-01,950400.0
2020-04-07,1064100.0
2020-06-25,691200.0
2020-06-16,725100.0
2019-11-04,881800.0
2020-01-22,838700.0
2019-11-07,938000.0
2020-04-13,860500.0
2019-07-01,813400.0
2019-05-30,2399800.0
2018-08-15,933800.0
2018-10-18,823400.0
2019-03-27,865100.0
2019-01-22,721900.0
2018-12-21,624400.0
2019-09-03,777900.0
2018-11-19,839600.0
2019-08-02,718500.0
2020-01-28,603400.0
2020-04-16,636800.0
2019-11-13,499700.0
2020-01-31,1268500.0
2018-12-04,997600.0
2018-11-02,1396800.0
2019-07-16,1286900.0
2018-08-30,843700.0
2018-10-01,911000.0
2019-06-14,862100.0
2019-05-13,750700.0
2019-04-11,820500.0
2019-02-06,832900.0
2019-09-18,759900.0
2020-02-03,749000.0
2020-04-22,1156800.0
2019-11-19,874000.0
2020-02-06,735400.0
2019-11-22,559700.0
2019-03-25,691000.0
2019-02-21,731000.0
2018-12-19,534200.0
2018-07-12,666800.0
2018-09-14,1216800.0
2018-08-13,817700.0
2018-10-16,834600.0
2019-07-31,965500.0
2019-05-28,1859400.0
2019-04-26,1400200.0
2020-04-28,1715900.0
2019-11-25,1898200.0
2020-02-12,1042600.0
2020-05-01,1100200.0
2020-05-04,882900.0
2019-06-12,1112700.0
2019-04-09,878500.0
2019-03-08,811400.0
2019-02-04,1617900.0
2018-07-27,1612400.0
2018-08-28,1303000.0
2019-01-03,1196000.0
2019-08-15,1592100.0
2018-10-31,1948900.0
2019-09-16,1957700.0
2020-02-18,1501000.0
2020-05-07,1232600.0
2018-08-17,1260700.0
2019-12-04,1326900.0
2020-02-21,1198400.0
2018-12-17,920500.0
2019-08-30,1040000.0
2018-11-15,1244600.0
2019-07-29,794200.0
2019-06-27,1115000.0
2019-04-24,814300.0
2018-07-10,1000500.0
2018-09-12,673600.0
2019-02-19,1625100.0
2019-01-18,1398900.0
2020-02-24,375900.0
2020-05-13,1087700.0
2019-12-10,1038100.0
2020-02-27,744200.0
2019-12-13,790100.0
2020-05-19,1547800.0
2019-03-06,1421600.0
2018-11-30,1286100.0
2019-08-13,1954700.0
2019-07-12,1102400.0
2019-06-10,713300.0
2019-05-09,726000.0
2018-07-25,700600.0
2018-09-27,792600.0
2018-10-29,983900.0
2019-10-16,1356200.0
2019-12-16,1164900.0
2020-03-04,1390200.0
2020-05-22,1835100.0
2019-10-01,2237100.0
2019-12-19,542800.0
2018-09-10,806200.0
2019-05-24,790800.0
2018-08-09,782800.0
2019-04-22,663800.0
2019-03-21,990900.0
2019-01-16,1243100.0
2019-08-28,970900.0
2018-11-13,1341600.0
2018-10-12,912800.0
2019-06-25,1164400.0
2020-03-10,826900.0
2020-05-28,736400.0
2019-10-07,705800.0
2020-03-13,607300.0
2019-10-10,607400.0
2020-03-16,594100.0
2020-06-03,1062700.0
2018-11-28,1441700.0
2018-09-25,1095100.0
2018-07-23,1195400.0
2018-08-24,948900.0
2019-07-10,684000.0
2019-05-07,992400.0
2019-04-05,1368800.0
2019-03-04,1682100.0
2019-01-31,1294800.0
2019-09-12,998100.0
2019-12-31,1044400.0
2020-03-19,992500.0
2020-01-03,794800.0
2020-06-09,979500.0
2019-02-15,719400.0
2019-01-14,1123400.0
2018-07-06,1024000.0
2018-08-07,1149600.0
2018-10-10,934900.0
2018-12-13,868900.0
2019-08-26,619900.0
2019-07-25,1000100.0
2019-05-22,625400.0
2019-03-19,704300.0
2020-01-06,591700.0
2020-03-25,817000.0
2020-06-12,1031100.0
2019-10-22,870600.0
2020-01-09,710600.0
2020-06-15,742600.0
2019-10-25,730100.0
2020-03-31,922400.0
2020-06-18,792100.0
2019-04-03,832700.0
2018-08-22,736000.0
2018-10-25,629100.0
2019-01-29,563500.0
2018-12-28,1176400.0
2018-11-26,671000.0
2019-08-09,941500.0
2019-07-08,563700.0
2019-06-06,393400.0
2019-09-10,711700.0
2020-01-15,612000.0
2020-04-03,483800.0
2019-10-31,458300.0
2020-04-06,646100.0
2020-06-24,1357000.0
2018-11-09,1004000.0
2019-07-23,569300.0
2019-06-21,689200.0
2019-05-20,637700.0
2019-04-18,1123800.0
2018-09-06,1148100.0
2018-10-08,730200.0
2019-02-13,833500.0
2018-12-11,749100.0
2019-09-25,901100.0
2020-01-21,875100.0
2020-04-09,650300.0
2019-11-06,840900.0
2020-01-24,660200.0
2020-01-27,366900.0
2020-04-15,948000.0
2018-12-26,680700.0
2019-08-07,650300.0
2019-06-04,663100.0
2018-09-21,495600.0
2018-07-19,1179900.0
2018-08-20,909500.0
2018-10-23,2401100.0
2019-05-03,1156300.0
2019-04-01,1237700.0
2019-02-28,1286500.0
2019-11-12,560500.0
2020-01-30,846300.0
2019-11-15,1161900.0
2020-04-21,1040500.0
2019-04-16,1427300.0
2019-03-15,598500.0
2019-02-11,1024100.0
2019-01-10,877700.0
2019-08-22,674400.0
2018-11-07,424000.0
2018-08-03,447500.0
2018-09-04,902000.0
2019-06-19,818500.0
2019-09-23,994100.0
2019-11-18,1023800.0
2020-02-05,359400.0
2020-04-24,800400.0
2019-03-29,1393000.0
2019-11-21,899000.0
2020-04-27,1014700.0
2020-02-11,740800.0
2020-04-30,606400.0
2019-05-01,358600.0
2019-02-26,708000.0
2019-01-25,372500.0
2018-12-24,422000.0
2019-09-06,503900.0
2018-07-17,534100.0
2018-09-19,1012000.0
2019-08-05,871900.0
2019-10-08,1048500.0
2019-12-11,1431400.0
2019-11-27,708500.0
2020-02-14,844000.0
2020-05-06,536500.0
2019-01-08,396100.0
2018-12-07,2211800.0
2019-08-20,769400.0
2018-11-05,1011900.0
2019-07-19,420700.0
2018-10-04,654900.0
2019-06-17,1347600.0
2019-05-16,1005700.0
2018-08-01,642600.0
2019-03-13,602800.0
2019-12-03,800500.0
2020-02-20,485800.0
2019-12-06,646500.0
2020-05-12,531600.0
2019-12-09,692200.0
2020-02-26,730200.0
2020-05-15,731000.0
2019-03-28,666800.0
2018-09-17,647200.0
2018-08-16,720300.0
2018-10-19,569700.0
2019-04-29,590900.0
2019-01-23,579700.0
2019-09-04,838900.0
2018-11-20,2006600.0
2019-07-02,966100.0
2019-05-31,872600.0
2019-12-12,991700.0
2020-05-18,819300.0
2019-09-27,880700.0
2020-03-03,782100.0
2020-05-21,720800.0
2019-05-14,458600.0
2018-08-31,686200.0
2018-07-30,674800.0
2018-10-02,494400.0
2019-04-12,467000.0
2019-03-11,513100.0
2019-02-07,434100.0
2019-07-17,536200.0
2019-09-19,1039900.0
2019-10-21,504500.0
2019-12-18,583200.0
2020-03-06,352800.0
2019-10-03,850400.0
2020-03-09,637500.0
2020-05-27,700100.0
2019-12-24,741000.0
2020-03-12,525300.0
2018-12-20,701000.0
2019-08-01,677300.0
2018-08-14,714800.0
2018-07-13,958400.0
2018-10-17,766600.0
2019-05-29,759900.0
2019-03-26,583800.0
2019-02-22,643300.0
2019-10-04,763900.0
2019-11-05,519400.0
2019-12-27,1440500.0
2020-06-02,458100.0
2019-12-30,901000.0
2020-03-18,605000.0
2020-06-05,863100.0
2019-07-15,881900.0
2018-12-03,748000.0
2019-06-13,850600.0
2019-01-04,958700.0
2018-08-29,937900.0
2019-02-05,466700.0
2018-11-01,655800.0
2019-08-16,727700.0
2019-04-10,512200.0
2019-09-17,762200.0
2019-10-15,667400.0
2020-01-02,560600.0
2020-06-08,555700.0
2019-10-18,857200.0
2020-03-24,624300.0
2020-06-11,976700.0
2020-01-08,810800.0
2019-04-25,734700.0
2019-07-30,841100.0
2019-02-20,736300.0
2018-07-11,713800.0
2018-09-13,753300.0
2018-10-15,735700.0
2019-06-28,966700.0
2018-12-18,2106700.0
2018-11-16,2921300.0
2019-10-02,1132800.0
2020-03-27,1297800.0
2020-01-10,962900.0
2019-10-24,794500.0
2020-03-30,960000.0
2020-06-17,913600.0
2020-01-14,904900.0
2020-04-02,905100.0
2019-01-02,874800.0
2019-08-14,809700.0
2018-10-30,702800.0
2019-06-11,880700.0
2019-05-10,999700.0
2019-04-08,718300.0
2018-08-27,1082300.0
2018-07-26,1313500.0
2018-09-28,2154500.0
2019-03-07,794700.0
2019-10-30,624200.0
2020-01-17,920100.0
2020-06-23,800000.0
2020-04-08,1023400.0
2020-06-26,1273200.0
2019-03-22,981300.0
2019-01-17,1082000.0
2019-08-29,911400.0
2018-11-14,665600.0
2019-06-26,760900.0
2018-09-11,738300.0
2018-07-09,664900.0
2018-08-10,942200.0
2019-04-23,921500.0
2019-09-30,830100.0
2020-01-23,1969200.0
2019-11-08,663600.0
2020-04-14,184600.0
2019-11-11,427500.0
2020-01-29,346700.0
2020-04-17,523800.0
2018-07-24,492000.0
2018-09-26,869500.0
2019-05-08,795100.0
2019-03-05,817300.0
2019-02-01,662200.0
2018-12-31,1083200.0
2018-11-29,797500.0
2019-08-12,1361200.0
2019-07-11,1264800.0
2019-09-13,1372400.0
2019-11-14,1109300.0
2020-04-20,1117900.0
2020-02-04,1203300.0
2020-04-23,1156500.0
2018-12-14,844700.0
2019-08-27,1422000.0
2018-08-08,1086300.0
2018-10-11,879800.0
2018-11-12,767400.0
2019-07-26,1310400.0
2019-06-24,908800.0
2019-05-23,1553200.0
2019-03-20,1259300.0
2019-01-15,1380900.0
2019-11-20,1803700.0
2020-02-07,5052400.0
2020-02-10,2496800.0
2020-04-29,1249300.0
2019-11-26,1508400.0
2020-02-13,1462800.0
2019-01-30,2098600.0
2018-08-23,1605600.0
2018-09-24,1310300.0
2018-11-27,1068700.0
2018-10-26,1298400.0
2019-07-09,1010600.0
2019-06-07,1249400.0
2019-05-06,1421900.0
2019-04-04,1344600.0
2019-09-11,1711600.0
2019-11-29,2786700.0
2020-05-05,2012100.0
2019-12-02,1490400.0
2020-02-19,1921100.0
2020-05-08,1495700.0
2019-05-21,1610100.0
2019-03-18,1944900.0
2018-09-07,2743100.0
2018-08-06,1742200.0
2018-10-09,1955000.0
2019-02-14,1517600.0
2018-12-12,1706400.0
2019-07-24,1879800.0
2019-09-26,2197100.0
2019-10-28,1524500.0
2019-12-05,1884200.0
2020-05-11,1578400.0
2019-07-03,1954900.0
2020-02-25,1722300.0
2020-05-14,1412500.0
2020-02-28,1059500.0
2019-08-08,1323400.0
2019-06-05,1841100.0
2018-07-20,1881700.0
2018-08-21,2030600.0
2018-10-24,1842700.0
2019-04-02,1802800.0
2019-03-01,1361600.0
2019-01-28,1295600.0
2018-12-27,1350000.0
2019-09-09,779000.0
2020-03-02,1140200.0
2020-05-20,1175400.0
2019-12-17,1442500.0
2020-03-05,1856900.0
2019-02-12,1122900.0
2019-01-11,939800.0
2018-12-10,1067100.0
2019-08-23,1288900.0
2018-11-08,1346400.0
2019-07-22,1143200.0
2019-06-20,1102800.0
2018-09-05,1613800.0
2019-04-17,1213500.0
2019-09-24,926200.0
2019-12-20,1106700.0
2020-05-26,2797600.0
2019-04-30,1760200.0
2019-12-23,1570500.0
2020-03-11,1320000.0
2020-05-29,1357300.0
2019-12-26,1199700.0
2020-06-01,1387400.0
2019-05-02,1627700.0
2019-02-27,985200.0
2018-11-23,1052500.0
2019-08-06,1113400.0
2018-07-18,806400.0
2018-09-20,870300.0
2018-10-22,735600.0
2019-07-05,1510400.0
2019-06-03,2397400.0
2019-10-09,1306200.0
2019-10-11,1624600.0
2020-03-17,824200.0
2020-06-04,1187700.0
2019-10-14,989400.0
2020-03-20,1051000.0
2018-11-06,1188600.0
2019-06-18,874400.0
2019-05-17,1174600.0
2019-04-15,1184200.0
2019-03-14,2020800.0
2019-01-09,1607500.0
2018-08-02,1443300.0
2018-10-05,1422300.0
2019-08-21,952300.0
2019-10-17,970300.0
2020-03-23,2111300.0
2020-06-10,1214000.0
2019-02-25,1318200.0
2020-01-07,1979600.0
2020-03-26,1797700.0
2019-10-23,4669600.0
