Dates,PAYX
2018-09-25,1756800.0
2018-07-23,1939200.0
2018-08-24,1884000.0
2019-07-10,1734500.0
2019-05-07,1362500.0
2019-04-05,2508800.0
2019-03-04,2959500.0
2019-01-31,1960700.0
2019-09-12,3455900.0
2019-12-31,2909400.0
2020-03-19,2249900.0
2020-01-03,2392700.0
2020-06-09,1490700.0
2019-02-15,2058300.0
2019-01-14,2496000.0
2018-07-06,2511000.0
2018-08-07,1507500.0
2018-10-10,2838100.0
2018-12-13,1651500.0
2019-08-26,1974700.0
2019-07-25,1605700.0
2019-05-22,1731100.0
2019-03-19,1748000.0
2020-01-06,1218900.0
2020-03-25,1276600.0
2020-06-12,1924200.0
2019-10-22,1952400.0
2020-01-09,2658300.0
2020-06-15,1659400.0
2019-10-25,1710900.0
2020-03-31,2599200.0
2020-06-18,1580100.0
2019-04-03,1727400.0
2018-08-22,1922600.0
2018-10-25,1844600.0
2019-01-29,1567100.0
2018-12-28,2567600.0
2018-11-26,1242700.0
2019-08-09,1541700.0
2019-07-08,1795800.0
2019-06-06,1655900.0
2019-09-10,2462900.0
2020-01-15,1613900.0
2020-04-03,2509900.0
2019-10-31,4368400.0
2020-04-06,2184300.0
2020-06-24,2738900.0
2018-11-09,1723500.0
2019-07-23,2425200.0
2019-06-21,2948300.0
2019-05-20,1872300.0
2019-04-18,2021700.0
2018-09-06,1468700.0
2018-10-08,1348800.0
2019-02-13,976100.0
2018-12-11,1422800.0
2019-09-25,1009800.0
2020-01-21,896100.0
2020-04-09,1262500.0
2019-11-06,1189600.0
2020-01-24,1224800.0
2020-01-27,1080600.0
2020-04-15,1913000.0
2018-12-26,1415500.0
2019-08-07,1569100.0
2019-06-04,1017300.0
2018-09-21,1497500.0
2018-07-19,2182200.0
2018-08-20,2232200.0
2018-10-23,2358800.0
2019-05-03,1610900.0
2019-04-01,1300700.0
2019-02-28,2364800.0
2019-11-12,1268000.0
2020-01-30,2119400.0
2019-11-15,1591500.0
2020-04-21,2468700.0
2019-04-16,2116000.0
2019-03-15,1447200.0
2019-02-11,1672800.0
2019-01-10,1673000.0
2019-08-22,1130500.0
2018-11-07,1265300.0
2018-08-03,1168700.0
2018-09-04,1948400.0
2019-06-19,1377800.0
2019-09-23,2608700.0
2019-11-18,1774400.0
2020-02-05,1749400.0
2020-04-24,1596600.0
2019-03-29,2154500.0
2019-11-21,2546400.0
2020-04-27,2554500.0
2020-02-11,1393600.0
2020-04-30,1516700.0
2019-05-01,1121700.0
2019-02-26,1460600.0
2019-01-25,1172900.0
2018-12-24,1448300.0
2019-09-06,1251400.0
2018-07-17,1326900.0
2018-09-19,1936200.0
2019-08-05,1633100.0
2019-10-08,1938200.0
2019-12-11,2904400.0
2019-11-27,1392200.0
2020-02-14,2581400.0
2020-05-06,5978700.0
2019-01-08,3631100.0
2018-12-07,4047500.0
2019-08-20,3782400.0
2018-11-05,4224500.0
2019-07-19,1442500.0
2018-10-04,2182000.0
2019-06-17,1783000.0
2019-05-16,1948100.0
2018-08-01,2213500.0
2019-03-13,1759200.0
2019-12-03,1747200.0
2020-02-20,1525700.0
2019-12-06,1118800.0
2020-05-12,1142800.0
2019-12-09,1373900.0
2020-02-26,1508300.0
2020-05-15,1733400.0
2019-03-28,2005100.0
2018-09-17,1621400.0
2018-08-16,1726900.0
2018-10-19,1113300.0
2019-04-29,1309500.0
2019-01-23,2181500.0
2019-09-04,2844200.0
2018-11-20,2216800.0
2019-07-02,1869900.0
2019-05-31,2561500.0
2019-12-12,2222400.0
2020-05-18,2307300.0
2019-09-27,1460900.0
2020-03-03,1353100.0
2020-05-21,1109200.0
2019-05-14,1325300.0
2018-08-31,1685700.0
2018-07-30,2072200.0
2018-10-02,1715800.0
2019-04-12,1036700.0
2019-03-11,790800.0
2019-02-07,998000.0
2019-07-17,1254500.0
2019-09-19,1708700.0
2019-10-21,1314500.0
2019-12-18,947900.0
2020-03-06,974000.0
2019-10-03,794800.0
2020-03-09,1271800.0
2020-05-27,1452200.0
2019-12-24,1368500.0
2020-03-12,1793700.0
2018-12-20,1261900.0
2019-08-01,1820500.0
2018-08-14,3050200.0
2018-07-13,1876600.0
2018-10-17,1804600.0
2019-05-29,2430200.0
2019-03-26,1468900.0
2019-02-22,1312100.0
2019-10-04,1114100.0
2019-11-05,1123000.0
2019-12-27,2453100.0
2020-06-02,1199400.0
2019-12-30,1396500.0
2020-03-18,1398800.0
2020-06-05,933000.0
2019-07-15,1541100.0
2018-12-03,1495500.0
2019-06-13,1833300.0
2019-01-04,3862500.0
2018-08-29,2168600.0
2019-02-05,1767000.0
2018-11-01,1399100.0
2019-08-16,1346700.0
2019-04-10,1332000.0
2019-09-17,1069500.0
2019-10-15,1367300.0
2020-01-02,991800.0
2020-06-08,1004400.0
2019-10-18,1160800.0
2020-03-24,1092600.0
2020-06-11,1570300.0
2020-01-08,1066900.0
2019-04-25,1098500.0
2019-07-30,1495100.0
2019-02-20,1002100.0
2018-07-11,923400.0
2018-09-13,1033700.0
2018-10-15,1155300.0
2019-06-28,1138600.0
2018-12-18,1174400.0
2018-11-16,983500.0
2019-10-02,981100.0
2020-03-27,1735000.0
2020-01-10,1478200.0
2019-10-24,1381000.0
2020-03-30,1718500.0
2020-06-17,1014900.0
2020-01-14,1194800.0
2020-04-02,1815100.0
2019-01-02,1077400.0
2019-08-14,1319100.0
2018-10-30,1172100.0
2019-06-11,1062600.0
2019-05-10,1151800.0
2019-04-08,1130100.0
2018-08-27,1024800.0
2018-07-26,1028800.0
2018-09-28,3269700.0
2019-03-07,1249900.0
2019-10-30,578600.0
2020-01-17,1282100.0
2020-06-23,1273200.0
2020-04-08,1122400.0
2020-06-26,1173400.0
2019-03-22,942500.0
2019-01-17,1011800.0
2019-08-29,916700.0
2018-11-14,1315000.0
2019-06-26,1844400.0
2018-09-11,1255600.0
2018-07-09,1991000.0
2018-08-10,2185500.0
2019-04-23,3043500.0
2019-09-30,2192900.0
2020-01-23,3738800.0
2019-11-08,1998700.0
2020-04-14,422500.0
2019-11-11,821000.0
2020-01-29,958300.0
2020-04-17,970900.0
2018-07-24,1034200.0
2018-09-26,1307000.0
2019-05-08,964700.0
2019-03-05,1196700.0
2019-02-01,1361200.0
2018-12-31,1500500.0
2018-11-29,1245600.0
2019-08-12,1048500.0
2019-07-11,1183200.0
2019-09-13,1518400.0
2019-11-14,2091000.0
2020-04-20,1478200.0
2020-02-04,1585600.0
2020-04-23,1796400.0
2018-12-14,1381400.0
2019-08-27,1259300.0
2018-08-08,1005100.0
2018-10-11,1512400.0
2018-11-12,1057300.0
2019-07-26,1416300.0
2019-06-24,1368600.0
2019-05-23,1718400.0
2019-03-20,1406000.0
2019-01-15,1239000.0
2019-11-20,1570600.0
2020-02-07,855000.0
2020-02-10,886700.0
2020-04-29,855000.0
2019-11-26,847300.0
2020-02-13,1019800.0
2019-01-30,782700.0
2018-08-23,949100.0
2018-09-24,1117700.0
2018-11-27,1417300.0
2018-10-26,2253500.0
2019-07-09,1838100.0
2019-06-07,1768200.0
2019-05-06,2164100.0
2019-04-04,2276300.0
2019-09-11,2689700.0
2019-11-29,4052700.0
2020-05-05,3500900.0
2019-12-02,2944600.0
2020-02-19,1913100.0
2020-05-08,2360800.0
2019-05-21,2592000.0
2019-03-18,3281900.0
2018-09-07,2699300.0
2018-08-06,4562600.0
2018-10-09,5742900.0
2019-02-14,4951100.0
2018-12-12,5565300.0
2019-07-24,7262400.0
2019-09-26,5556900.0
2019-10-28,5592500.0
2019-12-05,5751200.0
2020-05-11,5166400.0
2019-07-03,4925300.0
2020-02-25,5912500.0
2020-05-14,3445300.0
2020-02-28,4114300.0
2019-08-08,3754700.0
2019-06-05,5368500.0
2018-07-20,5451500.0
2018-08-21,3716200.0
2018-10-24,6192900.0
2019-04-02,3475500.0
2019-03-01,4136400.0
2019-01-28,3171800.0
2018-12-27,2877400.0
2019-09-09,1985100.0
2020-03-02,3233300.0
2020-05-20,2366100.0
2019-12-17,2105200.0
2020-03-05,2764600.0
2019-02-12,2372400.0
2019-01-11,2776900.0
2018-12-10,2394200.0
2019-08-23,2477000.0
2018-11-08,3032700.0
2019-07-22,1849700.0
2019-06-20,2096200.0
2018-09-05,2300200.0
2019-04-17,2463900.0
2019-09-24,2162800.0
2019-12-20,1704600.0
2020-05-26,1466600.0
2019-04-30,1549500.0
2019-12-23,2120100.0
2020-03-11,2181300.0
2020-05-29,2235600.0
2019-12-26,2329000.0
2020-06-01,3205800.0
2019-05-02,3048700.0
2019-02-27,4548800.0
2018-11-23,3259100.0
2019-08-06,3509900.0
2018-07-18,2158400.0
2018-09-20,1977100.0
2018-10-22,1387400.0
2019-07-05,3085900.0
2019-06-03,2217800.0
2019-10-09,2996000.0
2019-10-11,3310100.0
2020-03-17,1628000.0
2020-06-04,1577100.0
2019-10-14,1523200.0
2020-03-20,1973600.0
2018-11-06,3389600.0
2019-06-18,1848600.0
2019-05-17,1604100.0
2019-04-15,1704100.0
2019-03-14,2140800.0
2019-01-09,1856500.0
2018-08-02,1834200.0
2018-10-05,1960800.0
2019-08-21,1250000.0
2019-10-17,2533400.0
2020-03-23,6158300.0
2020-06-10,1211700.0
2019-02-25,1613900.0
2020-01-07,1767000.0
2020-03-26,1732100.0
2019-10-23,3689200.0
