Dates,PAYX
2018-06-20,69.91999816894531
2018-06-21,69.70999908447266
2018-06-25,70.22000122070312
2018-06-22,69.68000030517578
2018-06-26,69.0
2018-06-27,66.88999938964844
2018-06-28,67.95999908447266
2018-06-29,68.3499984741211
2018-07-02,68.04000091552734
2018-07-03,67.77999877929688
2018-07-05,69.08000183105469
2018-07-16,69.79000091552734
2018-09-18,69.9800033569336
2019-01-24,69.69000244140625
2019-09-05,69.54000091552734
2018-11-21,70.37000274658203
2020-01-13,70.54000091552734
2020-04-01,69.9800033569336
2020-06-19,70.45999908447266
2019-10-29,69.9000015258789
2020-01-16,70.48999786376953
2020-06-22,70.55000305175781
2018-10-03,70.86000061035156
2018-07-31,71.22000122070312
2019-03-12,72.0
2019-02-08,71.69000244140625
2019-01-07,70.93000030517578
2018-12-06,69.18000030517578
2019-08-19,69.0199966430664
2019-07-18,68.66999816894531
2019-05-15,69.30999755859375
2019-09-20,69.73999786376953
2019-11-01,70.4000015258789
2020-04-07,71.19000244140625
2020-06-25,71.0999984741211
2020-06-16,71.25
2019-11-04,71.0199966430664
2020-01-22,71.16000366210938
2019-11-07,70.93000030517578
2020-04-13,71.13999938964844
2019-07-01,71.88999938964844
2019-05-30,72.31999969482422
2018-08-15,72.33999633789062
2018-10-18,72.51000213623047
2019-03-27,72.58999633789062
2019-01-22,72.73999786376953
2018-12-21,72.98999786376953
2019-09-03,72.62999725341797
2018-11-19,72.38999938964844
2019-08-02,72.9000015258789
2020-01-28,72.87000274658203
2020-04-16,73.25
2019-11-13,73.08000183105469
2020-01-31,73.81999969482422
2018-12-04,74.61000061035156
2018-11-02,74.04000091552734
2019-07-16,74.20999908447266
2018-08-30,74.55000305175781
2018-10-01,74.12000274658203
2019-06-14,74.63999938964844
2019-05-13,74.37999725341797
2019-04-11,74.2300033569336
2019-02-06,74.62999725341797
2019-09-18,73.98999786376953
2020-02-03,74.76000213623047
2020-04-22,75.25
2019-11-19,74.54000091552734
2020-02-06,73.72000122070312
2019-11-22,73.58999633789062
2019-03-25,73.44999694824219
2019-02-21,73.6500015258789
2018-12-19,73.72000122070312
2018-07-12,74.77999877929688
2018-09-14,73.19999694824219
2018-08-13,72.38999938964844
2018-10-16,72.94000244140625
2019-07-31,72.36000061035156
2019-05-28,72.5
2019-04-26,69.51000213623047
2020-04-28,67.52999877929688
2019-11-25,68.26000213623047
2020-02-12,68.0199966430664
2020-05-01,68.88999938964844
2020-05-04,68.88999938964844
2019-06-12,68.02999877929688
2019-04-09,67.94000244140625
2019-03-08,67.56999969482422
2019-02-04,66.1500015258789
2018-07-27,64.16000366210938
2018-08-28,64.91999816894531
2019-01-03,64.01000213623047
2019-08-15,63.91999816894531
2018-10-31,64.62999725341797
2019-09-16,65.48999786376953
2020-02-18,64.98999786376953
2020-05-07,65.48999786376953
2018-08-17,66.27999877929688
2019-12-04,67.18000030517578
2020-02-21,68.4800033569336
2018-12-17,69.0
2019-08-30,69.0199966430664
2018-11-15,67.95999908447266
2019-07-29,67.75
2019-06-27,66.72000122070312
2019-04-24,67.94000244140625
2018-07-10,68.8499984741211
2018-09-12,68.41000366210938
2019-02-19,67.30000305175781
2019-01-18,67.33000183105469
2020-02-24,67.26000213623047
2020-05-13,68.41000366210938
2019-12-10,69.16000366210938
2020-02-27,70.8499984741211
2019-12-13,69.91999816894531
2020-05-19,70.76000213623047
2019-03-06,71.01000213623047
2018-11-30,69.30000305175781
2019-08-13,69.16999816894531
2019-07-12,67.68000030517578
2019-06-10,68.12000274658203
2019-05-09,68.13999938964844
2018-07-25,68.12000274658203
2018-09-27,67.37999725341797
2018-10-29,65.9000015258789
2019-10-16,64.94999694824219
2019-12-16,64.31999969482422
2020-03-04,64.76000213623047
2020-05-22,64.95999908447266
2019-10-01,63.84000015258789
2019-12-19,61.63999938964844
2018-09-10,64.31999969482422
2019-05-24,65.19999694824219
2018-08-09,64.66999816894531
2019-04-22,65.1500015258789
2019-03-21,65.06999969482422
2019-01-16,63.970001220703125
2019-08-28,66.19999694824219
2018-11-13,65.8499984741211
2018-10-12,66.3499984741211
2019-06-25,66.30999755859375
2020-03-10,67.41000366210938
2020-05-28,67.29000091552734
2019-10-07,67.2300033569336
2020-03-13,68.13999938964844
2019-10-10,68.4800033569336
2020-03-16,68.75
2020-06-03,69.9000015258789
2018-11-28,69.4000015258789
