Dates,PAYX
2018-06-20,69.29000091552734
2018-06-21,69.48999786376953
2018-06-25,69.6500015258789
2018-06-22,68.68000030517578
2018-06-26,68.9000015258789
2018-06-27,66.6500015258789
2018-06-28,67.37000274658203
2018-06-29,67.30999755859375
2018-07-02,67.23999786376953
2018-07-03,67.62000274658203
2018-07-05,67.66999816894531
2018-07-16,68.9800033569336
2018-09-18,69.6500015258789
2019-01-24,69.44000244140625
2019-09-05,68.05999755859375
2018-11-21,69.86000061035156
2020-01-13,70.08000183105469
2020-04-01,69.83000183105469
2020-06-19,69.73999786376953
2019-10-29,69.5999984741211
2020-01-16,69.72000122070312
2020-06-22,70.12999725341797
2018-10-03,70.41999816894531
2018-07-31,70.72000122070312
2019-03-12,71.19999694824219
2019-02-08,71.43000030517578
2019-01-07,70.45999908447266
2018-12-06,68.9800033569336
2019-08-19,68.37000274658203
2019-07-18,68.0999984741211
2019-05-15,68.19999694824219
2019-09-20,69.12999725341797
2019-11-01,69.5999984741211
2020-04-07,70.3499984741211
2020-06-25,70.88999938964844
2020-06-16,71.12000274658203
2019-11-04,70.86000061035156
2020-01-22,70.91000366210938
2019-11-07,69.80999755859375
2020-04-13,70.30999755859375
2019-07-01,71.18000030517578
2019-05-30,71.55999755859375
2018-08-15,71.73999786376953
2018-10-18,72.36000061035156
2019-03-27,72.0199966430664
2019-01-22,72.43000030517578
2018-12-21,72.31999969482422
2019-09-03,72.51000213623047
2018-11-19,70.83000183105469
2019-08-02,72.16000366210938
2020-01-28,72.52999877929688
2020-04-16,71.86000061035156
2019-11-13,72.29000091552734
2020-01-31,72.79000091552734
2018-12-04,73.3499984741211
2018-11-02,73.91999816894531
2019-07-16,73.94000244140625
2018-08-30,74.0
2018-10-01,73.7300033569336
2019-06-14,74.37999725341797
2019-05-13,74.29000091552734
2019-04-11,74.0199966430664
2019-02-06,74.33999633789062
2019-09-18,73.62999725341797
2020-02-03,74.02999877929688
2020-04-22,74.69999694824219
2019-11-19,74.2300033569336
2020-02-06,72.79000091552734
2019-11-22,73.30999755859375
2019-03-25,73.37000274658203
2019-02-21,73.41000366210938
2018-12-19,73.44999694824219
2018-07-12,72.30000305175781
2018-09-14,72.91999816894531
2018-08-13,71.68000030517578
2018-10-16,72.0199966430664
2019-07-31,71.81999969482422
2019-05-28,72.20999908447266
2019-04-26,69.44999694824219
2020-04-28,67.12999725341797
2019-11-25,67.37000274658203
2020-02-12,67.75
2020-05-01,68.20999908447266
2020-05-04,68.18000030517578
2019-06-12,67.95999908447266
2019-04-09,67.87000274658203
2019-03-08,67.52999877929688
2019-02-04,65.38999938964844
2018-07-27,64.0199966430664
2018-08-28,63.939998626708984
2019-01-03,63.0099983215332
2019-08-15,62.88999938964844
2018-10-31,63.689998626708984
2019-09-16,64.75
2020-02-18,64.73999786376953
2020-05-07,64.58000183105469
2018-08-17,65.33000183105469
2019-12-04,66.29000091552734
2020-02-21,67.48999786376953
2018-12-17,68.38999938964844
2019-08-30,68.29000091552734
2018-11-15,67.86000061035156
2019-07-29,67.37000274658203
2019-06-27,66.5999984741211
2019-04-24,65.88999938964844
2018-07-10,67.33000183105469
2018-09-12,67.58000183105469
2019-02-19,66.94999694824219
2019-01-18,66.76000213623047
2020-02-24,66.51000213623047
2020-05-13,67.36000061035156
2019-12-10,67.8499984741211
2020-02-27,69.0999984741211
2019-12-13,69.83999633789062
2020-05-19,69.80000305175781
2019-03-06,69.83999633789062
2018-11-30,69.11000061035156
2019-08-13,67.23999786376953
2019-07-12,66.4000015258789
2019-06-10,66.79000091552734
2019-05-09,67.55000305175781
2018-07-25,68.08000183105469
2018-09-27,66.73999786376953
2018-10-29,65.69999694824219
2019-10-16,64.52999877929688
2019-12-16,63.95000076293945
2020-03-04,63.630001068115234
2020-05-22,63.529998779296875
2019-10-01,63.66999816894531
2019-12-19,61.61000061035156
2018-09-10,61.31999969482422
2019-05-24,62.86000061035156
2018-08-09,64.44000244140625
2019-04-22,64.51000213623047
2019-03-21,63.33000183105469
2019-01-16,63.880001068115234
