Dates,PAYX
2018-06-20,69.44999694824219
2018-06-21,69.76000213623047
2018-06-25,69.87000274658203
2018-06-22,69.83000183105469
2018-06-26,70.0
2018-06-27,69.26000213623047
2018-06-28,67.37000274658203
2018-06-29,67.73999786376953
2018-07-02,67.80000305175781
2018-07-03,68.18000030517578
2018-07-05,67.73999786376953
2018-07-16,69.0
2018-09-18,70.33000183105469
2019-01-24,69.91999816894531
2019-09-05,68.05999755859375
2018-11-21,70.12999725341797
2020-01-13,70.27999877929688
2020-04-01,70.86000061035156
2020-06-19,69.73999786376953
2019-10-29,70.45999908447266
2020-01-16,69.81999969482422
2020-06-22,70.44000244140625
2018-10-03,70.4800033569336
2018-07-31,71.1500015258789
2019-03-12,71.19999694824219
2019-02-08,72.20999908447266
2019-01-07,71.75
2018-12-06,70.94000244140625
2019-08-19,68.9800033569336
2019-07-18,68.97000122070312
2019-05-15,68.48999786376953
2019-09-20,69.44000244140625
2019-11-01,69.83000183105469
2020-04-07,70.41000366210938
2020-06-25,71.02999877929688
2020-06-16,71.2300033569336
2019-11-04,70.9000015258789
2020-01-22,71.25
2019-11-07,69.86000061035156
2020-04-13,70.51000213623047
2019-07-01,71.55000305175781
2019-05-30,71.7699966430664
2018-08-15,72.5
2018-10-18,72.66000366210938
2019-03-27,72.2699966430664
2019-01-22,72.55999755859375
2018-12-21,72.98999786376953
2019-09-03,73.25
2018-11-19,70.83000183105469
2019-08-02,72.29000091552734
2020-01-28,72.52999877929688
2020-04-16,71.86000061035156
2019-11-13,73.16000366210938
2020-01-31,73.06999969482422
2018-12-04,73.62999725341797
2018-11-02,74.36000061035156
2019-07-16,74.91999816894531
2018-08-30,74.0999984741211
2018-10-01,74.4800033569336
2019-06-14,74.66000366210938
2019-05-13,74.83000183105469
2019-04-11,74.37999725341797
2019-02-06,74.36000061035156
2019-09-18,74.63999938964844
2020-02-03,74.05000305175781
2020-04-22,75.05000305175781
2019-11-19,74.70999908447266
2020-02-06,74.80999755859375
2019-11-22,73.87000274658203
2019-03-25,73.5999984741211
2019-02-21,73.5199966430664
2018-12-19,74.01000213623047
2018-07-12,73.51000213623047
2018-09-14,75.01000213623047
2018-08-13,72.91999816894531
2018-10-16,72.47000122070312
2019-07-31,72.61000061035156
2019-05-28,72.55000305175781
2019-04-26,72.48999786376953
2020-04-28,69.5
2019-11-25,68.5
2020-02-12,68.19000244140625
2020-05-01,68.55999755859375
2020-05-04,69.01000213623047
2019-06-12,68.94999694824219
2019-04-09,68.51000213623047
2019-03-08,68.25
2019-02-04,67.36000061035156
2018-07-27,66.0999984741211
2018-08-28,64.86000061035156
2019-01-03,63.5099983215332
2019-08-15,64.80000305175781
2018-10-31,64.01000213623047
2019-09-16,64.79000091552734
2020-02-18,65.43000030517578
2020-05-07,65.12999725341797
2018-08-17,65.54000091552734
2019-12-04,66.29000091552734
2020-02-21,67.7300033569336
2018-12-17,68.58000183105469
2019-08-30,68.66999816894531
2018-11-15,68.83999633789062
2019-07-29,69.41000366210938
2019-06-27,67.88999938964844
2019-04-24,66.19000244140625
2018-07-10,67.80999755859375
2018-09-12,68.69000244140625
2019-02-19,68.08999633789062
2019-01-18,67.66999816894531
2020-02-24,66.73999786376953
2020-05-13,68.29000091552734
2019-12-10,68.12999725341797
2020-02-27,69.22000122070312
2019-12-13,70.31999969482422
2020-05-19,70.1500015258789
2019-03-06,71.55000305175781
2018-11-30,70.91000366210938
2019-08-13,68.0999984741211
2019-07-12,68.8499984741211
2019-06-10,67.69999694824219
2019-05-09,68.7300033569336
2018-07-25,69.22000122070312
2018-09-27,68.48999786376953
2018-10-29,66.9000015258789
2019-10-16,66.01000213623047
2019-12-16,65.25
2020-03-04,64.76000213623047
2020-05-22,64.5199966430664
2019-10-01,65.62999725341797
2019-12-19,63.47999954223633
2018-09-10,62.040000915527344
2019-05-24,63.439998626708984
2018-08-09,65.41000366210938
2019-04-22,65.18000030517578
2019-03-21,64.08000183105469
2019-01-16,64.38999938964844
2019-08-28,65.13999938964844
2018-11-13,66.0
2018-10-12,66.70999908447266
2019-06-25,66.33999633789062
2020-03-10,66.19999694824219
2020-05-28,67.1500015258789
2019-10-07,66.86000061035156
2020-03-13,67.5
2019-10-10,68.26000213623047
2020-03-16,68.30000305175781
2020-06-03,69.5199966430664
2018-11-28,69.38999938964844
2018-09-25,69.63999938964844
2018-07-23,69.94000244140625
2018-08-24,70.27999877929688
2019-07-10,69.86000061035156
2019-05-07,70.16000366210938
2019-04-05,70.0
2019-03-04,70.58000183105469
2019-01-31,70.94000244140625
2019-09-12,72.01000213623047
2019-12-31,72.8499984741211
2020-03-19,73.58999633789062
2020-01-03,72.95999908447266
2020-06-09,73.25
2019-02-15,74.41000366210938
2019-01-14,74.98999786376953
2018-07-06,75.05999755859375
2018-08-07,74.9000015258789
2018-10-10,75.7300033569336
2018-12-13,75.55000305175781
2019-08-26,74.88999938964844
2019-07-25,75.19999694824219
2019-05-22,75.62999725341797
2019-03-19,76.41000366210938
2020-01-06,75.73999786376953
2020-03-25,75.80000305175781
2020-06-12,76.41000366210938
2019-10-22,77.36000061035156
2020-01-09,77.7699966430664
2020-06-15,76.62999725341797
2019-10-25,77.11000061035156
2020-03-31,76.70999908447266
2020-06-18,75.83000183105469
2019-04-03,76.61000061035156
2018-08-22,77.79000091552734
2018-10-25,78.06999969482422
2019-01-29,78.44000244140625
2018-12-28,78.9800033569336
2018-11-26,79.27999877929688
2019-08-09,79.66000366210938
2019-07-08,78.94000244140625
2019-06-06,78.16999816894531
2019-09-10,79.29000091552734
2020-01-15,78.13999938964844
2020-04-03,79.30000305175781
2019-10-31,79.2699966430664
2020-04-06,79.41000366210938
2020-06-24,79.6500015258789
2018-11-09,80.75
2019-07-23,80.88999938964844
2019-06-21,81.43000030517578
2019-05-20,81.26000213623047
2019-04-18,80.66999816894531
2018-09-06,80.7300033569336
2018-10-08,80.52999877929688
2019-02-13,80.68000030517578
2018-12-11,81.38999938964844
2019-09-25,81.63999938964844
2020-01-21,82.16999816894531
2020-04-09,82.63999938964844
2019-11-06,81.79000091552734
2020-01-24,82.12000274658203
2020-01-27,81.31999969482422
2020-04-15,81.41000366210938
2018-12-26,83.6500015258789
2019-08-07,83.44000244140625
2019-06-04,83.55999755859375
2018-09-21,83.7300033569336
2018-07-19,83.70999908447266
2018-08-20,84.5
2018-10-23,81.9800033569336
2019-05-03,83.2300033569336
2019-04-01,83.12000274658203
2019-02-28,83.75
2019-11-12,83.4000015258789
2020-01-30,83.37000274658203
2019-11-15,84.04000091552734
2020-04-21,83.33000183105469
2019-04-16,82.9800033569336
2019-03-15,83.76000213623047
2019-02-11,85.16000366210938
2019-01-10,86.12000274658203
2019-08-22,85.63999938964844
2018-11-07,86.69999694824219
2018-08-03,86.95999908447266
2018-09-04,86.37000274658203
2019-06-19,86.48999786376953
2019-09-23,86.5199966430664
2019-11-18,85.79000091552734
2020-02-05,85.6500015258789
2020-04-24,85.80999755859375
2019-03-29,85.94999694824219
2019-11-21,85.30999755859375
2020-04-27,86.12000274658203
2020-02-11,86.66000366210938
2020-04-30,87.5199966430664
2019-05-01,87.87000274658203
2019-02-26,88.43000030517578
2019-01-25,87.0999984741211
2018-12-24,87.6500015258789
2019-09-06,86.94999694824219
2018-07-17,87.5199966430664
2018-09-19,86.9800033569336
2019-08-05,87.02999877929688
2019-10-08,87.73999786376953
2019-12-11,87.5199966430664
2019-11-27,86.66999816894531
2020-02-14,86.01000213623047
2020-05-06,84.0199966430664
2019-01-08,81.91999816894531
2018-12-07,82.05999755859375
2019-08-20,83.30999755859375
2018-11-05,83.0
2019-07-19,83.6500015258789
2018-10-04,84.05000305175781
2019-06-17,85.02999877929688
2019-05-16,84.56999969482422
2018-08-01,85.33999633789062
2019-03-13,85.54000091552734
2019-12-03,85.66000366210938
2020-02-20,85.91000366210938
2019-12-06,85.72000122070312
2020-05-12,85.83999633789062
2019-12-09,85.06999969482422
2020-02-26,85.9000015258789
2020-05-15,84.6500015258789
2019-03-28,84.44000244140625
2018-09-17,84.5
2018-08-16,85.0999984741211
2018-10-19,85.80999755859375
2019-04-29,86.5999984741211
2019-01-23,85.83000183105469
2019-09-04,86.01000213623047
2018-11-20,83.12000274658203
2019-07-02,83.36000061035156
2019-05-31,82.7300033569336
2019-12-12,81.05000305175781
2020-05-18,81.2300033569336
2019-09-27,82.61000061035156
2020-03-03,84.20999908447266
2020-05-21,83.41000366210938
2019-05-14,82.9000015258789
2018-08-31,82.68000030517578
2018-07-30,79.77999877929688
2018-10-02,80.81999969482422
2019-04-12,82.45999908447266
2019-03-11,82.33999633789062
2019-02-07,82.37000274658203
2019-07-17,82.91999816894531
2019-09-19,82.0999984741211
2019-10-21,80.58000183105469
2019-12-18,80.91999816894531
