Dates,TEL
2019-06-06,1552300.0
2019-09-10,1723900.0
2020-01-15,1086400.0
2020-04-03,1247500.0
2019-10-31,1506400.0
2020-04-06,2509300.0
2020-06-24,2016100.0
2018-11-09,1641900.0
2019-07-23,1117400.0
2019-06-21,2952400.0
2019-05-20,1213600.0
2019-04-18,947100.0
2018-09-06,1048200.0
2018-10-08,970800.0
2019-02-13,757700.0
2018-12-11,1006700.0
2019-09-25,1227500.0
2020-01-21,768000.0
2020-04-09,859500.0
2019-11-06,1311200.0
2020-01-24,851400.0
2020-01-27,1006300.0
2020-04-15,1803700.0
2018-12-26,3193900.0
2019-08-07,1753200.0
2019-06-04,1299500.0
2018-09-21,1704600.0
2018-07-19,1481100.0
2018-08-20,1704900.0
2018-10-23,1064900.0
2019-05-03,1126800.0
2019-04-01,1073700.0
2019-02-28,1141200.0
2019-11-12,1437600.0
2020-01-30,899600.0
2019-11-15,918500.0
2020-04-21,1329000.0
2019-04-16,943800.0
2019-03-15,914400.0
2019-02-11,1058900.0
2019-01-10,920100.0
2019-08-22,1130000.0
2018-11-07,1204600.0
2018-08-03,942200.0
2018-09-04,933300.0
2019-06-19,843900.0
2019-09-23,2300900.0
2019-11-18,1323900.0
2020-02-05,910700.0
2020-04-24,1916700.0
2019-03-29,1303900.0
2019-11-21,1110600.0
2020-04-27,945400.0
2020-02-11,836700.0
2020-04-30,1037200.0
2019-05-01,681300.0
2019-02-26,1208500.0
2019-01-25,792400.0
2018-12-24,623900.0
2019-09-06,710900.0
2018-07-17,996400.0
2018-09-19,1290900.0
2019-08-05,894500.0
2019-10-08,1704100.0
2019-12-11,1641800.0
2019-11-27,863000.0
2020-02-14,1100300.0
2020-05-06,943800.0
2019-01-08,1195400.0
2018-12-07,1196000.0
2019-08-20,1116100.0
2018-11-05,1007700.0
2019-07-19,682600.0
2018-10-04,962700.0
2019-06-17,1184400.0
2019-05-16,1321000.0
2018-08-01,736300.0
2019-03-13,1516600.0
2019-12-03,1619900.0
2020-02-20,1012400.0
2019-12-06,1865300.0
2020-05-12,2764300.0
2019-12-09,1794000.0
2020-02-26,1131900.0
2020-05-15,1170300.0
2019-03-28,1562700.0
2018-09-17,2347900.0
2018-08-16,2258200.0
2018-10-19,2193600.0
2019-04-29,2119000.0
2019-01-23,2568200.0
2019-09-04,2202900.0
2018-11-20,2113900.0
2019-07-02,1873800.0
2019-05-31,2766800.0
2019-12-12,1679700.0
2020-05-18,1160200.0
2019-09-27,1314000.0
2020-03-03,1014300.0
2020-05-21,1185600.0
2019-05-14,838500.0
2018-08-31,1915300.0
2018-07-30,1329300.0
2018-10-02,973700.0
2019-04-12,930700.0
2019-03-11,1101200.0
2019-02-07,699300.0
2019-07-17,897200.0
2019-09-19,2050400.0
2019-10-21,1558500.0
2019-12-18,1150900.0
2020-03-06,1355800.0
2019-10-03,1670400.0
2020-03-09,2363300.0
2020-05-27,1708200.0
2019-12-24,1662900.0
2020-03-12,1273400.0
2018-12-20,816500.0
2019-08-01,748200.0
2018-08-14,776400.0
2018-07-13,1747500.0
2018-10-17,1154700.0
2019-05-29,1036600.0
2019-03-26,1148500.0
2019-02-22,2598000.0
2019-10-04,1198400.0
2019-11-05,937100.0
2019-12-27,1356600.0
2020-06-02,1664200.0
2019-12-30,2373600.0
2020-03-18,1493600.0
2020-06-05,1262600.0
2019-07-15,638600.0
2018-12-03,1156800.0
2019-06-13,1172600.0
2019-01-04,1380800.0
2018-08-29,1176100.0
2019-02-05,1061100.0
2018-11-01,1612900.0
2019-08-16,1911200.0
2019-04-10,2047100.0
2019-09-17,1030900.0
2019-10-15,1041000.0
2020-01-02,632400.0
2020-06-08,959000.0
2019-10-18,1267000.0
2020-03-24,1183000.0
2020-06-11,930000.0
2020-01-08,648800.0
2019-04-25,804700.0
2019-07-30,1018400.0
2019-02-20,1138000.0
2018-07-11,1678900.0
2018-09-13,2050500.0
2018-10-15,1583900.0
2019-06-28,2818500.0
2018-12-18,2527900.0
2018-11-16,1624500.0
2019-10-02,1914000.0
2020-03-27,1194000.0
2020-01-10,1493400.0
2019-10-24,1305300.0
2020-03-30,901300.0
2020-06-17,592400.0
2020-01-14,1112300.0
2020-04-02,1128800.0
2019-01-02,693300.0
2019-08-14,1278300.0
2018-10-30,1813100.0
2019-06-11,1342900.0
2019-05-10,972100.0
2019-04-08,1176500.0
2018-08-27,817100.0
2018-07-26,1438500.0
2018-09-28,2026100.0
2019-03-07,1131000.0
2019-10-30,575300.0
2020-01-17,1442300.0
2020-06-23,1369400.0
2020-04-08,1039500.0
2020-06-26,1616400.0
2019-03-22,1216500.0
2019-01-17,2218800.0
2019-08-29,1210400.0
2018-11-14,963200.0
2019-06-26,1448000.0
2018-09-11,1172300.0
2018-07-09,1036400.0
2018-08-10,1189500.0
2019-04-23,1685600.0
2019-09-30,1107200.0
2020-01-23,2548900.0
2019-11-08,964600.0
2020-04-14,338600.0
2019-11-11,970800.0
2020-01-29,643800.0
2020-04-17,1006500.0
2018-07-24,1599300.0
2018-09-26,1866500.0
2019-05-08,1439800.0
2019-03-05,1150100.0
2019-02-01,2103400.0
2018-12-31,2001000.0
2018-11-29,1254000.0
2019-08-12,1528700.0
2019-07-11,1225400.0
2019-09-13,2502100.0
2019-11-14,1275400.0
2020-04-20,1395800.0
2020-02-04,1709700.0
2020-04-23,2620000.0
2018-12-14,1464400.0
2019-08-27,1728000.0
2018-08-08,1794800.0
2018-10-11,2012000.0
2018-11-12,2131100.0
2019-07-26,2735800.0
2019-06-24,2750900.0
2019-05-23,1949400.0
2019-03-20,2355600.0
2019-01-15,2109900.0
2019-11-20,2134500.0
2020-02-07,1505600.0
2020-02-10,1583600.0
2020-04-29,1226900.0
2019-11-26,1530400.0
2020-02-13,1971600.0
2019-01-30,1610000.0
2018-08-23,1433900.0
2018-09-24,1651400.0
2018-11-27,1147000.0
2018-10-26,987800.0
2019-07-09,1363000.0
2019-06-07,1914600.0
2019-05-06,2510800.0
2019-04-04,2286400.0
2019-09-11,2269600.0
2019-11-29,3458300.0
2020-05-05,2015200.0
2019-12-02,2237700.0
2020-02-19,1645500.0
2020-05-08,2027400.0
2019-05-21,2955800.0
2019-03-18,3217500.0
2018-09-07,2747700.0
2018-08-06,2831400.0
2018-10-09,3878400.0
2019-02-14,4747800.0
2018-12-12,5085700.0
2019-07-24,6009000.0
2019-09-26,5309800.0
2019-10-28,4333700.0
2019-12-05,4068000.0
2020-05-11,3602000.0
2019-07-03,3292900.0
2020-02-25,2708800.0
2020-05-14,2705100.0
2020-02-28,2018700.0
2019-08-08,1610400.0
2019-06-05,2138400.0
2018-07-20,2559700.0
2018-08-21,2410900.0
2018-10-24,2125400.0
2019-04-02,2107500.0
2019-03-01,2190700.0
2019-01-28,1580700.0
2018-12-27,3026200.0
2019-09-09,1898100.0
2020-03-02,1649400.0
2020-05-20,2001600.0
2019-12-17,2623500.0
2020-03-05,4389900.0
2019-02-12,2251900.0
2019-01-11,2397400.0
2018-12-10,1748900.0
2019-08-23,2137200.0
2018-11-08,1887500.0
2019-07-22,1972100.0
2019-06-20,3449900.0
2018-09-05,2743200.0
2019-04-17,2241300.0
2019-09-24,1510200.0
2019-12-20,1256200.0
2020-05-26,1634000.0
2019-04-30,1249000.0
2019-12-23,1259600.0
2020-03-11,1668100.0
2020-05-29,1399200.0
2019-12-26,1358800.0
2020-06-01,1082800.0
2019-05-02,2054000.0
2019-02-27,3278900.0
2018-11-23,1640200.0
2019-08-06,1540100.0
2018-07-18,2286000.0
2018-09-20,1531900.0
2018-10-22,1186300.0
2019-07-05,1729600.0
2019-06-03,1740600.0
2019-10-09,3425100.0
2019-10-11,4787700.0
2020-03-17,2366600.0
2020-06-04,2316800.0
2019-10-14,2334300.0
2020-03-20,1747400.0
2018-11-06,2753400.0
2019-06-18,1977300.0
2019-05-17,2764800.0
2019-04-15,2806300.0
2019-03-14,1525400.0
2019-01-09,3650100.0
2018-08-02,1925300.0
2018-10-05,2512200.0
2019-08-21,1698100.0
2019-10-17,1159500.0
2020-03-23,2758400.0
2020-06-10,1327400.0
2019-02-25,2851100.0
2020-01-07,1664200.0
2020-03-26,1316300.0
2019-10-23,2140400.0
