Dates,TEL
2018-06-20,92.62419891357422
2018-06-21,91.53157043457031
2018-06-25,91.17694091796875
2018-06-22,89.94054412841797
2018-06-26,90.04598236083984
2018-06-27,88.00447845458984
2018-06-28,85.73296356201172
2018-06-29,86.31761932373047
2018-07-02,86.72975158691406
2018-07-03,85.96300506591797
2018-07-05,87.4677505493164
2018-07-16,87.4294204711914
2018-09-18,88.91500854492188
2019-01-24,89.65301513671875
2019-09-05,87.4485855102539
2018-11-21,88.34952545166016
2020-01-13,88.03323364257812
2020-04-01,87.4677505493164
2020-06-19,88.50286102294922
2019-10-29,88.6082992553711
2020-01-16,88.48371124267578
2020-06-22,87.8799057006836
2018-10-03,87.88947296142578
2018-07-31,90.09390258789062
2019-03-12,90.08431243896484
2019-02-08,90.34310150146484
2019-01-07,90.09390258789062
2018-12-06,89.365478515625
2019-08-19,89.68177032470703
2019-07-18,88.80958557128906
2019-05-15,88.66581726074219
2019-09-20,89.2217025756836
2019-11-01,90.1226577758789
2020-04-07,90.97566986083984
2020-06-25,90.77439880371094
2020-06-16,89.7584457397461
2019-11-04,88.32077026367188
2020-01-22,88.53163146972656
2019-11-07,89.365478515625
2020-04-13,88.65623474121094
2019-07-01,88.93416595458984
2019-05-30,89.08753204345703
2018-08-15,89.87345886230469
2018-10-18,89.72969818115234
2019-03-27,88.33995056152344
2019-01-22,87.61766815185547
2018-12-21,88.15696716308594
2019-09-03,89.16815948486328
2018-11-19,89.07185363769531
2019-08-02,88.59996795654297
2020-01-28,87.99325561523438
2020-04-16,88.29178619384766
2019-11-13,87.01094055175781
2020-01-31,87.26134490966797
2018-12-04,86.28866577148438
2018-11-02,86.9820556640625
2019-07-16,87.7813720703125
2018-08-30,87.53099060058594
2018-10-01,87.37690734863281
2019-06-14,88.33995819091797
2019-05-13,88.37845611572266
2019-04-11,88.4843978881836
2019-02-06,86.44274139404297
2019-09-18,88.65776062011719
2020-02-03,89.2066879272461
2020-04-22,89.18741607666016
2019-11-19,87.23245239257812
2020-02-06,86.07679748535156
2019-11-22,85.70120239257812
2019-03-25,84.83445739746094
2019-02-21,84.68038940429688
2018-12-19,83.62103271484375
2018-07-12,83.69808197021484
2018-09-14,83.59213256835938
2018-08-13,82.97579193115234
2018-10-16,81.07860565185547
2019-07-31,80.88599395751953
2019-05-28,79.33550262451172
2019-04-26,77.89092254638672
2020-04-28,75.75296783447266
2019-11-25,75.99373626708984
2020-02-12,75.7144546508789
2020-05-01,77.1012191772461
2020-05-04,76.6100845336914
2019-06-12,75.70481872558594
2019-04-09,74.68399810791016
2019-03-08,74.61659240722656
2019-02-04,73.8846664428711
2018-07-27,71.40965270996094
2018-08-28,73.01791381835938
2019-01-03,72.0934066772461
2019-08-15,72.88310241699219
2018-10-31,75.28107452392578
2019-09-16,72.63270568847656
2020-02-18,74.39507293701172
2020-05-07,74.57805633544922
2018-08-17,75.76260375976562
2019-12-04,75.50257873535156
2020-02-21,77.26495361328125
2018-12-17,77.3227310180664
2019-08-30,76.20560455322266
2018-11-15,73.82688903808594
2019-07-29,73.98096466064453
2019-06-27,73.26831817626953
2019-04-24,73.9906005859375
2018-07-10,74.78030395507812
2018-09-12,71.8622817993164
2019-02-19,71.6600341796875
2019-01-18,72.79351043701172
2020-02-24,72.61912536621094
2020-05-13,73.07444763183594
2019-12-10,71.66004180908203
2020-02-27,73.60726928710938
2019-12-13,73.33600616455078
2020-05-19,74.52759552001953
2019-03-06,75.39949798583984
2018-11-30,71.8537826538086
2019-08-13,73.33600616455078
2019-07-12,71.04003143310547
2019-06-10,71.77629089355469
2019-05-09,71.54379272460938
2018-07-25,72.42536926269531
2018-09-27,71.28221893310547
2018-10-29,70.7203369140625
2019-10-16,69.7612533569336
2019-12-16,70.85595703125
2020-03-04,70.02281188964844
2020-05-22,69.36405944824219
2019-10-01,69.74188232421875
2019-12-19,68.51152801513672
2018-09-10,70.85595703125
2019-05-24,72.86131286621094
2018-08-09,72.41567993164062
2019-04-22,73.26819610595703
2019-03-21,72.89037322998047
2019-01-16,70.16812896728516
2019-08-28,72.00880432128906
2018-11-13,73.43289947509766
2018-10-12,73.19070434570312
2019-06-25,74.6632308959961
2020-03-10,75.6804428100586
2020-05-28,76.00982666015625
2019-10-07,75.23481750488281
2020-03-13,74.9054183959961
2019-10-10,76.03887939453125
2020-03-16,77.24015808105469
2020-06-03,78.71269989013672
2018-11-28,76.99797821044922
2018-09-25,73.62664794921875
2018-07-23,76.30045318603516
2018-08-24,77.64704895019531
2019-07-10,77.35641479492188
2019-05-07,76.29076385498047
2019-04-05,77.76329040527344
2019-03-04,78.42205810546875
2019-01-31,78.82894897460938
2019-09-12,78.44144439697266
2019-12-31,79.19708251953125
2020-03-19,80.39835357666016
2020-01-03,78.43175506591797
2020-06-09,77.89893341064453
2019-02-15,77.57923126220703
2019-01-14,78.89675903320312
2018-07-06,78.7223892211914
2018-08-07,78.33486938476562
2018-10-10,79.57489776611328
2018-12-13,79.60397338867188
2019-08-26,80.19491577148438
2019-07-25,80.3117904663086
2019-05-22,81.17860412597656
2019-03-19,81.87010192871094
2020-01-06,81.2760009765625
2020-03-25,80.34100341796875
2020-06-12,79.95142364501953
2019-10-22,80.9935531616211
2020-01-09,80.75007629394531
2020-06-15,80.37995910644531
2019-10-25,79.51314544677734
2020-03-31,79.00670623779297
2020-06-18,79.07487487792969
2019-04-03,80.70136260986328
2018-08-22,80.38970947265625
2018-10-25,81.24678039550781
2019-01-29,81.12017059326172
2018-12-28,81.51949310302734
