Dates,TEL
2018-06-20,96.63999938964844
2018-06-21,95.5
2018-06-25,95.12999725341797
2018-06-22,93.83999633789062
2018-06-26,93.94999694824219
2018-06-27,91.81999969482422
2018-06-28,89.44999694824219
2018-06-29,90.05999755859375
2018-07-02,90.48999786376953
2018-07-03,89.69000244140625
2018-07-05,91.26000213623047
2018-07-16,91.22000122070312
2018-09-18,92.7699966430664
2019-01-24,93.54000091552734
2019-09-05,91.23999786376953
2018-11-21,92.18000030517578
2020-01-13,91.8499984741211
2020-04-01,91.26000213623047
2020-06-19,92.33999633789062
2019-10-29,92.44999694824219
2020-01-16,92.31999969482422
2020-06-22,91.69000244140625
2018-10-03,91.69999694824219
2018-07-31,94.0
2019-03-12,93.98999786376953
2019-02-08,94.26000213623047
2019-01-07,94.0
2018-12-06,93.23999786376953
2019-08-19,93.56999969482422
2019-07-18,92.66000366210938
2019-05-15,92.51000213623047
2019-09-20,93.08999633789062
2019-11-01,94.02999877929688
2020-04-07,94.91999816894531
2020-06-25,94.70999908447266
2020-06-16,93.6500015258789
2019-11-04,92.1500015258789
2020-01-22,92.37000274658203
2019-11-07,93.23999786376953
2020-04-13,92.5
2019-07-01,92.79000091552734
2019-05-30,92.94999694824219
2018-08-15,93.7699966430664
2018-10-18,93.62000274658203
2019-03-27,92.16999816894531
2019-01-22,90.9800033569336
2018-12-21,91.54000091552734
2019-09-03,92.58999633789062
2018-11-19,92.48999786376953
2019-08-02,92.0
2020-01-28,91.37000274658203
2020-04-16,91.68000030517578
2019-11-13,90.3499984741211
2020-01-31,90.61000061035156
2018-12-04,89.5999984741211
2018-11-02,90.31999969482422
2019-07-16,91.1500015258789
2018-08-30,90.88999938964844
2018-10-01,90.7300033569336
2019-06-14,91.7300033569336
2019-05-13,91.7699966430664
2019-04-11,91.87999725341797
2019-02-06,89.76000213623047
2019-09-18,92.05999755859375
2020-02-03,92.62999725341797
2020-04-22,92.61000061035156
2019-11-19,90.58000183105469
2020-02-06,89.37999725341797
2019-11-22,88.98999786376953
2019-03-25,88.08999633789062
2019-02-21,87.93000030517578
2018-12-19,86.83000183105469
2018-07-12,86.91000366210938
2018-09-14,86.80000305175781
2018-08-13,86.16000366210938
2018-10-16,84.19000244140625
2019-07-31,83.98999786376953
2019-05-28,82.37999725341797
2019-04-26,80.87999725341797
2020-04-28,78.66000366210938
2019-11-25,78.91000366210938
2020-02-12,78.62000274658203
2020-05-01,80.05999755859375
2020-05-04,79.55000305175781
2019-06-12,78.61000061035156
2019-04-09,77.55000305175781
2019-03-08,77.4800033569336
2019-02-04,76.72000122070312
2018-07-27,74.1500015258789
2018-08-28,75.81999969482422
2019-01-03,74.86000061035156
2019-08-15,75.68000030517578
2018-10-31,78.16999816894531
2019-09-16,75.41999816894531
2020-02-18,77.25
2020-05-07,77.44000244140625
2018-08-17,78.66999816894531
2019-12-04,78.4000015258789
2020-02-21,80.2300033569336
2018-12-17,80.29000091552734
2019-08-30,79.12999725341797
2018-11-15,76.66000366210938
2019-07-29,76.81999969482422
2019-06-27,76.08000183105469
2019-04-24,76.83000183105469
2018-07-10,77.6500015258789
2018-09-12,74.62000274658203
2019-02-19,74.41000366210938
2019-01-18,75.13999938964844
2020-02-24,74.95999908447266
2020-05-13,75.43000030517578
2019-12-10,73.97000122070312
2020-02-27,75.9800033569336
2019-12-13,75.69999694824219
2020-05-19,76.93000030517578
2019-03-06,77.83000183105469
2018-11-30,74.16999816894531
2019-08-13,75.69999694824219
2019-07-12,73.33000183105469
2019-06-10,74.08999633789062
2019-05-09,73.8499984741211
2018-07-25,74.76000213623047
2018-09-27,73.58000183105469
2018-10-29,73.0
2019-10-16,72.01000213623047
2019-12-16,73.13999938964844
2020-03-04,72.27999877929688
2020-05-22,71.5999984741211
2019-10-01,71.98999786376953
2019-12-19,70.72000122070312
2018-09-10,73.13999938964844
2019-05-24,75.20999908447266
2018-08-09,74.75
2019-04-22,75.62999725341797
