Dates,TEL
2018-06-20,97.06999969482422
2018-06-21,96.56999969482422
2018-06-25,96.16000366210938
2018-06-22,94.75
2018-06-26,94.06999969482422
2018-06-27,93.95999908447266
2018-06-28,91.44000244140625
2018-06-29,89.4800033569336
2018-07-02,89.06999969482422
2018-07-03,90.9000015258789
2018-07-05,90.30999755859375
2018-07-16,91.1500015258789
2018-09-18,92.22000122070312
2019-01-24,92.91000366210938
2019-09-05,92.5999984741211
2018-11-21,91.86000061035156
2020-01-13,91.98999786376953
2020-04-01,92.08999633789062
2020-06-19,91.01000213623047
2019-10-29,92.75
2020-01-16,92.0999984741211
2020-06-22,91.97000122070312
2018-10-03,91.55999755859375
2018-07-31,92.3499984741211
2019-03-12,90.81999969482422
2019-02-08,94.38999938964844
2019-01-07,94.26000213623047
2018-12-06,94.16999816894531
2019-08-19,93.80999755859375
2019-07-18,93.55000305175781
2019-05-15,91.94000244140625
2019-09-20,92.51000213623047
2019-11-01,93.0
2020-04-07,94.62000274658203
2020-06-25,94.70999908447266
2020-06-16,94.73999786376953
2019-11-04,92.68000030517578
2020-01-22,92.44000244140625
2019-11-07,92.44999694824219
2020-04-13,92.4800033569336
2019-07-01,93.16000366210938
2019-05-30,92.70999908447266
2018-08-15,93.13999938964844
2018-10-18,93.97000122070312
2019-03-27,92.8499984741211
2019-01-22,91.55000305175781
2018-12-21,91.31999969482422
2019-09-03,91.8499984741211
2018-11-19,93.16999816894531
2019-08-02,92.5
2020-01-28,91.70999908447266
2020-04-16,91.1500015258789
2019-11-13,91.69000244140625
2020-01-31,90.26000213623047
2018-12-04,90.19000244140625
2018-11-02,89.4800033569336
2019-07-16,90.97000122070312
2018-08-30,90.69999694824219
2018-10-01,90.77999877929688
2019-06-14,91.0
2019-05-13,91.73999786376953
2019-04-11,92.4800033569336
2019-02-06,91.69999694824219
2019-09-18,90.05999755859375
2020-02-03,92.75
2020-04-22,93.33000183105469
2019-11-19,91.77999877929688
2020-02-06,90.26000213623047
2019-11-22,89.19000244140625
2019-03-25,89.06999969482422
2019-02-21,87.73999786376953
2018-12-19,86.91000366210938
2018-07-12,86.62999725341797
2018-09-14,86.88999938964844
2018-08-13,86.83000183105469
2018-10-16,85.7699966430664
2019-07-31,84.08000183105469
2019-05-28,83.97000122070312
2019-04-26,82.37000274658203
2020-04-28,80.98999786376953
2019-11-25,79.58000183105469
2020-02-12,78.70999908447266
2020-05-01,79.08000183105469
2020-05-04,80.22000122070312
2019-06-12,79.12999725341797
2019-04-09,78.80000305175781
2019-03-08,77.86000061035156
2019-02-04,75.98999786376953
2018-07-27,76.95999908447266
2018-08-28,74.66999816894531
2019-01-03,74.19999694824219
2019-08-15,76.27999877929688
2018-10-31,75.81999969482422
2019-09-16,75.98999786376953
2020-02-18,76.18000030517578
2020-05-07,77.68000030517578
2018-08-17,77.4800033569336
2019-12-04,78.4000015258789
2020-02-21,78.93000030517578
2018-12-17,79.9000015258789
2019-08-30,79.66999816894531
2018-11-15,78.38999938964844
2019-07-29,77.11000061035156
2019-06-27,77.27999877929688
2019-04-24,75.58999633789062
2018-07-10,76.38999938964844
2018-09-12,77.33000183105469
2019-02-19,73.55000305175781
2019-01-18,74.41000366210938
2020-02-24,74.3499984741211
2020-05-13,75.88999938964844
2019-12-10,74.72000122070312
2020-02-27,74.44999694824219
2019-12-13,75.66000366210938
2020-05-19,75.66999816894531
2019-03-06,78.04000091552734
2018-11-30,77.68000030517578
2019-08-13,73.11000061035156
2019-07-12,75.41999816894531
2019-06-10,73.2300033569336
2019-05-09,75.63999938964844
2018-07-25,75.23999786376953
2018-09-27,75.36000061035156
2018-10-29,72.6500015258789
2019-10-16,72.77999877929688
2019-12-16,72.76000213623047
2020-03-04,73.19000244140625
2020-05-22,72.16000366210938
2019-10-01,71.20999908447266
2019-12-19,71.58000183105469
2018-09-10,70.93000030517578
2019-05-24,72.25
2018-08-09,75.43000030517578
2019-04-22,75.01000213623047
2019-03-21,74.5199966430664
2019-01-16,73.91000366210938
2019-08-28,73.63999938964844
2018-11-13,74.0999984741211
2018-10-12,76.12000274658203
2019-06-25,75.77999877929688
2020-03-10,76.66000366210938
2020-05-28,77.43000030517578
2019-10-07,77.81999969482422
2020-03-13,77.93000030517578
2019-10-10,77.30999755859375
2020-03-16,77.91999816894531
2020-06-03,79.83000183105469
2018-11-28,80.66999816894531
2018-09-25,77.0
2018-07-23,75.72000122070312
2018-08-24,79.76000213623047
2019-07-10,78.97000122070312
2019-05-07,79.8499984741211
2019-04-05,79.19999694824219
2019-03-04,80.0
2019-01-31,81.12000274658203
2019-09-12,81.66000366210938
2019-12-31,81.04000091552734
2020-03-19,81.86000061035156
2020-01-03,82.20999908447266
2020-06-09,80.26000213623047
2019-02-15,80.58999633789062
2019-01-14,80.58000183105469
2018-07-06,81.68000030517578
2018-08-07,81.05000305175781
2018-10-10,81.68000030517578
2018-12-13,82.13999938964844
2019-08-26,82.38999938964844
2019-07-25,82.33999633789062
2019-05-22,83.0
2019-03-19,83.95999908447266
2020-01-06,84.0999984741211
2020-03-25,83.0999984741211
2020-06-12,82.44999694824219
2019-10-22,82.80999755859375
2020-01-09,83.38999938964844
2020-06-15,83.05999755859375
2019-10-25,82.70999908447266
2020-03-31,81.44000244140625
2020-06-18,80.43000030517578
2019-04-03,81.3499984741211
2018-08-22,83.02999877929688
2018-10-25,83.06999969482422
2019-01-29,83.5
2018-12-28,83.19000244140625
2018-11-26,83.86000061035156
2019-08-09,83.51000213623047
2019-07-08,83.37999725341797
2019-06-06,82.2300033569336
2019-09-10,83.41000366210938
2020-01-15,81.73999786376953
2020-04-03,81.13999938964844
2019-10-31,82.38999938964844
2020-04-06,81.54000091552734
2020-06-24,80.7300033569336
2018-11-09,82.3499984741211
2019-07-23,83.70999908447266
2019-06-21,84.9000015258789
2019-05-20,85.79000091552734
2019-04-18,86.5
2018-09-06,85.83999633789062
2018-10-08,86.30999755859375
2019-02-13,85.30000305175781
2018-12-11,86.31999969482422
2019-09-25,87.68000030517578
2020-01-21,88.02999877929688
2020-04-09,87.9000015258789
2019-11-06,89.33000183105469
2020-01-24,88.88999938964844
2020-01-27,89.01000213623047
2020-04-15,88.62999725341797
2018-12-26,91.91000366210938
2019-08-07,95.97000122070312
2019-06-04,95.38999938964844
2018-09-21,94.7300033569336
2018-07-19,93.9000015258789
2018-08-20,95.0
2018-10-23,94.55999755859375
2019-05-03,94.91999816894531
2019-04-01,93.77999877929688
2019-02-28,92.38999938964844
2019-11-12,91.73999786376953
2020-01-30,90.01000213623047
2019-11-15,90.54000091552734
2020-04-21,88.81999969482422
2019-04-16,88.48999786376953
2019-03-15,88.33999633789062
2019-02-11,89.94000244140625
2019-01-10,89.2699966430664
2019-08-22,88.44999694824219
2018-11-07,88.5199966430664
2018-08-03,88.80000305175781
2018-09-04,87.19000244140625
2019-06-19,87.20999908447266
2019-09-23,86.81999969482422
2019-11-18,86.0
2020-02-05,86.62999725341797
2020-04-24,85.79000091552734
2019-03-29,84.83000183105469
2019-11-21,86.41000366210938
2020-04-27,88.9800033569336
2020-02-11,88.73999786376953
2020-04-30,90.16999816894531
2019-05-01,91.72000122070312
2019-02-26,92.19000244140625
2019-01-25,91.38999938964844
2018-12-24,92.05999755859375
2019-09-06,91.87000274658203
2018-07-17,90.38999938964844
2018-09-19,90.97000122070312
2019-08-05,93.01000213623047
2019-10-08,95.0
2019-12-11,95.77999877929688
2019-11-27,95.19999694824219
2020-02-14,94.83999633789062
2020-05-06,94.91999816894531
2019-01-08,95.44000244140625
2018-12-07,95.73999786376953
2019-08-20,97.0
2018-11-05,97.4000015258789
2019-07-19,96.0
2018-10-04,95.22000122070312
2019-06-17,94.63999938964844
2019-05-16,93.7699966430664
2018-08-01,94.2300033569336
2019-03-13,94.16000366210938
2019-12-03,93.30000305175781
2020-02-20,94.38999938964844
2019-12-06,92.16999816894531
2020-05-12,90.0
2019-12-09,88.25
2020-02-26,89.20999908447266
2020-05-15,89.23999786376953
2019-03-28,89.95999908447266
2018-09-17,89.4000015258789
2018-08-16,90.3499984741211
2018-10-19,91.94999694824219
2019-04-29,93.4000015258789
2019-01-23,93.16999816894531
2019-09-04,93.52999877929688
2018-11-20,92.12000274658203
2019-07-02,90.5
2019-05-31,88.9000015258789
2019-12-12,88.4800033569336
2020-05-18,87.33000183105469
2019-09-27,89.45999908447266
2020-03-03,90.0
2020-05-21,89.26000213623047
2019-05-14,88.1500015258789
2018-08-31,88.5999984741211
2018-07-30,87.91999816894531
2018-10-02,88.08000183105469
2019-04-12,91.0
2019-03-11,90.9000015258789
2019-02-07,91.25
2019-07-17,90.91999816894531
2019-09-19,89.7300033569336
2019-10-21,90.0
2019-12-18,89.5999984741211
2020-03-06,89.0999984741211
2019-10-03,90.55999755859375
2020-03-09,92.41999816894531
2020-05-27,90.23999786376953
2019-12-24,89.77999877929688
2020-03-12,92.11000061035156
2018-12-20,94.73999786376953
2019-08-01,94.98999786376953
2018-08-14,94.87000274658203
2018-07-13,95.5
2018-10-17,96.58000183105469
2019-05-29,97.0
2019-03-26,96.16000366210938
2019-02-22,94.62000274658203
2019-10-04,94.62000274658203
2019-11-05,94.83999633789062
2019-12-27,94.93000030517578
2020-06-02,91.16000366210938
2019-12-30,92.18000030517578
2020-03-18,91.58999633789062
2020-06-05,92.54000091552734
