Dates,ZBH
2018-06-20,112.91000366210938
2018-06-21,112.33000183105469
2018-06-25,112.87000274658203
2018-06-22,111.55000305175781
2018-06-26,113.16999816894531
2018-06-27,113.5
2018-06-28,111.61000061035156
2018-06-29,113.31999969482422
2018-07-02,111.91999816894531
2018-07-03,112.76000213623047
2018-07-05,113.02999877929688
2018-07-16,115.12000274658203
2018-09-18,115.13999938964844
2019-01-24,115.2300033569336
2019-09-05,115.0
2018-11-21,114.75
2020-01-13,115.0
2020-04-01,114.98999786376953
2020-06-19,114.12000274658203
2019-10-29,114.94999694824219
2020-01-16,112.58000183105469
2020-06-22,112.55000305175781
2018-10-03,112.94999694824219
2018-07-31,115.02999877929688
2019-03-12,117.54000091552734
2019-02-08,117.83999633789062
2019-01-07,127.1500015258789
2018-12-06,128.3800048828125
2019-08-19,126.98999786376953
2019-07-18,126.22000122070312
2019-05-15,125.41000366210938
2019-09-20,126.0
2019-11-01,126.83999633789062
2020-04-07,126.30000305175781
2020-06-25,125.61000061035156
2020-06-16,124.62999725341797
2019-11-04,123.38999938964844
2020-01-22,123.30999755859375
2019-11-07,122.98999786376953
2020-04-13,122.94999694824219
2019-07-01,123.26000213623047
2019-05-30,124.16999816894531
2018-08-15,124.91999816894531
2018-10-18,125.69999694824219
2019-03-27,125.02999877929688
2019-01-22,124.9000015258789
2018-12-21,125.9000015258789
2019-09-03,126.5999984741211
2018-11-19,126.12000274658203
2019-08-02,127.41000366210938
2020-01-28,126.25
2020-04-16,123.73999786376953
2019-11-13,124.68000030517578
2020-01-31,122.86000061035156
2018-12-04,123.91999816894531
2018-11-02,124.31999969482422
2019-07-16,124.33999633789062
2018-08-30,123.91999816894531
2018-10-01,126.37999725341797
2019-06-14,129.9199981689453
2019-05-13,130.5800018310547
2019-04-11,130.4199981689453
2019-02-06,131.33999633789062
2019-09-18,130.8300018310547
2020-02-03,131.0500030517578
2020-04-22,134.5500030517578
2019-11-19,131.61000061035156
2020-02-06,131.3800048828125
2019-11-22,130.88999938964844
2019-03-25,130.7100067138672
2019-02-21,132.07000732421875
2018-12-19,132.3000030517578
2018-07-12,130.80999755859375
2018-09-14,131.13999938964844
2018-08-13,129.72000122070312
2018-10-16,130.14999389648438
2019-07-31,128.33999633789062
2019-05-28,128.22999572753906
2019-04-26,127.19000244140625
2020-04-28,124.04000091552734
2019-11-25,124.11000061035156
2020-02-12,124.95999908447266
2020-05-01,127.80000305175781
2020-05-04,128.42999267578125
2019-06-12,128.22000122070312
2019-04-09,127.37999725341797
2019-03-08,124.9000015258789
2019-02-04,124.58000183105469
2018-07-27,125.0
2018-08-28,123.44000244140625
2019-01-03,119.01000213623047
2019-08-15,117.87999725341797
2018-10-31,116.9000015258789
2019-09-16,116.0
2020-02-18,117.12999725341797
2020-05-07,117.95999908447266
2018-08-17,116.66000366210938
2019-12-04,115.76000213623047
2020-02-21,118.3499984741211
