Dates,ZBH
2018-06-20,111.87999725341797
2018-06-21,111.88999938964844
2018-06-25,111.5
2018-06-22,111.3499984741211
2018-06-26,111.5
2018-06-27,111.4800033569336
2018-06-28,109.55000305175781
2018-06-29,111.58999633789062
2018-07-02,110.48999786376953
2018-07-03,111.80000305175781
2018-07-05,112.12999725341797
2018-07-16,113.0
2018-09-18,114.04000091552734
2019-01-24,114.91000366210938
2019-09-05,114.11000061035156
2018-11-21,114.75
2020-01-13,114.41999816894531
2020-04-01,114.88999938964844
2020-06-19,112.7699966430664
2019-10-29,114.05000305175781
2020-01-16,112.30000305175781
2020-06-22,111.94000244140625
2018-10-03,111.26000213623047
2018-07-31,113.62999725341797
2019-03-12,114.0999984741211
2019-02-08,117.41999816894531
2019-01-07,126.0
2018-12-06,126.81999969482422
2019-08-19,126.37000274658203
2019-07-18,125.23999786376953
2019-05-15,124.70999908447266
2019-09-20,124.19999694824219
2019-11-01,125.47000122070312
2020-04-07,125.86000061035156
2020-06-25,125.37000274658203
2020-06-16,123.94999694824219
2019-11-04,123.20999908447266
2020-01-22,122.5
2019-11-07,122.33000183105469
2020-04-13,122.25
2019-07-01,122.93000030517578
2019-05-30,122.81999969482422
2018-08-15,123.87999725341797
2018-10-18,125.12000274658203
2019-03-27,123.80000305175781
2019-01-22,124.68000030517578
2018-12-21,124.5199966430664
2019-09-03,125.44999694824219
2018-11-19,125.75
2019-08-02,126.44000244140625
2020-01-28,126.06999969482422
2020-04-16,123.1500015258789
2019-11-13,123.95999908447266
2020-01-31,121.41000366210938
2018-12-04,122.47000122070312
2018-11-02,123.41000366210938
2019-07-16,124.33999633789062
2018-08-30,122.91999816894531
2018-10-01,123.30999755859375
2019-06-14,126.19000244140625
2019-05-13,129.64999389648438
2019-04-11,130.2100067138672
2019-02-06,129.3800048828125
2019-09-18,130.8300018310547
2020-02-03,129.94000244140625
2020-04-22,131.05999755859375
2019-11-19,130.8800048828125
2020-02-06,131.24000549316406
2019-11-22,130.3699951171875
2019-03-25,129.8699951171875
2019-02-21,129.52999877929688
2018-12-19,131.80999755859375
2018-07-12,130.80999755859375
2018-09-14,130.05999755859375
2018-08-13,129.25999450683594
2018-10-16,129.1300048828125
2019-07-31,128.22999572753906
2019-05-28,127.33999633789062
2019-04-26,126.62999725341797
2020-04-28,123.70999908447266
2019-11-25,122.58000183105469
2020-02-12,122.73999786376953
2020-05-01,123.97000122070312
2020-05-04,127.3499984741211
2019-06-12,128.22000122070312
2019-04-09,126.55000305175781
2019-03-08,124.75
2019-02-04,122.7300033569336
2018-07-27,124.05000305175781
2018-08-28,121.61000061035156
2019-01-03,115.55000305175781
2019-08-15,116.31999969482422
2018-10-31,115.54000091552734
2019-09-16,115.97000122070312
2020-02-18,113.8499984741211
2020-05-07,117.37999725341797
2018-08-17,115.63999938964844
2019-12-04,114.54000091552734
2020-02-21,115.55000305175781
2018-12-17,117.94999694824219
2019-08-30,118.69000244140625
2018-11-15,117.58999633789062
2019-07-29,115.08999633789062
2019-06-27,113.97000122070312
2019-04-24,111.43000030517578
2018-07-10,114.55999755859375
2018-09-12,117.0
2019-02-19,112.83999633789062
2019-01-18,113.25
2020-02-24,112.05999755859375
2020-05-13,113.41999816894531
2019-12-10,112.45999908447266
2020-02-27,113.5199966430664
2019-12-13,114.22000122070312
2020-05-19,115.12999725341797
2019-03-06,117.5999984741211
2018-11-30,116.0999984741211
2019-08-13,110.68000030517578
2019-07-12,112.80000305175781
2019-06-10,109.95999908447266
2019-05-09,112.29000091552734
2018-07-25,113.48999786376953
2018-09-27,113.45999908447266
2018-10-29,111.30999755859375
2019-10-16,108.51000213623047
2019-12-16,106.91000366210938
2020-03-04,104.47000122070312
2020-05-22,104.08999633789062
2019-10-01,101.87999725341797
2019-12-19,99.04000091552734
2018-09-10,97.5999984741211
2019-05-24,100.25
2018-08-09,102.0
2019-04-22,103.04000091552734
2019-03-21,102.91999816894531
2019-01-16,101.69999694824219
2019-08-28,101.44000244140625
2018-11-13,103.97000122070312
2018-10-12,104.63999938964844
2019-06-25,102.70999908447266
2020-03-10,101.91000366210938
2020-05-28,103.44000244140625
2019-10-07,103.37000274658203
2020-03-13,102.77999877929688
2019-10-10,104.25
2020-03-16,104.80000305175781
2020-06-03,106.70999908447266
2018-11-28,104.56999969482422
2018-09-25,104.44000244140625
2018-07-23,104.86000061035156
2018-08-24,105.83999633789062
2019-07-10,106.8499984741211
2019-05-07,105.81999969482422
2019-04-05,106.37999725341797
2019-03-04,108.5999984741211
2019-01-31,115.26000213623047
2019-09-12,116.93000030517578
2019-12-31,118.2300033569336
2020-03-19,117.70999908447266
2020-01-03,118.0
2020-06-09,117.5199966430664
2019-02-15,121.2300033569336
2019-01-14,122.75
2018-07-06,124.2699966430664
2018-08-07,122.98999786376953
2018-10-10,123.80000305175781
2018-12-13,123.2300033569336
2019-08-26,123.5999984741211
2019-07-25,124.02999877929688
2019-05-22,123.44999694824219
2019-03-19,125.0
2020-01-06,123.93000030517578
2020-03-25,122.6500015258789
2020-06-12,124.4000015258789
2019-10-22,124.91999816894531
2020-01-09,125.86000061035156
2020-06-15,124.30000305175781
2019-10-25,124.1500015258789
2020-03-31,123.30999755859375
2020-06-18,121.16999816894531
2019-04-03,121.75
2018-08-22,121.75
2018-10-25,123.16000366210938
2019-01-29,123.33000183105469
2018-12-28,122.83000183105469
2018-11-26,126.41000366210938
2019-08-09,125.56999969482422
2019-07-08,125.91000366210938
2019-06-06,126.8499984741211
2019-09-10,128.67999267578125
2020-01-15,126.36000061035156
2020-04-03,127.58000183105469
2019-10-31,126.66000366210938
2020-04-06,126.86000061035156
2020-06-24,127.55999755859375
2018-11-09,128.4499969482422
2019-07-23,127.8499984741211
2019-06-21,128.11000061035156
2019-05-20,126.56999969482422
2019-04-18,126.69000244140625
2018-09-06,128.9199981689453
2018-10-08,128.32000732421875
2019-02-13,128.6300048828125
2018-12-11,128.99000549316406
2019-09-25,128.8800048828125
2020-01-21,128.42999267578125
2020-04-09,128.91000366210938
2019-11-06,125.83999633789062
2020-01-24,119.66000366210938
2020-01-27,119.30999755859375
2020-04-15,121.31999969482422
2018-12-26,124.08999633789062
2019-08-07,124.06999969482422
2019-06-04,125.0
