Dates,ZBH
2018-06-20,111.30000305175781
2018-06-21,110.9000015258789
2018-06-25,110.76000213623047
2018-06-22,109.5
2018-06-26,110.98999786376953
2018-06-27,109.55999755859375
2018-06-28,109.51000213623047
2018-06-29,111.37999725341797
2018-07-02,109.9800033569336
2018-07-03,110.05000305175781
2018-07-05,111.66000366210938
2018-07-16,112.80999755859375
2018-09-18,114.02999877929688
2019-01-24,114.13999938964844
2019-09-05,114.08000183105469
2018-11-21,113.11000061035156
2020-01-13,113.58000183105469
2020-04-01,112.23999786376953
2020-06-19,112.01000213623047
2019-10-29,112.12999725341797
2020-01-16,111.12999725341797
2020-06-22,111.5199966430664
2018-10-03,110.5999984741211
2018-07-31,112.73999786376953
2019-03-12,114.0
2019-02-08,116.19999694824219
2019-01-07,122.86000061035156
2018-12-06,125.88999938964844
2019-08-19,124.72000122070312
2019-07-18,124.93000030517578
2019-05-15,123.44000244140625
2019-09-20,122.95999908447266
2019-11-01,124.83000183105469
2020-04-07,125.26000213623047
2020-06-25,123.91999816894531
2020-06-16,123.56999969482422
2019-11-04,121.81999969482422
2020-01-22,121.45999908447266
2019-11-07,121.75
2020-04-13,120.97000122070312
2019-07-01,122.37999725341797
2019-05-30,122.19000244140625
2018-08-15,123.87999725341797
2018-10-18,124.01000213623047
2019-03-27,123.47000122070312
2019-01-22,124.0
2018-12-21,124.5199966430664
2019-09-03,122.58999633789062
2018-11-19,125.16999816894531
2019-08-02,126.1500015258789
2020-01-28,123.5199966430664
2020-04-16,122.7699966430664
2019-11-13,121.36000061035156
2020-01-31,120.5
2018-12-04,122.08999633789062
2018-11-02,123.37000274658203
2019-07-16,122.77999877929688
2018-08-30,122.2699966430664
2018-10-01,123.30999755859375
2019-06-14,126.06999969482422
2019-05-13,128.80999755859375
2019-04-11,129.17999267578125
2019-02-06,128.5399932861328
2019-09-18,129.14999389648438
2020-02-03,129.94000244140625
2020-04-22,130.0
2019-11-19,130.66000366210938
2020-02-06,129.4499969482422
2019-11-22,129.5800018310547
2019-03-25,129.55999755859375
2019-02-21,129.22000122070312
2018-12-19,130.25999450683594
2018-07-12,129.41000366210938
2018-09-14,129.0399932861328
2018-08-13,128.02000427246094
2018-10-16,127.5
2019-07-31,125.97000122070312
2019-05-28,125.91999816894531
2019-04-26,123.54000091552734
2020-04-28,120.31999969482422
2019-11-25,121.58999633789062
2020-02-12,122.1500015258789
2020-05-01,123.33000183105469
2020-05-04,126.91999816894531
2019-06-12,125.5999984741211
2019-04-09,123.77999877929688
2019-03-08,122.73999786376953
2019-02-04,121.19999694824219
2018-07-27,120.6500015258789
2018-08-28,120.0199966430664
2019-01-03,113.7699966430664
2019-08-15,113.66999816894531
2018-10-31,112.41000366210938
2019-09-16,113.54000091552734
2020-02-18,113.8499984741211
2020-05-07,113.37999725341797
2018-08-17,114.55999755859375
2019-12-04,114.16000366210938
2020-02-21,115.55000305175781
2018-12-17,117.5199966430664
2019-08-30,116.5
2018-11-15,114.0199966430664
2019-07-29,112.68000030517578
2019-06-27,112.11000061035156
2019-04-24,110.66000366210938
2018-07-10,114.20999908447266
2018-09-12,113.16999816894531
2019-02-19,110.7699966430664
2019-01-18,111.83000183105469
2020-02-24,111.4800033569336
2020-05-13,112.55999755859375
2019-12-10,111.98999786376953
2020-02-27,113.08999633789062
2019-12-13,114.22000122070312
2020-05-19,114.83999633789062
2019-03-06,116.0999984741211
2018-11-30,111.79000091552734
2019-08-13,108.87999725341797
2019-07-12,109.0
2019-06-10,107.68000030517578
2019-05-09,109.77999877929688
2018-07-25,112.87999725341797
2018-09-27,111.11000061035156
2018-10-29,108.31999969482422
2019-10-16,106.86000061035156
2019-12-16,104.69000244140625
2020-03-04,103.80999755859375
2020-05-22,100.45999908447266
2019-10-01,98.75
2019-12-19,96.98999786376953
2018-09-10,97.30000305175781
2019-05-24,98.1500015258789
2018-08-09,101.55999755859375
2019-04-22,102.43000030517578
2019-03-21,101.44999694824219
2019-01-16,99.8499984741211
2019-08-28,101.38999938964844
2018-11-13,103.62000274658203
2018-10-12,98.5999984741211
2019-06-25,101.72000122070312
2020-03-10,101.19999694824219
2020-05-28,102.55000305175781
2019-10-07,102.16999816894531
2020-03-13,102.72000122070312
2019-10-10,104.19999694824219
2020-03-16,104.41999816894531
2020-06-03,104.05000305175781
2018-11-28,103.16999816894531
2018-09-25,103.94000244140625
2018-07-23,104.05000305175781
2018-08-24,105.83999633789062
2019-07-10,105.4800033569336
2019-05-07,105.3499984741211
2019-04-05,105.86000061035156
2019-03-04,107.76000213623047
2019-01-31,113.58999633789062
2019-09-12,115.66000366210938
2019-12-31,118.04000091552734
2020-03-19,116.98999786376953
2020-01-03,117.81999969482422
2020-06-09,117.5199966430664
2019-02-15,120.61000061035156
2019-01-14,122.13999938964844
2018-07-06,122.41999816894531
2018-08-07,122.44000244140625
2018-10-10,122.41999816894531
2018-12-13,122.55000305175781
2019-08-26,123.12999725341797
2019-07-25,122.95999908447266
2019-05-22,123.1500015258789
2019-03-19,123.06999969482422
2020-01-06,122.81999969482422
2020-03-25,122.6500015258789
2020-06-12,123.48999786376953
2019-10-22,124.54000091552734
2020-01-09,123.38999938964844
2020-06-15,123.4000015258789
2019-10-25,122.5
2020-03-31,121.08000183105469
2020-06-18,120.08000183105469
2019-04-03,120.91999816894531
2018-08-22,121.05999755859375
2018-10-25,122.05000305175781
2019-01-29,122.55000305175781
2018-12-28,122.83000183105469
2018-11-26,124.70999908447266
2019-08-09,124.69000244140625
2019-07-08,125.55000305175781
2019-06-06,126.83999633789062
2019-09-10,126.6500015258789
2020-01-15,124.41000366210938
2020-04-03,126.4800033569336
2019-10-31,124.98999786376953
2020-04-06,125.5999984741211
2020-06-24,126.5199966430664
2018-11-09,127.25
2019-07-23,126.80000305175781
2019-06-21,126.27999877929688
2019-05-20,125.87000274658203
2019-04-18,126.37999725341797
2018-09-06,127.01000213623047
2018-10-08,128.10000610351562
2019-02-13,128.61000061035156
2018-12-11,127.69000244140625
2019-09-25,127.75
2020-01-21,127.63999938964844
2020-04-09,125.2699966430664
2019-11-06,119.01000213623047
2020-01-24,118.0199966430664
2020-01-27,119.16000366210938
2020-04-15,120.76000213623047
2018-12-26,123.0
2019-08-07,123.05999755859375
2019-06-04,119.5
2018-09-21,120.02999877929688
2018-07-19,120.51000213623047
2018-08-20,120.9800033569336
2018-10-23,120.2699966430664
2019-05-03,123.41999816894531
2019-04-01,121.80999755859375
2019-02-28,122.4800033569336
2019-11-12,122.19999694824219
2020-01-30,120.05000305175781
2019-11-15,118.80000305175781
2020-04-21,117.5199966430664
2019-04-16,118.58999633789062
2019-03-15,117.1500015258789
2019-02-11,117.66999816894531
2019-01-10,115.5999984741211
2019-08-22,115.16999816894531
2018-11-07,116.05000305175781
2018-08-03,114.5999984741211
2018-09-04,112.43000030517578
2019-06-19,114.0
2019-09-23,112.0
2019-11-18,111.16999816894531
2020-02-05,112.05000305175781
2020-04-24,111.44000244140625
2019-03-29,113.43000030517578
2019-11-21,114.37999725341797
2020-04-27,117.20999908447266
2020-02-11,118.19000244140625
2020-04-30,119.45999908447266
2019-05-01,120.55999755859375
2019-02-26,119.33000183105469
2019-01-25,120.0
2018-12-24,119.0999984741211
2019-09-06,116.87000274658203
2018-07-17,116.80000305175781
2018-09-19,117.87999725341797
2019-08-05,117.70999908447266
2019-10-08,116.12999725341797
2019-12-11,118.0
2019-11-27,117.0
2020-02-14,116.52999877929688
2020-05-06,114.20999908447266
2019-01-08,114.97000122070312
2018-12-07,114.9000015258789
2019-08-20,116.26000213623047
2018-11-05,116.31999969482422
2019-07-19,116.9000015258789
2018-10-04,116.2300033569336
2019-06-17,117.2300033569336
2019-05-16,119.37999725341797
2018-08-01,120.27999877929688
2019-03-13,120.0999984741211
2019-12-03,119.55999755859375
2020-02-20,120.47000122070312
2019-12-06,121.37999725341797
2020-05-12,121.62999725341797
2019-12-09,122.3499984741211
2020-02-26,123.41999816894531
2020-05-15,122.58000183105469
2019-03-28,122.93000030517578
2018-09-17,123.47000122070312
2018-08-16,123.05000305175781
2018-10-19,130.5
2019-04-29,133.14999389648438
2019-01-23,133.49000549316406
2019-09-04,133.5399932861328
2018-11-20,134.9199981689453
2019-07-02,135.92999267578125
2019-05-31,134.17999267578125
2019-12-12,133.8000030517578
2020-05-18,132.74000549316406
2019-09-27,135.6300048828125
2020-03-03,137.8300018310547
2020-05-21,137.16000366210938
2019-05-14,137.99000549316406
2018-08-31,133.82000732421875
2018-07-30,134.00999450683594
2018-10-02,135.9499969482422
2019-04-12,134.00999450683594
2019-03-11,137.8800048828125
2019-02-07,137.08999633789062
2019-07-17,136.25
2019-09-19,133.05999755859375
2019-10-21,133.67999267578125
2019-12-18,134.19000244140625
2020-03-06,133.9199981689453
2019-10-03,137.41000366210938
2020-03-09,138.25999450683594
2020-05-27,137.89999389648438
2019-12-24,136.9199981689453
2020-03-12,138.1699981689453
2018-12-20,138.9199981689453
2019-08-01,136.67999267578125
2018-08-14,134.8300018310547
2018-07-13,137.55999755859375
2018-10-17,140.10000610351562
2019-05-29,138.3000030517578
2019-03-26,136.80999755859375
2019-02-22,137.32000732421875
2019-10-04,138.47000122070312
2019-11-05,139.2100067138672
2019-12-27,139.4600067138672
2020-06-02,140.24000549316406
2019-12-30,139.55999755859375
2020-03-18,137.27000427246094
2020-06-05,135.55999755859375
2019-07-15,133.8000030517578
2018-12-03,134.52000427246094
2019-06-13,133.5399932861328
2019-01-04,130.5399932861328
2018-08-29,130.27000427246094
2019-02-05,132.77000427246094
2018-11-01,134.10000610351562
2019-08-16,130.6199951171875
2019-04-10,131.0
2019-09-17,132.2899932861328
2019-10-15,135.13999938964844
2020-01-02,134.60000610351562
2020-06-08,135.88999938964844
2019-10-18,135.0800018310547
2020-03-24,136.9600067138672
2020-06-11,136.99000549316406
2020-01-08,136.61000061035156
2019-04-25,134.75
