Dates,ZBH
2018-06-20,110.05864715576172
2018-06-21,109.4891586303711
2018-06-25,109.73463439941406
2018-06-22,108.72329711914062
2018-06-26,110.5201416015625
2018-06-27,108.0654525756836
2018-06-28,109.49227142333984
2018-06-29,109.65956115722656
2018-07-02,110.03348541259766
2018-07-03,110.14173889160156
2018-07-05,111.05687713623047
2018-07-16,112.17866516113281
2018-09-18,112.82810974121094
2019-01-24,112.96587371826172
2019-09-05,112.33610534667969
2018-11-21,112.218017578125
2020-01-13,113.05445861816406
2020-04-01,110.8305435180664
2020-06-19,111.94248962402344
2019-10-29,110.58455657958984
2020-01-16,110.44678497314453
2020-06-22,109.87603759765625
2018-10-03,111.09625244140625
2018-07-31,112.77891540527344
2019-03-12,115.26848602294922
2019-02-08,115.23897552490234
2019-01-07,124.1837387084961
2018-12-06,124.4887924194336
2019-08-19,123.51460266113281
2019-07-18,123.41620635986328
2019-05-15,122.41250610351562
2019-09-20,123.89838409423828
2019-11-01,124.00662231445312
2020-04-07,123.43589782714844
2020-06-25,121.99922180175781
2020-06-16,121.76305389404297
2019-11-04,120.61173248291016
2020-01-22,120.49365997314453
2019-11-07,120.42477416992188
2020-04-13,120.74950408935547
2019-07-01,120.79871368408203
2019-05-30,121.88113403320312
2018-08-15,122.67819213867188
2018-10-18,122.2845687866211
2019-03-27,122.84547424316406
2019-01-22,122.4912338256836
2018-12-21,123.39653015136719
2019-09-03,123.29812622070312
2018-11-19,123.9672622680664
2019-08-02,124.4887924194336
2020-01-28,121.79256439208984
2020-04-16,121.6548080444336
2019-11-13,120.0213394165039
2020-01-31,120.56253814697266
2018-12-04,121.58592987060547
2018-11-02,121.80241394042969
2019-07-16,121.22183990478516
2018-08-30,121.30055236816406
2018-10-01,124.17391967773438
2019-06-14,127.5884780883789
2019-05-13,127.99192810058594
2019-04-11,127.48023223876953
2019-02-06,128.3658447265625
2019-09-18,127.76557159423828
2020-02-03,128.6315155029297
2020-04-22,129.33016967773438
2019-11-19,129.14321899414062
2020-02-06,128.42486572265625
2019-11-22,127.95254516601562
2019-03-25,127.87369537353516
2019-02-21,129.6087646484375
2018-12-19,128.71163940429688
2018-07-12,128.090576171875
2018-09-14,127.58779907226562
2018-08-13,127.1441650390625
2018-10-16,126.7695541381836
2019-07-31,125.56682586669922
2019-05-28,125.11332702636719
2019-04-26,121.85018157958984
2020-04-28,119.43486785888672
2019-11-25,121.55442810058594
2020-02-12,121.75160217285156
2020-05-01,125.87242126464844
2020-05-04,126.50337219238281
2019-06-12,124.53166961669922
2019-04-09,122.63887023925781
2019-03-08,122.36283111572266
2019-02-04,122.31352996826172
2018-07-27,119.38558959960938
2018-08-28,120.42070770263672
2019-01-03,113.50009155273438
2019-08-15,113.6578369140625
2018-10-31,112.95787811279297
2019-09-16,111.98189544677734
2020-02-18,115.06759643554688
2020-05-07,113.50996398925781
2018-08-17,113.4015121459961
2019-12-04,113.411376953125
2020-02-21,116.4872055053711
2018-12-17,117.53219604492188
2019-08-30,115.95484924316406
2018-11-15,112.81987762451172
2019-07-29,111.31153106689453
2019-06-27,110.73974609375
2019-04-24,112.98745727539062
2018-07-10,115.39291381835938
2018-09-12,111.8931655883789
2019-02-19,110.80875396728516
2019-01-18,111.09464263916016
2020-02-24,111.10449981689453
2020-05-13,111.6467056274414
2019-12-10,111.5185546875
2020-02-27,113.07617950439453
2019-12-13,113.33250427246094
2020-05-19,115.36334228515625
