Dates,ZBH
2018-06-20,112.08999633789062
2018-06-21,111.51000213623047
2018-06-25,111.76000213623047
2018-06-22,110.7300033569336
2018-06-26,112.55999755859375
2018-06-27,110.05999755859375
2018-06-28,111.2699966430664
2018-06-29,111.44000244140625
2018-07-02,111.81999969482422
2018-07-03,111.93000030517578
2018-07-05,112.86000061035156
2018-07-16,114.0
2018-09-18,114.66000366210938
2019-01-24,114.80000305175781
2019-09-05,114.16000366210938
2018-11-21,114.04000091552734
2020-01-13,114.88999938964844
2020-04-01,112.62999725341797
2020-06-19,113.76000213623047
2019-10-29,112.37999725341797
2020-01-16,112.23999786376953
2020-06-22,111.66000366210938
2018-10-03,112.9000015258789
2018-07-31,114.61000061035156
2019-03-12,117.13999938964844
2019-02-08,117.11000061035156
2019-01-07,126.19999694824219
2018-12-06,126.51000213623047
2019-08-19,125.5199966430664
2019-07-18,125.41999816894531
2019-05-15,124.4000015258789
2019-09-20,125.91000366210938
2019-11-01,126.0199966430664
2020-04-07,125.44000244140625
2020-06-25,123.9800033569336
2020-06-16,123.73999786376953
2019-11-04,122.56999969482422
2020-01-22,122.44999694824219
2019-11-07,122.37999725341797
2020-04-13,122.70999908447266
2019-07-01,122.76000213623047
2019-05-30,123.86000061035156
2018-08-15,124.66999816894531
2018-10-18,124.2699966430664
2019-03-27,124.83999633789062
2019-01-22,124.4800033569336
2018-12-21,125.4000015258789
2019-09-03,125.30000305175781
2018-11-19,125.9800033569336
2019-08-02,126.51000213623047
2020-01-28,123.7699966430664
2020-04-16,123.62999725341797
2019-11-13,121.97000122070312
2020-01-31,122.5199966430664
2018-12-04,123.55999755859375
2018-11-02,123.77999877929688
2019-07-16,123.19000244140625
2018-08-30,123.2699966430664
2018-10-01,126.19000244140625
2019-06-14,129.66000366210938
2019-05-13,130.07000732421875
2019-04-11,129.5500030517578
2019-02-06,130.4499969482422
2019-09-18,129.83999633789062
2020-02-03,130.72000122070312
2020-04-22,131.42999267578125
2019-11-19,131.24000549316406
2020-02-06,130.50999450683594
2019-11-22,130.02999877929688
2019-03-25,129.7100067138672
2019-02-21,131.47000122070312
2018-12-19,130.55999755859375
2018-07-12,129.92999267578125
2018-09-14,129.4199981689453
2018-08-13,128.97000122070312
2018-10-16,128.58999633789062
2019-07-31,127.37000274658203
2019-05-28,126.91000366210938
2019-04-26,123.5999984741211
2020-04-28,121.1500015258789
2019-11-25,123.30000305175781
2020-02-12,123.5
2020-05-01,127.68000030517578
2020-05-04,128.32000732421875
2019-06-12,126.31999969482422
2019-04-09,124.4000015258789
2019-03-08,124.12000274658203
2019-02-04,124.06999969482422
2018-07-27,121.0999984741211
2018-08-28,122.1500015258789
2019-01-03,115.12999725341797
2019-08-15,115.29000091552734
2018-10-31,114.58000183105469
2019-09-16,113.58999633789062
2020-02-18,116.72000122070312
2020-05-07,115.13999938964844
2018-08-17,115.02999877929688
2019-12-04,115.04000091552734
2020-02-21,118.16000366210938
2018-12-17,119.22000122070312
2019-08-30,117.62000274658203
2018-11-15,114.44000244140625
2019-07-29,112.91000366210938
2019-06-27,112.33000183105469
2019-04-24,114.61000061035156
2018-07-10,117.05000305175781
2018-09-12,113.5
2019-02-19,112.4000015258789
2019-01-18,112.69000244140625
2020-02-24,112.69999694824219
2020-05-13,113.25
2019-12-10,113.12000274658203
2020-02-27,114.69999694824219
2019-12-13,114.95999908447266
2020-05-19,117.0199966430664
2019-03-06,116.44000244140625
2018-11-30,111.98999786376953
2019-08-13,112.91000366210938
2019-07-12,109.91999816894531
2019-06-10,111.0999984741211
2019-05-09,112.01000213623047
2018-07-25,112.94999694824219
2018-09-27,112.36000061035156
2018-10-29,108.98999786376953
2019-10-16,107.25
2019-12-16,105.77999877929688
2020-03-04,104.55999755859375
2020-05-22,101.7699966430664
2019-10-01,99.37999725341797
2019-12-19,97.2300033569336
2018-09-10,102.0199966430664
2019-05-24,101.70999908447266
2018-08-09,102.6500015258789
2019-04-22,103.72000122070312
2019-03-21,102.27999877929688
2019-01-16,100.43000030517578
2019-08-28,103.86000061035156
2018-11-13,103.9000015258789
2018-10-12,101.56999969482422
2019-06-25,102.4000015258789
2020-03-10,103.72000122070312
2020-05-28,104.27999877929688
2019-10-07,102.69000244140625
2020-03-13,104.16999816894531
2019-10-10,105.0
2020-03-16,106.22000122070312
2020-06-03,105.33999633789062
2018-11-28,103.91999816894531
2018-09-25,104.77999877929688
2018-07-23,105.23999786376953
2018-08-24,107.41000366210938
2019-07-10,105.83999633789062
2019-05-07,105.66000366210938
2019-04-05,108.45999908447266
2019-03-04,109.55999755859375
2019-01-31,116.5999984741211
2019-09-12,118.08000183105469
2019-12-31,118.31999969482422
2020-03-19,118.18000030517578
2020-01-03,118.29000091552734
2020-06-09,120.58000183105469
2019-02-15,122.2300033569336
2019-01-14,123.94999694824219
2018-07-06,123.55999755859375
2018-08-07,122.48999786376953
2018-10-10,123.6500015258789
2018-12-13,123.55999755859375
2019-08-26,123.9800033569336
2019-07-25,123.4800033569336
2019-05-22,124.44000244140625
2019-03-19,123.9000015258789
2020-01-06,123.36000061035156
2020-03-25,124.48999786376953
2020-06-12,124.12000274658203
2019-10-22,125.41000366210938
2020-01-09,124.43000030517578
2020-06-15,124.11000061035156
2019-10-25,123.23999786376953
2020-03-31,121.38999938964844
2020-06-18,121.61000061035156
2019-04-03,121.41000366210938
2018-08-22,122.68000030517578
2018-10-25,123.12999725341797
2019-01-29,122.94000244140625
2018-12-28,125.91999816894531
2018-11-26,125.31999969482422
2019-08-09,125.72000122070312
2019-07-08,127.43000030517578
2019-06-06,129.55999755859375
2019-09-10,126.68000030517578
2020-01-15,126.58999633789062
2020-04-03,126.91999816894531
2019-10-31,126.88999938964844
2020-04-06,126.95999908447266
2020-06-24,127.69999694824219
2018-11-09,127.76000213623047
2019-07-23,127.5
2019-06-21,126.4800033569336
2019-05-20,126.55999755859375
2019-04-18,127.20999908447266
2018-09-06,128.75999450683594
2018-10-08,128.66000366210938
2019-02-13,128.83999633789062
2018-12-11,128.5399932861328
2019-09-25,127.91999816894531
2020-01-21,127.9000015258789
2020-04-09,125.5199966430664
2019-11-06,119.69000244140625
2020-01-24,120.0
2020-01-27,121.19999694824219
2020-04-15,122.76000213623047
2018-12-26,124.44999694824219
2019-08-07,124.72000122070312
2019-06-04,123.86000061035156
2018-09-21,120.83000183105469
2018-07-19,123.16000366210938
2018-08-20,121.22000122070312
2018-10-23,123.20999908447266
2019-05-03,124.30999755859375
2019-04-01,125.55000305175781
2019-02-28,123.38999938964844
2019-11-12,122.55999755859375
2020-01-30,121.91000366210938
2019-11-15,121.97000122070312
2020-04-21,118.66000366210938
2019-04-16,118.75
2019-03-15,118.55000305175781
2019-02-11,118.08000183105469
2019-01-10,116.41999816894531
2019-08-22,115.91999816894531
2018-11-07,116.11000061035156
2018-08-03,115.1500015258789
2018-09-04,113.95999908447266
2019-06-19,114.5199966430664
2019-09-23,112.13999938964844
2019-11-18,112.22000122070312
2020-02-05,112.88999938964844
2020-04-24,113.93000030517578
2019-03-29,114.30000305175781
2019-11-21,117.41000366210938
2020-04-27,118.54000091552734
2020-02-11,120.30999755859375
2020-04-30,120.7300033569336
2019-05-01,121.70999908447266
2019-02-26,120.4800033569336
2019-01-25,120.69000244140625
2018-12-24,119.79000091552734
2019-09-06,117.44999694824219
2018-07-17,117.7300033569336
2018-09-19,118.12000274658203
2019-08-05,119.37000274658203
2019-10-08,119.70999908447266
2019-12-11,118.29000091552734
2019-11-27,117.41999816894531
2020-02-14,116.69999694824219
2020-05-06,114.56999969482422
2019-01-08,115.37999725341797
