Dates,BMY
2018-06-20,53.560001373291016
2018-06-21,53.5
2018-06-25,54.2400016784668
2018-06-22,54.25
2018-06-26,54.58000183105469
2018-06-27,54.29999923706055
2018-06-28,54.47999954223633
2018-06-29,55.150001525878906
2018-07-02,54.47999954223633
2018-07-03,55.09000015258789
2018-07-05,54.869998931884766
2018-07-16,56.11000061035156
2018-09-18,56.29999923706055
2019-01-24,56.0
2019-09-05,55.529998779296875
2018-11-21,56.189998626708984
2020-01-13,56.529998779296875
2020-04-01,56.209999084472656
2020-06-19,56.40999984741211
2019-10-29,56.290000915527344
2020-01-16,56.08000183105469
2020-06-22,56.41999816894531
2018-10-03,55.45000076293945
2018-07-31,56.040000915527344
2019-03-12,57.95000076293945
2019-02-08,56.08000183105469
2019-01-07,56.83000183105469
2018-12-06,56.81999969482422
2019-08-19,58.40999984741211
2019-07-18,58.77000045776367
2019-05-15,58.63999938964844
2019-09-20,58.88999938964844
2019-11-01,58.720001220703125
2020-04-07,58.83000183105469
2020-06-25,58.86000061035156
2020-06-16,59.349998474121094
2019-11-04,58.97999954223633
2020-01-22,59.119998931884766
2019-11-07,59.29999923706055
2020-04-13,59.38999938964844
2019-07-01,59.93000030517578
2019-05-30,60.79999923706055
2018-08-15,60.31999969482422
2018-10-18,60.060001373291016
2019-03-27,59.869998931884766
2019-01-22,59.91999816894531
2018-12-21,59.63999938964844
2019-09-03,59.959999084472656
2018-11-19,59.68000030517578
2019-08-02,60.060001373291016
2020-01-28,60.47999954223633
2020-04-16,60.209999084472656
2019-11-13,59.880001068115234
2020-01-31,60.40999984741211
2018-12-04,60.869998931884766
2018-11-02,60.63999938964844
2019-07-16,60.79999923706055
2018-08-30,60.439998626708984
2018-10-01,59.880001068115234
2019-06-14,59.52000045776367
2019-05-13,60.290000915527344
2019-04-11,60.65999984741211
2019-02-06,61.130001068115234
2019-09-18,60.59000015258789
2020-02-03,60.81999969482422
2020-04-22,61.75
2019-11-19,61.279998779296875
2020-02-06,61.7400016784668
2019-11-22,61.41999816894531
2019-03-25,61.470001220703125
2019-02-21,61.689998626708984
2018-12-19,62.040000915527344
2018-07-12,61.91999816894531
2018-09-14,62.31999969482422
2018-08-13,61.900001525878906
2018-10-16,62.119998931884766
2019-07-31,62.209999084472656
2019-05-28,62.470001220703125
2019-04-26,60.75
2020-04-28,57.02000045776367
2019-11-25,56.65999984741211
2020-02-12,57.349998474121094
2020-05-01,57.119998931884766
2020-05-04,57.65999984741211
2019-06-12,55.70000076293945
2019-04-09,54.290000915527344
2019-03-08,50.5099983215332
2019-02-04,49.83000183105469
2018-07-27,48.66999816894531
2018-08-28,46.939998626708984
2019-01-03,48.790000915527344
2019-08-15,49.20000076293945
2018-10-31,49.08000183105469
2019-09-16,50.11000061035156
2020-02-18,50.63999938964844
2020-05-07,50.380001068115234
2018-08-17,51.220001220703125
2019-12-04,50.5
2020-02-21,51.880001068115234
2018-12-17,52.619998931884766
2019-08-30,52.599998474121094
2018-11-15,52.70000076293945
2019-07-29,52.29999923706055
2019-06-27,52.279998779296875
2019-04-24,51.709999084472656
2018-07-10,53.43000030517578
2018-09-12,52.9900016784668
2019-02-19,52.900001525878906
2019-01-18,52.95000076293945
2020-02-24,52.68000030517578
2020-05-13,52.349998474121094
2019-12-10,49.86000061035156
2020-02-27,51.2599983215332
2019-12-13,51.380001068115234
2020-05-19,51.75
2019-03-06,52.95000076293945
2018-11-30,51.95000076293945
2019-08-13,51.65999984741211
2019-07-12,52.75
2019-06-10,51.369998931884766
2019-05-09,51.91999816894531
2018-07-25,52.959999084472656
2018-09-27,53.310001373291016
2018-10-29,51.93000030517578
2019-10-16,50.7599983215332
2019-12-16,51.060001373291016
2020-03-04,49.86000061035156
2020-05-22,49.75
2019-10-01,49.630001068115234
2019-12-19,48.75
2018-09-10,47.88999938964844
2019-05-24,48.720001220703125
2018-08-09,50.5
2019-04-22,51.029998779296875
2019-03-21,51.34000015258789
2019-01-16,44.29999923706055
2019-08-28,45.86000061035156
2018-11-13,46.36000061035156
2018-10-12,47.0
2019-06-25,46.7400016784668
2020-03-10,46.41999816894531
2020-05-28,47.099998474121094
2019-10-07,47.58000183105469
2020-03-13,48.0
2019-10-10,49.099998474121094
2020-03-16,48.470001220703125
2020-06-03,48.939998626708984
2018-11-28,49.029998779296875
2018-09-25,49.599998474121094
2018-07-23,48.29999923706055
2018-08-24,48.459999084472656
2019-07-10,48.13999938964844
2019-05-07,47.880001068115234
2019-04-05,48.18000030517578
2019-03-04,48.65999984741211
2019-01-31,48.58000183105469
2019-09-12,49.58000183105469
2019-12-31,50.09000015258789
2020-03-19,50.0
2020-01-03,49.779998779296875
2020-06-09,49.58000183105469
2019-02-15,49.58000183105469
2019-01-14,49.5099983215332
2018-07-06,49.709999084472656
2018-08-07,50.5099983215332
2018-10-10,50.91999816894531
2018-12-13,51.2599983215332
2019-08-26,50.75
2019-07-25,50.09000015258789
2019-05-22,50.130001068115234
2019-03-19,50.56999969482422
2020-01-06,50.09000015258789
2020-03-25,49.95000076293945
2020-06-12,51.08000183105469
2019-10-22,51.5099983215332
2020-01-09,52.5099983215332
2020-06-15,52.91999816894531
2019-10-25,52.650001525878906
2020-03-31,51.220001220703125
2020-06-18,50.36000061035156
2019-04-03,50.540000915527344
2018-08-22,50.349998474121094
2018-10-25,50.310001373291016
2019-01-29,48.790000915527344
2018-12-28,48.84000015258789
2018-11-26,49.630001068115234
2019-08-09,49.470001220703125
2019-07-08,48.54999923706055
2019-06-06,48.72999954223633
2019-09-10,48.150001525878906
2020-01-15,47.38999938964844
2020-04-03,47.790000915527344
2019-10-31,47.959999084472656
2020-04-06,47.779998779296875
2020-06-24,46.52000045776367
2018-11-09,46.75
2019-07-23,46.689998626708984
2019-06-21,46.34000015258789
2019-05-20,46.16999816894531
2019-04-18,46.5099983215332
2018-09-06,46.529998779296875
2018-10-08,45.880001068115234
2019-02-13,45.709999084472656
2018-12-11,45.43000030517578
2019-09-25,45.400001525878906
2020-01-21,45.650001525878906
2020-04-09,45.97999954223633
2019-11-06,45.43000030517578
2020-01-24,45.029998779296875
2020-01-27,44.900001525878906
2020-04-15,44.95000076293945
2018-12-26,44.61000061035156
2019-08-07,44.540000915527344
2019-06-04,45.2599983215332
2018-09-21,45.77000045776367
2018-07-19,46.0
2018-08-20,45.849998474121094
2018-10-23,46.5099983215332
2019-05-03,47.27000045776367
2019-04-01,47.59000015258789
2019-02-28,46.93000030517578
2019-11-12,46.810001373291016
2020-01-30,46.7599983215332
2019-11-15,46.22999954223633
2020-04-21,45.83000183105469
2019-04-16,45.880001068115234
2019-03-15,45.529998779296875
2019-02-11,46.65999984741211
2019-01-10,46.59000015258789
2019-08-22,46.099998474121094
2018-11-07,46.47999954223633
2018-08-03,47.06999969482422
2018-09-04,46.88999938964844
2019-06-19,46.779998779296875
2019-09-23,45.86000061035156
2019-11-18,44.86000061035156
2020-02-05,45.36000061035156
2020-04-24,45.06999969482422
2019-03-29,45.06999969482422
2019-11-21,46.43000030517578
2020-04-27,46.54999923706055
2020-02-11,46.119998931884766
2020-04-30,46.47999954223633
2019-05-01,45.90999984741211
2019-02-26,46.040000915527344
2019-01-25,46.900001525878906
2018-12-24,46.970001220703125
2019-09-06,47.20000076293945
2018-07-17,47.650001525878906
2018-09-19,47.709999084472656
2019-08-05,47.709999084472656
2019-10-08,48.63999938964844
2019-12-11,48.189998626708984
2019-11-27,45.56999969482422
2020-02-14,45.650001525878906
2020-05-06,44.540000915527344
2019-01-08,44.95000076293945
2018-12-07,44.91999816894531
2019-08-20,45.41999816894531
2018-11-05,46.18000030517578
2019-07-19,46.22999954223633
2018-10-04,45.869998931884766
2019-06-17,45.29999923706055
2019-05-16,45.70000076293945
2018-08-01,45.75
2019-03-13,44.16999816894531
2019-12-03,43.810001373291016
2020-02-20,44.04999923706055
2019-12-06,44.08000183105469
2020-05-12,44.060001373291016
2019-12-09,43.529998779296875
2020-02-26,43.2599983215332
2020-05-15,42.720001220703125
2019-03-28,42.47999954223633
2018-09-17,42.68000030517578
2018-08-16,42.81999969482422
2018-10-19,44.2599983215332
2019-04-29,44.90999984741211
2019-01-23,44.47999954223633
2019-09-04,44.0
2018-11-20,44.40999984741211
2019-07-02,45.11000061035156
2019-05-31,44.900001525878906
2019-12-12,45.0
2020-05-18,45.08000183105469
2019-09-27,46.2599983215332
2020-03-03,47.099998474121094
2020-05-21,46.209999084472656
2019-05-14,46.150001525878906
2018-08-31,45.540000915527344
2018-07-30,45.31999969482422
2018-10-02,45.779998779296875
2019-04-12,47.02000045776367
2019-03-11,47.2400016784668
2019-02-07,47.439998626708984
2019-07-17,47.470001220703125
2019-09-19,46.290000915527344
2019-10-21,47.720001220703125
2019-12-18,47.7400016784668
2020-03-06,47.400001525878906
2019-10-03,47.77000045776367
2020-03-09,47.79999923706055
2020-05-27,47.2599983215332
2019-12-24,47.529998779296875
2020-03-12,47.93000030517578
2018-12-20,48.16999816894531
2019-08-01,47.4900016784668
2018-08-14,47.52000045776367
2018-07-13,48.61000061035156
2018-10-17,49.209999084472656
2019-05-29,49.290000915527344
2019-03-26,49.209999084472656
2019-02-22,49.349998474121094
2019-10-04,49.41999816894531
2019-11-05,49.65999984741211
2019-12-27,49.9900016784668
2020-06-02,50.470001220703125
2019-12-30,49.7599983215332
2020-03-18,49.689998626708984
2020-06-05,49.380001068115234
2019-07-15,49.97999954223633
2018-12-03,50.31999969482422
2019-06-13,50.349998474121094
2019-01-04,48.709999084472656
2018-08-29,48.54999923706055
2019-02-05,49.52000045776367
2018-11-01,50.560001373291016
2019-08-16,49.959999084472656
2019-04-10,50.31999969482422
2019-09-17,50.400001525878906
2019-10-15,51.220001220703125
2020-01-02,51.279998779296875
2020-06-08,51.470001220703125
2019-10-18,51.290000915527344
2020-03-24,51.90999984741211
2020-06-11,52.380001068115234
2020-01-08,52.560001373291016
2019-04-25,54.369998931884766
2019-07-30,53.869998931884766
2019-02-20,53.86000061035156
2018-07-11,54.400001525878906
2018-09-13,54.709999084472656
2018-10-15,55.33000183105469
2019-06-28,55.84000015258789
2018-12-18,56.310001373291016
2018-11-16,57.09000015258789
2019-10-02,56.529998779296875
2020-03-27,55.970001220703125
2020-01-10,56.13999938964844
2019-10-24,56.900001525878906
2020-03-30,57.290000915527344
2020-06-17,57.45000076293945
2020-01-14,58.119998931884766
2020-04-02,57.900001525878906
2019-01-02,57.91999816894531
2019-08-14,58.400001525878906
2018-10-30,57.290000915527344
2019-06-11,56.2599983215332
2019-05-10,55.29999923706055
2019-04-08,56.459999084472656
2018-08-27,55.91999816894531
2018-07-26,55.939998626708984
2018-09-28,56.08000183105469
2019-03-07,56.900001525878906
2019-10-30,56.849998474121094
2020-01-17,57.279998779296875
2020-06-23,56.68000030517578
2020-04-08,57.54999923706055
2020-06-26,58.79999923706055
2019-03-22,59.81999969482422
2019-01-17,60.400001525878906
2019-08-29,60.93000030517578
2018-11-14,61.959999084472656
2019-06-26,62.41999816894531
2018-09-11,63.790000915527344
2018-07-09,63.0099983215332
2018-08-10,63.540000915527344
2019-04-23,62.970001220703125
2019-09-30,62.7400016784668
2020-01-23,62.91999816894531
2019-11-08,63.08000183105469
2020-04-14,63.0099983215332
2019-11-11,63.18000030517578
2020-01-29,63.83000183105469
2020-04-17,63.63999938964844
2018-07-24,63.5099983215332
2018-09-26,63.13999938964844
2019-05-08,62.54999923706055
2019-03-05,62.66999816894531
2019-02-01,62.77000045776367
2018-12-31,63.86000061035156
2018-11-29,64.12000274658203
2019-08-12,65.04000091552734
2019-07-11,65.37000274658203
2019-09-13,65.56999969482422
2019-11-14,66.43000030517578
2020-04-20,66.51000213623047
2020-02-04,66.69999694824219
