Dates,BMY
2018-06-20,54.25
2018-06-21,53.939998626708984
2018-06-25,55.13999938964844
2018-06-22,54.66999816894531
2018-06-26,54.90999984741211
2018-06-27,54.470001220703125
2018-06-28,55.29999923706055
2018-06-29,55.34000015258789
2018-07-02,55.189998626708984
2018-07-03,55.650001525878906
2018-07-05,55.95000076293945
2018-07-16,56.560001373291016
2018-09-18,56.45000076293945
2019-01-24,56.18000030517578
2019-09-05,55.75
2018-11-21,56.810001373291016
2020-01-13,56.86000061035156
2020-04-01,56.43000030517578
2020-06-19,56.630001068115234
2019-10-29,56.880001068115234
2020-01-16,56.540000915527344
2020-06-22,56.709999084472656
2018-10-03,55.880001068115234
2018-07-31,58.2599983215332
2019-03-12,59.040000915527344
2019-02-08,57.91999816894531
2019-01-07,56.91999816894531
2018-12-06,58.93000030517578
2019-08-19,58.75
2019-07-18,59.619998931884766
2019-05-15,59.27000045776367
2019-09-20,59.15999984741211
2019-11-01,59.38999938964844
2020-04-07,58.97999954223633
2020-06-25,60.16999816894531
2020-06-16,59.529998779296875
2019-11-04,59.310001373291016
2020-01-22,59.41999816894531
2019-11-07,59.959999084472656
2020-04-13,60.2599983215332
2019-07-01,61.11000061035156
2019-05-30,60.88999938964844
2018-08-15,60.31999969482422
2018-10-18,60.08000183105469
2019-03-27,60.56999969482422
2019-01-22,60.09000015258789
2018-12-21,59.970001220703125
2019-09-03,60.0099983215332
2018-11-19,60.16999816894531
2019-08-02,61.119998931884766
2020-01-28,60.689998626708984
2020-04-16,60.54999923706055
2019-11-13,60.47999954223633
2020-01-31,61.20000076293945
2018-12-04,60.939998626708984
2018-11-02,61.310001373291016
2019-07-16,60.86000061035156
2018-08-30,60.4900016784668
2018-10-01,60.33000183105469
2019-06-14,60.790000915527344
2019-05-13,60.689998626708984
2019-04-11,61.29999923706055
2019-02-06,61.47999954223633
2019-09-18,60.79999923706055
2020-02-03,61.75
2020-04-22,62.25
2019-11-19,61.59000015258789
2020-02-06,61.81999969482422
2019-11-22,61.619998931884766
2019-03-25,61.95000076293945
2019-02-21,62.08000183105469
2018-12-19,62.099998474121094
2018-07-12,62.79999923706055
2018-09-14,62.650001525878906
2018-08-13,62.36000061035156
2018-10-16,62.40999984741211
2019-07-31,62.900001525878906
2019-05-28,63.22999954223633
2019-04-26,60.77000045776367
2020-04-28,57.5
2019-11-25,57.5099983215332
2020-02-12,57.61000061035156
2020-05-01,57.83000183105469
2020-05-04,58.900001525878906
2019-06-12,55.97999954223633
2019-04-09,54.29999923706055
2019-03-08,50.880001068115234
2019-02-04,50.650001525878906
2018-07-27,48.83000183105469
2018-08-28,49.209999084472656
2019-01-03,50.43000030517578
2019-08-15,49.72999954223633
2018-10-31,50.02000045776367
2019-09-16,50.540000915527344
2020-02-18,52.130001068115234
2020-05-07,50.689998626708984
2018-08-17,52.029998779296875
2019-12-04,51.349998474121094
2020-02-21,52.9900016784668
2018-12-17,52.810001373291016
2019-08-30,53.38999938964844
2018-11-15,52.849998474121094
2019-07-29,52.59000015258789
2019-06-27,52.59000015258789
2019-04-24,53.27000045776367
2018-07-10,54.06999969482422
2018-09-12,53.47999954223633
2019-02-19,53.52000045776367
2019-01-18,53.20000076293945
2020-02-24,52.93000030517578
2020-05-13,52.72999954223633
2019-12-10,51.150001525878906
2020-02-27,52.0
2019-12-13,51.81999969482422
2020-05-19,53.459999084472656
2019-03-06,53.279998779296875
2018-11-30,52.029998779296875
2019-08-13,53.25
2019-07-12,53.08000183105469
2019-06-10,52.58000183105469
2019-05-09,52.43000030517578
2018-07-25,53.439998626708984
2018-09-27,53.63999938964844
2018-10-29,52.119998931884766
2019-10-16,50.91999816894531
2019-12-16,51.560001373291016
2020-03-04,50.38999938964844
2020-05-22,50.060001373291016
2019-10-01,49.81999969482422
2019-12-19,48.7599983215332
2018-09-10,50.029998779296875
2019-05-24,50.40999984741211
2018-08-09,50.939998626708984
2019-04-22,51.97999954223633
2019-03-21,52.43000030517578
2019-01-16,45.119998931884766
2019-08-28,46.88999938964844
2018-11-13,48.40999984741211
2018-10-12,47.9900016784668
2019-06-25,47.18000030517578
2020-03-10,47.720001220703125
2020-05-28,47.9900016784668
2019-10-07,47.970001220703125
2020-03-13,49.720001220703125
2019-10-10,49.130001068115234
2020-03-16,49.599998474121094
2020-06-03,50.119998931884766
2018-11-28,49.720001220703125
2018-09-25,49.959999084472656
2018-07-23,49.02000045776367
2018-08-24,48.93000030517578
2019-07-10,48.31999969482422
2019-05-07,48.31999969482422
2019-04-05,48.86000061035156
2019-03-04,49.369998931884766
2019-01-31,49.88999938964844
2019-09-12,50.849998474121094
2019-12-31,50.150001525878906
2020-03-19,51.13999938964844
2020-01-03,50.04999923706055
