Dates,BMY
2020-06-24,49293100.0
2018-11-09,21242500.0
2019-07-23,15098100.0
2019-06-21,21744000.0
2019-05-20,17925900.0
2019-04-18,16044300.0
2018-09-06,15953300.0
2018-10-08,16073400.0
2019-02-13,13083700.0
2018-12-11,19846100.0
2019-09-25,25363500.0
2020-01-21,20263700.0
2020-04-09,21336600.0
2019-11-06,20085500.0
2020-01-24,23633800.0
2020-01-27,15747900.0
2020-04-15,14386000.0
2018-12-26,15062000.0
2019-08-07,17288000.0
2019-06-04,13671800.0
2018-09-21,15735800.0
2018-07-19,14162500.0
2018-08-20,18282300.0
2018-10-23,12676400.0
2019-05-03,24355100.0
2019-04-01,14481200.0
2019-02-28,13189700.0
2019-11-12,13207600.0
2020-01-30,13886300.0
2019-11-15,12019900.0
2020-04-21,15454000.0
2019-04-16,12971100.0
2019-03-15,10143300.0
2019-02-11,15378100.0
2019-01-10,10144900.0
2019-08-22,11081000.0
2018-11-07,12018800.0
2018-08-03,9222200.0
2018-09-04,10834500.0
2019-06-19,9468900.0
2019-09-23,16422900.0
2019-11-18,15910700.0
2020-02-05,8594900.0
2020-04-24,12845500.0
2019-03-29,13277000.0
2019-11-21,10883100.0
2020-04-27,10052400.0
2020-02-11,12206200.0
2020-04-30,6801600.0
2019-05-01,10445300.0
2019-02-26,11030300.0
2019-01-25,10650300.0
2018-12-24,9328000.0
2019-09-06,10186000.0
2018-07-17,9514200.0
2018-09-19,11523700.0
2019-08-05,8720800.0
2019-10-08,9441600.0
2019-12-11,14979300.0
2019-11-27,36621800.0
2020-02-14,24456700.0
2020-05-06,21924200.0
2019-01-08,10918600.0
2018-12-07,15627000.0
2019-08-20,14061100.0
2018-11-05,10957000.0
2019-07-19,6121500.0
2018-10-04,9635600.0
2019-06-17,11884000.0
2019-05-16,9456700.0
2018-08-01,8807200.0
2019-03-13,23338400.0
2019-12-03,14254900.0
2020-02-20,8885400.0
2019-12-06,11590900.0
2020-05-12,10815700.0
2019-12-09,13178500.0
2020-02-26,12023100.0
2020-05-15,12390600.0
2019-03-28,17663400.0
2018-09-17,14490600.0
2018-08-16,33799300.0
2018-10-19,20318100.0
2019-04-29,14301000.0
2019-01-23,13906500.0
2019-09-04,12863100.0
2018-11-20,16077500.0
2019-07-02,17929000.0
2019-05-31,17156700.0
2019-12-12,12146800.0
2020-05-18,16780700.0
2019-09-27,13955700.0
2020-03-03,12213600.0
2020-05-21,8851600.0
2019-05-14,8496200.0
2018-08-31,14371700.0
2018-07-30,8513700.0
2018-10-02,9630200.0
2019-04-12,7788700.0
2019-03-11,9176300.0
2019-02-07,6729200.0
2019-07-17,6378500.0
2019-09-19,16319900.0
2019-10-21,20731500.0
2019-12-18,14748000.0
2020-03-06,8521100.0
2019-10-03,10342000.0
2020-03-09,8126000.0
2020-05-27,7708200.0
2019-12-24,8140000.0
2020-03-12,7320900.0
2018-12-20,8241800.0
2019-08-01,7470800.0
2018-08-14,9807000.0
2018-07-13,8153800.0
2018-10-17,9047000.0
2019-05-29,7343500.0
2019-03-26,6481800.0
2019-02-22,10059800.0
2019-10-04,8326700.0
2019-11-05,8016200.0
2019-12-27,13449700.0
2020-06-02,9178700.0
2019-12-30,9342200.0
2020-03-18,7078700.0
2020-06-05,8194600.0
2019-07-15,11466100.0
2018-12-03,15950500.0
2019-06-13,9932400.0
2019-01-04,12596200.0
2018-08-29,9227000.0
2019-02-05,10081500.0
2018-11-01,9367100.0
2019-08-16,11120600.0
2019-04-10,7815700.0
2019-09-17,11166700.0
2019-10-15,11271800.0
2020-01-02,5653200.0
2020-06-08,7414300.0
2019-10-18,8619300.0
2020-03-24,8926000.0
2020-06-11,10859800.0
2020-01-08,13098200.0
2019-04-25,26890200.0
2019-07-30,13025500.0
2019-02-20,14594500.0
2018-07-11,12353100.0
2018-09-13,13931300.0
2018-10-15,9118900.0
2019-06-28,14159000.0
2018-12-18,25041900.0
2018-11-16,17122200.0
2019-10-02,12960100.0
2020-03-27,10503300.0
2020-01-10,13475300.0
2019-10-24,11892700.0
2020-03-30,11580000.0
2020-06-17,9096700.0
2020-01-14,9700600.0
2020-04-02,12857500.0
2019-01-02,10931900.0
2019-08-14,9723800.0
2018-10-30,28506700.0
2019-06-11,39248100.0
2019-05-10,185413200.0
2019-04-08,22932700.0
2018-08-27,21515600.0
2018-07-26,23231400.0
2018-09-28,21781800.0
2019-03-07,25908300.0
2019-10-30,11292400.0
2020-01-17,24715100.0
2020-06-23,16233300.0
2020-04-08,22257200.0
2020-06-26,17149700.0
2019-03-22,17765400.0
2019-01-17,16110700.0
2019-08-29,19224800.0
2018-11-14,18262900.0
2019-06-26,17353600.0
2018-09-11,14526400.0
2018-07-09,23018200.0
2018-08-10,16207100.0
2019-04-23,14824300.0
2019-09-30,12928200.0
2020-01-23,24137000.0
2019-11-08,12914900.0
2020-04-14,2890400.0
2019-11-11,8187700.0
2020-01-29,7684400.0
2020-04-17,7862300.0
2018-07-24,9378400.0
2018-09-26,13163700.0
2019-05-08,12984600.0
2019-03-05,11311400.0
2019-02-01,15551700.0
2018-12-31,18527000.0
2018-11-29,16169300.0
2019-08-12,11698000.0
2019-07-11,19243300.0
2019-09-13,30560500.0
2019-11-14,10937400.0
2020-04-20,8435800.0
2020-02-04,14375000.0
2020-04-23,12519400.0
2018-12-14,15186700.0
2019-08-27,13183300.0
2018-08-08,22453000.0
2018-10-11,20951100.0
2018-11-12,12761900.0
2019-07-26,10763200.0
2019-06-24,10783700.0
2019-05-23,12898000.0
2019-03-20,15987100.0
2019-01-15,11740200.0
2019-11-20,14991600.0
2020-02-07,16488500.0
2020-02-10,13093400.0
2020-04-29,13218500.0
2019-11-26,7261400.0
2020-02-13,11213700.0
2019-01-30,9149500.0
2018-08-23,7530700.0
2018-09-24,13831900.0
2018-11-27,9905400.0
2018-10-26,11360500.0
2019-07-09,10134800.0
2019-06-07,12105000.0
2019-05-06,15706000.0
2019-04-04,11264600.0
2019-09-11,20618300.0
2019-11-29,28294900.0
2020-05-05,19500300.0
2019-12-02,18250100.0
2020-02-19,18228300.0
2020-05-08,15119400.0
2019-05-21,14833900.0
2019-03-18,22385900.0
2018-09-07,24831000.0
2018-08-06,19768800.0
2018-10-09,22963000.0
2019-02-14,23503600.0
2018-12-12,20582800.0
2019-07-24,17519600.0
2019-09-26,27384200.0
2019-10-28,20058300.0
2019-12-05,20370800.0
2020-05-11,21237000.0
2019-07-03,16484800.0
2020-02-25,20921300.0
2020-05-14,21600200.0
2020-02-28,14498400.0
2019-08-08,18013500.0
2019-06-05,28455600.0
2018-07-20,13441300.0
2018-08-21,12929400.0
2018-10-24,14654200.0
2019-04-02,22589700.0
2019-03-01,19224400.0
2019-01-28,15268700.0
2018-12-27,13256800.0
2019-09-09,13921600.0
2020-03-02,14259000.0
2020-05-20,14402100.0
2019-12-17,12984900.0
2020-03-05,16697800.0
2019-02-12,17446000.0
2019-01-11,22203000.0
2018-12-10,12081500.0
2019-08-23,11897400.0
2018-11-08,10461500.0
2019-07-22,13994600.0
2019-06-20,10858900.0
2018-09-05,11035100.0
2019-04-17,17553100.0
2019-09-24,15582800.0
2019-12-20,16989600.0
2020-05-26,13340800.0
2019-04-30,14589000.0
2019-12-23,17531500.0
2020-03-11,16961400.0
2020-05-29,14146800.0
2019-12-26,18928100.0
2020-06-01,17287900.0
2019-05-02,18221700.0
2019-02-27,35224400.0
2018-11-23,15172100.0
2019-08-06,11052100.0
2018-07-18,16658200.0
2018-09-20,16016000.0
2018-10-22,9228600.0
2019-07-05,18447800.0
2019-06-03,19071700.0
2019-10-09,14977400.0
2019-10-11,27225400.0
2020-03-17,11507900.0
2020-06-04,15460100.0
2019-10-14,13497600.0
2020-03-20,13476900.0
2018-11-06,11862600.0
2019-06-18,12549100.0
2019-05-17,12159500.0
2019-04-15,13343700.0
2019-03-14,17371900.0
2019-01-09,14860600.0
2018-08-02,21617800.0
2018-10-05,16973300.0
2019-08-21,13637100.0
2019-10-17,14113300.0
2020-03-23,54134700.0
2020-06-10,18716200.0
2019-02-25,15557200.0
2020-01-07,11177200.0
2020-03-26,15267200.0
2019-10-23,26132400.0
