Dates,BMY
2018-06-20,53.599998474121094
2018-06-21,54.18000030517578
2018-06-25,54.650001525878906
2018-06-22,55.0
2018-06-26,54.599998474121094
2018-06-27,54.650001525878906
2018-06-28,54.4900016784668
2018-06-29,55.290000915527344
2018-07-02,55.16999816894531
2018-07-03,55.25
2018-07-05,55.43000030517578
2018-07-16,56.220001220703125
2018-09-18,56.63999938964844
2019-01-24,56.77000045776367
2019-09-05,56.0
2018-11-21,56.54999923706055
2020-01-13,56.619998931884766
2020-04-01,56.880001068115234
2020-06-19,56.630001068115234
2019-10-29,56.58000183105469
2020-01-16,56.84000015258789
2020-06-22,56.599998474121094
2018-10-03,56.0099983215332
2018-07-31,56.08000183105469
2019-03-12,58.08000183105469
2019-02-08,60.11000061035156
2019-01-07,58.560001373291016
2018-12-06,56.91999816894531
2019-08-19,59.13999938964844
2019-07-18,58.86000061035156
2019-05-15,59.5
2019-09-20,59.150001525878906
2019-11-01,59.029998779296875
2020-04-07,59.380001068115234
2020-06-25,59.34000015258789
2020-06-16,59.77000045776367
2019-11-04,59.619998931884766
2020-01-22,59.20000076293945
2019-11-07,59.29999923706055
2020-04-13,59.869998931884766
2019-07-01,60.279998779296875
2019-05-30,61.29999923706055
2018-08-15,61.11000061035156
2018-10-18,60.40999984741211
2019-03-27,60.119998931884766
2019-01-22,60.540000915527344
2018-12-21,60.099998474121094
2019-09-03,60.22999954223633
2018-11-19,59.93000030517578
2019-08-02,60.099998474121094
2020-01-28,61.04999923706055
2020-04-16,60.470001220703125
2019-11-13,60.5
2020-01-31,60.599998474121094
2018-12-04,61.029998779296875
2018-11-02,60.720001220703125
2019-07-16,61.5
2018-08-30,60.849998474121094
2018-10-01,60.529998779296875
2019-06-14,60.70000076293945
2019-05-13,60.66999816894531
2019-04-11,60.849998474121094
2019-02-06,61.18000030517578
2019-09-18,61.540000915527344
2020-02-03,60.83000183105469
2020-04-22,61.869998931884766
2019-11-19,61.9900016784668
2020-02-06,61.81999969482422
2019-11-22,61.880001068115234
2019-03-25,61.65999984741211
2019-02-21,61.95000076293945
2018-12-19,62.369998931884766
2018-07-12,62.22999954223633
2018-09-14,62.9900016784668
2018-08-13,62.22999954223633
2018-10-16,62.47999954223633
2019-07-31,62.459999084472656
2019-05-28,62.709999084472656
2019-04-26,62.93000030517578
2020-04-28,60.77000045776367
2019-11-25,57.810001373291016
2020-02-12,57.70000076293945
2020-05-01,57.93000030517578
2020-05-04,57.93000030517578
2019-06-12,57.5
2019-04-09,55.849998474121094
2019-03-08,51.25
2019-02-04,50.52000045776367
2018-07-27,50.70000076293945
2018-08-28,48.83000183105469
2019-01-03,49.209999084472656
