Dates,PWR
2018-06-20,35.560001373291016
2018-06-21,35.31999969482422
2018-06-25,35.13999938964844
2018-06-22,33.9900016784668
2018-06-26,33.86000061035156
2018-06-27,33.84000015258789
2018-06-28,33.380001068115234
2018-06-29,33.43000030517578
2018-07-02,33.06999969482422
2018-07-03,33.70000076293945
2018-07-05,33.720001220703125
2018-07-16,33.7599983215332
2018-09-18,33.939998626708984
2019-01-24,34.2400016784668
2019-09-05,34.0
2018-11-21,33.810001373291016
2020-01-13,33.619998931884766
2020-04-01,33.65999984741211
2020-06-19,33.16999816894531
2019-10-29,33.22999954223633
2020-01-16,33.11000061035156
2020-06-22,33.279998779296875
2018-10-03,33.06999969482422
2018-07-31,33.04999923706055
2019-03-12,32.61000061035156
2019-02-08,33.7599983215332
2019-01-07,33.72999954223633
2018-12-06,33.86000061035156
2019-08-19,33.470001220703125
2019-07-18,33.869998931884766
2019-05-15,33.95000076293945
2019-09-20,33.95000076293945
2019-11-01,35.25
2020-04-07,35.290000915527344
2020-06-25,34.720001220703125
2020-06-16,34.849998474121094
2019-11-04,34.400001525878906
2020-01-22,34.38999938964844
2019-11-07,33.70000076293945
2020-04-13,33.790000915527344
2019-07-01,34.02000045776367
2019-05-30,33.290000915527344
2018-08-15,34.0
2018-10-18,34.20000076293945
2019-03-27,34.47999954223633
2019-01-22,34.099998474121094
2018-12-21,34.209999084472656
2019-09-03,33.83000183105469
2018-11-19,34.119998931884766
2019-08-02,34.18000030517578
2020-01-28,34.63999938964844
2020-04-16,34.20000076293945
2019-11-13,34.75
2020-01-31,33.70000076293945
2018-12-04,34.25
2018-11-02,34.150001525878906
2019-07-16,34.130001068115234
2018-08-30,34.41999816894531
2018-10-01,34.619998931884766
2019-06-14,35.31999969482422
2019-05-13,34.45000076293945
2019-04-11,34.61000061035156
2019-02-06,34.81999969482422
2019-09-18,34.279998779296875
2020-02-03,34.689998626708984
2020-04-22,34.79999923706055
2019-11-19,34.380001068115234
2020-02-06,34.369998931884766
2019-11-22,33.630001068115234
2019-03-25,33.20000076293945
2019-02-21,32.869998931884766
2018-12-19,33.56999969482422
2018-07-12,33.52000045776367
2018-09-14,33.77000045776367
2018-08-13,33.27000045776367
2018-10-16,32.68000030517578
2019-07-31,32.2400016784668
2019-05-28,32.470001220703125
2019-04-26,32.380001068115234
2020-04-28,31.299999237060547
2019-11-25,31.799999237060547
2020-02-12,31.309999465942383
2020-05-01,31.889999389648438
2020-05-04,32.63999938964844
2019-06-12,32.41999816894531
2019-04-09,32.380001068115234
2019-03-08,32.310001373291016
2019-02-04,31.31999969482422
2018-07-27,31.420000076293945
2018-08-28,30.6200008392334
2019-01-03,30.700000762939453
2019-08-15,31.200000762939453
2018-10-31,30.860000610351562
2019-09-16,31.690000534057617
2020-02-18,31.59000015258789
2020-05-07,33.77000045776367
2018-08-17,34.459999084472656
2019-12-04,34.75
2020-02-21,35.16999816894531
2018-12-17,35.630001068115234
2019-08-30,35.0099983215332
2018-11-15,34.77000045776367
2019-07-29,33.619998931884766
2019-06-27,34.040000915527344
2019-04-24,33.5099983215332
2018-07-10,33.9900016784668
2018-09-12,34.290000915527344
2019-02-19,33.77000045776367
