Dates,PWR
2018-06-20,34.650001525878906
2018-06-21,34.540000915527344
2018-06-25,34.08000183105469
2018-06-22,33.540000915527344
2018-06-26,33.16999816894531
2018-06-27,33.38999938964844
2018-06-28,32.83000183105469
2018-06-29,33.38999938964844
2018-07-02,32.90999984741211
2018-07-03,33.47999954223633
2018-07-05,33.29999923706055
2018-07-16,33.529998779296875
2018-09-18,33.88999938964844
2019-01-24,33.93000030517578
2019-09-05,33.58000183105469
2018-11-21,33.29999923706055
2020-01-13,33.5
2020-04-01,33.16999816894531
2020-06-19,33.150001525878906
2019-10-29,32.849998474121094
2020-01-16,32.779998779296875
2020-06-22,33.150001525878906
2018-10-03,32.720001220703125
2018-07-31,32.880001068115234
2019-03-12,32.61000061035156
2019-02-08,33.22999954223633
2019-01-07,33.56999969482422
2018-12-06,33.27000045776367
2019-08-19,33.290000915527344
2019-07-18,33.4900016784668
2019-05-15,33.09000015258789
2019-09-20,33.95000076293945
2019-11-01,35.029998779296875
2020-04-07,34.529998779296875
2020-06-25,34.38999938964844
2020-06-16,34.61000061035156
2019-11-04,34.099998474121094
2020-01-22,33.529998779296875
2019-11-07,33.54999923706055
2020-04-13,33.5099983215332
2019-07-01,32.79999923706055
2019-05-30,33.15999984741211
2018-08-15,33.97999954223633
2018-10-18,34.20000076293945
2019-03-27,34.119998931884766
2019-01-22,33.939998626708984
2018-12-21,33.599998474121094
2019-09-03,33.83000183105469
2018-11-19,33.86000061035156
2019-08-02,33.91999816894531
2020-01-28,34.130001068115234
2020-04-16,34.18000030517578
2019-11-13,33.90999984741211
2020-01-31,33.63999938964844
2018-12-04,34.15999984741211
2018-11-02,33.56999969482422
2019-07-16,33.91999816894531
2018-08-30,34.40999984741211
2018-10-01,34.58000183105469
2019-06-14,34.400001525878906
2019-05-13,34.40999984741211
2019-04-11,34.45000076293945
2019-02-06,34.22999954223633
2019-09-18,34.18000030517578
2020-02-03,34.560001373291016
2020-04-22,34.290000915527344
2019-11-19,34.02000045776367
2020-02-06,33.52000045776367
2019-11-22,33.119998931884766
2019-03-25,32.849998474121094
2019-02-21,32.709999084472656
2018-12-19,33.16999816894531
2018-07-12,33.439998626708984
2018-09-14,33.439998626708984
2018-08-13,32.41999816894531
2018-10-16,32.349998474121094
2019-07-31,31.950000762939453
2019-05-28,32.33000183105469
2019-04-26,31.65999984741211
2020-04-28,31.1299991607666
2019-11-25,31.020000457763672
2020-02-12,31.299999237060547
2020-05-01,31.780000686645508
2020-05-04,32.310001373291016
2019-06-12,32.119998931884766
2019-04-09,32.0099983215332
2019-03-08,31.829999923706055
2019-02-04,31.059999465942383
2018-07-27,30.260000228881836
2018-08-28,30.559999465942383
2019-01-03,30.309999465942383
2019-08-15,30.43000030517578
2018-10-31,30.729999542236328
2019-09-16,31.15999984741211
2020-02-18,31.350000381469727
2020-05-07,33.77000045776367
2018-08-17,33.97999954223633
2019-12-04,34.65999984741211
2020-02-21,34.709999084472656
2018-12-17,35.20000076293945
2019-08-30,34.349998474121094
2018-11-15,33.54999923706055
2019-07-29,33.529998779296875
2019-06-27,33.529998779296875
2019-04-24,33.16999816894531
2018-07-10,33.939998626708984
2018-09-12,33.95000076293945
2019-02-19,33.27000045776367
2019-01-18,33.84000015258789
2020-02-24,33.540000915527344
2020-05-13,33.959999084472656
2019-12-10,34.290000915527344
2020-02-27,33.599998474121094
2019-12-13,34.18000030517578
2020-05-19,34.290000915527344
2019-03-06,35.22999954223633
2018-11-30,33.439998626708984
2019-08-13,31.93000030517578
2019-07-12,31.290000915527344
2019-06-10,30.600000381469727
2019-05-09,30.6299991607666
2018-07-25,31.1200008392334
2018-09-27,30.559999465942383
2018-10-29,30.139999389648438
2019-10-16,29.260000228881836
2019-12-16,29.059999465942383
2020-03-04,28.389999389648438
2020-05-22,28.18000030517578
2019-10-01,28.209999084472656
2019-12-19,27.899999618530273
2018-09-10,27.969999313354492
2019-05-24,29.079999923706055
2018-08-09,29.950000762939453
2019-04-22,29.850000381469727
2019-03-21,29.389999389648438
2019-01-16,29.420000076293945
2019-08-28,30.0
2018-11-13,30.780000686645508
2018-10-12,31.290000915527344
2019-06-25,31.600000381469727
2020-03-10,31.3700008392334
2020-05-28,32.04999923706055
2019-10-07,31.920000076293945
2020-03-13,31.760000228881836
2019-10-10,31.68000030517578
2020-03-16,31.860000610351562
2020-06-03,32.70000076293945
2018-11-28,33.099998474121094
2018-09-25,32.81999969482422
2018-07-23,33.099998474121094
2018-08-24,33.900001525878906
2019-07-10,34.099998474121094
2019-05-07,34.79999923706055
2019-04-05,34.41999816894531
2019-03-04,34.88999938964844
2019-01-31,34.20000076293945
2019-09-12,34.189998626708984
2019-12-31,34.400001525878906
2020-03-19,34.560001373291016
2020-01-03,34.060001373291016
2020-06-09,33.4900016784668
2019-02-15,34.150001525878906
2019-01-14,34.84000015258789
2018-07-06,35.369998931884766
2018-08-07,35.16999816894531
2018-10-10,35.5099983215332
2018-12-13,35.369998931884766
2019-08-26,35.720001220703125
2019-07-25,35.720001220703125
2019-05-22,35.9900016784668
2019-03-19,36.41999816894531
2020-01-06,35.86000061035156
2020-03-25,35.380001068115234
2020-06-12,35.59000015258789
2019-10-22,35.59000015258789
2020-01-09,35.56999969482422
2020-06-15,35.689998626708984
2019-10-25,35.4900016784668
2020-03-31,34.810001373291016
2020-06-18,34.65999984741211
2019-04-03,35.189998626708984
2018-08-22,35.95000076293945
2018-10-25,36.22999954223633
2019-01-29,36.529998779296875
2018-12-28,36.91999816894531
2018-11-26,37.099998474121094
2019-08-09,37.2599983215332
2019-07-08,36.93000030517578
2019-06-06,37.150001525878906
2019-09-10,36.66999816894531
2020-01-15,36.45000076293945
2020-04-03,36.75
2019-10-31,36.75
2020-04-06,36.88999938964844
2020-06-24,37.40999984741211
2018-11-09,37.95000076293945
2019-07-23,38.31999969482422
2019-06-21,38.70000076293945
2019-05-20,38.720001220703125
2019-04-18,39.08000183105469
2018-09-06,39.2599983215332
2018-10-08,38.97999954223633
2019-02-13,38.70000076293945
2018-12-11,39.189998626708984
2019-09-25,39.86000061035156
2020-01-21,39.54999923706055
2020-04-09,39.97999954223633
2019-11-06,40.060001373291016
2020-01-24,39.880001068115234
2020-01-27,39.66999816894531
2020-04-15,39.75
2018-12-26,40.380001068115234
2019-08-07,39.779998779296875
2019-06-04,39.970001220703125
2018-09-21,40.349998474121094
2018-07-19,40.220001220703125
2018-08-20,40.380001068115234
2018-10-23,39.18000030517578
2019-05-03,38.220001220703125
2019-04-01,38.04999923706055
2019-02-28,37.56999969482422
2019-11-12,37.560001373291016
2020-01-30,37.2400016784668
2019-11-15,36.79999923706055
2020-04-21,35.18000030517578
2019-04-16,35.47999954223633
2019-03-15,35.06999969482422
2019-02-11,35.63999938964844
2019-01-10,34.970001220703125
2019-08-22,34.59000015258789
2018-11-07,35.029998779296875
2018-08-03,34.81999969482422
2018-09-04,34.279998779296875
2019-06-19,34.93000030517578
2019-09-23,35.04999923706055
2019-11-18,34.7400016784668
2020-02-05,35.15999984741211
2020-04-24,34.650001525878906
2019-03-29,34.72999954223633
2019-11-21,35.77000045776367
2020-04-27,36.7599983215332
2020-02-11,36.7599983215332
2020-04-30,36.91999816894531
2019-05-01,37.13999938964844
2019-02-26,37.060001373291016
2019-01-25,36.880001068115234
2018-12-24,37.47999954223633
2019-09-06,37.41999816894531
2018-07-17,37.45000076293945
2018-09-19,37.68000030517578
2019-08-05,38.36000061035156
2019-10-08,39.02000045776367
2019-12-11,38.61000061035156
2019-11-27,38.06999969482422
2020-02-14,37.91999816894531
2020-05-06,37.63999938964844
2019-01-08,37.540000915527344
2018-12-07,37.900001525878906
2019-08-20,38.459999084472656
2018-11-05,38.65999984741211
2019-07-19,38.619998931884766
2018-10-04,38.2400016784668
2019-06-17,38.15999984741211
2019-05-16,37.900001525878906
2018-08-01,37.5099983215332
2019-03-13,37.029998779296875
2019-12-03,37.59000015258789
2020-02-20,37.810001373291016
2019-12-06,37.84000015258789
2020-05-12,37.79999923706055
2019-12-09,37.720001220703125
2020-02-26,37.81999969482422
2020-05-15,37.279998779296875
2019-03-28,37.290000915527344
2018-09-17,37.54999923706055
2018-08-16,37.540000915527344
2018-10-19,37.369998931884766
2019-04-29,37.619998931884766
2019-01-23,37.27000045776367
2019-09-04,37.33000183105469
2018-11-20,34.439998626708984
2019-07-02,33.22999954223633
2019-05-31,32.40999984741211
2019-12-12,32.310001373291016
2020-05-18,32.13999938964844
2019-09-27,32.91999816894531
2020-03-03,33.56999969482422
2020-05-21,33.189998626708984
2019-05-14,33.029998779296875
2018-08-31,32.150001525878906
2018-07-30,32.11000061035156
2018-10-02,32.72999954223633
2019-04-12,33.41999816894531
2019-03-11,33.02000045776367
2019-02-07,33.34000015258789
2019-07-17,33.2400016784668
2019-09-19,32.939998626708984
2019-10-21,32.959999084472656
2019-12-18,32.5
2020-03-06,32.209999084472656
2019-10-03,33.20000076293945
2020-03-09,33.779998779296875
2020-05-27,32.7400016784668
2019-12-24,33.04999923706055
2020-03-12,33.869998931884766
2018-12-20,34.15999984741211
2019-08-01,34.38999938964844
2018-08-14,36.40999984741211
2018-07-13,37.130001068115234
2018-10-17,37.310001373291016
2019-05-29,37.97999954223633
2019-03-26,38.08000183105469
2019-02-22,38.0099983215332
2019-10-04,37.650001525878906
2019-11-05,37.77000045776367
2019-12-27,37.2599983215332
2020-06-02,37.349998474121094
2019-12-30,37.279998779296875
2020-03-18,37.2599983215332
2020-06-05,37.220001220703125
2019-07-15,37.47999954223633
2018-12-03,37.29999923706055
2019-06-13,36.5
2019-01-04,35.86000061035156
2018-08-29,35.560001373291016
2019-02-05,36.540000915527344
2018-11-01,36.779998779296875
2019-08-16,36.560001373291016
2019-04-10,37.060001373291016
2019-09-17,37.119998931884766
2019-10-15,38.470001220703125
2020-01-02,38.36000061035156
2020-06-08,38.790000915527344
2019-10-18,38.95000076293945
2020-03-24,39.119998931884766
2020-06-11,39.209999084472656
2020-01-08,40.29999923706055
2019-04-25,39.959999084472656
2019-07-30,40.599998474121094
2019-02-20,40.65999984741211
2018-07-11,40.95000076293945
2018-09-13,41.70000076293945
2018-10-15,41.70000076293945
2019-06-28,41.52000045776367
2018-12-18,41.439998626708984
2018-11-16,41.779998779296875
2019-10-02,43.310001373291016
2020-03-27,43.47999954223633
2020-01-10,43.13999938964844
2019-10-24,42.95000076293945
2020-03-30,42.66999816894531
2020-06-17,42.5
2020-01-14,42.45000076293945
2020-04-02,41.9900016784668
2019-01-02,41.81999969482422
2019-08-14,42.25
2018-10-30,41.380001068115234
2019-06-11,41.720001220703125
2019-05-10,41.66999816894531
2019-04-08,41.56999969482422
2018-08-27,41.70000076293945
2018-07-26,41.650001525878906
2018-09-28,41.529998779296875
2019-03-07,41.66999816894531
2019-10-30,41.45000076293945
2020-01-17,41.279998779296875
2020-06-23,40.15999984741211
2020-04-08,40.040000915527344
2020-06-26,40.349998474121094
2019-03-22,40.310001373291016
2019-01-17,40.369998931884766
2019-08-29,39.38999938964844
2018-11-14,39.90999984741211
2019-06-26,40.459999084472656
2018-09-11,40.88999938964844
2018-07-09,40.650001525878906
2018-08-10,40.54999923706055
2019-04-23,40.689998626708984
2019-09-30,40.43000030517578
2020-01-23,40.52000045776367
2019-11-08,40.81999969482422
2020-04-14,41.02000045776367
2019-11-11,40.91999816894531
2020-01-29,40.70000076293945
2020-04-17,40.720001220703125
2018-07-24,40.63999938964844
2018-09-26,40.52000045776367
2019-05-08,40.52000045776367
2019-03-05,40.380001068115234
2019-02-01,40.29999923706055
2018-12-31,40.349998474121094
2018-11-29,40.349998474121094
2019-08-12,40.86000061035156
2019-07-11,40.5
2019-09-13,40.4900016784668
2019-11-14,39.939998626708984
2020-04-20,40.540000915527344
2020-02-04,41.0099983215332
2020-04-23,40.66999816894531
2018-12-14,40.9900016784668
2019-08-27,40.36000061035156
2018-08-08,40.189998626708984
2018-10-11,39.349998474121094
2018-11-12,39.25
2019-07-26,40.06999969482422
2019-06-24,39.38999938964844
2019-05-23,38.9900016784668
2019-03-20,39.18000030517578
2019-01-15,39.400001525878906
2019-11-20,39.790000915527344
2020-02-07,39.08000183105469
2020-02-10,38.349998474121094
2020-04-29,38.689998626708984
2019-11-26,39.5099983215332
2020-02-13,40.119998931884766
2019-01-30,40.38999938964844
2018-08-23,40.189998626708984
2018-09-24,39.83000183105469
2018-11-27,39.400001525878906
2018-10-26,39.209999084472656
2019-07-09,39.060001373291016
2019-06-07,38.2400016784668
2019-05-06,37.939998626708984
2019-04-04,36.880001068115234
2019-09-11,37.650001525878906
2019-11-29,37.400001525878906
2020-05-05,37.099998474121094
2019-12-02,38.02000045776367
2020-02-19,38.97999954223633
2020-05-08,38.90999984741211
2019-05-21,37.529998779296875
2019-03-18,33.15999984741211
2018-09-07,32.220001220703125
2018-08-06,31.790000915527344
2018-10-09,28.950000762939453
2019-02-14,29.8700008392334
2018-12-12,28.559999465942383
2019-07-24,29.0
2019-09-26,26.299999237060547
2019-10-28,26.40999984741211
2019-12-05,25.040000915527344
2020-05-11,23.770000457763672
2019-07-03,24.770000457763672
2020-02-25,27.329999923706055
2020-05-14,30.40999984741211
2020-02-28,29.15999984741211
2019-08-08,28.729999542236328
2019-06-05,30.030000686645508
2018-07-20,29.520000457763672
2018-08-21,30.309999465942383
2018-10-24,29.860000610351562
2019-04-02,31.68000030517578
2019-03-01,32.4900016784668
2019-01-28,32.65999984741211
2018-12-27,32.7400016784668
2019-09-09,32.08000183105469
2020-03-02,32.689998626708984
2020-05-20,32.119998931884766
2019-12-17,31.649999618530273
2020-03-05,33.34000015258789
2019-02-12,33.400001525878906
2019-01-11,32.40999984741211
2018-12-10,32.599998474121094
2019-08-23,33.2400016784668
2018-11-08,33.34000015258789
2019-07-22,33.849998474121094
2019-06-20,35.869998931884766
2018-09-05,36.439998626708984
2019-04-17,35.599998474121094
2019-09-24,34.540000915527344
2019-12-20,33.849998474121094
2020-05-26,34.900001525878906
2019-04-30,33.869998931884766
2019-12-23,33.029998779296875
2020-03-11,33.630001068115234
2020-05-29,32.959999084472656
2019-12-26,31.829999923706055
2020-06-01,29.920000076293945
2019-05-02,28.709999084472656
2019-02-27,30.31999969482422
2018-11-23,32.40999984741211
2019-08-06,32.630001068115234
2018-07-18,33.310001373291016
2018-09-20,33.31999969482422
2018-10-22,33.81999969482422
2019-07-05,35.25
2019-06-03,36.5099983215332
2019-10-09,36.540000915527344
2019-10-11,35.880001068115234
2020-03-17,36.77000045776367
2020-06-04,38.29999923706055
2019-10-14,39.91999816894531
2020-03-20,39.7400016784668
2018-11-06,41.9900016784668
2019-06-18,42.689998626708984
2019-05-17,41.470001220703125
2019-04-15,39.619998931884766
2019-03-14,36.72999954223633
2019-01-09,35.97999954223633
2018-08-02,35.36000061035156
2018-10-05,38.5
2019-08-21,38.7400016784668
2019-10-17,38.290000915527344
2020-03-23,38.25
2020-06-10,37.849998474121094
2019-02-25,39.459999084472656
2020-01-07,37.959999084472656
2020-03-26,37.43000030517578
2019-10-23,38.029998779296875
