Dates,NWSA
2018-06-20,16.110000610351562
2018-06-21,15.979999542236328
2018-06-25,15.899999618530273
2018-06-22,15.880000114440918
2018-06-26,15.59000015258789
2018-06-27,15.729999542236328
2018-06-28,15.59000015258789
2018-06-29,15.720000267028809
2018-07-02,15.479999542236328
2018-07-03,15.359999656677246
2018-07-05,15.329999923706055
2018-07-16,15.489999771118164
2018-09-18,15.529999732971191
2019-01-24,15.8100004196167
2019-09-05,15.680000305175781
2018-11-21,15.65999984741211
2020-01-13,15.65999984741211
2020-04-01,15.630000114440918
2020-06-19,15.449999809265137
2019-10-29,15.630000114440918
2020-01-16,15.65999984741211
2020-06-22,15.520000457763672
2018-10-03,15.5
2018-07-31,15.40999984741211
2019-03-12,15.199999809265137
2019-02-08,15.300000190734863
2019-01-07,15.180000305175781
2018-12-06,15.050000190734863
2019-08-19,15.130000114440918
2019-07-18,15.100000381469727
2019-05-15,15.039999961853027
2019-09-20,15.100000381469727
2019-11-01,15.229999542236328
2020-04-07,15.210000038146973
2020-06-25,15.1899995803833
2020-06-16,15.4399995803833
2019-11-04,15.170000076293945
2020-01-22,13.789999961853027
2019-11-07,13.949999809265137
2020-04-13,13.699999809265137
2019-07-01,13.989999771118164
2019-05-30,13.970000267028809
2018-08-15,13.710000038146973
2018-10-18,13.640000343322754
2019-03-27,13.75
2019-01-22,13.649999618530273
2018-12-21,13.5600004196167
2019-09-03,13.5
2018-11-19,13.350000381469727
2019-08-02,13.5
2020-01-28,13.4399995803833
2020-04-16,13.199999809265137
2019-11-13,13.3100004196167
2020-01-31,13.020000457763672
2018-12-04,12.979999542236328
2018-11-02,12.779999732971191
2019-07-16,12.75
2018-08-30,12.59000015258789
2018-10-01,12.609999656677246
2019-06-14,12.600000381469727
2019-05-13,12.619999885559082
2019-04-11,12.539999961853027
2019-02-06,12.510000228881836
2019-09-18,12.649999618530273
2020-02-03,12.649999618530273
2020-04-22,12.8100004196167
2019-11-19,12.84000015258789
2020-02-06,12.9399995803833
2019-11-22,12.960000038146973
2019-03-25,13.079999923706055
2019-02-21,13.220000267028809
2018-12-19,13.300000190734863
2018-07-12,13.149999618530273
2018-09-14,13.40999984741211
2018-08-13,13.390000343322754
2018-10-16,13.5
2019-07-31,13.329999923706055
2019-05-28,13.520000457763672
2019-04-26,13.4399995803833
2020-04-28,12.829999923706055
2019-11-25,12.880000114440918
2020-02-12,13.09000015258789
2020-05-01,13.180000305175781
2020-05-04,13.270000457763672
2019-06-12,13.300000190734863
2019-04-09,13.380000114440918
2019-03-08,13.199999809265137
2019-02-04,13.180000305175781
2018-07-27,13.1899995803833
2018-08-28,13.010000228881836
2019-01-03,12.829999923706055
2019-08-15,12.949999809265137
2018-10-31,12.819999694824219
2019-09-16,13.329999923706055
2020-02-18,13.220000267028809
2020-05-07,13.260000228881836
2018-08-17,13.3100004196167
2019-12-04,13.329999923706055
2020-02-21,13.5
2018-12-17,14.140000343322754
2019-08-30,14.380000114440918
2018-11-15,14.270000457763672
2019-07-29,13.880000114440918
2019-06-27,13.84000015258789
2019-04-24,13.729999542236328
2018-07-10,13.760000228881836
2018-09-12,13.579999923706055
2019-02-19,13.319999694824219
2019-01-18,12.9399995803833
2020-02-24,12.720000267028809
2020-05-13,13.050000190734863
2019-12-10,13.170000076293945
2020-02-27,13.140000343322754
2019-12-13,13.369999885559082
2020-05-19,13.279999732971191
2019-03-06,13.430000305175781
2018-11-30,13.399999618530273
2019-08-13,12.760000228881836
2019-07-12,12.649999618530273
2019-06-10,12.5600004196167
2019-05-09,13.010000228881836
2018-07-25,12.880000114440918
2018-09-27,12.979999542236328
2018-10-29,12.510000228881836
2019-10-16,12.359999656677246
2019-12-16,12.350000381469727
2020-03-04,12.260000228881836
2020-05-22,11.829999923706055
2019-10-01,11.65999984741211
2019-12-19,11.170000076293945
2018-09-10,11.180000305175781
2019-05-24,11.210000038146973
2018-08-09,11.390000343322754
2019-04-22,11.399999618530273
2019-03-21,11.460000038146973
2019-01-16,11.470000267028809
2019-08-28,11.800000190734863
2018-11-13,12.0600004196167
2018-10-12,12.229999542236328
2019-06-25,12.319999694824219
2020-03-10,12.229999542236328
2020-05-28,12.25
2019-10-07,12.520000457763672
2020-03-13,12.5
2019-10-10,12.489999771118164
2020-03-16,12.539999961853027
2020-06-03,12.5600004196167
2018-11-28,12.510000228881836
2018-09-25,12.390000343322754
2018-07-23,12.460000038146973
2018-08-24,12.789999961853027
2019-07-10,12.710000038146973
2019-05-07,12.819999694824219
2019-04-05,12.800000190734863
2019-03-04,12.869999885559082
2019-01-31,12.850000381469727
2019-09-12,12.960000038146973
2019-12-31,12.989999771118164
2020-03-19,13.130000114440918
2020-01-03,12.84000015258789
2020-06-09,12.949999809265137
2019-02-15,12.789999961853027
2019-01-14,12.520000457763672
2018-07-06,12.609999656677246
2018-08-07,12.649999618530273
2018-10-10,12.770000457763672
2018-12-13,12.899999618530273
2019-08-26,13.029999732971191
2019-07-25,12.859999656677246
2019-05-22,13.050000190734863
2019-03-19,13.1899995803833
2020-01-06,13.069999694824219
2020-03-25,13.109999656677246
2020-06-12,13.079999923706055
2019-10-22,13.279999732971191
2020-01-09,13.40999984741211
2020-06-15,13.279999732971191
2019-10-25,13.220000267028809
2020-03-31,13.119999885559082
2020-06-18,12.819999694824219
2019-04-03,13.079999923706055
2018-08-22,13.079999923706055
2018-10-25,12.90999984741211
2019-01-29,12.760000228881836
2018-12-28,12.720000267028809
2018-11-26,12.789999961853027
2019-08-09,12.699999809265137
2019-07-08,12.680000305175781
2019-06-06,12.970000267028809
2019-09-10,12.9399995803833
2020-01-15,12.699999809265137
2020-04-03,12.65999984741211
2019-10-31,12.479999542236328
2020-04-06,12.420000076293945
2020-06-24,12.460000038146973
2018-11-09,12.640000343322754
2019-07-23,12.569999694824219
2019-06-21,12.680000305175781
2019-05-20,12.609999656677246
2019-04-18,12.630000114440918
2018-09-06,12.670000076293945
2018-10-08,12.569999694824219
2019-02-13,12.65999984741211
2018-12-11,12.6899995803833
2019-09-25,12.699999809265137
2020-01-21,12.710000038146973
2020-04-09,12.720000267028809
2019-11-06,12.84000015258789
2020-01-24,12.579999923706055
2020-01-27,12.510000228881836
2020-04-15,12.59000015258789
2018-12-26,12.550000190734863
2019-08-07,12.489999771118164
2019-06-04,12.470000267028809
2018-09-21,12.600000381469727
2018-07-19,12.479999542236328
2018-08-20,12.529999732971191
2018-10-23,12.369999885559082
2019-05-03,12.369999885559082
2019-04-01,12.260000228881836
2019-02-28,11.989999771118164
2019-11-12,11.670000076293945
2020-01-30,11.520000457763672
2019-11-15,12.149999618530273
2020-04-21,11.819999694824219
2019-04-16,11.630000114440918
2019-03-15,11.609999656677246
2019-02-11,11.739999771118164
2019-01-10,11.529999732971191
2019-08-22,11.829999923706055
2018-11-07,11.829999923706055
2018-08-03,11.819999694824219
2018-09-04,11.8100004196167
2019-06-19,11.90999984741211
2019-09-23,11.850000381469727
2019-11-18,11.819999694824219
2020-02-05,11.720000267028809
2020-04-24,11.460000038146973
2019-03-29,11.5
2019-11-21,11.65999984741211
2020-04-27,11.649999618530273
2020-02-11,11.680000305175781
2020-04-30,11.75
2019-05-01,11.850000381469727
2019-02-26,11.869999885559082
2019-01-25,11.850000381469727
2018-12-24,11.829999923706055
2019-09-06,11.859999656677246
2018-07-17,12.279999732971191
2018-09-19,13.020000457763672
2019-08-05,13.449999809265137
2019-10-08,13.609999656677246
2019-12-11,13.6899995803833
2019-11-27,13.539999961853027
2020-02-14,13.369999885559082
2020-05-06,13.399999618530273
2019-01-08,13.5
2018-12-07,13.579999923706055
2019-08-20,13.789999961853027
2018-11-05,13.680000305175781
2019-07-19,13.569999694824219
2018-10-04,13.5600004196167
2019-06-17,13.479999542236328
2019-05-16,13.369999885559082
2018-08-01,13.390000343322754
2019-03-13,13.359999656677246
2019-12-03,13.399999618530273
2020-02-20,13.369999885559082
2019-12-06,13.609999656677246
2020-05-12,13.670000076293945
2019-12-09,13.329999923706055
2020-02-26,13.260000228881836
2020-05-15,13.300000190734863
2019-03-28,13.449999809265137
2018-09-17,13.649999618530273
2018-08-16,13.579999923706055
2018-10-19,13.470000267028809
2019-04-29,13.470000267028809
2019-01-23,13.40999984741211
2019-09-04,13.390000343322754
2018-11-20,13.260000228881836
2019-07-02,13.020000457763672
2019-05-31,12.829999923706055
2019-12-12,12.920000076293945
2020-05-18,12.829999923706055
2019-09-27,13.050000190734863
2020-03-03,13.770000457763672
2020-05-21,14.229999542236328
2019-05-14,14.350000381469727
2018-08-31,14.170000076293945
2018-07-30,13.9399995803833
2018-10-02,13.829999923706055
2019-04-12,14.140000343322754
2019-03-11,14.149999618530273
2019-02-07,14.1899995803833
2019-07-17,14.260000228881836
2019-09-19,14.119999885559082
2019-10-21,13.670000076293945
2019-12-18,13.760000228881836
2020-03-06,13.720000267028809
2019-10-03,13.90999984741211
2020-03-09,13.9399995803833
2020-05-27,13.65999984741211
2019-12-24,13.90999984741211
2020-03-12,14.140000343322754
2018-12-20,14.199999809265137
2019-08-01,14.380000114440918
2018-08-14,14.529999732971191
2018-07-13,14.649999618530273
2018-10-17,14.65999984741211
2019-05-29,14.579999923706055
2019-03-26,14.5
2019-02-22,14.270000457763672
2019-10-04,14.359999656677246
2019-11-05,14.300000190734863
2019-12-27,14.210000038146973
2020-06-02,14.119999885559082
2019-12-30,14.09000015258789
2020-03-18,14.119999885559082
2020-06-05,14.039999961853027
2019-07-15,14.029999732971191
2018-12-03,14.1899995803833
2019-06-13,14.119999885559082
2019-01-04,13.829999923706055
2018-08-29,13.819999694824219
2019-02-05,13.890000343322754
2018-11-01,13.859999656677246
2019-08-16,13.630000114440918
2019-04-10,13.130000114440918
2019-09-17,13.25
2019-10-15,13.59000015258789
2020-01-02,13.5600004196167
2020-06-08,13.539999961853027
2019-10-18,13.6899995803833
2020-03-24,13.819999694824219
2020-06-11,13.770000457763672
2020-01-08,13.710000038146973
2019-04-25,14.0
2019-07-30,13.930000305175781
2019-02-20,14.170000076293945
2018-07-11,13.880000114440918
2018-09-13,14.0
2018-10-15,14.069999694824219
2019-06-28,13.920000076293945
2018-12-18,13.720000267028809
2018-11-16,13.84000015258789
2019-10-02,13.9399995803833
2020-03-27,13.90999984741211
2020-01-10,13.760000228881836
2019-10-24,13.800000190734863
2020-03-30,13.460000038146973
2020-06-17,13.1899995803833
2020-01-14,13.15999984741211
2020-04-02,13.260000228881836
2019-01-02,13.100000381469727
2019-08-14,13.020000457763672
2018-10-30,13.050000190734863
2019-06-11,12.930000305175781
2019-05-10,12.859999656677246
2019-04-08,12.899999618530273
2018-08-27,12.739999771118164
2018-07-26,12.890000343322754
2018-09-28,13.079999923706055
2019-03-07,13.220000267028809
2019-10-30,13.050000190734863
2020-01-17,12.930000305175781
2020-06-23,13.069999694824219
2020-04-08,12.899999618530273
2020-06-26,13.050000190734863
2019-03-22,13.260000228881836
2019-01-17,13.5
2019-08-29,13.34000015258789
2018-11-14,13.420000076293945
2019-06-26,13.829999923706055
2018-09-11,13.84000015258789
2018-07-09,13.9399995803833
2018-08-10,13.84000015258789
2019-04-23,14.069999694824219
2019-09-30,14.050000190734863
2020-01-23,14.079999923706055
2019-11-08,14.270000457763672
2020-04-14,14.029999732971191
2019-11-11,14.180000305175781
2020-01-29,14.229999542236328
2020-04-17,14.15999984741211
2018-07-24,14.140000343322754
2018-09-26,14.449999809265137
2019-05-08,14.430000305175781
2019-03-05,14.369999885559082
2019-02-01,14.59000015258789
2018-12-31,14.680000305175781
2018-11-29,14.59000015258789
2019-08-12,14.470000267028809
2019-07-11,14.579999923706055
2019-09-13,14.6899995803833
2019-11-14,14.800000190734863
2020-04-20,14.979999542236328
2020-02-04,15.069999694824219
2020-04-23,14.880000114440918
2018-12-14,14.59000015258789
2019-08-27,14.430000305175781
2018-08-08,14.34000015258789
2018-10-11,13.859999656677246
2018-11-12,13.789999961853027
2019-07-26,13.640000343322754
2019-06-24,13.670000076293945
2019-05-23,13.720000267028809
2019-03-20,13.84000015258789
2019-01-15,13.829999923706055
2019-11-20,14.170000076293945
2020-02-07,14.569999694824219
2020-02-10,14.449999809265137
2020-04-29,14.1899995803833
2019-11-26,14.140000343322754
2020-02-13,14.5
2019-01-30,14.470000267028809
2018-08-23,14.619999885559082
2018-09-24,14.600000381469727
2018-11-27,14.789999961853027
2018-10-26,14.739999771118164
2019-07-09,14.489999771118164
2019-06-07,14.140000343322754
2019-05-06,13.869999885559082
2019-04-04,12.949999809265137
2019-09-11,12.40999984741211
2019-11-29,12.220000267028809
2020-05-05,12.4399995803833
2019-12-02,12.75
2020-02-19,11.970000267028809
2020-05-08,11.479999542236328
2019-05-21,11.109999656677246
2019-03-18,10.569999694824219
2018-09-07,10.829999923706055
2018-08-06,10.569999694824219
2018-10-09,9.829999923706055
2019-02-14,10.5
2018-12-12,10.5600004196167
2019-07-24,11.479999542236328
2019-09-26,10.619999885559082
2019-10-28,10.350000381469727
2019-12-05,9.710000038146973
2020-05-11,9.1899995803833
2019-07-03,8.699999809265137
2020-02-25,9.229999542236328
2020-05-14,9.399999618530273
2020-02-28,8.890000343322754
2019-08-08,8.930000305175781
2019-06-05,9.329999923706055
2018-07-20,9.069999694824219
2018-08-21,8.859999656677246
2018-10-24,8.3100004196167
2019-04-02,8.989999771118164
2019-03-01,9.550000190734863
2019-01-28,9.029999732971191
2018-12-27,9.609999656677246
2019-09-09,9.470000267028809
2020-03-02,9.600000381469727
2020-05-20,9.119999885559082
2019-12-17,9.100000381469727
2020-03-05,9.039999961853027
2019-02-12,8.920000076293945
2019-01-11,8.569999694824219
2018-12-10,8.670000076293945
2019-08-23,8.869999885559082
2018-11-08,8.90999984741211
2019-07-22,9.539999961853027
2019-06-20,9.949999809265137
2018-09-05,10.520000457763672
2019-04-17,10.59000015258789
2019-09-24,9.779999732971191
2019-12-20,9.6899995803833
2020-05-26,10.0
2019-04-30,9.8100004196167
2019-12-23,9.9399995803833
2020-03-11,11.0600004196167
2020-05-29,10.880000114440918
2019-12-26,10.989999771118164
2020-06-01,10.630000114440918
2019-05-02,10.800000190734863
2019-02-27,10.899999618530273
2018-11-23,11.539999961853027
2019-08-06,11.40999984741211
2018-07-18,11.510000228881836
2018-09-20,11.470000267028809
2018-10-22,11.579999923706055
2019-07-05,12.010000228881836
2019-06-03,12.09000015258789
2019-10-09,12.210000038146973
2019-10-11,12.289999961853027
2020-03-17,12.460000038146973
2020-06-04,12.390000343322754
2019-10-14,12.930000305175781
2020-03-20,12.989999771118164
2018-11-06,13.319999694824219
2019-06-18,13.380000114440918
2019-05-17,13.260000228881836
2019-04-15,12.880000114440918
2019-03-14,12.039999961853027
2019-01-09,11.930000305175781
2018-08-02,11.899999618530273
2018-10-05,12.289999961853027
2019-08-21,12.369999885559082
2019-10-17,12.210000038146973
2020-03-23,12.210000038146973
2020-06-10,12.029999732971191
2019-02-25,12.210000038146973
2020-01-07,11.9399995803833
2020-03-26,11.869999885559082
2019-10-23,11.729999542236328
