Dates,NWSA
2018-06-20,16.020000457763672
2018-06-21,15.979999542236328
2018-06-25,15.880000114440918
2018-06-22,15.8100004196167
2018-06-26,15.579999923706055
2018-06-27,15.520000457763672
2018-06-28,15.489999771118164
2018-06-29,15.529999732971191
2018-07-02,15.4399995803833
2018-07-03,15.239999771118164
2018-07-05,15.329999923706055
2018-07-16,15.34000015258789
2018-09-18,15.4399995803833
2019-01-24,15.539999961853027
2019-09-05,15.649999618530273
2018-11-21,15.619999885559082
2020-01-13,15.579999923706055
2020-04-01,15.609999656677246
2020-06-19,15.420000076293945
2019-10-29,15.350000381469727
2020-01-16,15.470000267028809
2020-06-22,15.489999771118164
2018-10-03,15.3100004196167
2018-07-31,15.15999984741211
2019-03-12,15.020000457763672
2019-02-08,15.1899995803833
2019-01-07,15.140000343322754
2018-12-06,14.890000343322754
2019-08-19,15.020000457763672
2019-07-18,14.989999771118164
2019-05-15,14.989999771118164
2019-09-20,15.050000190734863
2019-11-01,15.050000190734863
2020-04-07,15.119999885559082
2020-06-25,15.149999618530273
2020-06-16,15.170000076293945
2019-11-04,15.170000076293945
2020-01-22,13.399999618530273
2019-11-07,13.699999809265137
2020-04-13,13.59000015258789
2019-07-01,13.670000076293945
2019-05-30,13.859999656677246
2018-08-15,13.380000114440918
2018-10-18,13.579999923706055
2019-03-27,13.59000015258789
2019-01-22,13.569999694824219
2018-12-21,13.430000305175781
2019-09-03,13.399999618530273
2018-11-19,13.25
2019-08-02,13.350000381469727
2020-01-28,13.329999923706055
2020-04-16,13.170000076293945
2019-11-13,13.3100004196167
2020-01-31,12.880000114440918
2018-12-04,12.880000114440918
2018-11-02,12.619999885559082
2019-07-16,12.699999809265137
2018-08-30,12.539999961853027
2018-10-01,12.489999771118164
2019-06-14,12.390000343322754
2019-05-13,12.529999732971191
2019-04-11,12.539999961853027
2019-02-06,12.329999923706055
2019-09-18,12.449999809265137
2020-02-03,12.539999961853027
2020-04-22,12.649999618530273
2019-11-19,12.699999809265137
2020-02-06,12.760000228881836
2019-11-22,12.880000114440918
2019-03-25,13.0600004196167
2019-02-21,12.850000381469727
2018-12-19,13.220000267028809
2018-07-12,13.100000381469727
2018-09-14,13.109999656677246
2018-08-13,13.3100004196167
2018-10-16,13.460000038146973
2019-07-31,13.239999771118164
2019-05-28,13.489999771118164
2019-04-26,13.359999656677246
2020-04-28,12.75
2019-11-25,12.869999885559082
2020-02-12,12.739999771118164
2020-05-01,13.069999694824219
2020-05-04,13.140000343322754
2019-06-12,13.220000267028809
2019-04-09,13.210000038146973
2019-03-08,13.180000305175781
2019-02-04,13.020000457763672
2018-07-27,13.050000190734863
2018-08-28,12.920000076293945
2019-01-03,12.770000457763672
2019-08-15,12.789999961853027
2018-10-31,12.510000228881836
2019-09-16,12.970000267028809
2020-02-18,13.15999984741211
2020-05-07,13.15999984741211
2018-08-17,13.170000076293945
2019-12-04,13.170000076293945
2020-02-21,13.399999618530273
2018-12-17,13.989999771118164
