Dates,NWSA
2019-05-07,3439200.0
2019-04-05,1449500.0
2019-03-04,2883500.0
2019-01-31,2227700.0
2019-09-12,2757700.0
2019-12-31,2788100.0
2020-03-19,2205700.0
2020-01-03,3518800.0
2020-06-09,3686200.0
2019-02-15,2912200.0
2019-01-14,2014200.0
2018-07-06,2069900.0
2018-08-07,1654000.0
2018-10-10,2198600.0
2018-12-13,2243100.0
2019-08-26,2385300.0
2019-07-25,2050500.0
2019-05-22,6132000.0
2019-03-19,3020700.0
2020-01-06,3982900.0
2020-03-25,2231500.0
2020-06-12,3344800.0
2019-10-22,2331100.0
2020-01-09,2566100.0
2020-06-15,2348600.0
2019-10-25,1859700.0
2020-03-31,1796400.0
2020-06-18,2167600.0
2019-04-03,2174300.0
2018-08-22,2183200.0
2018-10-25,2725700.0
2019-01-29,2152400.0
2018-12-28,4666300.0
2018-11-26,2704000.0
2019-08-09,2962000.0
2019-07-08,5394800.0
2019-06-06,4962600.0
2019-09-10,3032200.0
2020-01-15,7929400.0
2020-04-03,2788100.0
2019-10-31,4313900.0
2020-04-06,1850700.0
2020-06-24,2173400.0
2018-11-09,3528400.0
2019-07-23,3014000.0
2019-06-21,2727300.0
2019-05-20,2168700.0
2019-04-18,1921100.0
2018-09-06,1237900.0
2018-10-08,1664300.0
2019-02-13,1425300.0
2018-12-11,1616200.0
2019-09-25,1442300.0
2020-01-21,1877000.0
2020-04-09,2052300.0
2019-11-06,2170300.0
2020-01-24,4340000.0
2020-01-27,1845900.0
2020-04-15,3062800.0
2018-12-26,2137300.0
2019-08-07,2043700.0
2019-06-04,3988600.0
2018-09-21,2603300.0
2018-07-19,3836300.0
2018-08-20,2905000.0
2018-10-23,1920100.0
2019-05-03,1208800.0
2019-04-01,2023800.0
2019-02-28,3908000.0
2019-11-12,3533500.0
2020-01-30,4238600.0
2019-11-15,4656200.0
2020-04-21,3227800.0
2019-04-16,2653000.0
2019-03-15,2160700.0
2019-02-11,1644700.0
2019-01-10,1665100.0
2019-08-22,3033600.0
2018-11-07,1877500.0
2018-08-03,1778300.0
2018-09-04,4068100.0
2019-06-19,1709500.0
2019-09-23,2941900.0
2019-11-18,2416900.0
2020-02-05,2370800.0
2020-04-24,2083200.0
2019-03-29,3259400.0
2019-11-21,4425300.0
2020-04-27,5194500.0
2020-02-11,5363600.0
2020-04-30,3511800.0
2019-05-01,2692800.0
2019-02-26,2049200.0
2019-01-25,1673200.0
2018-12-24,2643400.0
2019-09-06,3202500.0
2018-07-17,6289000.0
2018-09-19,7611700.0
2019-08-05,6237200.0
2019-10-08,4299500.0
2019-12-11,7949600.0
2019-11-27,2619000.0
2020-02-14,2130000.0
2020-05-06,3143100.0
2019-01-08,2598700.0
2018-12-07,6401700.0
2019-08-20,3831000.0
2018-11-05,2082200.0
2019-07-19,1677100.0
2018-10-04,1215400.0
2019-06-17,1297900.0
2019-05-16,2472300.0
2018-08-01,1968800.0
2019-03-13,3165600.0
2019-12-03,2593200.0
2020-02-20,2167300.0
2019-12-06,2679000.0
2020-05-12,2936500.0
2019-12-09,3231900.0
2020-02-26,4466000.0
2020-05-15,2919000.0
2019-03-28,2417100.0
2018-09-17,3246800.0
2018-08-16,3153500.0
2018-10-19,1844500.0
2019-04-29,2277300.0
2019-01-23,1476600.0
2019-09-04,3304100.0
2018-11-20,4014800.0
2019-07-02,2978400.0
2019-05-31,4952800.0
2019-12-12,3276800.0
2020-05-18,5410600.0
2019-09-27,3310600.0
2020-03-03,4967700.0
2020-05-21,3267400.0
2019-05-14,4725000.0
2018-08-31,3794900.0
2018-07-30,4206600.0
2018-10-02,2429300.0
2019-04-12,2459100.0
2019-03-11,1986200.0
2019-02-07,2572500.0
2019-07-17,2120600.0
2019-09-19,3362900.0
2019-10-21,1704700.0
2019-12-18,1787800.0
2020-03-06,1405400.0
2019-10-03,1067800.0
2020-03-09,1994200.0
2020-05-27,1893000.0
2019-12-24,2712500.0
2020-03-12,2327300.0
2018-12-20,1594700.0
2019-08-01,1593500.0
2018-08-14,2442800.0
2018-07-13,3194100.0
2018-10-17,3394800.0
2019-05-29,1471100.0
2019-03-26,2705900.0
2019-02-22,1497800.0
2019-10-04,2364300.0
2019-11-05,2724800.0
2019-12-27,4084100.0
2020-06-02,1778300.0
2019-12-30,2526900.0
2020-03-18,1398600.0
2020-06-05,1870700.0
2019-07-15,1058300.0
2018-12-03,1881200.0
2019-06-13,2601900.0
2019-01-04,2156800.0
2018-08-29,1940100.0
2019-02-05,1325400.0
2018-11-01,1976100.0
2019-08-16,1879900.0
2019-04-10,2142900.0
2019-09-17,1609700.0
2019-10-15,2053100.0
2020-01-02,2043300.0
2020-06-08,3989700.0
2019-10-18,3234000.0
2020-03-24,2089800.0
2020-06-11,1776800.0
2020-01-08,2233100.0
2019-04-25,2102900.0
2019-07-30,1453100.0
2019-02-20,1974400.0
2018-07-11,2280800.0
2018-09-13,1220500.0
2018-10-15,1389200.0
2019-06-28,1913800.0
2018-12-18,1375000.0
2018-11-16,1569700.0
2019-10-02,2098000.0
2020-03-27,1453200.0
2020-01-10,1879200.0
2019-10-24,4306400.0
2020-03-30,6777400.0
2020-06-17,4014700.0
2020-01-14,4611100.0
2020-04-02,5528100.0
2019-01-02,2423100.0
2019-08-14,1987800.0
2018-10-30,1563500.0
2019-06-11,1539700.0
2019-05-10,1820200.0
2019-04-08,3250500.0
2018-08-27,2306100.0
2018-07-26,3179800.0
2018-09-28,3474300.0
2019-03-07,1997000.0
2019-10-30,1072800.0
2020-01-17,2473400.0
2020-06-23,2374000.0
2020-04-08,3196900.0
2020-06-26,2713300.0
2019-03-22,2171400.0
2019-01-17,1882300.0
2019-08-29,2155000.0
2018-11-14,2488100.0
2019-06-26,2787900.0
2018-09-11,2255600.0
2018-07-09,2146000.0
2018-08-10,1604600.0
2019-04-23,2697800.0
2019-09-30,3206900.0
2020-01-23,5927800.0
2019-11-08,1111000.0
2020-04-14,769000.0
2019-11-11,979600.0
2020-01-29,1020700.0
2020-04-17,1436800.0
2018-07-24,1456700.0
2018-09-26,2182900.0
2019-05-08,1976500.0
2019-03-05,2011900.0
2019-02-01,1585000.0
2018-12-31,1695900.0
2018-11-29,1846900.0
2019-08-12,1862500.0
2019-07-11,1675800.0
2019-09-13,1670100.0
2019-11-14,1399100.0
2020-04-20,2419900.0
2020-02-04,1838500.0
2020-04-23,2380500.0
2018-12-14,2262100.0
2019-08-27,1468400.0
2018-08-08,1806700.0
2018-10-11,3727000.0
2018-11-12,3163800.0
2019-07-26,2228300.0
2019-06-24,2949600.0
2019-05-23,4222300.0
2019-03-20,2519000.0
2019-01-15,2261900.0
2019-11-20,2464500.0
2020-02-07,4351600.0
2020-02-10,6367500.0
2020-04-29,3497000.0
2019-11-26,1834000.0
2020-02-13,2181000.0
2019-01-30,1794000.0
2018-08-23,1752000.0
2018-09-24,1710100.0
2018-11-27,1610800.0
2018-10-26,2027300.0
2019-07-09,1656800.0
2019-06-07,2171600.0
2019-05-06,5930600.0
2019-04-04,3233700.0
2019-09-11,4158000.0
2019-11-29,8734300.0
2020-05-05,4424900.0
2019-12-02,4159000.0
2020-02-19,4165800.0
2020-05-08,2542600.0
2019-05-21,4089300.0
2019-03-18,3928200.0
2018-09-07,3831700.0
2018-08-06,3876400.0
2018-10-09,9126200.0
2019-02-14,6720500.0
2018-12-12,5382500.0
2019-07-24,7291400.0
2019-09-26,4261500.0
2019-10-28,3494800.0
2019-12-05,5681300.0
2020-05-11,4201100.0
2019-07-03,2568500.0
2020-02-25,5042200.0
2020-05-14,3247600.0
2020-02-28,2888900.0
2019-08-08,4264800.0
2019-06-05,4254100.0
2018-07-20,3475300.0
2018-08-21,4876100.0
2018-10-24,3341400.0
2019-04-02,3163900.0
2019-03-01,5625500.0
2019-01-28,3740300.0
2018-12-27,5212200.0
2019-09-09,2398800.0
2020-03-02,2416400.0
2020-05-20,2408300.0
2019-12-17,2201400.0
2020-03-05,2435900.0
2019-02-12,1929600.0
2019-01-11,2360000.0
2018-12-10,1538300.0
2019-08-23,1576100.0
2018-11-08,3409300.0
2019-07-22,2944100.0
2019-06-20,3478700.0
2018-09-05,3903600.0
2019-04-17,2009900.0
2019-09-24,2056600.0
2019-12-20,2787500.0
2020-05-26,2174900.0
2019-04-30,1965500.0
2019-12-23,2823600.0
2020-03-11,3163600.0
2020-05-29,2494100.0
2019-12-26,2166100.0
2020-06-01,3623100.0
2019-05-02,3967500.0
2019-02-27,2877600.0
2018-11-23,2455500.0
2019-08-06,1906700.0
2018-07-18,1720900.0
2018-09-20,1658300.0
2018-10-22,1853100.0
2019-07-05,2986900.0
2019-06-03,3736200.0
2019-10-09,2614400.0
2019-10-11,4649400.0
2020-03-17,2103500.0
2020-06-04,3330800.0
2019-10-14,4388000.0
2020-03-20,5490200.0
2018-11-06,3410300.0
2019-06-18,2387400.0
2019-05-17,1769200.0
2019-04-15,2155600.0
2019-03-14,2152500.0
2019-01-09,1954000.0
2018-08-02,2142300.0
2018-10-05,2295600.0
2019-08-21,4060000.0
2019-10-17,2046300.0
2020-03-23,4731400.0
2020-06-10,1456500.0
2019-02-25,1713600.0
2020-01-07,1918600.0
2020-03-26,2881500.0
2019-10-23,2954700.0
