Dates,BEN
2018-06-20,33.2400016784668
2018-06-21,32.939998626708984
2018-06-25,32.900001525878906
2018-06-22,32.72999954223633
2018-06-26,32.459999084472656
2018-06-27,32.099998474121094
2018-06-28,31.799999237060547
2018-06-29,32.04999923706055
2018-07-02,31.610000610351562
2018-07-03,31.479999542236328
2018-07-05,31.719999313354492
2018-07-16,31.780000686645508
2018-09-18,32.33000183105469
2019-01-24,32.4900016784668
2019-09-05,32.13999938964844
2018-11-21,32.529998779296875
2020-01-13,32.33000183105469
2020-04-01,32.099998474121094
2020-06-19,32.11000061035156
2019-10-29,32.56999969482422
2020-01-16,32.27000045776367
2020-06-22,31.979999542236328
2018-10-03,32.47999954223633
2018-07-31,32.599998474121094
2019-03-12,32.779998779296875
2019-02-08,32.72999954223633
2019-01-07,32.45000076293945
2018-12-06,34.310001373291016
2019-08-19,34.31999969482422
2019-07-18,32.45000076293945
2019-05-15,31.809999465942383
2019-09-20,32.29999923706055
2019-11-01,32.630001068115234
2020-04-07,33.06999969482422
2020-06-25,33.29999923706055
2020-06-16,32.88999938964844
2019-11-04,32.09000015258789
2020-01-22,32.040000915527344
2019-11-07,32.25
2020-04-13,32.15999984741211
2019-07-01,32.34000015258789
2019-05-30,32.720001220703125
2018-08-15,33.09000015258789
2018-10-18,33.16999816894531
2019-03-27,33.09000015258789
2019-01-22,32.540000915527344
2018-12-21,32.68000030517578
2019-09-03,33.29999923706055
2018-11-19,33.13999938964844
2019-08-02,33.2599983215332
2020-01-28,32.369998931884766
2020-04-16,31.739999771118164
2019-11-13,31.260000228881836
2020-01-31,31.420000076293945
2018-12-04,30.260000228881836
2018-11-02,30.139999389648438
2019-07-16,31.229999542236328
2018-08-30,31.1200008392334
2018-10-01,31.34000015258789
2019-06-14,31.329999923706055
2019-05-13,31.920000076293945
2019-04-11,31.81999969482422
2019-02-06,31.649999618530273
2019-09-18,32.459999084472656
2020-02-03,32.91999816894531
2020-04-22,32.81999969482422
2019-11-19,32.34000015258789
2020-02-06,31.6299991607666
2019-11-22,31.3700008392334
2019-03-25,31.030000686645508
2019-02-21,30.40999984741211
2018-12-19,30.489999771118164
2018-07-12,30.489999771118164
2018-09-14,30.31999969482422
2018-08-13,30.6200008392334
2018-10-16,30.530000686645508
2019-07-31,30.940000534057617
2019-05-28,30.559999465942383
2019-04-26,29.59000015258789
2020-04-28,28.540000915527344
2019-11-25,28.540000915527344
2020-02-12,28.950000762939453
2020-05-01,29.600000381469727
2020-05-04,29.889999389648438
2019-06-12,29.15999984741211
2019-04-09,29.760000228881836
2019-03-08,29.040000915527344
2019-02-04,28.84000015258789
2018-07-27,28.329999923706055
2018-08-28,29.34000015258789
2019-01-03,29.309999465942383
2019-08-15,29.6299991607666
2018-10-31,30.979999542236328
2019-09-16,30.5
2020-02-18,31.0
2020-05-07,30.700000762939453
2018-08-17,30.81999969482422
2019-12-04,31.229999542236328
2020-02-21,31.520000457763672
2018-12-17,31.639999389648438
2019-08-30,30.8700008392334
2018-11-15,30.959999084472656
2019-07-29,31.09000015258789
2019-06-27,30.809999465942383
2019-04-24,31.579999923706055
2018-07-10,31.93000030517578
2018-09-12,32.220001220703125
2019-02-19,31.8799991607666
2019-01-18,32.27000045776367
2020-02-24,32.58000183105469
2020-05-13,33.34000015258789
2019-12-10,33.38999938964844
2020-02-27,33.540000915527344
2019-12-13,33.5
2020-05-19,33.88999938964844
2019-03-06,34.27000045776367
2018-11-30,33.27000045776367
2019-08-13,32.529998779296875
2019-07-12,32.2400016784668
2019-06-10,32.04999923706055
2019-05-09,31.540000915527344
2018-07-25,31.979999542236328
2018-09-27,31.90999984741211
2018-10-29,31.3700008392334
2019-10-16,30.489999771118164
2019-12-16,29.959999084472656
2020-03-04,29.09000015258789
2020-05-22,28.610000610351562
2019-10-01,28.399999618530273
2019-12-19,27.760000228881836
2018-09-10,28.940000534057617
2019-05-24,29.229999542236328
2018-08-09,29.170000076293945
2019-04-22,29.65999984741211
2019-03-21,29.850000381469727
2019-01-16,29.299999237060547
2019-08-28,30.260000228881836
2018-11-13,30.40999984741211
2018-10-12,30.59000015258789
2019-06-25,30.31999969482422
2020-03-10,30.469999313354492
2020-05-28,30.329999923706055
2019-10-07,30.34000015258789
2020-03-13,30.65999984741211
2019-10-10,30.989999771118164
2020-03-16,31.06999969482422
2020-06-03,31.540000915527344
2018-11-28,31.34000015258789
2018-09-25,31.059999465942383
2018-07-23,31.329999923706055
2018-08-24,31.59000015258789
2019-07-10,31.829999923706055
2019-05-07,31.190000534057617
2019-04-05,29.09000015258789
2019-03-04,29.610000610351562
2019-01-31,29.6299991607666
2019-09-12,30.100000381469727
2019-12-31,30.510000228881836
2020-03-19,30.329999923706055
2020-01-03,30.350000381469727
2020-06-09,30.020000457763672
2019-02-15,30.549999237060547
2019-01-14,31.149999618530273
2018-07-06,31.6200008392334
2018-08-07,31.670000076293945
2018-10-10,32.45000076293945
2018-12-13,32.33000183105469
2019-08-26,32.619998931884766
2019-07-25,32.2400016784668
2019-05-22,32.72999954223633
2019-03-19,32.47999954223633
2020-01-06,32.75
2020-03-25,32.77000045776367
2020-06-12,32.61000061035156
2019-10-22,32.66999816894531
2020-01-09,32.45000076293945
2020-06-15,32.220001220703125
2019-10-25,31.8700008392334
2020-03-31,31.239999771118164
2020-06-18,31.329999923706055
2019-04-03,32.13999938964844
2018-08-22,32.459999084472656
2018-10-25,32.77000045776367
2019-01-29,32.5
2018-12-28,33.31999969482422
2018-11-26,33.70000076293945
2019-08-09,33.59000015258789
2019-07-08,33.0
2019-06-06,33.18000030517578
2019-09-10,32.099998474121094
2020-01-15,31.920000076293945
2020-04-03,32.7400016784668
2019-10-31,32.81999969482422
2020-04-06,32.900001525878906
2020-06-24,33.13999938964844
2018-11-09,33.779998779296875
2019-07-23,33.970001220703125
2019-06-21,34.16999816894531
2019-05-20,34.439998626708984
2019-04-18,34.880001068115234
2018-09-06,35.25
2018-10-08,34.2599983215332
2019-02-13,34.97999954223633
2018-12-11,35.029998779296875
2019-09-25,35.459999084472656
2020-01-21,34.90999984741211
2020-04-09,35.54999923706055
2019-11-06,35.54999923706055
2020-01-24,35.29999923706055
2020-01-27,35.040000915527344
2020-04-15,35.45000076293945
2018-12-26,35.66999816894531
2019-08-07,35.439998626708984
2019-06-04,35.11000061035156
2018-09-21,34.18000030517578
2018-07-19,34.59000015258789
2018-08-20,34.040000915527344
2018-10-23,34.310001373291016
2019-05-03,34.650001525878906
2019-04-01,34.459999084472656
2019-02-28,33.59000015258789
2019-11-12,33.869998931884766
2020-01-30,33.72999954223633
2019-11-15,34.130001068115234
2020-04-21,32.720001220703125
2019-04-16,33.41999816894531
2019-03-15,33.34000015258789
2019-02-11,33.58000183105469
2019-01-10,33.220001220703125
2019-08-22,33.33000183105469
2018-11-07,33.72999954223633
2018-08-03,33.630001068115234
2018-09-04,33.15999984741211
2019-06-19,33.279998779296875
2019-09-23,32.66999816894531
2019-11-18,32.970001220703125
2020-02-05,32.93000030517578
2020-04-24,31.81999969482422
2019-03-29,32.13999938964844
2019-11-21,33.0
2020-04-27,33.0099983215332
2020-02-11,33.16999816894531
2020-04-30,33.63999938964844
2019-05-01,33.400001525878906
2019-02-26,33.369998931884766
2019-01-25,33.279998779296875
2018-12-24,33.369998931884766
2019-09-06,33.36000061035156
2018-07-17,32.86000061035156
2018-09-19,33.52000045776367
2019-08-05,33.880001068115234
2019-10-08,34.540000915527344
2019-12-11,34.2400016784668
2019-11-27,34.349998474121094
2020-02-14,33.779998779296875
2020-05-06,34.310001373291016
2019-01-08,34.720001220703125
2018-12-07,34.79999923706055
2019-08-20,35.0
2018-11-05,34.869998931884766
2019-07-19,35.25
2018-10-04,35.290000915527344
2019-06-17,34.959999084472656
2019-05-16,34.91999816894531
2018-08-01,34.779998779296875
2019-03-13,34.83000183105469
2019-12-03,35.189998626708984
2020-02-20,35.189998626708984
2019-12-06,35.31999969482422
2020-05-12,34.83000183105469
2019-12-09,35.45000076293945
2020-02-26,35.5099983215332
2020-05-15,34.83000183105469
