Dates,BEN
2018-06-20,33.560001373291016
2018-06-21,33.279998779296875
2018-06-25,33.2599983215332
2018-06-22,32.880001068115234
2018-06-26,32.97999954223633
2018-06-27,32.72999954223633
2018-06-28,32.02000045776367
2018-06-29,32.56999969482422
2018-07-02,31.90999984741211
2018-07-03,32.02000045776367
2018-07-05,31.8799991607666
2018-07-16,31.93000030517578
2018-09-18,32.40999984741211
2019-01-24,32.529998779296875
2019-09-05,32.349998474121094
2018-11-21,32.560001373291016
2020-01-13,32.619998931884766
2020-04-01,32.400001525878906
2020-06-19,32.27000045776367
2019-10-29,32.61000061035156
2020-01-16,32.45000076293945
2020-06-22,32.209999084472656
2018-10-03,32.4900016784668
2018-07-31,32.900001525878906
2019-03-12,32.869998931884766
2019-02-08,32.970001220703125
2019-01-07,33.0099983215332
2018-12-06,34.65999984741211
2019-08-19,34.849998474121094
2019-07-18,34.47999954223633
2019-05-15,32.13999938964844
2019-09-20,32.43000030517578
2019-11-01,32.68000030517578
2020-04-07,33.34000015258789
2020-06-25,33.31999969482422
2020-06-16,33.220001220703125
2019-11-04,32.540000915527344
2020-01-22,32.2400016784668
2019-11-07,32.34000015258789
2020-04-13,32.2599983215332
2019-07-01,32.689998626708984
2019-05-30,32.869998931884766
2018-08-15,33.209999084472656
2018-10-18,33.34000015258789
2019-03-27,33.31999969482422
2019-01-22,33.18000030517578
2018-12-21,32.720001220703125
2019-09-03,33.58000183105469
2018-11-19,33.540000915527344
2019-08-02,33.369998931884766
2020-01-28,33.209999084472656
2020-04-16,32.2400016784668
2019-11-13,31.68000030517578
2020-01-31,31.829999923706055
2018-12-04,31.059999465942383
2018-11-02,30.309999465942383
2019-07-16,31.280000686645508
2018-08-30,31.5
2018-10-01,31.559999465942383
2019-06-14,31.690000534057617
2019-05-13,31.940000534057617
2019-04-11,32.0099983215332
2019-02-06,32.0
2019-09-18,32.52000045776367
2020-02-03,33.33000183105469
2020-04-22,33.349998474121094
2019-11-19,33.029998779296875
2020-02-06,32.400001525878906
2019-11-22,31.920000076293945
2019-03-25,31.3799991607666
2019-02-21,30.950000762939453
2018-12-19,30.639999389648438
2018-07-12,30.90999984741211
2018-09-14,30.90999984741211
2018-08-13,30.649999618530273
2018-10-16,30.979999542236328
2019-07-31,31.010000228881836
2019-05-28,30.8799991607666
2019-04-26,30.829999923706055
2020-04-28,29.690000534057617
2019-11-25,29.190000534057617
2020-02-12,29.260000228881836
2020-05-01,29.639999389648438
2020-05-04,30.1200008392334
2019-06-12,30.06999969482422
