Dates,BEN
2018-06-20,33.470001220703125
2018-06-21,33.16999816894531
2018-06-25,33.130001068115234
2018-06-22,32.7400016784668
2018-06-26,32.77000045776367
2018-06-27,32.5099983215332
2018-06-28,31.850000381469727
2018-06-29,32.06999969482422
2018-07-02,31.700000762939453
2018-07-03,31.829999923706055
2018-07-05,31.690000534057617
2018-07-16,31.649999618530273
2018-09-18,31.90999984741211
2019-01-24,32.310001373291016
2019-09-05,32.06999969482422
2018-11-21,32.369998931884766
2020-01-13,32.380001068115234
2020-04-01,32.31999969482422
2020-06-19,32.060001373291016
2019-10-29,32.20000076293945
2020-01-16,32.439998626708984
2020-06-22,32.13999938964844
2018-10-03,32.02000045776367
2018-07-31,32.63999938964844
2019-03-12,32.58000183105469
2019-02-08,32.86000061035156
2019-01-07,32.7599983215332
2018-12-06,32.38999938964844
2019-08-19,34.439998626708984
2019-07-18,34.40999984741211
2019-05-15,32.099998474121094
2019-09-20,31.84000015258789
2019-11-01,32.29999923706055
2020-04-07,32.72999954223633
2020-06-25,33.02000045776367
2020-06-16,33.15999984741211
2019-11-04,32.4900016784668
2020-01-22,32.09000015258789
2019-11-07,32.150001525878906
2020-04-13,31.950000762939453
2019-07-01,32.15999984741211
2019-05-30,32.22999954223633
2018-08-15,32.83000183105469
2018-10-18,33.040000915527344
2019-03-27,33.06999969482422
2019-01-22,33.11000061035156
2018-12-21,32.599998474121094
2019-09-03,32.900001525878906
2018-11-19,33.36000061035156
2019-08-02,33.060001373291016
2020-01-28,33.209999084472656
2020-04-16,32.20000076293945
2019-11-13,31.639999389648438
2020-01-31,31.149999618530273
2018-12-04,30.459999084472656
2018-11-02,30.18000030517578
2019-07-16,30.360000610351562
2018-08-30,30.920000076293945
2018-10-01,31.079999923706055
2019-06-14,31.59000015258789
2019-05-13,31.450000762939453
2019-04-11,31.950000762939453
2019-02-06,31.959999084472656
2019-09-18,31.809999465942383
2020-02-03,32.630001068115234
2020-04-22,32.970001220703125
2019-11-19,32.70000076293945
2020-02-06,32.400001525878906
2019-11-22,31.6200008392334
2019-03-25,31.3799991607666
2019-02-21,30.739999771118164
2018-12-19,30.469999313354492
2018-07-12,30.549999237060547
2018-09-14,30.65999984741211
2018-08-13,30.299999237060547
2018-10-16,30.639999389648438
2019-07-31,30.329999923706055
2019-05-28,30.799999237060547
2019-04-26,30.549999237060547
2020-04-28,29.479999542236328
2019-11-25,29.09000015258789
2020-02-12,28.540000915527344
2020-05-01,29.219999313354492
2020-05-04,29.489999771118164
2019-06-12,29.809999465942383
2019-04-09,29.15999984741211
2019-03-08,29.329999923706055
2019-02-04,28.549999237060547
2018-07-27,28.84000015258789
2018-08-28,28.65999984741211
2019-01-03,29.0
2019-08-15,29.709999084472656
2018-10-31,29.770000457763672
2019-09-16,31.190000534057617
2020-02-18,30.75
2020-05-07,31.260000228881836
2018-08-17,30.690000534057617
2019-12-04,30.829999923706055
2020-02-21,31.420000076293945
2018-12-17,31.299999237060547
2019-08-30,31.270000457763672
2018-11-15,30.790000915527344
2019-07-29,31.059999465942383
2019-06-27,31.209999084472656
2019-04-24,30.420000076293945
2018-07-10,31.329999923706055
2018-09-12,31.979999542236328
2019-02-19,31.959999084472656
2019-01-18,31.940000534057617
2020-02-24,32.02000045776367
2020-05-13,32.959999084472656
2019-12-10,33.25
2020-02-27,33.33000183105469
2019-12-13,33.27000045776367
2020-05-19,33.459999084472656
2019-03-06,34.349998474121094
2018-11-30,34.150001525878906
2019-08-13,32.61000061035156
2019-07-12,32.47999954223633
2019-06-10,32.06999969482422
2019-05-09,32.5099983215332
2018-07-25,32.02000045776367
2018-09-27,32.0099983215332
2018-10-29,31.559999465942383
2019-10-16,31.389999389648438
2019-12-16,31.209999084472656
2020-03-04,29.90999984741211
2020-05-22,28.93000030517578
2019-10-01,28.600000381469727
2019-12-19,28.190000534057617
2018-09-10,27.8700008392334
2019-05-24,28.399999618530273
2018-08-09,29.139999389648438
2019-04-22,29.290000915527344
2019-03-21,29.360000610351562
2019-01-16,29.639999389648438
2019-08-28,29.75
2018-11-13,30.190000534057617
2018-10-12,30.399999618530273
2019-06-25,30.600000381469727
2020-03-10,30.1299991607666
2020-05-28,29.850000381469727
2019-10-07,29.989999771118164
2020-03-13,30.239999771118164
2019-10-10,30.81999969482422
2020-03-16,30.68000030517578
2020-06-03,31.299999237060547
2018-11-28,31.219999313354492
2018-09-25,31.43000030517578
2018-07-23,30.969999313354492
2018-08-24,31.56999969482422
2019-07-10,31.3799991607666
2019-05-07,31.799999237060547
2019-04-05,30.559999465942383
2019-03-04,28.790000915527344
2019-01-31,29.6299991607666
2019-09-12,29.649999618530273
2019-12-31,30.110000610351562
2020-03-19,30.3700008392334
2020-01-03,30.25
2020-06-09,30.219999313354492
2019-02-15,30.139999389648438
2019-01-14,30.860000610351562
2018-07-06,31.309999465942383
2018-08-07,31.3799991607666
2018-10-10,31.950000762939453
2018-12-13,32.25
2019-08-26,32.22999954223633
2019-07-25,32.59000015258789
2019-05-22,32.38999938964844
2019-03-19,32.97999954223633
2020-01-06,32.4900016784668
2020-03-25,32.70000076293945
2020-06-12,32.810001373291016
2019-10-22,32.869998931884766
2020-01-09,32.7400016784668
2020-06-15,32.41999816894531
2019-10-25,32.16999816894531
2020-03-31,31.809999465942383
2020-06-18,31.06999969482422
2019-04-03,31.559999465942383
2018-08-22,32.29999923706055
2018-10-25,32.599998474121094
2019-01-29,32.66999816894531
2018-12-28,32.43000030517578
2018-11-26,33.54999923706055
2019-08-09,33.849998474121094
2019-07-08,33.5
2019-06-06,32.880001068115234
2019-09-10,32.790000915527344
2020-01-15,32.04999923706055
2020-04-03,32.189998626708984
2019-10-31,32.84000015258789
2020-04-06,32.58000183105469
2020-06-24,33.099998474121094
2018-11-09,33.38999938964844
2019-07-23,33.869998931884766
2019-06-21,34.119998931884766
2019-05-20,34.2400016784668
2019-04-18,34.5
2018-09-06,34.91999816894531
2018-10-08,35.150001525878906
2019-02-13,34.29999923706055
2018-12-11,35.13999938964844
2019-09-25,35.4900016784668
2020-01-21,35.709999084472656
2020-04-09,35.119998931884766
2019-11-06,35.61000061035156
2020-01-24,35.52000045776367
2020-01-27,35.13999938964844
2020-04-15,35.0
2018-12-26,35.33000183105469
2019-08-07,35.619998931884766
2019-06-04,35.61000061035156
2018-09-21,35.0
2018-07-19,34.130001068115234
2018-08-20,34.619998931884766
2018-10-23,34.15999984741211
2019-05-03,34.459999084472656
2019-04-01,34.09000015258789
2019-02-28,34.0099983215332
2019-11-12,33.52000045776367
2020-01-30,33.45000076293945
2019-11-15,33.630001068115234
2020-04-21,33.41999816894531
